43f31797bcc090d8a13e3dec109bf4e594ffeed120fc95d5b381737e8208e271,b9bee85840a67a8ada99c26a7726a2d4655e0bc0dd942e1df8cc1a2e54b75867,d209d5272d21ef2f96c6e4f203ffeb4f44fb19bd8f3db9bbe9b8e479a3235258,5e3f3a9fdedef63d67d8c3c014ee976e75ef8ca7771dfd510f9f338bc49a5270,da336dd55a2dffb096103aa23d59f888d902284cb8da1558a899cbd0a4247399,9edb68f507518dc176e70cd5b17b1266abd78caf8996bdc3cb0bff3f11f70231,e4e728a2a0de7305a2a5db5a99dcde4e163811ad54ca1d902c7bbbd3f214de09,078abfe581dbce654c789d96a2748b0f16db027ae83ed9f1ab1e461466b81367,cd72784c9d34bab3281cc3ad1f2551d99ec7de3ce4c896704959eee0a800b5ce,05c8478b1f3d4c95e136b6df3a3512617fa3b18d59a937af1c712faf8e6801be,3ac4cfe8e326b630f90f3a5740d00acf45e1eb6b44ad65dfd519093389736d8d,0e4e6c9369d7484a70689891c0856b0acadb3a6cbff733d3c54acda50d3c1c61,f5f32d3f113f700055634990aafee0216acc76e8a589d37ca869a4151e52ed4b,851255b79d9faf0b572d8d2f89c45f724ee781244011b73add3f0f112cdcbc2e,68720ddf01c3959f9fd597622d9e1c3b0b8eee0c02db468473fed5050ab7ae5d,bb615cf93e72d8b8093fedfa605057dc016cf0ca90f462ca7a7848d0b595aa1f,0facb7444a8f7584733a93591d4735190ff23d561f6f438eec5893c9ad23c9db,dc2d4f3acdc4e0bcea51871b6527409794d7c5cf80b32f101dda7822ced6a920,3508d0323e0ab9200d768d3e86cf5f9436ead90e548e41e448f309ea86e77d6f,88baa0f376ca84a89045c939f348bd1cf450b7463e82965a0d9c9ec38c5b4454,cf56747df463056c7769b62b25e8ddb483c1771a519d215789fe38ff6d2ba73a,37396ca05c6d4f5445f0238cd8d902901a4d4ba905caede2f44207d288cf94be,5effa58fde7c5810b2d6f08e15c8c8742b9aff3f7973c3b970f59fb385881953,5b52f89508b07af01d12512b0425ab91f36a567d5c0db785248102485ac6988d,afaef66ddb504231179eba873b551208e29a9ace9743fccea05ea7bdef02d10c,4bfa0325a8f60db64c3ad195582be11609756a879509213b8e5aaea9213ac5c7,f9fa29a5293fbcf407e265f9a1010b9826dfd961fe72f80532cdb2edde73233a,b6d82362df01870ac6f888cec93563267c520f768ddb69922c6336e4ebaf00b5,80b50acff2ec1a96dadeccd92732224d7dca3d07b4c520eec80853ebed8709a6,2cda5f2ee40075750612f462a1a0d1d406934ae64832e8638c1e955cbed5d7e2,071036738daf4f8be0b07cfbf973b2fa8b5b8eeab5b12c01e34207382e734e61,a8eaa45b27e0e160b4c99987e283ff36f795506e93e6b46e2a6ca72f32f7ba0e,d52685ce198bafa6c61336cd1250bb80a00871aa275b124b99a25ae4d655874c,3e7e3401c8aa86f0b4b0fb9de98b0ac86f5caab1308f36fc8379868bbe06504b,b6fcca58644a7b7e43470dd54dec49912e2336ba2287bad13bf8f81d5b37355a,746aad547ee50339b47f4cdab8bf02439c018642310cb602919fa149b6460b5a
"100101","日和的解放冒險","151","-188","0.8","220011001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","115106","-376","0","100","115556","bgm_M259","0","222001001","2200001","0","5"
"100201","優衣的解放冒險","151","-188","0.8","220021001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","125256","-376","0","100","115586","bgm_M259","0","222001002","2200002","0","5"
"100301","怜的解放冒險","151","-188","0.8","220031001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","125016","-376","0","100","115556","bgm_M259","0","222001003","2200003","0","5"
"100401","禊的解放冒險","187","-188","0.8","220041001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.6","10","0.8","-1","188","376","116133","-376","0","100","126103","bgm_M259","0","222001004","2200004","0","5"
"100501","茉莉的解放冒險","274","-188","0.6","220051001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","119432","-376","0","100","129312","bgm_M259","0","222001005","2200005","0","5"
"100601","茜里的解放冒險","181","-188","0.8","220061001","20004","0","91002","0.6","102011","0.6","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","116582","-376","0","100","116612","bgm_M259","0","222001006","2200006","0","5"
"100701","宮子的解放冒險","232","-188","0.6","220071001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","118012","-376","0","100","128162","bgm_M259","0","222001007","2200007","0","5"
"100801","雪的解放冒險","268","-188","0.6","220081001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","119012","-376","0","100","119252","bgm_M259","0","222001008","2200008","0","5"
"100901","杏奈的解放冒險","262","-188","0.8","220091001","20004","0","91002","0.8","102011","0.6","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","119551","-376","0","100","119611","bgm_M259","0","222001009","2200009","0","5"
"101001","真步的解放冒險","148","-188","0.8","220101001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","125463","-376","0","100","125256","bgm_M259","0","222001010","2200010","0","5"
"101101","璃乃的解放冒險","136","-188","0.8","220111001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","125134","-376","0","100","115554","bgm_M259","0","222001011","2200011","0","5"
"101201","初音的解放冒險","154","-188","0.8","220121001","20004","0","91002","0.8","102011","0.8","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","125226","-376","0","100","115616","bgm_M259","0","222001012","2200012","0","5"
"101301","七七香的解放冒險","208","-188","0.8","220131001","20004","0","91002","0.8","102011","0.6","0","1","90","5","0","50","0","0.8","10","0.8","-1","188","376","117552","-376","0","100","117612","bgm_M259","0","222001013","2200013","0","5"
