5706aaef93f8286d0fc37d7dd184ae8619b01080f77c80ff1b40fc6313095da5,fbaa0c4093e0e75444141fb796848540b7e3af5dcfaedbb18914610be4b4e81d,c88c4adf92eecbde83c367e2d349dd5421e5a833b4c23584f5da2fb80143b857,bf5dbb6f3570e63c2fe4bfc1d3268c2eb6733330026adf781936e43220fa8d55,07108ebe270bfef0c910e2eaadcd6bb30755c23abe96ff2e178bd8320524f63f,81ad06f6f77e9b0a739803ee9bae808673b887fac9042495a8b5c9d21d19ae3e,64031990344cbb34fd0aec8d6a3a68f5859765ccde65231bb7eee019a01c0b6d,676bc9cd49f7d142381ae0e2828dac03c80c2e15441786ae1764e8685f850920,409be2e175e3b993a7d737fdb9a64bc09ec4b274fd2bd31332737266c253297c,5881ba7e397fea16dc5015ddb0d15240c157f2a314e1ced281b135e3f6d4a40a,de69b78792ffbf88edd864363d27101d3dbf68503ed167fdde3a9163f950571d,c6a92d978847315b158dad75774fa015ffebbeac350a2009b7c8b0011486aeed,f88eb2f27b738fdb364cfb7ec8afc9f50ec5c79d0a589fe71a728323dbac3bf0,07537f92b3a9872469c861a897fc6950d0998d7b4d7a71acd320c55e18133ac3,fd2eb8e62ef499bf43bd8dffee3ddb320d741b7058d14767305f2590a40f3a14,f682ae1796bfb2ff955eca3f1b6c0e80228e74ada3f8727241bc6efd18c29bc4,f09a8cd85da0fc697c8621cdbab364c2bc2fc1c5dc27f4d07b4b0895ac84aab2,184446fe065d56022c6ea865dccd96f8e0e10fe4b07f4fc4404823245efd6d78,bb8ee14549a02f2da49ef98a81b1750667c9d984d64acbe8e718bd11f2418b2b,e8144904461222c569eaa9ffde407937937adb2fd4187e4595b88c451cea4096,ba18ee98bdb97910a181a31ebb5563b49731896b7a4c7d27bde67376d59e2138,a4e45f70f2949bb6f66f91088843b8e5157823fabf278cccfac85666ae22874b
"0","1","102281","0","0","0","122282","1","102282","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101281","0","0","0","122311","1","102311","0","0","0","0","0","0","0","0","1500","0","0","0","0"
"0","1","102311","0","0","0","122312","1","102312","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101581","0","0","0","122341","1","102341","0","0","0","0","0","0","0","0","1500","0","0","0","0"
"0","1","102341","0","0","0","122342","1","102342","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101371","0","0","0","122371","1","102371","0","0","0","0","0","0","0","0","1500","0","0","0","0"
"0","1","102371","0","0","0","122372","1","102372","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101401","0","0","0","122401","1","102401","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101431","0","0","0","122431","1","102431","0","0","0","0","0","0","0","0","1500","0","0","0","0"
"0","1","102431","0","0","0","122432","1","102432","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101521","0","0","0","122491","1","102491","0","0","0","0","0","0","0","0","1500","0","0","0","0"
"0","1","102311","0","0","0","122493","1","102493","0","0","0","0","0","0","0","0","1500","0","0","0","0"
"0","1","102251","0","0","0","122521","1","102521","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","101611","0","0","0","122613","1","102613","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","1","102612","0","0","0","122614","1","102614","0","0","0","0","0","0","0","0","2000","0","0","0","0"
"0","0","0","0","0","0","113011","2","103011","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","0","0","0","0","0","113012","2","103012","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","0","0","0","0","0","113013","2","103013","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","1","103071","0","0","0","123041","3","103041","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","1","103012","0","0","0","123042","3","103042","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","0","0","113071","2","103071","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","1","103552","0","0","0","123072","3","103072","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","0","0","113101","2","103101","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","0","0","0","0","0","113131","2","103131","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","1","103131","0","0","0","123132","3","103132","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","1","102162","0","0","0","123161","3","103161","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","0","0","0","0","0","113162","2","103162","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","0","0","0","0","0","113191","2","103191","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","1","103191","0","1","0","123192","3","103192","0","0","0","0","0","0","102013","0","7000","0","0","0","0"
"0","1","103192","0","0","0","123193","3","103193","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","0","0","0","0","0","113221","2","103221","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","0","0","0","0","0","113222","2","103222","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","1","102251","0","0","0","123251","3","103251","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","0","0","0","0","0","113252","2","103252","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","1","102282","0","0","0","123281","3","103281","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","1","102282","0","1","0","123282","3","103282","0","0","0","0","0","0","102312","0","7000","0","0","0","0"
"0","0","0","0","0","0","113283","2","103283","0","0","0","0","0","0","0","0","10000","0","0","0","0"
"0","1","102312","0","0","0","123311","3","103311","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","1","102342","0","0","0","123341","3","103341","0","0","0","0","0","0","0","0","5000","0","0","0","0"
"0","0","0","0","0","0","113342","2","103342","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","1","103341","0","1","0","123343","3","103343","0","0","0","0","0","0","103611","0","10000","0","0","0","0"
"0","1","102372","0","0","0","123371","3","103371","0","0","0","0","0","0","0","0","7000","0","0","0","0"
"0","0","0","0","0","0","113372","2","103372","0","0","0","0","0","0","0","0","10000","0","0","0","0"
