e45bcd991595b75af00dc305fe1ce91bbea2a3cdd988275fa611c8fc815c2bb6,d75e22adf7a58941a3c4f063516f943a8c42b04de104b70ac951650df3bc4e49,afbcb7c6bcf05289d49a7840ed9d115ddbce78e3d7ce1d67d906830185a1d169,1fb4af8a05afee90d083a30e21c4863bda8613acdbe44fe7358aa90e196531f2,b21fb3599d447c1d081e7e8c50caf20e15af2f5dc360d55d88d61fab96b22b74,62afacf84d5ad584fcc0623e55a9c87d2b474b95748318b5ce784db0abce0514,e053eebf1dd93a03d756ae7a622f2f02dd550e44c7d1ecf8480c64cf6e4cf62b,03b25fdd9f5e96eba378efe190cbe3228b9d9972c5c5333c2d7c072c92e4794d,3f1c6e5259c129bfb113266f51e7a3b4ae1091251e396137cb79d7c724c52ff2,3efd04844f066c71fae31299dfa77b63dbd06657ab4690073d5d5733fe6545fa,ea024a99b54bf258bfcebb812a91b7fa573b93b87b48f0b6690ecabf60145dd6,545c9c0ac827649b97810ca4eec777d3bd0df5fb51350a2d5732d769c686e180,c585535623f30363cfb607b1c9344bdfa1d6374bb1598703eb8a849347f56874,b22277e131e973abed06dcd4557e48280221048a0b17e1ca5bf12c7c2e916b53,7fceea33906eb45f749530e840b259942141b366d9753a81ff78582527864a59,d6865758757238fd6a27257f69b2044c3b9a877fb756d4775de0e71e29a93911,074d7fcf360ea6fa1bd37e07ceae8a32781c39c3f1155a42333cf4b13e6a50f2,4ee9a0d1c4e69ec19c245679073f08d6a578e0a7ba1ba59e6babdea5d48cc4c0,1262c0689124e0e0bbd3f889f821401960d1db9d291346d6f0bd6c84412d1efd,d07ecde2b6ade02aa319e8e265233e5b0e717ad47854d3a4863804c5f68e4903,bef2f581fd5faab575cab1d047cad60718db0503513991a55c6c8dc3aa4c6a86
"0","500","0","91002","5","1","1001","0","31043","500","0","8","0","0","1","1","0","2","2","90006","1"
"0","1000","0","91002","8","2","1001","0","31043","1000","0","8","0","0","2","1","0","2","2","90006","2"
"0","1500","0","91002","10","3","1001","0","31043","1500","0","8","0","0","3","1","0","2","2","90006","3"
"0","2000","0","91002","12","4","1001","0","31043","2000","0","8","0","0","4","1","0","2","2","90006","4"
"0","2500","0","91002","14","5","1001","0","31043","2500","0","8","0","0","5","1","0","2","2","90006","5"
"0","3000","0","91002","16","6","1001","0","31043","3000","0","8","0","0","6","1","0","2","2","90006","6"
"0","3500","0","91002","18","7","1001","0","31043","3500","0","8","0","0","7","1","0","2","2","90006","7"
"0","4000","0","91002","20","8","1001","0","31043","4000","0","8","0","0","8","1","0","2","2","90006","9"
"0","4500","0","91002","25","9","1001","0","31043","4500","0","8","0","0","10","1","0","2","2","90006","-1"
"0","500","0","91002","5","10","1002","0","31022","500","0","8","0","0","1","1","0","2","2","90006","1"
"0","1000","0","91002","8","11","1002","0","31022","1000","0","8","0","0","2","1","0","2","2","90006","2"
"0","1500","0","91002","10","12","1002","0","31022","1500","0","8","0","0","3","1","0","2","2","90006","3"
"0","2000","0","91002","12","13","1002","0","31022","2000","0","8","0","0","4","1","0","2","2","90006","4"
"0","2500","0","91002","14","14","1002","0","31022","2500","0","8","0","0","5","1","0","2","2","90006","5"
"0","3000","0","91002","16","15","1002","0","31022","3000","0","8","0","0","6","1","0","2","2","90006","6"
"0","3500","0","91002","18","16","1002","0","31022","3500","0","8","0","0","7","1","0","2","2","90006","7"
"0","4000","0","91002","20","17","1002","0","31022","4000","0","8","0","0","8","1","0","2","2","90006","8"
"0","4500","0","91002","25","18","1002","0","31022","4500","0","8","0","0","9","1","0","2","2","90006","9"
