6e3b4ba392da270e9b9735e01539b35189c2afb9a61a48a3658d55d5b3551b85,2b433a7b235e109238f95769fe8b4df7817aa64f2f20b060959645902ebca684,e94af4a0f11d872c92279ffaf4cd41ca80d8b51ce5475a5e4a8ae01b32ff17c9,d32e18a154cbdf1aa29463b81219e7de2df78fd29e631cf0b739dc7494f897d7,851f152d072894f845b0c75a1033f23263a7dc249ee6e83b2e4cc65e697bf071,a1bc5752d1a79da0047c672a57b09937eba69a9f8965c965cbd3db8266d5c878,49ba6a234370b1ff5c0440286a321d2d241c997f4d44a7d01b6bffd6ecebcc2b,1f394562fc6b8bbb31675966794cd99ca69d861956b41f5ad9aaba39653bd987,f1fd4a8c828edf37ae4f998bd5cf546f3cfc281d708ff57ae9b30e86e7718df0,9bb0288d4882ff96d9023a2a17563bfacd72d78be41fd5215c65e29d44388d40,41508c671a791c47f0a5cc5da52f7e24e4512fcf0279b6ab18b21bc9aeb0aa5c,05f7a76b1248aa345516a6c35e11fafa79724f578f4d286e333053ca25763ad5,7bcd334de6353cb2856a31765007484743d4e028968c989fea744b731da43003
"0","0","0","0","0","0","1","57","10010484","0","10010001","0","1"
"0","0","0","10010674","0","0","2","59","10010100","1","10010099","0","1"
"0","0","0","10010099","0","0","11","58","10010101","10001","10010100","0","1"
"0","0","0","10010100","0","0","12","57","10010102","0","10010101","0","1"
"0","0","0","10010101","0","0","2","56","10010103","1","10010102","0","1"
"0","0","0","10010102","0","0","2","55","10010104","2","10010103","0","1"
"0","0","0","10010103","0","0","4","54","10010105","0","10010104","0","1"
"0","0","0","10010104","0","0","3","53","10010106","1","10010105","0","1"
"0","0","0","10010105","0","0","12","52","10010107","0","10010106","0","1"
"0","0","0","10010106","0","0","5","51","10010559","0","10010107","0","1"
"0","0","0","10010560","0","0","2","48","10010111","2","10010110","0","1"
"0","0","0","10010110","0","0","6","47","10010561","0","10010111","0","1"
"0","0","0","10010561","0","0","2","45","10010114","3","10010113","0","1"
"0","0","0","10010113","0","0","11","44","10010562","10001","10010114","0","1"
"0","0","0","10010562","0","0","4","42","10010117","0","10010116","0","1"
"0","0","0","10010116","0","0","6","41","10010118","0","10010117","0","1"
"0","0","0","10010117","0","0","3","40","10010563","3","10010118","0","1"
"0","0","0","10010559","0","0","11","49","10010120","10001","10010119","0","1"
"0","0","0","10010119","0","0","4","48","10010121","0","10010120","0","1"
"0","0","0","10010120","0","0","2","47","10010565","3","10010121","0","1"
"0","0","0","10010565","0","0","2","45","10010566","2","10010123","0","1"
"0","0","0","10010566","0","0","7","43","10010126","10003","10010125","0","1"
"0","0","0","10010125","0","0","4","42","10010127","0","10010126","0","1"
"0","0","0","10010126","0","0","7","41","10010128","10001","10010127","0","1"
"0","0","0","10010127","0","0","2","40","10010563","2","10010128","0","1"
"0","0","0","10010563","0","0","7","38","10010131","10001","10010130","0","1"
"0","0","0","10010130","0","0","6","37","10010132","0","10010131","0","1"
"0","0","0","10010131","0","10010702","11","36","10010701","10001","10010132","0","1"
"0","0","0","10010701","0","0","12","34","10010705","0","10010153","0","1"
"0","0","0","10010708","0","0","14","29","10010161","5","10010158","0","1"
"0","0","0","10010158","0","0","4","28","10010162","0","10010161","0","1"
"0","0","0","10010161","0","0","2","27","10010163","2","10010162","0","1"
"0","0","0","10010162","0","0","3","26","10010164","1","10010163","0","1"
"0","0","0","10010163","0","0","14","25","10010165","3","10010164","0","1"
"0","0","0","10010164","0","0","11","24","10010166","10001","10010165","0","1"
"0","0","0","10010165","0","0","12","23","10010167","0","10010166","0","1"
"0","0","0","10010166","0","0","3","22","10010568","2","10010167","0","1"
"0","0","0","10010568","0","0","7","20","10010570","10002","10010169","0","1"
"0","0","0","10010570","0","0","3","18","10010174","2","10010173","0","1"
"0","0","0","10010173","0","0","7","17","10010175","10001","10010174","0","1"
"0","0","0","10010174","0","0","4","16","10010176","0","10010175","0","1"
"0","0","0","10010175","0","0","2","15","10010177","1","10010176","0","1"
"0","0","0","10010176","0","0","2","14","10010178","2","10010177","0","1"
"0","0","0","10010177","0","0","3","13","10010179","2","10010178","0","1"
"0","0","0","10010178","0","0","12","12","10010180","0","10010179","0","1"
"0","0","0","10010179","0","0","6","11","10010181","0","10010180","0","1"
"0","0","0","10010180","0","0","4","10","10010182","0","10010181","0","1"
"0","0","0","10010181","0","0","2","9","10010183","2","10010182","0","1"
"0","0","0","10010182","0","0","2","8","10010184","3","10010183","0","1"
"0","0","0","10010183","0","0","14","7","10010555","3","10010184","0","1"
"0","0","0","10010558","0","0","14","3","10010187","1","10010186","0","1"
"0","0","0","10010186","0","0","3","2","10010188","3","10010187","0","1"
"0","0","0","10010187","0","0","2","1","10010189","2","10010188","0","1"
"0","0","0","10010188","0","0","13","0","10010190","0","10010189","0","1"
"0","0","0","10010189","0","0","12","60","10010191","0","10010190","0","1"
"0","0","0","10010190","0","0","6","59","10010192","0","10010191","0","1"
"0","0","0","10010191","0","0","3","58","10010193","1","10010192","0","1"
"0","0","0","10010192","0","0","7","57","10010194","10001","10010193","0","1"
"0","0","0","10010193","0","0","5","56","10010195","0","10010194","0","1"
"0","0","0","10010194","0","0","3","55","10010196","2","10010195","0","1"
"0","0","0","10010195","0","0","11","54","10010197","10001","10010196","0","1"
"0","0","0","10010196","0","0","4","53","10010198","0","10010197","0","1"
"0","0","0","10010197","0","0","2","52","10010199","1","10010198","0","1"
"0","0","0","10010198","0","0","14","51","10010200","2","10010199","0","1"
"0","0","0","10010199","0","0","2","50","10010201","1","10010200","0","1"
"0","0","0","10010200","0","10010716","3","49","10010214","1","10010201","0","1"
"0","0","0","10010201","0","0","4","48","10010215","0","10010214","0","1"
"0","0","0","10010214","0","0","12","47","10010710","0","10010215","0","1"
"0","0","0","10010711","0","0","11","44","10010219","10001","10010218","0","1"
"0","0","0","10010218","0","0","2","43","10010220","2","10010219","0","1"
"0","0","0","10010219","0","0","4","42","10010221","0","10010220","0","1"
"0","0","0","10010220","0","0","3","41","10010222","2","10010221","0","1"
"0","0","0","10010221","0","0","2","40","10010223","1","10010222","0","1"
"0","0","0","10010222","0","0","2","39","10010224","2","10010223","0","1"
"0","0","0","10010223","0","0","4","38","10010225","0","10010224","0","1"
"0","0","0","10010224","0","0","7","37","10010226","10002","10010225","0","1"
"0","0","0","10010225","0","0","11","36","10010227","10001","10010226","0","1"
"0","0","0","10010226","0","0","14","35","10010228","4","10010227","0","1"
"0","0","0","10010227","0","0","5","34","10010229","0","10010228","0","1"
"0","0","0","10010228","0","0","2","33","10010230","1","10010229","0","1"
"0","0","0","10010229","0","0","14","32","10010231","3","10010230","0","1"
"0","0","0","10010230","0","0","4","31","10010232","0","10010231","0","1"
"0","0","0","10010231","0","0","7","30","10010233","10001","10010232","0","1"
"0","0","0","10010232","0","10010236","6","29","10010234","0","10010233","0","1"
"0","0","0","10010233","0","0","7","28","10010573","10001","10010234","0","1"
"0","0","0","10010233","0","0","2","28","10010237","3","10010236","0","1"
"0","0","0","10010236","0","0","3","27","10010574","2","10010237","0","1"
"0","0","0","10010574","0","0","3","25","10010240","3","10010239","0","1"
"0","0","0","10010239","0","0","2","24","10010241","3","10010240","0","1"
"0","0","0","10010240","0","0","4","23","10010575","0","10010241","0","1"
"0","0","0","10010245","0","0","14","24","10010564","2","10010244","0","1"
"0","0","0","10010246","0","0","7","25","10010244","10003","10010245","0","1"
"0","0","0","10010573","0","0","14","26","10010245","1","10010246","0","1"
"0","0","0","10010575","0","0","4","21","10010248","0","10010247","0","1"
"0","0","0","10010247","0","10010250","11","20","10010249","10001","10010248","0","1"
"0","0","0","10010248","0","0","7","19","10010253","10003","10010249","0","1"
"0","0","0","10010248","0","0","5","19","10010251","0","10010250","0","1"
"0","0","0","10010250","0","0","6","18","10010577","0","10010251","0","1"
