8aa78bcab40fa8b12381d5758845d57601ebb44efe21230fcd3ad5ca7dd63871,92aecde261284d18bd5e948727551bb1d5dc822c7b2dba5a9f311812f644e0a5,8664b138876d727225d41f65852176739b68eb03e2731afb7cba84dffdb2e853,c022008d5663e7d1dbac1dc3b7ee5d9cc9acd7b769dbe0ac39c8e98f1dec394b,a6ff40aaf628277de22b7c55fb645e15ab092c4f8668b35b6b9e4ddd56c64116,b901b9aff97b3b3baf375a317674a9fd20c4215d870eff451f4340d7bbb44d18,be9e3aac6c056dd302e4a0f5d2a597508ac7807caf66d1cf57363743426739b1,82e8e185692ef20ab16db239f73809db2b3254a4befd265b716e403d7da3d0a7,5ea9322907846e17f2abee3306f10dbf0e4417c6f75a5ebb20626f86f8afea78,a50f2112475489f86e535df02eed2ae4172a8e5a890f1649e6930f56413275fe,fd13ae952eacafe0e9b169374e50c24aad79ecb2cf910523c92a5293071d45f5,b4f77d5391102b0fd595aec0334ad233866f25419bea7bb8c41345e589cede7f,51e93e061cf2456068886eed5c38a9ec2d9f5d4586b4fdaa9a9f56ff579cc46e,99012e80f513d59f0e5850b58f504dd12d8eee8484c5589d38b21bc66c1ba33c,da228938eb1ce93b986f0147915df9911f328395aef00f57fdc6284a487a6a0b,b861ead9edadeb3918eb4a460d92c85d0b5c3599ebc0b145515269f465edebbc,4379855faa79e7b606a922b24b7bd7588f1abea4d274e53e9a0fc107367c005d,2440c2a88e1a4bdf54df0e30f87cdcf4f8bf0510bedcb6c01cdbd2c82abfa64d,a21cc3fbfea7abda7851615814e150421fef47b8a41f27f5e103c841f142e274,4dafddf4b001e013e72d02df1909e09bad75e015a4bdd57fc9087b3e2e2c4d56,ddea19e1a640d8f439caedfded3fcc9f00367217195b1e036eb39c97a2e56c3f,70bcb78cc0aa806c5e2448cde07ab20b78a1ef877415b85fd5057aa459c854e2,4a73ac556e7f04598e373ab8fcad4e730ddd1bf2ce70c9a8f0dda30f4972107f,4e83c4437504b0e50b6e1f00bf06408b2a4ecf9e77b7089841c3e4fde0369df5,347fe96f3d8459057ad09694803b8d7ae3f5c5139495af527b9913a509501e6b,f5f9800b5192c6cf10499a0b2f9789512ff95cff3ba1eb784d1d09f57e2f394a,fadcb3df2a5281191e53dc1ae808a9cab8b279843dffdb7c8bd84f6f68b423c1,b902d1c28134a7a23a2bb11c3001781fe03d227f6d384188c6f08aa71d2c4128,3af0db04b2df774f2727d1cba5c83978bfde2d013086cf6345a3385af8e0f94d,1c7a5595f7887fe8f04f76541e6e83bb73fbb22f8dc4d323c5f152561707886a,3664a9307d438588d4c246b63fafc576a632cbfa48e955d1d85b292604f71225
"1","0","0","1000110101","1000110102","100","0","0","0","0","1000110103","10001101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000110103","100","1000110103","0","0","0"
"1","100","1000120105","1000120101","1000120105","100","33","1000120105","1","1","1000120103","10001201","1","1","100","1000120105","100","1","1","1","34","100","1","100","1000120105","1000120105","100","1000120102","1000120104","100","1"
"1","0","0","1000210101","1000210102","100","0","0","0","0","1000210103","10002101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000210103","100","1000210103","0","0","0"
"1","100","1000220105","1000220101","1000220105","100","33","1000220105","1","1","1000220103","10002201","1","1","100","1000220105","100","1","1","1","34","100","1","100","1000220105","1000220105","100","1000220102","1000220104","100","1"
"1","0","0","1000310101","1000310102","100","0","0","0","0","1000310103","10003101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000310103","100","1000310103","0","0","0"
"6","100","1000320105","1000320101","1000320105","3","33","1000320105","1","1","1000320103","10003201","1","6","100","1000320105","100","1","1","1","34","100","1","100","1000320105","1000320105","3","1000320102","1000320104","100","1"
"1","0","0","1000410101","1000410102","100","0","0","0","0","1000410103","10004101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000410103","100","1000410103","0","0","0"
"6","100","1000420105","1000420101","1000420105","3","33","1000420105","1","1","1000420103","10004201","1","6","100","1000420105","100","1","1","1","34","100","1","100","1000420105","1000420105","3","1000420102","1000420104","100","1"
"1","0","1000430104","1000430101","1000430104","100","100","1000430104","1","1","1000430104","10004301","1","6","100","1000430103","100","1","0","1","33","100","1","100","1000430104","1000430104","100","1000430102","0","34","1"
"1","0","0","1000510101","1000510102","100","0","0","0","0","1000510103","10005101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000510103","100","1000510103","0","0","0"
"6","100","1000520105","1000520101","1000520105","3","33","1000520105","1","1","1000520103","10005201","1","6","100","1000520105","100","1","1","1","34","100","1","100","1000520105","1000520105","3","1000520102","1000520104","100","1"
"1","0","1000530104","1000530101","1000530104","100","100","1000530104","1","1","1000530104","10005301","1","6","100","1000530103","100","1","0","1","33","100","1","100","1000530104","1000530104","100","1000530102","0","34","1"
"1","0","0","1000610101","1000610102","100","0","0","0","0","1000610103","10006101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000610103","100","1000610103","0","0","0"
"6","100","1000620105","1000620101","1000620105","3","33","1000620105","1","1","1000620103","10006201","1","6","100","1000620105","100","1","1","1","34","100","1","100","1000620105","1000620105","3","1000620102","1000620104","100","1"
"1","0","1000630104","1000630101","1000630104","100","100","1000630104","1","1","1000630104","10006301","1","6","100","1000630103","100","1","0","1","33","100","1","100","1000630104","1000630104","100","1000630102","0","34","1"
"1","0","0","1000710101","1000710102","100","0","0","0","0","1000710103","10007101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000710103","100","1000710103","0","0","0"
"6","100","1000720105","1000720101","1000720105","3","33","1000720105","1","1","1000720103","10007201","1","6","100","1000720105","100","1","1","1","34","100","1","100","1000720105","1000720105","3","1000720102","1000720104","100","1"
"1","0","1000730104","1000730101","1000730104","100","100","1000730104","1","1","1000730104","10007301","1","6","100","1000730103","100","1","0","1","33","100","1","100","1000730104","1000730104","100","1000730102","0","34","1"
"1","0","0","1000810101","1000810102","100","0","0","0","0","1000810103","10008101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000810103","100","1000810103","0","0","0"
"6","100","1000820105","1000820101","1000820105","3","33","1000820105","1","1","1000820103","10008201","1","6","100","1000820105","100","1","1","1","34","100","1","100","1000820105","1000820105","3","1000820102","1000820104","100","1"
"1","0","1000830104","1000830101","1000830104","100","100","1000830104","1","1","1000830104","10008301","1","6","100","1000830103","100","1","0","1","33","100","1","100","1000830104","1000830104","100","1000830102","0","34","1"
"1","0","0","1000910101","1000910102","100","0","0","0","0","1000910103","10009101","1","1","34","0","100","1","0","1","0","0","0","33","0","1000910103","100","1000910103","0","0","0"
"6","100","1000920105","1000920101","1000920105","3","33","1000920105","1","1","1000920103","10009201","1","6","100","1000920105","100","1","1","1","34","100","1","100","1000920105","1000920105","3","1000920102","1000920104","100","1"
"1","0","1000930104","1000930101","1000930104","100","100","1000930104","1","1","1000930104","10009301","1","6","100","1000930103","100","1","0","1","33","100","1","100","1000930104","1000930104","100","1000930102","0","34","1"
"1","0","0","1001010101","1001010102","100","0","0","0","0","1001010103","10010101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001010103","100","1001010103","0","0","0"
"6","100","1001020105","1001020101","1001020105","3","33","1001020105","1","1","1001020103","10010201","1","6","100","1001020105","100","1","1","1","34","100","1","100","1001020105","1001020105","3","1001020102","1001020104","100","1"
"1","0","1001030104","1001030101","1001030104","100","100","1001030104","1","1","1001030104","10010301","1","6","100","1001030103","100","1","0","1","33","100","1","100","1001030104","1001030104","100","1001030102","0","34","1"
"1","100","1001040107","1001040101","1001040105","100","100","1001040106","1","1","1001040103","10010401","1","6","100","1001040109","100","1","1","1","100","100","1","100","1001040108","1001040104","100","1001040102","1001040110","100","1"
"1","0","0","1001110101","1001110102","100","0","0","0","0","1001110103","10011101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001110103","100","1001110103","0","0","0"
"6","100","1001120105","1001120101","1001120105","3","33","1001120105","1","1","1001120103","10011201","1","6","100","1001120105","100","1","1","1","34","100","1","100","1001120105","1001120105","3","1001120102","1001120104","100","1"
"1","0","1001130104","1001130101","1001130104","100","100","1001130104","1","1","1001130104","10011301","1","6","100","1001130103","100","1","0","1","33","100","1","100","1001130104","1001130104","100","1001130102","0","34","1"
"1","100","1001140107","1001140101","1001140105","100","100","1001140106","1","1","1001140103","10011401","1","6","100","1001140109","100","1","1","1","100","100","1","100","1001140108","1001140104","100","1001140102","1001140110","100","1"
"1","0","0","1001210101","1001210102","100","0","0","0","0","1001210103","10012101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001210103","100","1001210103","0","0","0"
"6","100","1001220105","1001220101","1001220105","3","33","1001220105","1","1","1001220103","10012201","1","6","100","1001220105","100","1","1","1","34","100","1","100","1001220105","1001220105","3","1001220102","1001220104","100","1"
"1","0","1001030104","1001230101","1001230104","100","100","1001230104","1","1","1001230104","10012301","1","6","100","1001230103","100","1","0","1","33","100","1","100","1001230104","1001230104","100","1001230102","0","34","1"
"1","100","1001040107","1001240101","1001240105","100","100","1001240106","1","1","1001240103","10012401","1","6","100","1001240109","100","1","1","1","100","100","1","100","1001240108","1001240104","100","1001240102","1001240110","100","1"
"1","0","0","1001310101","1001310102","100","0","0","0","0","1001310103","10013101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001310103","100","1001310103","0","0","0"
"6","100","1001320105","1001320101","1001320105","3","33","1001320105","1","1","1001320103","10013201","1","6","100","1001320105","100","1","1","1","34","100","1","100","1001320105","1001320105","3","1001320102","1001320104","100","1"
"1","0","1001330104","1001330101","1001330104","100","100","1001330104","1","1","1001330104","10013301","1","6","100","1001330103","100","1","0","1","33","100","1","100","1001330104","1001330104","100","1001330102","0","34","1"
"1","100","1001340107","1001340101","1001340105","100","100","1001340106","1","1","1001340103","10013401","1","6","100","1001340109","100","1","1","1","100","100","1","100","1001340108","1001340104","100","1001340102","1001340110","100","1"
"1","0","0","1001410101","1001410102","100","0","0","0","0","1001410103","10014101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001410103","100","1001410103","0","0","0"
"6","100","1001420105","1001420101","1001420105","3","33","1001420105","1","1","1001420103","10014201","1","6","100","1001420105","100","1","1","1","34","100","1","100","1001420105","1001420105","3","1001420102","1001420104","100","1"
"1","0","1001430104","1001430101","1001430104","100","100","1001430104","1","1","1001430104","10014301","1","6","100","1001430103","100","1","0","1","33","100","1","100","1001430104","1001430104","100","1001430102","0","34","1"
"1","0","0","1001510101","1001510102","100","0","0","0","0","1001510103","10015101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001510103","100","1001510103","0","0","0"
"6","100","1001520105","1001520101","1001520105","3","33","1001520105","1","1","1001520103","10015201","1","6","100","1001520105","100","1","1","1","34","100","1","100","1001520105","1001520105","3","1001520102","1001520104","100","1"
"1","0","1001530104","1001530101","1001530104","100","100","1001530104","1","1","1001530104","10015301","1","6","100","1001530103","100","1","0","1","33","100","1","100","1001530104","1001530104","100","1001530102","0","34","1"
"1","100","1001540107","1001540101","1001540105","100","100","1001540106","1","1","1001540103","10015401","1","6","100","1001540109","100","1","1","1","100","100","1","100","1001540108","1001540104","100","1001540102","1001540110","100","1"
"1","0","0","1001610101","1001610102","100","0","0","0","0","1001610103","10016101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001610103","100","1001610103","0","0","0"
"6","100","1001620105","1001620101","1001620105","3","33","1001620105","1","1","1001620103","10016201","1","6","100","1001620105","100","1","1","1","34","100","1","100","1001620105","1001620105","3","1001620102","1001620104","100","1"
"1","0","1001630104","1001630101","1001630104","100","100","1001630104","1","1","1001630104","10016301","1","6","100","1001630103","100","1","0","1","33","100","1","100","1001630104","1001630104","100","1001630102","0","34","1"
"1","0","0","1001710101","1001710102","100","0","0","0","0","1001710103","10017101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001710103","100","1001710103","0","0","0"
"6","100","1001720105","1001720101","1001720105","3","33","1001720105","1","1","1001720103","10017201","1","6","100","1001720105","100","1","1","1","34","100","1","100","1001720105","1001720105","3","1001720102","1001720104","100","1"
"1","0","1001730104","1001730101","1001730104","100","100","1001730104","1","1","1001730104","10017301","1","6","100","1001730103","100","1","0","1","33","100","1","100","1001730104","1001730104","100","1001730102","0","34","1"
"1","100","1001740107","1001740101","1001740105","100","100","1001740106","1","1","1001740103","10017401","1","6","100","1001740109","100","1","1","1","100","100","1","100","1001740108","1001740104","100","1001740102","1001740110","100","1"
"1","0","0","1001810101","1001810102","100","0","0","0","0","1001810103","10018101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001810103","100","1001810103","0","0","0"
"6","100","1001820105","1001820101","1001820105","3","33","1001820105","1","1","1001820103","10018201","1","6","100","1001820105","100","1","1","1","34","100","1","100","1001820105","1001820105","3","1001820102","1001820104","100","1"
"1","0","1001830104","1001830101","1001830104","100","100","1001830104","1","1","1001830104","10018301","1","6","100","1001830103","100","1","0","1","33","100","1","100","1001830104","1001830104","100","1001830102","0","34","1"
"1","0","0","1001910101","1001910102","100","0","0","0","0","1001910103","10019101","1","1","34","0","100","1","0","1","0","0","0","33","0","1001910103","100","1001910103","0","0","0"
"6","100","1001920105","1001920101","1001920105","3","33","1001920105","1","1","1001920103","10019201","1","6","100","1001920105","100","1","1","1","34","100","1","100","1001920105","1001920105","3","1001920102","1001920104","100","1"
"1","0","1001930104","1001930101","1001930104","100","100","1001930104","1","1","1001930104","10019301","1","6","100","1001930103","100","1","0","1","33","100","1","100","1001930104","1001930104","100","1001930102","0","34","1"
"1","100","1001940107","1001940101","1001940105","100","100","1001940106","1","1","1001940103","10019401","1","6","100","1001940109","100","1","1","1","100","100","1","100","1001940108","1001940104","100","1001940102","1001940110","100","1"
"1","0","0","1002010101","1002010102","100","0","0","0","0","1002010103","10020101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002010103","100","1002010103","0","0","0"
"6","100","1002020105","1002020101","1002020105","3","33","1002020105","1","1","1002020103","10020201","1","6","100","1002020105","100","1","1","1","34","100","1","100","1002020105","1002020105","3","1002020102","1002020104","100","1"
"1","0","1002030104","1002030101","1002030104","100","100","1002030104","1","1","1002030104","10020301","1","6","100","1002030103","100","1","0","1","33","100","1","100","1002030104","1002030104","100","1002030102","0","34","1"
"1","0","0","1002110101","1002110102","100","0","0","0","0","1002110103","10021101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002110103","100","1002110103","0","0","0"
"6","100","1002120105","1002120101","1002120105","3","33","1002120105","1","1","1002120103","10021201","1","6","100","1002120105","100","1","1","1","34","100","1","100","1002120105","1002120105","3","1002120102","1002120104","100","1"
"1","0","1002130104","1002130101","1002130104","100","100","1002130104","1","1","1002130104","10021301","1","6","100","1002130103","100","1","0","1","33","100","1","100","1002130104","1002130104","100","1002130102","0","34","1"
"1","100","1002140107","1002140101","1002140105","100","100","1002140106","1","1","1002140103","10021401","1","6","100","1002140109","100","1","1","1","100","100","1","100","1002140108","1002140104","100","1002140102","1002140110","100","1"
"1","0","0","1002210101","1002210102","100","0","0","0","0","1002210103","10022101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002210103","100","1002210103","0","0","0"
"6","100","1002220105","1002220101","1002220105","3","33","1002220105","1","1","1002220103","10022201","1","6","100","1002220105","100","1","1","1","34","100","1","100","1002220105","1002220105","3","1002220102","1002220104","100","1"
"1","0","1002230104","1002230101","1002230104","100","100","1002230104","1","1","1002230104","10022301","1","6","100","1002230103","100","1","0","1","33","100","1","100","1002230104","1002230104","100","1002230102","0","34","1"
"1","0","0","1002310101","1002310102","100","0","0","0","0","1002310103","10023101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002310103","100","1002310103","0","0","0"
"6","100","1002320105","1002320101","1002320105","3","33","1002320105","1","1","1002320103","10023201","1","6","100","1002320105","100","1","1","1","34","100","1","100","1002320105","1002320105","3","1002320102","1002320104","100","1"
"1","0","1002330104","1002330101","1002330104","100","100","1002330104","1","1","1002330104","10023301","1","6","100","1002330103","100","1","0","1","33","100","1","100","1002330104","1002330104","100","1002330102","0","34","1"
"1","100","1002340107","1002340101","1002340105","100","100","1002340106","1","1","1002340103","10023401","1","6","100","1002340109","100","1","1","1","100","100","1","100","1002340108","1002340104","100","1002340102","1002340110","100","1"
"1","0","0","1002410101","1002410102","100","0","0","0","0","1002410103","10024101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002410103","100","1002410103","0","0","0"
"6","100","1002420105","1002420101","1002420105","3","33","1002420105","1","1","1002420103","10024201","1","6","100","1002420105","100","1","1","1","34","100","1","100","1002420105","1002420105","3","1002420102","1002420104","100","1"
