bdc53df569e98456bb2f17d49f5108e6db1a867a443a4bb54f3500f1227be02f,9b1004cdd2943fa8e401d8b32ec20a68b40787a094bc165d1967c16206496a72,334982087430da66d12c7769d8347a5b1006942d6abe2cafac46bd705087c794,8b914e4d493c47ab2ab81537e16aa50ab1e8944236f98e0da75b1aa301508b32,e4ab53c1c40b9ed00182105e5d64534241ffc2012436c51637bd0514e788b171,1366cefc3b96f966b316c5d79c2c3dbf2f5768edd2f08c6b6c8e7fd03247a2cf,682a0835aa78c948cc7eee4360396b22c7fa47ba73c7f0e0ae978dfb5786b1fd,4c151be826cdf696e8438263de70c1d29e7dbc7159b020877d8cc4f30733123f,aaf70b746d13ac39ee5b1ba2be38a865c9c950b6d60cf7f71b9485c8c72608ae,5e3d228e03dd1d386a991e1f872abc56440c48c23deb7c52fa19a32ff9b0ee33,8d6db2b91e0615bcff257eb0cbd48724b37701d0d5b0607f6d6fd83ad9f8f3ae,23e7ccd3c6ef26a56f14cb114c7f7bfb3795859e0e903239d3beacb69cd78587,79047a83409b1cca93e299563ecf10e3002e73a18df7c2326c8e9988863bec59,4709b07c4def514e1a75efd493bbd6906492187030200bc699777ffa1e90e16e,a731b9303f6dad2e30469df74a4138ba82bf2965c294d69c5499313583cf9e0a,0d264370959206c8924904e8258571c5588b0f0728c7699a3c147d019753984d,f8660beb21dd9f35116f8972afe81f364fb98abc05c526523b9a9ad867a5e3e5,deb224af68ebbe9f8887174a4068114482b76f87c7e3216040f4b49dcbe3667d
"0","0","0","1","分數累積獲得 32000 分","20000","0","94002","0","0","12","0","32000","0","0","0","0","0"
"0","0","0","2","分數累積獲得 64000 分","30000","0","94002","0","0","12","0","64000","0","0","0","0","0"
"0","0","0","3","分數累積獲得 96000 分","40000","0","94002","0","0","12","0","96000","0","0","0","0","0"
"0","0","0","4","分數累積獲得 128000 分","50000","0","94002","0","0","12","0","128000","0","0","0","0","0"
"0","0","0","5","分數累積獲得 160000 分","25","0","91002","0","0","8","0","160000","0","0","0","0","0"
"0","0","0","6","分數累積獲得 192000 分","1","0","11001071","0","0","15","0","192000","0","0","0","0","0"
"0","0","0","7","分數累積獲得 224000 分","20","0","23001","0","0","2","0","224000","0","0","0","0","0"
"0","0","0","8","分數累積獲得 256000 分","50","0","91002","0","0","8","0","256000","0","0","0","0","0"
"0","0","0","9","分數累積獲得 288000 分","70000","0","94002","0","0","12","0","288000","0","0","0","0","0"
"0","0","0","10","分數累積獲得 320000 分","80000","0","94002","0","0","12","0","320000","0","0","0","0","0"
"0","0","0","11","分數累積獲得 352000 分","75","0","91002","0","0","8","0","352000","0","0","0","0","0"
"0","0","0","12","分數累積獲得 384000 分","100000","0","94002","0","0","12","0","384000","0","0","0","0","0"
"0","0","0","13","分數累積獲得 416000 分","45","0","23001","0","0","2","0","416000","0","0","0","0","0"
"0","0","0","14","分數累積獲得 448000 分","100","0","91002","0","0","8","0","448000","0","0","0","0","0"
"0","0","0","15","分數累積獲得 480000 分","1","0","11001072","0","0","15","0","480000","0","0","0","0","0"
