51a2f0ce360e525344ad36c1fce7ad44d67dc9795a04683309dbbd02dddcf085,fb26f579f7277eb9ac632b4b36f9b3a45adb7daf85ed81e2652a9ed8a92a1917,2d308beb19c214d7680a340dfcb9fb90a75a20f78bd8e22dc1358c836f6dd946,b59aa143ffbafa470f693d3acfd22f16e8253015745e5ed40af6c5a0d549ad69,5afbcb0d47cad5a9d5bbb698d88ec8fc97c486d6b9b50bffd35571a57c6e29ca,4296427461f1e95a9216513d5a84f6630049dccad0f4bfd07869d8c1c3755ab4,5ac05d2f267d0cc2793de60b16b416c258972a9a736702c0bfe37c26bff13291,16555619dc663994fd3c54b552610396783cc0b1d4a1c19801c3e27ba95ccf38,b1ad435ca1e13707065dfd2229085bb01d5489a621f1042e2fcbc4f16201a934,2a461aad6680382beb1cdd85363495a95470f38e7e8b356c5095463d79b70081,e3fe2e7f3b7af40a97bfdbad19c9dfa7a851e585897df9455a5d1f3dfae76f56
"2","25012","1","2","10","282001001","91002","31","8","25021","8"
"2","25012","2","2","10","282001002","91002","31","8","25021","8"
"2","25012","3","2","10","282001003","91002","32","8","25021","8"
"2","25012","4","2","10","282001004","91002","32","8","25021","8"
"2","25012","5","2","10","282001005","91002","33","8","25021","8"
"2","25012","6","2","10","282001006","91002","33","8","25021","9"
"2","25012","7","2","10","282001007","91002","34","8","25021","9"
"2","25012","8","2","10","282001008","91002","35","8","25021","9"
"2","25012","9","2","10","282001009","91002","35","8","25021","9"
"2","25012","10","2","30","282001010","91002","37","8","25021","10"
"2","25012","11","2","10","282001011","91002","41","8","25021","10"
"2","25012","12","2","10","282001012","91002","43","8","25021","11"
"2","25012","13","2","10","282001013","91002","46","8","25021","11"
"2","25012","14","2","10","282001014","91002","48","8","25021","12"
"2","25012","15","2","10","282001015","91002","50","8","25021","12"
"2","25012","16","2","10","282001016","91002","53","8","25021","13"
"2","25012","17","2","10","282001017","91002","55","8","25021","14"
"2","25012","18","2","10","282001018","91002","58","8","25021","14"
"2","25012","19","2","10","282001019","91002","60","8","25021","15"
"2","25012","20","2","30","282001020","91002","62","8","25021","15"
"2","25012","21","2","10","282001021","91002","68","8","25021","16"
"2","25012","22","2","10","282001022","91002","70","8","25021","16"
"2","25012","23","2","10","282001023","91002","72","8","25021","16"
"2","25012","24","2","10","282001024","91002","75","8","25021","17"
"2","25012","25","2","10","282001025","91002","77","8","25021","18"
"2","25012","26","2","10","282001026","91002","79","8","25021","18"
"2","25012","27","2","10","282001027","91002","82","8","25021","19"
"2","25012","28","2","10","282001028","91002","84","8","25021","19"
"2","25012","29","2","10","282001029","91002","86","8","25021","19"
"2","25012","30","2","30","282001030","91002","89","8","25021","20"
"2","25012","31","2","10","282001031","91002","94","8","25021","20"
"2","25012","32","2","10","282001032","91002","96","8","25021","21"
"2","25012","33","2","10","282001033","91002","99","8","25021","21"
"2","25012","34","2","10","282001034","91002","101","8","25021","22"
"2","25012","35","2","10","282001035","91002","103","8","25021","22"
"2","25012","36","2","10","282001036","91002","106","8","25021","23"
"2","25012","37","2","10","282001037","91002","108","8","25021","23"
"2","25012","38","2","10","282001038","91002","111","8","25021","24"
"2","25012","39","2","10","282001039","91002","113","8","25021","25"
"2","25012","40","2","30","282001040","91002","115","8","25021","25"
"2","25012","41","2","10","282001041","91002","121","8","25021","26"
"2","25012","42","2","10","282001042","91002","123","8","25021","27"
"2","25012","43","2","10","282001043","91002","125","8","25021","28"
"2","25012","44","2","10","282001044","91002","128","8","25021","28"
"2","25012","45","2","10","282001045","91002","130","8","25021","29"
"2","25012","46","2","10","282001046","91002","132","8","25021","30"
"2","25012","47","2","10","282001047","91002","135","8","25021","30"
"2","25012","48","2","10","282001048","91002","137","8","25021","31"
"2","25012","49","2","10","282001049","91002","139","8","25021","31"
"2","25012","50","2","30","282001050","91002","142","8","25021","31"
"2","25012","51","2","10","282001051","91002","144","8","25021","32"
"2","25012","52","2","10","282001052","91002","146","8","25021","32"
"2","25012","53","2","10","282001053","91002","149","8","25021","32"
"2","25012","54","2","10","282001054","91002","152","8","25021","33"
"2","25012","55","2","10","282001055","91002","155","8","25021","33"
"2","25012","56","2","10","282001056","91002","157","8","25021","33"
"2","25012","57","2","10","282001057","91002","160","8","25021","34"
"2","25012","58","2","10","282001058","91002","163","8","25021","34"
"2","25012","59","2","10","282001059","91002","166","8","25021","34"
"2","25012","60","2","30","282001060","91002","169","8","25021","35"
"2","25012","61","2","10","282001061","91002","171","8","25021","35"
"2","25012","62","2","10","282001062","91002","174","8","25021","35"
"2","25012","63","2","10","282001063","91002","177","8","25021","36"
"2","25012","64","2","10","282001064","91002","180","8","25021","36"
"2","25012","65","2","10","282001065","91002","182","8","25021","36"
"2","25012","66","2","10","282001066","91002","185","8","25021","37"
"2","25012","67","2","10","282001067","91002","187","8","25021","37"
"2","25012","68","2","10","282001068","91002","190","8","25021","37"
"2","25012","69","2","10","282001069","91002","193","8","25021","38"
"2","25012","70","2","30","282001070","91002","196","8","25021","38"
"2","25012","71","2","10","282001071","91002","200","8","25021","39"
"2","25012","72","2","10","282001072","91002","204","8","25021","39"
"2","25012","73","2","10","282001073","91002","208","8","25021","40"
"2","25012","74","2","10","282001074","91002","212","8","25021","40"
"2","25012","75","2","10","282001075","91002","216","8","25021","41"
"2","25012","76","2","10","282001076","91002","220","8","25021","41"
"2","25012","77","2","10","282001077","91002","224","8","25021","42"
"2","25012","78","2","10","282001078","91002","228","8","25021","42"
"2","25012","79","2","10","282001079","91002","232","8","25021","43"
"2","25012","80","2","30","282001080","91002","236","8","25021","43"
"2","25012","81","2","10","282001081","91002","240","8","25021","44"
"2","25012","82","2","10","282001082","91002","244","8","25021","44"
"2","25012","83","2","10","282001083","91002","248","8","25021","45"
"2","25012","84","2","10","282001084","91002","252","8","25021","45"
"2","25012","85","2","10","282001085","91002","256","8","25021","46"
"2","25012","86","2","10","282001086","91002","260","8","25021","46"
"2","25012","87","2","10","282001087","91002","264","8","25021","47"
"2","25012","88","2","10","282001088","91002","268","8","25021","47"
"2","25012","89","2","10","282001089","91002","272","8","25021","48"
"2","25012","90","2","30","282001090","91002","276","8","25021","48"
"2","25012","91","2","10","282001091","91002","280","8","25021","49"
"2","25012","92","2","10","282001092","91002","284","8","25021","49"
"2","25012","93","2","10","282001093","91002","288","8","25021","50"
"2","25012","94","2","10","282001094","91002","292","8","25021","50"
"2","25012","95","2","10","282001095","91002","296","8","25021","51"
"2","25012","96","2","10","282001096","91002","300","8","25021","51"
"2","25012","97","2","10","282001097","91002","304","8","25021","52"
"2","25012","98","2","10","282001098","91002","308","8","25021","52"
"2","25012","99","2","10","282001099","91002","312","8","25021","53"
"2","25012","100","2","30","282001100","91002","316","8","25021","53"
