6b1653ed18149a329606d772911efbf07cb88bf77407f01a76f8e6f183cda4d9,06bd0236826f4052578dcf80acac49849264d921cfb76a89cc5c2914205dd9c2,7c7bc3fb0e7e30a83add8e4c4e6ec13697971466eabf41de7785c3a36e189c96,15768fca9b6c8b2a3560ea5a89233cc3722701ac6368268f55b205e0030e5c4b,91d2eb5968b38d64f5b92c7fad47fc27a11eb9acdfea2942fe641b9a8ff2c0f8,8530200237cfb6875ae355fe370db0a126a0bfbad154b6f211abdde3fd607ab2,68b24f4068beb1bb04edfb085de2d09ec9f3cf641ff92155e3a49fc7d2a67263,dd3c6f77ba221fd9ddc55f1fa50e64707171121e308b76d6d56d118d9da40510,672d4da7c2094e06a76d194aa9a4f4ee4ce956e71c19364baba17b823f23663b,73afcfbfe65dbbdbd5073bbf873982c3b6fd89034d29a1feb95d92ee0999f805,68ba69ddbedcc26c3c1b67dde87e37dc242b902a00724ed17c0ce8bdc40b3dc2,a31efe1f68262a3ec50a0878ab2d7d28321c071f5dbc28ade1ea457be9301830,d21fd3ab97c6833998d8c55ee6007c510420f5b8ca081cdbce077a64a9b1430e,11313a0f561f76dde2e00b4bada26b7004fa88b58793625269c74753c6edee32,8c6286008d64659d190a394de1bcd3cfddbb9574c850ed85032b4b0ccaf12241,7e9d90feb3fc5baa542318fbd1c0a028a69943f2b2dcbad49a28b786af95373e,79a86fe47d63fd99dbe7962e6ad64a99000656d7bf165df49cee2b1fd14a4be6,33cf5399a2c01432455cf0a2aa22b918c43c94fe5256f96158b1aef72e64662e
"102271","-250","0","bgm_M299","26202","76010001","-100","bgm_M299","99011","0","-200","90013","0.85","0.95","0","-100","102271","霸瞳皇帝的領域1層"
"102271","-250","0","bgm_M299","26202","76010002","-100","bgm_M299","99011","0","-200","90013","0.85","0.95","0","-100","102271","霸瞳皇帝的領域2層"
"102271","-250","0","bgm_M299","26202","76010003","-100","bgm_M299","99011","0","-200","90013","0.85","0.95","0","-100","102271","霸瞳皇帝的領域3層"
"102271","-250","0","bgm_M299","26202","76010004","-100","bgm_M299","99011","0","-200","90013","0.85","0.95","0","-100","102271","霸瞳皇帝的領域4層"
"102271","-250","0","bgm_M299","26202","76010005","-100","bgm_M299","99011","0","-200","90013","0.85","0.95","0","-100","102271","霸瞳皇帝的領域5層"
"102891","0","0","bgm_M506","26202","76020001","-100","bgm_M506","99011","0","0","90013","1.2","1.3","0","0","102891","贊恩的領域1層"
"102891","0","0","bgm_M506","26202","76020002","-100","bgm_M506","99011","0","0","90013","1.2","1.3","0","0","102891","贊恩的領域2層"
"102891","0","0","bgm_M506","26202","76020003","-100","bgm_M506","99011","0","0","90013","1.2","1.3","0","0","102891","贊恩的領域3層"
"102891","0","0","bgm_M506","26202","76020004","-100","bgm_M506","99011","0","0","90013","1.2","1.3","0","0","102891","贊恩的領域4層"
"102891","0","0","bgm_M506","26202","76020005","-100","bgm_M506","99011","0","0","90013","1.2","1.3","0","0","102891","贊恩的領域5層"
