242fd4f3dc2b4034c17b7b61d6ea908273d99b7d890621027fd8f7905c211013,829aa19b8b35e96c9bb44a1a0abc08e5baefc4f3a3308788f67ef7d237ca805c,90b456badb62ded8eebf84b23c07236f78ac604a017b881a986c482b5fd735af,9dd140cae57380148db5948bc375c862fe46733b148878c18220e98e5372e226,ba927205fe88d4f3f116f00156fc44bea268fac95b66b321001387a096300a78,a4c64bac0afe99d7f2dd85f2db1189ca761697ae296aa6825d0ab91d771fb099,344b0f2f72267f252a6a64be9fae61f4dcd963984d677d49e696a903c515b565,eb39ed33dcc50ffed05d21e369f76f88698a92a60fed98802161dd4a6dd149ac,0014db88ec79ff17a7ab9d9c157adf4c27780234e3a1ebfcf759b37307da7f4d,219e6eac95a39ee8e7acd8428f99dd3e2d0f82254f82ea0f460a0f2d7da5fef6,70ebc54788ea4f93902b94e717267173577fc2207718e1e2bd0d088290e92cf1,ec8a1ebff69d2612a67857ac1cd74e9acadb29bf3ee01da96565b5aef01c8286,84b8244250562417094c9a6502d00c91d8c6bfb1f6fbc8116712c92594da0149,c190272f311cb8242f06567cc85a5b6d635b0059825e7f077641e0ca5fcc5cfb
"601","0","20001102","20001","8004","72001001","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20001101","1","0","72001001","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001002","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20001102","1","0","72001002","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001003","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20001103","1","0","72001003","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001004","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20001104","1","0","72001004","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001005","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20001105","1","0","72001005","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001006","完成活動任務1-6 (NORMAL)","2030/12/31 14:59:59","20001106","1","0","72001006","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001007","完成活動任務1-7 (NORMAL)","2030/12/31 14:59:59","20001107","1","0","72001007","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001008","完成活動任務1-8 (NORMAL)","2030/12/31 14:59:59","20001108","1","0","72001008","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001009","完成活動任務1-9 (NORMAL)","2030/12/31 14:59:59","20001109","1","0","72001009","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001010","完成活動任務1-10 (NORMAL)","2030/12/31 14:59:59","20001110","1","0","72001010","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001011","完成活動任務1-11 (NORMAL)","2030/12/31 14:59:59","20001111","1","0","72001011","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001012","完成活動任務1-12 (NORMAL)","2030/12/31 14:59:59","20001112","1","0","72001012","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001013","完成活動任務1-13 (NORMAL)","2030/12/31 14:59:59","20001113","1","0","72001013","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001014","完成活動任務1-14 (NORMAL)","2030/12/31 14:59:59","20001114","1","0","72001014","2018/01/01 12:00:00","9003"
"601","0","20001102","20001","8004","72001015","完成活動任務1-15 (NORMAL)","2030/12/31 14:59:59","20001115","1","0","72001015","2018/01/01 12:00:00","9003"
"601","0","20001103","20001","8005","72001016","完成活動任務1-1 (HARD)","2030/12/31 14:59:59","20001201","1","0","72001016","2018/01/01 12:00:00","9003"
"601","0","20001103","20001","8005","72001017","完成活動任務1-2 (HARD)","2030/12/31 14:59:59","20001202","1","0","72001017","2018/01/01 12:00:00","9003"
"601","0","20001103","20001","8005","72001018","完成活動任務1-3 (HARD)","2030/12/31 14:59:59","20001203","1","0","72001018","2018/01/01 12:00:00","9003"
"601","0","20001103","20001","8005","72001019","完成活動任務1-4 (HARD)","2030/12/31 14:59:59","20001204","1","0","72001019","2018/01/01 12:00:00","9003"
"601","0","20001103","20001","8005","72001020","完成活動任務1-5 (HARD)","2030/12/31 14:59:59","20001205","1","0","72001020","2018/01/01 12:00:00","9003"
"601","0","20001104","20001","8006","72001021","打倒 1 隻席茲（NORMAL限定）","2030/12/31 14:59:59","660001101","1","0","72001021","2018/01/01 12:00:00","9001"
"601","0","20001104","20001","8007","72001022","打倒 1 隻席茲（HARD限定）","2030/12/31 14:59:59","660001201","1","0","72001022","2018/01/01 12:00:00","9001"
"601","0","20001104","20001","8010","72001023","打倒 1 隻席茲（VERY HARD限定）","2030/12/31 14:59:59","660001301","1","0","72001023","2018/01/01 12:00:00","9001"
"601","0","20002102","20002","8004","72002001","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20002101","1","0","72002001","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002002","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20002102","1","0","72002002","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002003","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20002103","1","0","72002003","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002004","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20002104","1","0","72002004","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002005","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20002105","1","0","72002005","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002006","完成活動任務1-6 (NORMAL)","2030/12/31 14:59:59","20002106","1","0","72002006","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002007","完成活動任務1-7 (NORMAL)","2030/12/31 14:59:59","20002107","1","0","72002007","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002008","完成活動任務1-8 (NORMAL)","2030/12/31 14:59:59","20002108","1","0","72002008","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002009","完成活動任務1-9 (NORMAL)","2030/12/31 14:59:59","20002109","1","0","72002009","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002010","完成活動任務1-10 (NORMAL)","2030/12/31 14:59:59","20002110","1","0","72002010","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002011","完成活動任務1-11 (NORMAL)","2030/12/31 14:59:59","20002111","1","0","72002011","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002012","完成活動任務1-12 (NORMAL)","2030/12/31 14:59:59","20002112","1","0","72002012","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002013","完成活動任務1-13 (NORMAL)","2030/12/31 14:59:59","20002113","1","0","72002013","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002014","完成活動任務1-14 (NORMAL)","2030/12/31 14:59:59","20002114","1","0","72002014","2018/01/01 12:00:00","9003"
"601","0","20002102","20002","8004","72002015","完成活動任務1-15 (NORMAL)","2030/12/31 14:59:59","20002115","1","0","72002015","2018/01/01 12:00:00","9003"
"601","0","20002103","20002","8005","72002016","完成活動任務1-1 (HARD)","2030/12/31 14:59:59","20002201","1","0","72002016","2018/01/01 12:00:00","9003"
"601","0","20002103","20002","8005","72002017","完成活動任務1-2 (HARD)","2030/12/31 14:59:59","20002202","1","0","72002017","2018/01/01 12:00:00","9003"
"601","0","20002103","20002","8005","72002018","完成活動任務1-3 (HARD)","2030/12/31 14:59:59","20002203","1","0","72002018","2018/01/01 12:00:00","9003"
"601","0","20002103","20002","8005","72002019","完成活動任務1-4 (HARD)","2030/12/31 14:59:59","20002204","1","0","72002019","2018/01/01 12:00:00","9003"
"601","0","20002103","20002","8005","72002020","完成活動任務1-5 (HARD)","2030/12/31 14:59:59","20002205","1","0","72002020","2018/01/01 12:00:00","9003"
"601","0","20002104","20002","8006","72002021","打倒 1 隻阿爾瑪（NORMAL限定）","2030/12/31 14:59:59","660002101","1","0","72002021","2018/01/01 12:00:00","9001"
"601","0","20002104","20002","8007","72002022","打倒 1 隻阿爾瑪（HARD限定）","2030/12/31 14:59:59","660002201","1","0","72002022","2018/01/01 12:00:00","9001"
"601","0","20002104","20002","8010","72002023","打倒 1 隻阿爾瑪（VERY HARD限定）","2030/12/31 14:59:59","660002301","1","0","72002023","2018/01/01 12:00:00","9001"
"601","0","20003102","20003","8004","72003001","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20003101","1","0","72003001","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003002","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20003102","1","0","72003002","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003003","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20003103","1","0","72003003","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003004","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20003104","1","0","72003004","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003005","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20003105","1","0","72003005","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003006","完成活動任務1-6 (NORMAL)","2030/12/31 14:59:59","20003106","1","0","72003006","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003007","完成活動任務1-7 (NORMAL)","2030/12/31 14:59:59","20003107","1","0","72003007","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003008","完成活動任務1-8 (NORMAL)","2030/12/31 14:59:59","20003108","1","0","72003008","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003009","完成活動任務1-9 (NORMAL)","2030/12/31 14:59:59","20003109","1","0","72003009","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003010","完成活動任務1-10 (NORMAL)","2030/12/31 14:59:59","20003110","1","0","72003010","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003011","完成活動任務1-11 (NORMAL)","2030/12/31 14:59:59","20003111","1","0","72003011","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003012","完成活動任務1-12 (NORMAL)","2030/12/31 14:59:59","20003112","1","0","72003012","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003013","完成活動任務1-13 (NORMAL)","2030/12/31 14:59:59","20003113","1","0","72003013","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003014","完成活動任務1-14 (NORMAL)","2030/12/31 14:59:59","20003114","1","0","72003014","2018/01/01 12:00:00","9003"
"601","0","20003102","20003","8004","72003015","完成活動任務1-15 (NORMAL)","2030/12/31 14:59:59","20003115","1","0","72003015","2018/01/01 12:00:00","9003"
"601","0","20003103","20003","8005","72003016","完成活動任務1-1 (HARD)","2030/12/31 14:59:59","20003201","1","0","72003016","2018/01/01 12:00:00","9003"
"601","0","20003103","20003","8005","72003017","完成活動任務1-2 (HARD)","2030/12/31 14:59:59","20003202","1","0","72003017","2018/01/01 12:00:00","9003"
"601","0","20003103","20003","8005","72003018","完成活動任務1-3 (HARD)","2030/12/31 14:59:59","20003203","1","0","72003018","2018/01/01 12:00:00","9003"
"601","0","20003103","20003","8005","72003019","完成活動任務1-4 (HARD)","2030/12/31 14:59:59","20003204","1","0","72003019","2018/01/01 12:00:00","9003"
"601","0","20003103","20003","8005","72003020","完成活動任務1-5 (HARD)","2030/12/31 14:59:59","20003205","1","0","72003020","2018/01/01 12:00:00","9003"
"601","0","20003104","20003","8006","72003021","打倒 1 隻加爾格（NORMAL限定）","2030/12/31 14:59:59","660003101","1","0","72003021","2018/01/01 12:00:00","9001"
"601","0","20003104","20003","8007","72003022","打倒 1 隻加爾格（HARD限定）","2030/12/31 14:59:59","660003201","1","0","72003022","2018/01/01 12:00:00","9001"
"601","0","20003104","20003","8010","72003023","打倒 1 隻加爾格（VERY HARD限定）","2030/12/31 14:59:59","660003301","1","0","72003023","2018/01/01 12:00:00","9001"
"601","0","20004102","20004","8004","72004001","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20004101","1","0","72004001","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004002","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20004102","1","0","72004002","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004003","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20004103","1","0","72004003","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004004","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20004104","1","0","72004004","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004005","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20004105","1","0","72004005","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004006","完成活動任務1-6 (NORMAL)","2030/12/31 14:59:59","20004106","1","0","72004006","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004007","完成活動任務1-7 (NORMAL)","2030/12/31 14:59:59","20004107","1","0","72004007","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004008","完成活動任務1-8 (NORMAL)","2030/12/31 14:59:59","20004108","1","0","72004008","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004009","完成活動任務1-9 (NORMAL)","2030/12/31 14:59:59","20004109","1","0","72004009","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004010","完成活動任務1-10 (NORMAL)","2030/12/31 14:59:59","20004110","1","0","72004010","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004011","完成活動任務1-11 (NORMAL)","2030/12/31 14:59:59","20004111","1","0","72004011","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004012","完成活動任務1-12 (NORMAL)","2030/12/31 14:59:59","20004112","1","0","72004012","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004013","完成活動任務1-13 (NORMAL)","2030/12/31 14:59:59","20004113","1","0","72004013","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004014","完成活動任務1-14 (NORMAL)","2030/12/31 14:59:59","20004114","1","0","72004014","2020/09/30 16:00:00","9003"
"601","0","20004102","20004","8004","72004015","完成活動任務1-15 (NORMAL)","2030/12/31 14:59:59","20004115","1","0","72004015","2020/09/30 16:00:00","9003"
"601","0","20004103","20004","8005","72004016","完成活動任務1-1 (HARD)","2030/12/31 14:59:59","20004201","1","0","72004016","2020/09/30 16:00:00","9003"
"601","0","20004103","20004","8005","72004017","完成活動任務1-2 (HARD)","2030/12/31 14:59:59","20004202","1","0","72004017","2020/09/30 16:00:00","9003"
"601","0","20004103","20004","8005","72004018","完成活動任務1-3 (HARD)","2030/12/31 14:59:59","20004203","1","0","72004018","2020/09/30 16:00:00","9003"
"601","0","20004103","20004","8005","72004019","完成活動任務1-4 (HARD)","2030/12/31 14:59:59","20004204","1","0","72004019","2020/09/30 16:00:00","9003"
"601","0","20004103","20004","8005","72004020","完成活動任務1-5 (HARD)","2030/12/31 14:59:59","20004205","1","0","72004020","2020/09/30 16:00:00","9003"
"601","0","20004104","20004","8006","72004021","打倒 1 隻天塔帕斯（NORMAL限定）","2030/12/31 14:59:59","660004101","1","0","72004021","2020/09/30 16:00:00","9001"
"601","0","20004104","20004","8007","72004022","打倒 1 隻天塔帕斯（HARD限定）","2030/12/31 14:59:59","660004201","1","0","72004022","2020/09/30 16:00:00","9001"
"601","0","20004104","20004","8010","72004023","打倒1隻天塔帕斯(VERY HARD限定)","2030/12/31 14:59:59","660004301","1","0","72004023","2020/09/30 16:00:00","9001"
"601","0","20005102","20005","8004","72005001","完成活動任務1-1 (NORMAL)","2030/12/31 14:59:59","20005101","1","0","72005001","2020/11/02 16:00:00","9003"
"601","0","20005102","20005","8004","72005002","完成活動任務1-2 (NORMAL)","2030/12/31 14:59:59","20005102","1","0","72005002","2020/11/02 16:00:00","9003"
"601","0","20005102","20005","8004","72005003","完成活動任務1-3 (NORMAL)","2030/12/31 14:59:59","20005103","1","0","72005003","2020/11/02 16:00:00","9003"
"601","0","20005102","20005","8004","72005004","完成活動任務1-4 (NORMAL)","2030/12/31 14:59:59","20005104","1","0","72005004","2020/11/02 16:00:00","9003"
"601","0","20005102","20005","8004","72005005","完成活動任務1-5 (NORMAL)","2030/12/31 14:59:59","20005105","1","0","72005005","2020/11/02 16:00:00","9003"
