44ea64bb65cb7464f92e1847b97ddd0fba54ee7d12c32755c076f78253e35215,daacfd5c61c91a71656a5db63a3665369d88fc8eb11929450d873768d1fe53f6,a47a960855a347b7d221271fda69ca2bea842bfd4bc54a4fac32a05002e2539f,dd14d0d1086fa81bc1f958fe9e74093d547430fea3d6a479875b6b3ee44ccabb,03439bae8e520486ad49d154ccb1b73e134da616b0a14e53487729130419c287,0ef5aab9e55ab77b6c60574466c1119c9bb046a8a709ff4bcc0f08317556b151,90f1acafe98ecdf2166c51e6244b752fedce2a26c529a3135e471879d99a91c4,c62c43d02ddd0666ad4312b1e630036fb68cdb0102b8c1024eac55b5c999dabf,89f937eb01dc07f0318f3573ed79bc527dcb042f77d6a9ac9e5ad08965fa1e1b,89960c0557fc3c2d431113c6e82cfe0d7d43a8330d21412a471d5b1758adeff8,e51ceced82f8cf6dcacd3123f08874af3d3db764fada7160185758994abae98d
"0","11","0","10000","25011","2","0","1","","30000",""
"0","12","0","10000","25012","2","0","2","","30000",""
"0","13","0","5000","25021","2","0","3","","30000",""
"0","14","0","50","91002","8","0","4","","30000",""
"0","15","0","10000","25013","2","0","5","","30000",""
"0","16","0","50","91002","8","0","6","","30000",""
"0","17","0","10000","25014","2","0","7","","30000",""
"0","18","0","5000","25021","2","0","8","","30000",""
"0","19","0","80","91002","8","0","9","","30000",""
"0","20","0","1","24001","2","0","10","","30000",""
"0","21","0","80","91002","8","0","11","","30000",""
"0","22","0","10000","25015","2","0","12","","30000",""
"0","23","0","5000","25021","2","0","13","","30000",""
"0","24","0","100","91002","8","0","14","","30000",""
"0","25","0","1","24001","2","0","15","","30000",""
"0","27","107501","150","91002","8","1","1","貪吃佩可","40001","今天是紀念日，要慶祝才行呢！\n燒肉、壽司、披薩、蛋糕～☆\n能和你一起開派對，\n我好幸福～♪"
"0","28","107601","150","91002","8","1","2","可可蘿","40001","能夠在今天迎來這個紀念日，\n全拜主人的器量所賜。\n真不愧是主人呢。\n真了不起真了不起♪"
"0","29","107801","150","91002","8","1","3","凱留","40001","你還挺能幹的嘛！\n我有點…還蠻…非、非常\n對你刮目相看了呢。\n我就誇誇你吧♪"
"0","30","107701","150","91002","8","1","4","鈴莓","40001","對您和我來說，\n今天是個特別的日子。\n因為有了您的支持，\n我才能夠如此努力！"
"0","31","107901","150","91002","8","1","5","珠希","40001","今天對你來說是個\n特別的紀念日呢喵。\n對於你的活躍，我總是\n以貓的方式在感謝你喵～♪"
"0","32","107501","150","91002","8","2","6","貪吃佩可","40001","嗚～吃了太多的刨冰，\n身體變得好冷哦…\n請用你的體溫溫暖我吧！\n抱緊──♪"
"0","33","107601","150","91002","8","2","7","可可蘿","40001","夏天總是充滿著許多的危險…\n但是在下會好好地\n保護著主人的哦。"
"0","34","107801","150","91002","8","2","8","凱留","40001","嗯～到底為什麼會和你\n一起度過了一整個夏天啊…\n雖然我很開心就是了！\n來吧，我們要繼續玩囉！"
"0","35","107701","150","91002","8","2","9","鈴莓","40001"," 和您一起度過的第一個夏天…\n我現在就已經心跳不已了呢。\n快樂又美好的回憶，\n又增加一個了呢♪"
"0","36","107901","150","91002","8","2","10","珠希","40001","明明夏天是最好賺錢的時候，\n但今年我卻想和你\n一起度過呢喵。你能和我一起\n創造愉快的回憶喵？"
"0","47","0","300","91002","8","0","1","","20000",""
"0","48","0","20","23001","2","0","1","","20000",""
"0","49","0","300","91002","8","0","2","","20000",""
"0","50","0","20","23001","2","0","2","","20000",""
"0","51","0","300","91002","8","0","3","","20000",""
"0","52","0","20","23001","2","0","3","","20000",""
"0","53","0","300","91002","8","0","4","","20000",""
"0","54","0","20","23001","2","0","4","","20000",""
"0","55","0","500","91002","8","0","5","","20000",""
"0","56","0","20","23001","2","0","5","","20000",""
"0","57","0","300","91002","8","0","6","","20000",""
"0","58","0","20","23001","2","0","6","","20000",""
"0","59","0","300","91002","8","0","7","","20000",""
