29a5d48f085ba8b42faf12355fec0fff7475770b1d0a45e41932511012cdf1a6,ec8697931ee4a1336ce184cde116cab8d27ff790546f6dd03e0cc3cb5fb2484c,c62e71b8a78e92460e038c9f98386ef6c52e924ab3241e65862ee45caaa23a63,2896e41661e6df34469f73156c6da0567e46f5f526f995e637496c95e6f4ef44,c7d7b0525052725accb84faf7f277b9dbbca9ea1f04580f784fc85b1b0bd178a,d753df3540391e4efbe2cc6bc118f040f149a8bfe0825851ac124c12c91d44cf,31f9b8092744271358f0782cc1984281c723842b193ccf748068f33f0008e797,fc872360a2d10d25bf4b13ec4f0f4acd40dadb6431d9038800259780faec7880,ba5bf3995b3a889522726b7e40a2cf5ad76fd7ef6f6c3c6c5b908bfc5c1c90d4,680586ea3c138dfbe502c6f9850e3a7d223a7b95bf28d9983b6f5cd752bc1af7,f75c9209cff7cab01d788bf8bb592c0a1adbf1fdc5cb1e05fdfbf71ba26434b6,b941fc5ff7d6f45460e3c680bec7bc0a8d8f6070f80adbdb6b45353eec2768d8,b9012d20fefb3147d12be4353bd75e438423e0df2c92eee6f021ead613198802,9524f20e30e6e8d2f86654b684f679f1bf19b39cb160aac258b642ab4f5c5f8b,4b3af5ceba9e6e9af5c34e2289efdaafa0b6d2cda41a75044cceacfef76df345,e76656fea217639c4dfda1b2637c41b9ec3a7717778d0bedf236b440c1b70fb4,6a99fef201051bd7f1221bfe659828212a383e611977d902f7755f341421f7f1,a0b322455869f2c5311eba97e7be3d32926c8469879116d3ea966b982fc8e684,2ccffcb3ed05a2075ffb364d33bc8c6fe8379f6e6be76aed914c859d00fe4d61
"12","50","0","0","2","50","1002200","2","1","0","20004","80","0","23001","2000000","0","0","94002","1"
"12","40","0","0","2","100","1002200","2","2","0","20004","80","0","23001","1600000","0","0","94002","51"
"12","40","0","0","2","200","1002200","2","3","0","20004","60","0","23001","1400000","0","0","94002","101"
"12","35","0","0","2","500","1002200","2","4","0","20004","60","0","23001","1200000","0","0","94002","201"
"12","35","0","0","2","1000","1002200","2","5","0","20004","40","0","23001","1000000","0","0","94002","501"
"12","30","0","0","2","1500","1002200","2","6","0","20004","40","0","23001","800000","0","0","94002","1001"
"12","25","0","0","2","2000","1002200","2","7","0","20004","40","0","23001","600000","0","0","94002","1501"
"12","25","0","0","2","3000","1002200","2","8","0","20003","80","0","23001","600000","0","0","94002","2001"
"12","20","0","0","2","5000","1002200","2","9","0","20003","60","0","23001","400000","0","0","94002","3001"
"12","15","0","0","2","10000","1002200","2","10","0","20003","40","0","23001","300000","0","0","94002","5001"
"12","10","0","0","2","100000","1002200","2","11","0","20003","20","0","23001","200000","0","0","94002","10001"
"12","5","0","0","2","200000","1002200","2","12","0","20003","12","0","23001","100000","0","0","94002","100001"
"12","5","0","0","2","300000","1002200","2","13","0","20003","8","0","23001","80000","0","0","94002","200001"
"12","5","0","0","2","400000","1002200","2","14","0","20003","5","0","23001","60000","0","0","94002","300001"
"12","5","0","0","2","-1","1002200","2","15","0","20003","3","0","23001","50000","0","0","94002","400001"
