56e94130b585768d4a2fecdd3517512ee32d2be76232cbea1563f925c1e2bfb8,0b00287707dc7f215b0344f2b8f003279023cb01b1141fbb3ced70fdb9f1ddb2,5586ae68a513f28b31cb3757567a942e7629d572635f7dc71be8a92d094a80e1,11b8c5c8728ab981eb75803f47e1510536c2b1e677edd4d34a1306cb7910a430,d47b1eb991a5ed62714e60753a2fb284fa7d3256e5240b3ff7601ff475dfc473,27cbadf7b934972c5fe269e47d6a96b1fcad54ed2b09fde5002be01fa1d0a317
"550101104","74001101","550101105","550101101","550101102","550101103"
"550101204","74001102","550101205","550101201","550101202","550101203"
"550101304","74001103","550101305","550101301","550101302","550101303"
"550101404","74001104","550101405","550101401","550101402","550101403"
"550101504","74001105","550101505","550101501","550101502","550101503"
"550101109","74001201","550101110","550101106","550101107","550101108"
"550101209","74001202","550101210","550101206","550101207","550101208"
"550101309","74001203","550101310","550101306","550101307","550101308"
"550101409","74001204","550101410","550101406","550101407","550101408"
"550101509","74001205","550101510","550101506","550101507","550101508"
"0","74001301","0","550101112","550101113","550101111"
"0","74001302","0","550101212","550101213","550101211"
"0","74001303","0","550101312","550101313","550101311"
"0","74001304","0","550101412","550101413","550101411"
"0","74001305","0","550101512","550101513","550101511"
"0","74001401","0","550101115","550101114","550101116"
"0","74001402","0","550101215","550101214","550101216"
"0","74001403","0","550101315","550101314","550101316"
"0","74001404","0","550101415","550101414","550101416"
"0","74001405","0","550101515","550101514","550101516"
"0","74001501","0","550101117","0","0"
"0","74001502","0","550101217","0","0"
"0","74001503","0","550101317","0","0"
"0","74001504","0","550101417","0","0"
"0","74001505","0","550101517","0","0"
"0","74001999","0","550101999","0","0"
"550102104","74002101","550102105","550102101","550102102","550102103"
"550102204","74002102","550102205","550102201","550102202","550102203"
"550102304","74002103","550102305","550102301","550102302","550102303"
"550102404","74002104","550102405","550102401","550102402","550102403"
"550102504","74002105","550102505","550102501","550102502","550102503"
"550102109","74002201","550102110","550102106","550102107","550102108"
"550102209","74002202","550102210","550102206","550102207","550102208"
"550102309","74002203","550102310","550102306","550102307","550102308"
"550102409","74002204","550102410","550102406","550102407","550102408"
"550102509","74002205","550102510","550102506","550102507","550102508"
"0","74002301","0","550102112","550102113","550102111"
"0","74002302","0","550102212","550102213","550102211"
"0","74002303","0","550102312","550102313","550102311"
"0","74002304","0","550102412","550102413","550102411"
"0","74002305","0","550102512","550102513","550102511"
"0","74002401","0","550102115","550102114","550102116"
"0","74002402","0","550102215","550102214","550102216"
"0","74002403","0","550102315","550102314","550102316"
"0","74002404","0","550102415","550102414","550102416"
"0","74002405","0","550102515","550102514","550102516"
"0","74002501","0","550102117","0","0"
"0","74002502","0","550102217","0","0"
"0","74002503","0","550102317","0","0"
"0","74002504","0","550102417","0","0"
"0","74002505","0","550102517","0","0"
"550103102","74003101","0","550103101","550103103","550103104"
"550103202","74003102","0","550103201","550103203","550103204"
"550103302","74003103","550103305","550103301","550103303","550103304"
"550103402","74003104","550103405","550103401","550103403","550103404"
"550103502","74003105","550103505","550103501","550103503","550103504"
"550103108","74003201","0","550103105","550103106","550103107"
"550103208","74003202","550103209","550103205","550103206","550103207"
"550103309","74003203","550103310","550103306","550103307","550103308"
"550103409","74003204","550103410","550103406","550103407","550103408"
"550103509","74003205","550103510","550103506","550103507","550103508"
"550103112","74003301","0","550103109","550103110","550103111"
"550103213","74003302","550103214","550103210","550103211","550103212"
"550103314","74003303","550103315","550103311","550103312","550103313"
"550103414","74003304","550103415","550103411","550103412","550103413"
"550103514","74003305","550103515","550103511","550103512","550103513"
"0","74003401","0","550103113","0","0"
"0","74003402","0","550103215","0","0"
"0","74003403","0","550103316","0","0"
"0","74003404","0","550103416","0","0"
"0","74003405","0","550103516","0","0"
"0","74003501","0","550103114","0","0"
"0","74003502","0","550103216","0","0"
"0","74003503","0","550103317","0","0"
"0","74003504","0","550103417","550103421","0"
"0","74003505","0","550103522","550103517","550103521"
"550104104","74004101","0","550104101","550104102","550104103"
"550104204","74004102","0","550104201","550104202","550104203"
"550104304","74004103","550104305","550104301","550104302","550104303"
"550104404","74004104","550104405","550104401","550104402","550104403"
"550104504","74004105","550104505","550104501","550104502","550104503"
"550104108","74004201","0","550104105","550104106","550104107"
"550104208","74004202","550104209","550104205","550104206","550104207"
"550104309","74004203","550104310","550104306","550104307","550104308"
"550104409","74004204","550104410","550104406","550104407","550104408"
"550104509","74004205","550104510","550104506","550104507","550104508"
"550104111","74004301","0","550104109","550104110","550104112"
"550104212","74004302","550104214","550104210","550104211","550104213"
"550104313","74004303","550104315","550104311","550104312","550104314"
"550104413","74004304","550104415","550104411","550104412","550104414"
"550104513","74004305","550104515","550104511","550104512","550104514"
"0","74004401","0","550104113","0","0"
"0","74004402","0","550104215","0","0"
"0","74004403","0","550104316","0","0"
"0","74004404","0","550104416","0","0"
"0","74004405","0","550104516","0","0"
"0","74004501","0","550104117","0","0"
"0","74004502","0","550104219","0","0"
"0","74004503","0","550104320","0","0"
"0","74004504","0","550104420","550104421","0"
"0","74004505","0","550104522","550104520","550104521"
"550105104","74005101","550105105","550105101","550105102","550105103"
"550105204","74005102","550105205","550105201","550105202","550105203"
"550105304","74005103","550105305","550105301","550105302","550105303"
"550105404","74005104","550105405","550105401","550105402","550105403"
"550105504","74005105","550105505","550105501","550105502","550105503"
"550105109","74005201","550105110","550105106","550105107","550105108"
"550105209","74005202","550105210","550105206","550105207","550105208"
"550105310","74005203","550105311","550105307","550105308","550105309"
"550105410","74005204","550105411","550105407","550105408","550105409"
"550105510","74005205","550105511","550105507","550105508","550105509"
"0","74005301","0","550105111","0","0"
"0","74005302","0","550105211","550105212","550105213"
"0","74005303","0","550105313","550105314","550105315"
"550105415","74005304","0","550105413","550105414","550105416"
"550105515","74005305","0","550105513","550105514","550105516"
"0","74005401","0","550105116","0","0"
"0","74005402","0","550105218","550105219","550105220"
"0","74005403","0","550105320","550105321","550105322"
"550105423","74005404","0","550105421","550105422","550105424"
"550105523","74005405","0","550105521","550105522","550105524"
"0","74005501","0","550105118","0","0"
"0","74005502","0","550105222","550105223","550105224"
"0","74005503","0","550105324","550105325","550105326"
"550105428","74005504","0","550105426","550105427","550105429"
"550105528","74005505","0","550105526","550105527","550105529"
"550106104","74006101","550106105","550106101","550106102","550106103"
"550106204","74006102","550106205","550106201","550106202","550106203"
"550106304","74006103","550106305","550106301","550106302","550106303"
"550106404","74006104","550106405","550106401","550106402","550106403"
"550106504","74006105","550106505","550106501","550106502","550106503"
"550106109","74006201","550106110","550106106","550106107","550106108"
"550106209","74006202","550106210","550106206","550106207","550106208"
"550106309","74006203","550106310","550106306","550106307","550106308"
"550106410","74006204","550106411","550106407","550106408","550106409"
"550106510","74006205","550106511","550106507","550106508","550106509"
"550106115","74006301","550106111","550106112","550106113","550106114"
"550106215","74006302","550106211","550106212","550106213","550106214"
"550106315","74006303","550106311","550106312","550106313","550106314"
"0","74006304","0","550106413","0","0"
"0","74006305","0","550106513","0","0"
"0","74006401","0","550106116","0","0"
"0","74006402","0","550106217","0","0"
"0","74006403","0","550106317","0","0"
"550106419","74006404","550106415","550106416","550106417","550106418"
"0","74006405","0","550106515","0","0"
"0","74006501","0","550106118","0","0"
"0","74006502","0","550106220","0","0"
"0","74006503","0","550106320","0","0"
"0","74006504","0","550106422","0","0"
"0","74006505","0","550106518","0","0"
