f86cecf2b91babe4a27dfe08781a6d8c7d0bcf197738b7a4cc7081b08dfa4ceb,f712f1616fdf5f25fa3a4322907c5093dec5dfd0408e15aa6524b2763523c74a,d5b29d92d3e5ca943a35665dd736ebf6fe8e5043c58cd64bf2e56749fe127c5a,78ad6ac22dae1306437b8acacbabba09eb2a5966e892d36f9eeb6abc9def4442,208a1086a5476bdec167e260f15e1097d1d6565f7583ca3bf46c5fcede1f0388,67b6d4428d199f11530707ec2323fee44657714b0627b23eade2d8885df32849,fced9c0f824f72e8fcf64e32a86f5f91b80705ac45caba6abc4bdb338e505c66,ceea4fa01e01720456614142e90f278df10ce7ce815e2e79da60e371ffa74e35,c54725dea3feab307d1198465f1a41415536d60dfa9b426e1f6682d8abab327e,d3b32ad8a90cd520ac7946e0a77a2ed451e8fbfc38c4825b3df4bf7dd24997d5,5f484e551735b57a797f1086cb7dbbb6e1deb21dfa2878a44e24600754d061ef
"30000","1","0","11","0","2","23001","30","","","0"
"30000","2","0","12","0","2","90007","2000","","","0"
"30000","3","0","13","0","2","20003","20","","","0"
"30000","4","0","14","0","8","91002","50","","","0"
"30000","5","0","15","0","12","94002","50000","","","0"
"30000","6","0","16","0","8","91002","50","","","0"
"30000","7","0","17","0","2","90007","3000","","","0"
"30000","8","0","18","0","2","20003","20","","","0"
"30000","9","0","19","0","8","91002","80","","","0"
"30000","10","0","20","0","2","24001","1","","","0"
"30000","11","0","21","0","8","91002","80","","","0"
"30000","12","0","22","0","2","22002","20","","","0"
"30000","13","0","23","0","2","20003","20","","","0"
"30000","14","0","24","0","8","91002","100","","","0"
"30000","15","0","25","0","2","24001","1","","","0"
"40001","1","1","27","0","8","91002","150","貪吃佩可","今天是紀念日，要慶祝才行呢！\n燒肉、壽司、披薩、蛋糕～☆\n能和你一起開派對，\n我好幸福～♪","107501"
"40001","2","1","28","0","8","91002","150","可可蘿","能夠在今天迎來這個紀念日，\n全拜主人的器量所賜。\n真不愧是主人呢。\n真了不起真了不起♪","107601"
"40001","3","1","29","0","8","91002","150","凱留","你還挺能幹的嘛！\n我有點…還蠻…非、非常\n對你刮目相看了呢。\n我就誇誇你吧♪","107801"
"40001","4","1","30","0","8","91002","150","鈴莓","對您和我來說，\n今天是個特別的日子。\n因為有了您的支持，\n我才能夠如此努力！","107701"
"40001","5","1","31","0","8","91002","150","珠希","今天對你來說是個\n特別的紀念日呢喵。\n對於你的活躍，我總是\n以貓的方式在感謝你喵～♪","107901"
"40001","6","2","32","0","8","91002","150","貪吃佩可","嗚～吃了太多的刨冰，\n身體變得好冷哦…\n請用你的體溫溫暖我吧！\n抱緊──♪","107501"
"40001","7","2","33","0","8","91002","150","可可蘿","夏天總是充滿著許多的危險…\n但是在下會好好地\n保護著主人的哦。","107601"
"40001","8","2","34","0","8","91002","150","凱留","嗯～到底為什麼會和你\n一起度過了一整個夏天啊…\n雖然我很開心就是了！\n來吧，我們要繼續玩囉！","107801"
"40001","9","2","35","0","8","91002","150","鈴莓"," 和您一起度過的第一個夏天…\n我現在就已經心跳不已了呢。\n快樂又美好的回憶，\n又增加一個了呢♪","107701"
"40001","10","2","36","0","8","91002","150","珠希","明明夏天是最好賺錢的時候，\n但今年我卻想和你\n一起度過呢喵。你能和我一起\n創造愉快的回憶喵？","107901"
"20000","1","0","47","0","8","91002","300","","","0"
"20000","1","0","48","0","2","23001","20","","","0"
"20000","2","0","49","0","8","91002","300","","","0"
"20000","2","0","50","0","2","23001","20","","","0"
"20000","3","0","51","0","8","91002","300","","","0"
"20000","3","0","52","0","2","23001","20","","","0"
"20000","4","0","53","0","8","91002","300","","","0"
"20000","4","0","54","0","2","23001","20","","","0"
"20000","5","0","55","0","8","91002","500","","","0"
"20000","5","0","56","0","2","23001","20","","","0"
"20000","6","0","57","0","8","91002","300","","","0"
"20000","6","0","58","0","2","23001","20","","","0"
"20000","7","0","59","0","8","91002","300","","","0"
"20000","7","0","60","0","2","23001","20","","","0"
"20000","8","0","61","0","8","91002","300","","","0"
"20000","8","0","62","0","2","23001","20","","","0"
"20000","9","0","63","0","8","91002","300","","","0"
"20000","9","0","64","0","2","23001","20","","","0"
"20000","10","0","65","0","8","91002","600","","","0"
"20000","10","0","66","0","2","23001","20","","","0"
"49001","1","0","67","0","8","91002","150","","","0"
"49001","2","0","68","0","8","91002","150","","","0"
"49001","3","0","69","0","8","91002","150","","","0"
"49001","4","0","70","0","8","91002","150","","","0"
"49001","5","0","71","0","8","91002","150","","","0"
"49001","6","0","72","0","8","91002","150","","","0"
"49001","7","0","73","0","8","91002","150","","","0"
"49001","8","0","74","0","8","91002","150","","","0"
"49001","9","0","75","0","8","91002","150","","","0"
"49001","10","0","76","0","8","91002","150","","","0"
"49002","1","0","77","0","8","91002","150","","","0"
"49002","2","0","78","0","8","91002","150","","","0"
"49002","3","0","79","0","8","91002","150","","","0"
"49002","4","0","80","0","8","91002","150","","","0"
"49002","5","0","81","0","8","91002","150","","","0"
"49002","6","0","82","0","8","91002","150","","","0"
"49002","7","0","83","0","8","91002","150","","","0"
"49002","8","0","84","0","8","91002","150","","","0"
"49002","9","0","85","0","8","91002","150","","","0"
"49002","10","0","86","0","8","91002","150","","","0"
"49003","1","0","87","0","8","91002","150","","","0"
"49003","2","0","88","0","8","91002","150","","","0"
"49003","3","0","89","0","8","91002","150","","","0"
"49003","4","0","90","0","8","91002","150","","","0"
"49003","5","0","91","0","8","91002","150","","","0"
"49003","6","0","92","0","8","91002","150","","","0"
"49003","7","0","93","0","8","91002","150","","","0"
"49003","8","0","94","0","8","91002","150","","","0"
"49003","9","0","95","0","8","91002","150","","","0"
"49003","10","0","96","0","8","91002","150","","","0"
"49004","1","0","97","0","8","91002","1500","","","0"
"49004","2","0","98","0","8","91002","1500","","","0"
"49004","3","0","99","0","8","91002","1500","","","0"
"49004","4","0","100","0","8","91002","1500","","","0"
"49004","5","0","101","0","8","91002","1500","","","0"
"49004","6","0","102","0","8","91002","1500","","","0"
"49004","7","0","103","0","8","91002","1500","","","0"
"49004","8","0","104","0","8","91002","1500","","","0"
"49005","1","0","105","0","8","91002","150","","","0"
"49005","2","0","106","0","8","91002","150","","","0"
"49005","3","0","107","0","8","91002","150","","","0"
"49005","4","0","108","0","8","91002","150","","","0"
"49005","5","0","109","0","8","91002","150","","","0"
"49005","6","0","110","0","8","91002","150","","","0"
"49005","7","0","111","0","8","91002","150","","","0"
"49005","8","0","112","0","8","91002","150","","","0"
"49005","9","0","113","0","8","91002","150","","","0"
"49005","10","0","114","0","8","91002","150","","","0"
"49006","1","0","115","0","8","91002","300","","","0"
"49006","2","0","116","0","8","91002","300","","","0"
"49006","3","0","117","0","8","91002","300","","","0"
"49006","4","0","118","0","8","91002","300","","","0"
"49006","5","0","119","0","8","91002","300","","","0"
"49007","1","0","120","0","8","91002","150","","","0"
"49007","2","0","121","0","8","91002","150","","","0"
"49007","3","0","122","0","8","91002","150","","","0"
"49007","4","0","123","0","8","91002","150","","","0"
"49007","5","0","124","0","8","91002","150","","","0"
"49007","6","0","125","0","8","91002","150","","","0"
"49007","7","0","126","0","8","91002","150","","","0"
"49007","8","0","127","0","8","91002","150","","","0"
"49007","9","0","128","0","8","91002","150","","","0"
"49007","10","0","129","0","8","91002","150","","","0"
"49008","1","0","130","0","8","91002","150","","","0"
"49008","2","0","131","0","8","91002","150","","","0"
"49008","3","0","132","0","8","91002","150","","","0"
"49008","4","0","133","0","8","91002","150","","","0"
"49008","5","0","134","0","8","91002","150","","","0"
"49008","6","0","135","0","8","91002","150","","","0"
"49008","7","0","136","0","8","91002","150","","","0"
"49008","8","0","137","0","8","91002","150","","","0"
"49008","9","0","138","0","8","91002","150","","","0"
"49008","10","0","139","0","8","91002","150","","","0"
"49009","1","0","140","0","8","91002","150","","","0"
"49009","2","0","141","0","8","91002","150","","","0"
"49009","3","0","142","0","8","91002","150","","","0"
"49009","4","0","143","0","8","91002","150","","","0"
"49009","5","0","144","0","8","91002","150","","","0"
"49009","6","0","145","0","8","91002","150","","","0"
"49009","7","0","146","0","8","91002","150","","","0"
"49009","8","0","147","0","8","91002","150","","","0"
"49009","9","0","148","0","8","91002","150","","","0"
"49009","10","0","149","0","8","91002","150","","","0"
"49010","1","0","150","0","8","91002","150","","","0"
"49010","2","0","151","0","8","91002","150","","","0"
"49010","3","0","152","0","8","91002","150","","","0"
"49010","4","0","153","0","8","91002","150","","","0"
"49010","5","0","154","0","8","91002","150","","","0"
