d34e1666e3e7848d8ea2a61714b89c7d694ad87d724b065fc6742a702d4c2dde,63536b27dbefe935e4660af49c7e7ac70b6beae2eef10425b0991177d05b3ee3,b49754a4b35721f263c7b3657d285245f6644276735b1a0dd8fed97c34a0b64d,841a4a0afe441c32ff858d917df51c22c921cfe5e9db76f5f7eed9558131a335,843f3cd5c5cd0ccd0eaf7375d8b11f474999915b5bee5e1978f6213c3a6f9ec5,898d133d444b9a1ab08dbb100592880f3f9266d4ab9d90ffa10d241639f34423,2d3bb9d8adac85572c5abd39e51dd6593a3ecc15d170671950ce92d0286456a1,787a9eadea712b1f9fbbf0c9b0b882d6193f882da2b9755597ed5e271b133795,afd29d6283b9b51faf9544784754076b7921798dd628505e70fb4b77fccef8f7,62525affacd6d272e99070b866b8e69d1d4f37700f5a16f41fcfa6b0e69fb81a,80fb2dc60c8db752e74c14d79b3059c620afe1a62da2fa95bb1edd9571057af1,ad4b87d46e632332648009a0429282e6668b09170294835f33076459b45b7040,88a423e6c6d6f1f4b2ca7a9af8c9da05cf7f7eec96711e869d1e65d002d5cc2d,033808936a1eb098e832b4bca1be361c002de9a56c1f90c6290b617186c8ac8c,32e3fbc0363f960e669cd4c85241dd0634beada0c4dcd09f0bbbc1d267dd0f2e,25d6ae408d32e3b136f21ced93f72ead2bd7723ece9ecdc6728c12cd5fe4e7c4,fb13067e266bb70d920c11b9dba3fa317af51cd9b09470c54090aa0297762239,40490a03d724e7ba03ffabe70107ec919aa9983db40e581998170eef17873ec8
"0","1","0","0","0","0","0","10000","0","500","1","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10000","0","400","2","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10000","0","300","3","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10000","0","250","4","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10001","0","500","5","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10001","0","400","6","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10001","0","300","7","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10001","0","250","8","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10002","0","500","9","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10002","0","400","10","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10002","0","300","11","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10002","0","250","12","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10003","0","500","13","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10003","0","400","14","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10003","0","300","15","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10003","0","250","16","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10004","0","500","17","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10004","0","400","18","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10004","0","300","19","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10004","0","250","20","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10005","0","500","21","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10005","0","400","22","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10005","0","300","23","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10005","0","250","24","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10006","0","500","25","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10006","0","400","26","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10006","0","300","27","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10006","0","250","28","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10007","0","500","29","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10007","0","400","30","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10007","0","300","31","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10007","0","250","32","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10008","0","500","33","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10008","0","400","34","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10008","0","300","35","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10008","0","250","36","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10009","0","500","37","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10009","0","400","38","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10009","0","300","39","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10009","0","250","40","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10010","0","500","41","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10010","0","400","42","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10010","0","300","43","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10010","0","250","44","8","0","0","0","0","0","91002"
"0","1","0","0","0","0","0","10011","0","500","45","8","0","0","0","0","0","91002"
"0","2","0","0","0","0","0","10011","0","400","46","8","0","0","0","0","0","91002"
"0","3","0","0","0","0","0","10011","0","300","47","8","0","0","0","0","0","91002"
"0","4","0","0","0","0","0","10011","0","250","48","8","0","0","0","0","0","91002"
