ee5de705081c2368e8d70b2cea7b719236f5259f8ea2034a1316479c8d1649fb,e7f9eff88e7043ffa33ba8f7cea2422f844592a63ac18cc6259331c3f3264fda,37b5538dc2b576983e9c0ee4231da57e394cefe62452c1ce726ca7bc0aa18275,836db50e21ce14556a6e188a0abe510b77cb64eaada7870e6d957943c01e1e14,f69a757ef7624fb707ee455269f996f12731ec4358383b8637ef664718b330b5,3a7cb0ed6dd0961509bcd5ec4225718359606dda30271911e63b19565a4fc164,35559f5bb3fb1a91aba8bf932467ebaddb0f4c0d7f6b0db582818b72e44e5914,e465ce6562816210e525d1192b0cabe92b438b48c86f73a95fc65fb87c05ae82,08c532b07360721c75083d3692b147b52bef6153d33b3981ec60183f65a76b46,99547d8356caba615ee746dedfd40a87cf470d6900a87a8ab8a51185f1ca5a06,ad80dd7909492aeb5e092a21597c60c578d8033182afbd0bcdd22c7f4a16d2e1,4d72206dd8c12f34171ff91d89d17192cd645439d00b0d509a9e28b2293d5a9b,4fb807f8555674db3a26e72c8a1fed36c8ed2992aa36fa286306f7ba302315ac,dfa43619c6915cbe6e9b6bce91118b1bc95680e834fc1ad59399c6743891df48,b3943ad61539ee5cc3211ebd94c3aae02a49ef62525a21983b5b1f0a849e9aa3,3e796804800b86dde1c5f86871af768d8b9bd91c27754970866a867bbf1e9ef4,de53766a37a6c4b50b1ce845dee60d178089ee664798d3ce1807746bf59ac49f,84ab234592525f6c7e299be5e2f86a44b48f8f88ac6c77c2be3a8293cb3a0a97
"0","0","0","0","0","0","0","94002","12","0","1","2000","0","0","0","0","5000","用空花大旋轉飛行共2000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","2","4000","0","0","0","0","10000","用空花大旋轉飛行共4000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","3","6000","0","0","0","0","15000","用空花大旋轉飛行共6000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","4","8000","0","0","0","0","20000","用空花大旋轉飛行共8000ｍ吧"
"0","5","0","0","0","0","23001","91002","8","0","5","10000","0","0","2","0","50","用空花大旋轉飛行共10000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","6","12000","0","0","0","0","25000","用空花大旋轉飛行共12000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","7","14000","0","0","0","0","30000","用空花大旋轉飛行共14000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","8","16000","0","0","0","0","35000","用空花大旋轉飛行共16000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","9","18000","0","0","0","0","40000","用空花大旋轉飛行共18000ｍ吧"
"0","5","0","0","0","0","23001","91002","8","0","10","20000","0","0","2","0","50","用空花大旋轉飛行共20000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","11","22000","0","0","0","0","55000","用空花大旋轉飛行共22000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","12","24000","0","0","0","0","35000","用空花大旋轉飛行共24000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","13","26000","0","0","0","0","40000","用空花大旋轉飛行共26000ｍ吧"
"0","0","0","0","0","0","0","94002","12","0","14","28000","0","0","0","0","45000","用空花大旋轉飛行共28000ｍ吧"
"0","150","0","2","10","0","91002","1405","7","23001","15","30000","0","0","8","0","1","用空花大旋轉飛行共30000ｍ吧"
