757f9549811ca88691480881419d90f8737976b4d2112379eaae93c06faac5fe,74ecba61f88c942dc259ea74c8c02041ea4ef406bdc8b3b6515a7d201952d3bf,2689a2f79dcbce929a24238481a756ce60a7691c5ca151d8f9254850f2f1221d,43a93148b52801c24901a4fc7d4b83b3d620113ca96d3706fb448a00707c7d6c,d0810ea55f2cc28ec0176722602ab463f08d0899dc1db891336f854542e84d5e,1588f4f4b9ef1d1bd0a84128090738b04a8774c67f8225d4bb9f8daa463b7bfd,e1a62cf0b1be33ef819dca95deedaae1cf6328f4bff9990b83f62cc6671753eb,c17387984db12a8278d8092660a0242bc041f96fc81d1df26da7b0230ce82bfa,5dfdb28e9055bba0668ee28214293b0c9595ac53679764dcebc5766be1d6ee58,771484fafa804ab9108dd08d2bd2ea0be3d914c6d40836fcb7156edbb4ee96a5,f609442371bdfb09f628ad263959563dc3dc8faf52864dd3933348dbff589a21,6bb9462fb59acd5dbb052849573b4909d94ba06d5eccc58bb5597b07936decce,48b9c7940e2ae9eccc6f019c2a90b1b6aac129b3f56522d1d220477c739f59cf,c85303fa46d7632b4332d3788884d913e72db264a8f7159bb486e70e06a142fc,05a09205edd1dc11e13e60e84d57b8780fc3e083bc58e1b4a22ae771466389bf,7ef3cd897f02bb8f30dfd70418610ba8d3761abbca683b86357e29e139d52c04,27c355c3d338a0a4a0cde39b9b743da32591b415d36e806384f39d7e297037fc,f6ec33f2e7cc9b7e1a34ea6db7d4e8e782caf64e144131b7a0517d11111d9386,c60a69673231b4f26150b119e4635c8def98a9efd703d31658304c26e688313f
"0","0","0","10","0","0","0","34","100101","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","35","100101","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","34","100201","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","35","100201","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","34","100301","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","35","100301","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","34","100401","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","35","100401","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","34","100501","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","35","100501","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","34","100601","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","35","100601","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","34","100701","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","35","100701","0","0","0","0","0","0","2500","0","0","0"
"0","0","0","10","0","0","0","34","100801","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","35","100801","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","34","100901","0","0","0","0","0","0","0","0","2500","0"
"0","0","0","10","0","0","0","35","100901","0","0","0","0","0","0","0","0","2500","0"
