gauge_id,trigger_score,completion_detail,unlock_story_id,reward_type,reward_id,reward_count
"1","2500","取得累積分數2500分","5126700","12","94002","50000"
"1","5000","取得累積分數5000分","0","12","94002","50000"
"1","7500","取得累積分數7500分","0","12","94002","50000"
"1","10000","取得累積分數10000分","5126701","7","2839","1"
"1","12500","取得累積分數12500分","0","12","94002","80000"
"1","15000","取得累積分數15000分","0","12","94002","80000"
"1","17500","取得累積分數17500分","0","12","94002","80000"
"1","20000","取得累積分數20000分","5126702","8","91002","25"
"1","22500","取得累積分數22500分","0","12","94002","100000"
"1","25000","取得累積分數25000分","0","12","94002","100000"
"1","27500","取得累積分數27500分","0","8","91002","100"
"1","30000","取得累積分數30000分","5126703","15","11001262","1"
"2","2500","取得累積分數2500分","5126710","12","94002","50000"
"2","5000","取得累積分數5000分","0","12","94002","50000"
"2","7500","取得累積分數7500分","0","12","94002","50000"
"2","10000","取得累積分數10000分","5126711","7","2840","1"
"2","12500","取得累積分數12500分","0","12","94002","80000"
"2","15000","取得累積分數15000分","0","12","94002","80000"
"2","17500","取得累積分數17500分","0","12","94002","80000"
"2","20000","取得累積分數20000分","5126712","8","91002","25"
"2","22500","取得累積分數22500分","0","12","94002","100000"
"2","25000","取得累積分數25000分","0","12","94002","100000"
"2","27500","取得累積分數27500分","0","8","91002","100"
"2","30000","取得累積分數30000分","5126713","15","11001263","1"
