31ded35d3c35e485645c8c67fbddc70941101bd0bdc5487e23874463eabb997d,3d1bd6a0efda3f22856e3322eeae2aaa499563d7974b3935f59c1ffe5a70029b,52c611c28eb8a2c9e2b144ee2281671157e4b2fc3f3e6532602fc48a979ad2e4,fad5fb3884b591122e1c9f71093d19087919817400b2bfbdf76f6e7932936dc7,91f0323575727615069401fa19c358efcb8845850b57e08a4180af8943650b5e,4320d69468fd6acf4aa9f73bdfba306ea92934de382973bc6c460f54618b4274,c4e4dbc78b27c9cc03a476a5db66eec2597532887218f0618673a276c3270230,40529ad2890ce3a10a9e8e4c1b637308e2d769566959fe2bb34f8f6250729b29,a1f878f1dee3bb10c7e98971cbaf16d2602b000d9416645e6cbe21c9e8245a28,3bf63421aa265e64aefeb6e07a0f72d414c51cbb48d8b41fb66f1c2d794d769f,e52801e820cb0eac4be12640d91c2bf365f4621b3184b98472826b17d5187b0a
"25015","2","2","91002","10","31","25021","285001001","1","8","8"
"25015","2","2","91002","10","31","25021","285001002","2","8","8"
"25015","2","2","91002","10","32","25021","285001003","3","8","8"
"25015","2","2","91002","10","32","25021","285001004","4","8","8"
"25015","2","2","91002","10","33","25021","285001005","5","8","8"
"25015","2","2","91002","10","33","25021","285001006","6","9","8"
"25015","2","2","91002","10","34","25021","285001007","7","9","8"
"25015","2","2","91002","10","35","25021","285001008","8","9","8"
"25015","2","2","91002","10","35","25021","285001009","9","9","8"
"25015","2","2","91002","30","37","25021","285001010","10","10","8"
"25015","2","2","91002","10","41","25021","285001011","11","10","8"
"25015","2","2","91002","10","43","25021","285001012","12","11","8"
"25015","2","2","91002","10","46","25021","285001013","13","11","8"
"25015","2","2","91002","10","48","25021","285001014","14","12","8"
"25015","2","2","91002","10","50","25021","285001015","15","12","8"
"25015","2","2","91002","10","53","25021","285001016","16","13","8"
"25015","2","2","91002","10","55","25021","285001017","17","14","8"
"25015","2","2","91002","10","58","25021","285001018","18","14","8"
"25015","2","2","91002","10","60","25021","285001019","19","15","8"
"25015","2","2","91002","30","62","25021","285001020","20","15","8"
"25015","2","2","91002","10","68","25021","285001021","21","16","8"
"25015","2","2","91002","10","70","25021","285001022","22","16","8"
"25015","2","2","91002","10","72","25021","285001023","23","16","8"
"25015","2","2","91002","10","75","25021","285001024","24","17","8"
"25015","2","2","91002","10","77","25021","285001025","25","18","8"
"25015","2","2","91002","10","79","25021","285001026","26","18","8"
"25015","2","2","91002","10","82","25021","285001027","27","19","8"
"25015","2","2","91002","10","84","25021","285001028","28","19","8"
"25015","2","2","91002","10","86","25021","285001029","29","19","8"
"25015","2","2","91002","30","89","25021","285001030","30","20","8"
"25015","2","2","91002","10","94","25021","285001031","31","20","8"
"25015","2","2","91002","10","96","25021","285001032","32","21","8"
"25015","2","2","91002","10","99","25021","285001033","33","21","8"
"25015","2","2","91002","10","101","25021","285001034","34","22","8"
"25015","2","2","91002","10","103","25021","285001035","35","22","8"
"25015","2","2","91002","10","106","25021","285001036","36","23","8"
"25015","2","2","91002","10","108","25021","285001037","37","23","8"
"25015","2","2","91002","10","111","25021","285001038","38","24","8"
"25015","2","2","91002","10","113","25021","285001039","39","25","8"
"25015","2","2","91002","30","115","25021","285001040","40","25","8"
"25015","2","2","91002","10","121","25021","285001041","41","26","8"
"25015","2","2","91002","10","123","25021","285001042","42","27","8"
"25015","2","2","91002","10","125","25021","285001043","43","28","8"
"25015","2","2","91002","10","128","25021","285001044","44","28","8"
"25015","2","2","91002","10","130","25021","285001045","45","29","8"
"25015","2","2","91002","10","132","25021","285001046","46","30","8"
"25015","2","2","91002","10","135","25021","285001047","47","30","8"
"25015","2","2","91002","10","137","25021","285001048","48","31","8"
"25015","2","2","91002","10","139","25021","285001049","49","31","8"
"25015","2","2","91002","30","142","25021","285001050","50","31","8"
"25015","2","2","91002","10","144","25021","285001051","51","32","8"
"25015","2","2","91002","10","146","25021","285001052","52","32","8"
"25015","2","2","91002","10","149","25021","285001053","53","32","8"
"25015","2","2","91002","10","152","25021","285001054","54","33","8"
"25015","2","2","91002","10","155","25021","285001055","55","33","8"
"25015","2","2","91002","10","157","25021","285001056","56","33","8"
"25015","2","2","91002","10","160","25021","285001057","57","34","8"
"25015","2","2","91002","10","163","25021","285001058","58","34","8"
"25015","2","2","91002","10","166","25021","285001059","59","34","8"
"25015","2","2","91002","30","169","25021","285001060","60","35","8"
"25015","2","2","91002","10","171","25021","285001061","61","35","8"
"25015","2","2","91002","10","174","25021","285001062","62","35","8"
"25015","2","2","91002","10","177","25021","285001063","63","36","8"
"25015","2","2","91002","10","180","25021","285001064","64","36","8"
"25015","2","2","91002","10","182","25021","285001065","65","36","8"
"25015","2","2","91002","10","185","25021","285001066","66","37","8"
"25015","2","2","91002","10","187","25021","285001067","67","37","8"
"25015","2","2","91002","10","190","25021","285001068","68","37","8"
"25015","2","2","91002","10","193","25021","285001069","69","38","8"
"25015","2","2","91002","30","196","25021","285001070","70","38","8"
"25015","2","2","91002","10","200","25021","285001071","71","39","8"
"25015","2","2","91002","10","204","25021","285001072","72","39","8"
"25015","2","2","91002","10","208","25021","285001073","73","40","8"
"25015","2","2","91002","10","212","25021","285001074","74","40","8"
"25015","2","2","91002","10","216","25021","285001075","75","41","8"
"25015","2","2","91002","10","220","25021","285001076","76","41","8"
"25015","2","2","91002","10","224","25021","285001077","77","42","8"
"25015","2","2","91002","10","228","25021","285001078","78","42","8"
"25015","2","2","91002","10","232","25021","285001079","79","43","8"
"25015","2","2","91002","30","236","25021","285001080","80","43","8"
"25015","2","2","91002","10","240","25021","285001081","81","44","8"
"25015","2","2","91002","10","244","25021","285001082","82","44","8"
"25015","2","2","91002","10","248","25021","285001083","83","45","8"
"25015","2","2","91002","10","252","25021","285001084","84","45","8"
"25015","2","2","91002","10","256","25021","285001085","85","46","8"
"25015","2","2","91002","10","260","25021","285001086","86","46","8"
"25015","2","2","91002","10","264","25021","285001087","87","47","8"
"25015","2","2","91002","10","268","25021","285001088","88","47","8"
"25015","2","2","91002","10","272","25021","285001089","89","48","8"
"25015","2","2","91002","30","276","25021","285001090","90","48","8"
