c959fea9f5deb34dd3904fbe629fdb2bd4c12a8aa929bdcf7183fa0492256566,f422a0e5fffa6700fbe735b8fb4f4449dcf72533ff2f46215382ee42623c7a70,d947178690e2ba471d5d0fc3078064fd722e0b29385ef49ea7964ea690407ea2,7890fa0e6ecb9ccfaea656219f62426ccc5ac6cc14fc36297f4dc4eb863627c4,4206b61067c162aad9f28d3a1dfea59288566017282d7c48f0589b9a81279ab7,2b2a83ceab292d158cb839533e65418a98761a8f574caa9f08252935b3edbc28,6f1a4735b0c0b4b976c236bc8fca8a737df52aa497d539709c63f45c46e63fb3,b5a835d6f8b61911d91ab334d379fdd1e7bfbe05fc9484bc266b99e2926b70a0,4378ceab343521f7f5ec636a8a209af789df1b7d44d78e57071d5134f99e17c0,20d3a0c6ed8ee46bc671e585e08b34e53c8a8acb21bf4bf52f1d1e165303d4d7,edeb577d54880127d64b91c13971546a643e716885c67a0833e9dce96c7b3038,7e00022a190c22562ada14a303f4bed6076c202ed30ea4ed89c46b330c95a94a,705cb879824498321bd7d121c42e8c473b06022eeb2150fdde81ee4975e9ec22,0abcc7961ef1e6cd7a2c2ec503cc7e178c99427637f6ed5eb8a43fb379760a21,e81a0e50184697ebf88209e2917677aef7a92b67d62da0e7f7413a9dc3028f7e,0e7e81ecb04a57b8dc4ed8818c6c7a4c06439881008564e3f8e16df5c5dee27b,0ada0875965d7a281dd12e9478480f24842fa4394075beef67b09ccd56248e7d,93446ab22bd5f4d229dd4f0049ba75a0aec99281814e6501b9d7840fc7d4a6a8,9e3a267877ab1721485dc6f3fbf5ea5540475085a6357e2979c6178a907f255c,714e8e612f66631d06268bd0f927715692479a91de973d5361f1a9cb0f8f391b,7296ecbdf67e654f47c738382c1497c65d47d30e246aafeafabddae69c47a592,c279e375c3303ec0b2847cc3e8888426bf68a2ec5f45643763a528f5dcb87dd1,1865a8b918405b08c95c78018caa52d8d33ca3fb233251d4888feccf5861920a,50aed2ec9fe363dc7935f0a4d2509b39b2420f9ab86600226a6a371886f8e228,a55f3cc5e80aca870629699aeeac4a566ded43702da4557cf794813307b47b87,3d6f7b17b9b65faf91467b3db2667c217f43ef02938860b01552e2d34a166c7f
"1","0.8","0","-1","0","0","1","188","81001001","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001002","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001003","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001004","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001005","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001006","100198","0.8","0.8","2","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001007","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001008","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001009","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0","0","0","-20","0","1","0","81001010","100198","0","0","3","bgm_MC131","0","100198","0","0","0.9","0","bgm_MC131","60","0","0","-10","0"
"1","0.8","0","-1","0","0","1","188","81001011","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001012","100198","0.8","0.8","1","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
"1","0.8","0","-1","0","0","1","188","81001013","100198","0.8","0.8","2","bgm_MC131","0","100198","377","0.8","0.8","-190","bgm_MC131","0","0","0","0","-379"
