5191f33ac5c44dad29899819ab1147b51c99379cea1a2261b132a89d21195f51,a056999ad7e6705f7f4b43e92eaa6404cb777e7afc59badcc7140617ae67baeb,4fe70725e93d1eb130fbd3155824c67253f993fb691df02cc634438bcf3e53fe,8e56e1f589717c1655cd7201d2b96eaa0396dd298ee52bc39e7eaca71088dae3,42ce21a8b0517faccffc635ad75a979a74a7658949c58f8633dcb3c34c65628e,1052e52f5043b2da48b17c6f4f1c6fb5786ee399dabeb5dd7dc8d0f1aa23897b,4ccee5a306157ff971b8c7b0d16909c350f2a0f4d868800842a9ef38fafd95a0,6f8c808379a2bf32c7741a144f0137f1c93449ec217a5880b0ed060f5dc869e4,a6b63ad79e480658774eb6c228f449b1985822553aa2f8883f18c890a64fa923,ea4219ad340a3ffe67e29ada4a99567ef9a3ea95bdd7760f3dc4ccca4fd96138,896e8b782e13cf7ad59bad4b9920afd9d17e22808314ac2f455e2fb72987e8f5,68299ddfddd1684ca78d9db92901a081daa68d83c32356795dc58c1de8d6ab16,85b6c59aa1f0d2beaa7b79a6bba66f0a3b29aaf0ac6ae9079775becaf44dbdd7,e8ac2c3b298655a4f44d1474b60c74fa9e2e32c63a0f8d761534611623e960e1,f6ac7625c7c36880e3eb60d72efdc33d99dc282974dde2d5305f0134246738c2,16426792579a3db6b90f49f052ce6a2ce7ed116c72d2f9283d1e1a0a760df563
"0","2","90006","0","1","2","40","1001101","40","8","0","91002","22002","0","0","0"
"0","2","90006","0","2","2","50","1001102","60","8","0","91002","22002","0","0","0"
"0","2","90006","0","3","2","60","1001103","80","8","0","91002","22002","0","0","0"
"0","2","90006","0","4","2","80","1001104","100","8","0","91002","22002","0","0","0"
"0","2","90006","0","2","2","150","1001105","200","8","0","91002","22003","0","0","0"
"0","0","22002","0","0","2","1","1001106","20","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1001107","20","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1001108","20","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1001109","20","2","0","90006","0","0","0","0"
"0","0","22003","0","0","2","1","1001110","20","2","0","90006","0","0","0","0"
"0","2","90006","0","1","2","40","1002101","40","8","0","91002","22002","0","0","0"
"0","2","90006","0","2","2","50","1002102","60","8","0","91002","22002","0","0","0"
"0","2","90006","0","3","2","60","1002103","80","8","0","91002","22002","0","0","0"
"0","2","90006","0","4","2","80","1002104","100","8","0","91002","22002","0","0","0"
"0","2","90006","0","2","2","150","1002105","200","8","0","91002","22003","0","0","0"
"0","0","22002","0","0","2","1","1002106","40","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1002107","40","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1002108","40","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1002109","40","2","0","90006","0","0","0","0"
"0","0","22003","0","0","2","1","1002110","40","2","0","90006","0","0","0","0"
"0","2","90006","0","1","2","40","1003101","40","8","0","91002","22002","0","0","0"
"0","2","90006","0","2","2","50","1003102","60","8","0","91002","22002","0","0","0"
"0","2","90006","0","3","2","60","1003103","80","8","0","91002","22002","0","0","0"
"0","2","90006","0","4","2","80","1003104","100","8","0","91002","22002","0","0","0"
"0","2","90006","0","2","2","150","1003105","200","8","0","91002","22003","0","0","0"
"0","0","22002","0","0","2","1","1003106","40","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1003107","40","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1003108","40","2","0","90006","0","0","0","0"
"0","0","22002","0","0","2","1","1003109","40","2","0","90006","0","0","0","0"
"0","0","22003","0","0","2","1","1003110","40","2","0","90006","0","0","0","0"
"0","2","90006","0","0","2","20","1004101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1004102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1004103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1004104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1004105","150","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","20","1004106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1004107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1004108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1004109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1004110","80","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","30","1004111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1004112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1004113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1004114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1004115","80","8","0","91002","31018","0","0","0"
"0","0","0","0","0","0","0","1004116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1005101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1005102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1005103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1005104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1005105","150","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","20","1005106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1005107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1005108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1005109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1005110","80","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","30","1005111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1005112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1005113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1005114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1005115","80","8","0","91002","31042","0","0","0"
"0","0","0","0","0","0","0","1005116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1006101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1006102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1006103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1006104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1006105","150","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","20","1006106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1006107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1006108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1006109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1006110","80","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","30","1006111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1006112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1006113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1006114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1006115","80","8","0","91002","31025","0","0","0"
"0","0","0","0","0","0","0","1006116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1007101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1007102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1007103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1007104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1007105","150","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","20","1007106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1007107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1007108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1007109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1007110","80","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","30","1007111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1007112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1007113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1007114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1007115","80","8","0","91002","31018","0","0","0"
"0","0","0","0","0","0","0","1007116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1008101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1008102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1008103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1008104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1008105","150","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","20","1008106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1008107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1008108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1008109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1008110","80","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","30","1008111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1008112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1008113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1008114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1008115","80","8","0","91002","31042","0","0","0"
"0","0","0","0","0","0","0","1008116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1009101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1009102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1009103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1009104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1009105","150","8","0","91002","31043","0","0","0"
"0","2","90006","0","0","2","20","1009106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1009107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1009108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1009109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1009110","80","8","0","91002","31043","0","0","0"
"0","2","90006","0","0","2","30","1009111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1009112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1009113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1009114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1009115","80","8","0","91002","31043","0","0","0"
"0","0","0","0","0","0","0","1009116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1010101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1010102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1010103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1010104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1010105","150","8","0","91002","31022","0","0","0"
"0","2","90006","0","0","2","20","1010106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1010107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1010108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1010109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1010110","80","8","0","91002","31022","0","0","0"
"0","2","90006","0","0","2","30","1010111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1010112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1010113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1010114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1010115","80","8","0","91002","31022","0","0","0"
"0","0","0","0","0","0","0","1010116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1011101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1011102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1011103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1011104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1011105","150","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","20","1011106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1011107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1011108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1011109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1011110","80","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","30","1011111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1011112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1011113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1011114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1011115","80","8","0","91002","31025","0","0","0"
"0","0","0","0","0","0","0","1011116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1012101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1012102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1012103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1012104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1012105","150","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","20","1012106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1012107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1012108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1012109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1012110","80","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","30","1012111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1012112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1012113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1012114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1012115","80","8","0","91002","31018","0","0","0"
"0","0","0","0","0","0","0","1012116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1013101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1013102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1013103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1013104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1013105","150","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","20","1013106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1013107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1013108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1013109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1013110","80","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","30","1013111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1013112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1013113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1013114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1013115","80","8","0","91002","31042","0","0","0"
"0","0","0","0","0","0","0","1013116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1014101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1014102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1014103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1014104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1014105","150","8","0","91002","31043","0","0","0"
"0","2","90006","0","0","2","20","1014106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1014107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1014108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1014109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1014110","80","8","0","91002","31043","0","0","0"
"0","2","90006","0","0","2","30","1014111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1014112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1014113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1014114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1014115","80","8","0","91002","31043","0","0","0"
"0","0","0","0","0","0","0","1014116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1015101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1015102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1015103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1015104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1015105","150","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","20","1015106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1015107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1015108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1015109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1015110","80","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","30","1015111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1015112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1015113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1015114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1015115","80","8","0","91002","31025","0","0","0"
"0","0","0","0","0","0","0","1015116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1016101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1016102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1016103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1016104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1016105","150","8","0","91002","31022","0","0","0"
"0","2","90006","0","0","2","20","1016106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1016107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1016108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1016109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1016110","80","8","0","91002","31022","0","0","0"
"0","2","90006","0","0","2","30","1016111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1016112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1016113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1016114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1016115","80","8","0","91002","31022","0","0","0"
"0","0","0","0","0","0","0","1016116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1017101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1017102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1017103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1017104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1017105","150","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","20","1017106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1017107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1017108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1017109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1017110","80","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","30","1017111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1017112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1017113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1017114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1017115","80","8","0","91002","31018","0","0","0"
"0","0","0","0","0","0","0","1017116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1018101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1018102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1018103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1018104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1018105","150","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","20","1018106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1018107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1018108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1018109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1018110","80","8","0","91002","31042","0","0","0"
"0","2","90006","0","0","2","30","1018111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1018112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1018113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1018114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1018115","80","8","0","91002","31042","0","0","0"
"0","0","0","0","0","0","0","1018116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1019101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1019102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1019103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1019104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1019105","150","8","0","91002","31043","0","0","0"
"0","2","90006","0","0","2","20","1019106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1019107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1019108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1019109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1019110","80","8","0","91002","31043","0","0","0"
"0","2","90006","0","0","2","30","1019111","20","8","0","91002","0","0","0","0"
