e00f480c0c4b1223da7dd7a918ea428a8e5f691eb70551f2cb647f2a6feb621f,4743bd23bd98df9440e282fa87741f5740baadc88ab048d91e34b7690e8f24e9,9a90bc5cf2eb5379790310c8595dda65993870a0acf625b77685d8f45c15b0b4,323eac0b670d57c83eaa6056e03b67e42d211cf52d067934cf642c3fa49d042c,6247d344e7181a0c97be6467a1a5478d24b3d45762a823bca513b058f5a9ec72,892d509cdf91a0dc11dcf403f3a36f1cbc55baecfbd5ce5363b5d90b195ffa25,6a9211580762452291a7eef0dad6311913311de946a17265c8e6345fa73ac19e,e715137ca1a2fa7bc5a8a3c19b961b36fd9b0bba4321e8a2f50975bdb880457a,8619de12492ddc5dbc315df9b205f6c0cda7a3c87cc5e6783a42b517a99441f5,dbb078a9466fc694c387fe26340b3534e581e891d2dc7be4a097c298b7265a91,ce592950b1862bc7d009bdd564853e239177ea48101a9c72754b4399809fba6d,c59c10ed45a9c3f8662fa134c91545fa8a640bf148a53f525a67d22b1e79aba8,3bb97895fc04b808f07a052127a6b3b34a0dbcd7b9490838008c0013e9a3ed9e,e34bab205fa3f582f9619971c9c8cd7c6b60cc74dc65f7d8227c953b1b2acfe7,a0ff78e03927707ee2f1b22d3734d0a305558655dfc6a57dfdce9dc3aa700e9f,1d280f24433f46a8065e3952c8591b6c752140985eb3fca88d2c3ec952b4a0e0,e3c54c7c80ed57c354a13c00e69fe1bafe43beed49c415813798fe3692001090,9d472ba4badc8b135490b2de990a4fe678259069f9431076332a4855937ed819
"8","0","0","0","50","1","0","0","0","1","91002","0","0","0","0","0","0","10"
"8","0","0","0","10","11","0","0","0","2","91002","0","0","0","0","0","0","100"
"8","0","0","0","5","101","0","0","0","3","91002","0","0","0","0","0","0","200"
"8","0","0","0","3","201","0","0","0","4","91002","0","0","0","0","0","0","500"
"8","0","0","0","2","501","0","0","0","5","91002","0","0","0","0","0","0","1000"
"8","0","0","0","2","1001","0","0","0","6","91002","0","0","0","0","0","0","2000"
"8","0","0","0","1","2001","0","0","0","7","91002","0","0","0","0","0","0","3999"
"8","0","0","0","50","4000","0","0","0","8","91002","0","0","0","0","0","0","4000"
"8","0","0","0","50","4100","0","0","0","9","91002","0","0","0","0","0","0","4100"
"8","0","0","0","50","4200","0","0","0","10","91002","0","0","0","0","0","0","4200"
"8","0","0","0","50","4300","0","0","0","11","91002","0","0","0","0","0","0","4300"
"8","0","0","0","50","4400","0","0","0","12","91002","0","0","0","0","0","0","4400"
"8","0","0","0","50","4500","0","0","0","13","91002","0","0","0","0","0","0","4500"
"8","0","0","0","50","4600","0","0","0","14","91002","0","0","0","0","0","0","4600"
"8","0","0","0","50","4700","0","0","0","15","91002","0","0","0","0","0","0","4700"
"8","0","0","0","50","4800","0","0","0","16","91002","0","0","0","0","0","0","4800"
"8","0","0","0","50","4900","0","0","0","17","91002","0","0","0","0","0","0","4900"
"8","0","0","0","50","5000","0","0","0","18","91002","0","0","0","0","0","0","5000"
"8","0","0","0","50","5100","0","0","0","19","91002","0","0","0","0","0","0","5100"
"8","0","0","0","50","5200","0","0","0","20","91002","0","0","0","0","0","0","5200"
"8","0","0","0","50","5300","0","0","0","21","91002","0","0","0","0","0","0","5300"
"8","0","0","0","50","5400","0","0","0","22","91002","0","0","0","0","0","0","5400"
"8","0","0","0","50","5500","0","0","0","23","91002","0","0","0","0","0","0","5500"
"8","0","0","0","50","5600","0","0","0","24","91002","0","0","0","0","0","0","5600"
"8","0","0","0","50","5700","0","0","0","25","91002","0","0","0","0","0","0","5700"
"8","0","0","0","50","5800","0","0","0","26","91002","0","0","0","0","0","0","5800"
"8","0","0","0","50","5900","0","0","0","27","91002","0","0","0","0","0","0","5900"
"8","0","0","0","50","6000","0","0","0","28","91002","0","0","0","0","0","0","6000"
"8","0","0","0","50","6100","0","0","0","29","91002","0","0","0","0","0","0","6100"
"8","0","0","0","50","6200","0","0","0","30","91002","0","0","0","0","0","0","6200"
"8","0","0","0","50","6300","0","0","0","31","91002","0","0","0","0","0","0","6300"
"8","0","0","0","50","6400","0","0","0","32","91002","0","0","0","0","0","0","6400"
"8","0","0","0","50","6500","0","0","0","33","91002","0","0","0","0","0","0","6500"
"8","0","0","0","50","6600","0","0","0","34","91002","0","0","0","0","0","0","6600"
"8","0","0","0","50","6700","0","0","0","35","91002","0","0","0","0","0","0","6700"
"8","0","0","0","50","6800","0","0","0","36","91002","0","0","0","0","0","0","6800"
"8","0","0","0","50","6900","0","0","0","37","91002","0","0","0","0","0","0","6900"
"8","0","0","0","50","7000","0","0","0","38","91002","0","0","0","0","0","0","7000"
"8","0","0","0","50","7100","0","0","0","39","91002","0","0","0","0","0","0","7100"
"8","0","0","0","50","7200","0","0","0","40","91002","0","0","0","0","0","0","7200"
"8","0","0","0","50","7300","0","0","0","41","91002","0","0","0","0","0","0","7300"
"8","0","0","0","50","7400","0","0","0","42","91002","0","0","0","0","0","0","7400"
"8","0","0","0","50","7500","0","0","0","43","91002","0","0","0","0","0","0","7500"
"8","0","0","0","50","7600","0","0","0","44","91002","0","0","0","0","0","0","7600"
"8","0","0","0","50","7700","0","0","0","45","91002","0","0","0","0","0","0","7700"
"8","0","0","0","50","7800","0","0","0","46","91002","0","0","0","0","0","0","7800"
"8","0","0","0","50","7900","0","0","0","47","91002","0","0","0","0","0","0","7900"
"8","0","0","0","50","8000","0","0","0","48","91002","0","0","0","0","0","0","8000"
"8","0","0","0","15","8100","0","0","0","49","91002","0","0","0","0","0","0","8100"
"8","0","0","0","15","8200","0","0","0","50","91002","0","0","0","0","0","0","8200"
"8","0","0","0","15","8300","0","0","0","51","91002","0","0","0","0","0","0","8300"
"8","0","0","0","15","8400","0","0","0","52","91002","0","0","0","0","0","0","8400"
"8","0","0","0","15","8500","0","0","0","53","91002","0","0","0","0","0","0","8500"
"8","0","0","0","15","8600","0","0","0","54","91002","0","0","0","0","0","0","8600"
"8","0","0","0","15","8700","0","0","0","55","91002","0","0","0","0","0","0","8700"
"8","0","0","0","15","8800","0","0","0","56","91002","0","0","0","0","0","0","8800"
"8","0","0","0","15","8900","0","0","0","57","91002","0","0","0","0","0","0","8900"
"8","0","0","0","15","9000","0","0","0","58","91002","0","0","0","0","0","0","9000"
"8","0","0","0","15","9100","0","0","0","59","91002","0","0","0","0","0","0","9100"
"8","0","0","0","15","9200","0","0","0","60","91002","0","0","0","0","0","0","9200"
"8","0","0","0","15","9300","0","0","0","61","91002","0","0","0","0","0","0","9300"
"8","0","0","0","15","9400","0","0","0","62","91002","0","0","0","0","0","0","9400"
"8","0","0","0","15","9500","0","0","0","63","91002","0","0","0","0","0","0","9500"
"8","0","0","0","15","9600","0","0","0","64","91002","0","0","0","0","0","0","9600"
"8","0","0","0","15","9700","0","0","0","65","91002","0","0","0","0","0","0","9700"
