35f01b860ceb63783409b444866b5599681e740d0ab06ca429d5003c15ef6599,7c841a177c0ecc5144aae5ae8951d3b3f57ce9307aa1f176db5b65becbd4fb1a,c80f3ee4173e56ca927f04943fc22b77fd35d7fcd4e994202486a69085a2be78,c50adfd5f9b35cc8314ef99fd5d5353160a9ed563b842147ace2165b2d801f74,4131aaf65ba5bea0173c821b7892f374638eaae858b05c37d8c1a38acd379311,f1e91beb6969e58b9d74a4a634b7baf807ceb36f345f403423c0b5ebf64a692f,dbe2f419c3e1ebb297e8353c0c24741b64793f178ef0b2ec7948b1dc68017da2,a6277ce8f691c94d786a80da8dd5ea9cf74a4a29d61bc04111bae1ee31a77bd0,7b249279157d122866ccb946fcf85dc0eac6409a83d66524a48a37a71ce1ea87,b961157cc65f081a11e3f82a26cfb68fa93bd4d5626acc1a1a72a18d38444230,d52f5b644c5c17d17bfffa45a04800e358ec94661cdfacc7ec04b774d2871baa,1d5ca2da5314eff1243887b2fb481b59772cc7fd4e761e2436036b381eef4208,9dbc758676af1e9466fa72e8b0f93bd13d840304a077afa553c113f6b16cf895,8600e5b60f28e9c5b1f85f4da1c00786af6fe9c6118da4ebb5fe6cb085e3322d,f8af55d8c0f3e3491132d2bd4b2bea65443892c96a7ceb65fee7e23889ad311d,9203dcd1fa4ee89edbd74fbe91e0ed415510ecbdcbf7d2402ae95dad2647c2b3,2b50365110dbc79efaef2de495f3b6fb4e05d64e37f536d0f7610ff4366c3968,762fbf8aa36d0c77274528f3688a6a19ddc87a5c3d53de94bfc63a7f901cb47c,624c8ca70f0a228cddd674d5601a270398e36d4d9a43dd2d4020c6f6f0718f2f,721af3010b2fea95022ea32bf9407ff6a7255e2829e11b27d4dd6f944789a265,79abbbd2e6c3b3fc88c2b95fa92989c6a1943f22a9013a63bc83c15bbcbd260d,bda4c7bf3d98afa36cc98d5c44b3d53883b764482e62ff5776aede2d95c199ea
"0","0","1","101011","46","0","0","0","0","0","4","54","11001011","0","0","0","0","1","0","0","0","0"
"0","0","1","101281","46","0","0","0","0","0","4","54","11001012","0","0","0","0","1","0","0","0","0"
"0","0","1","101581","46","0","0","0","0","0","4","54","11001013","0","0","0","0","1","0","0","0","0"
"0","0","1","101251","46","0","0","0","0","0","4","54","11001021","0","0","0","0","1","0","0","0","0"
"0","0","1","101521","46","0","0","0","0","0","4","54","11001022","0","0","0","0","1","0","0","0","0"
"0","0","1","101551","46","0","0","0","0","0","4","54","11001023","0","0","0","0","1","0","0","0","0"
"0","0","1","101161","46","0","0","0","0","0","4","54","11001031","0","0","0","0","1","0","0","0","0"
"0","0","1","101431","46","0","0","0","0","0","4","54","11001032","0","0","0","0","1","0","0","0","0"
"0","0","1","101611","46","0","0","0","0","0","4","54","11001033","0","0","0","0","1","0","0","0","0"
"0","0","1","101101","46","0","0","0","0","0","4","54","11001041","0","0","0","0","1","0","0","0","0"
"0","0","1","101371","46","0","0","0","0","0","4","54","11001042","0","0","0","0","1","0","0","0","0"
"0","0","1","101551","46","0","0","0","0","0","4","54","11001043","0","0","0","0","1","0","0","0","0"
"0","0","1","101161","46","0","0","0","0","0","4","54","11001051","0","0","0","0","1","0","0","0","0"
"0","0","1","101521","46","0","0","0","0","0","4","54","11001052","0","0","0","0","1","0","0","0","0"
"0","0","1","101011","46","0","0","0","0","0","4","54","11001053","0","0","0","0","1","0","0","0","0"
"0","0","1","101071","46","0","0","0","0","0","4","54","11001061","0","0","0","0","1","0","0","0","0"
"0","0","1","101431","46","0","0","0","0","0","4","54","11001062","0","0","0","0","1","0","0","0","0"
"0","0","1","101401","46","0","0","0","0","0","4","54","11001063","0","0","0","0","1","0","0","0","0"
"0","0","1","101191","46","0","0","0","0","0","4","54","11001071","0","0","0","0","1","0","0","0","0"
"0","0","1","101251","46","0","0","0","0","0","4","54","11001072","0","0","0","0","1","0","0","0","0"
