7f1d385c9f17f70a7d74302aadfd619a299e61caa2ba54564b326ccc063d20fe,037378e22196c35684b5da4b9564bcdd3654f8a18cb2eca0bf4d81287a76bf8e,a21dc447d42481d79ec4d9af0e7dc4bcf00a1c79d81fcd1c1fa6d8bf3381027c,464d434716df32bf33ddb87cf4c58028c5947775ba20fd46095b10ce734e9963,8d729cc3206f5b099ed4126b700d1e064091c3a7fadd2a84c5d634b3905e1ffb,b6d1f77a5fdbda37861ef625b10ff13e7dded43bf4e146a50da22b70561d34e5,6bd35d766e9bf97586eb53d9573bb63fa416b3149c2d31dc26892cdd7d865d98,9589e05fc92176a33c1bed30820108c05e48ee7ab0a81f959245e7434a4100a7,47526c80ad377907075975044a33bb42e75dc983309aad0355e105821e6100de,4b1e37d35e9ed487fac8b5cc9f39298eed31f15b644719e7d7a3a4f23357ca24,244e26f4d6768e7c6cba9683d5dc32af6dd06197e54ac880f6e9494073b64fb7,94ed356f7c1935824c676d459fd73ab25716ee6cc8544bdc19392addc1ef7c83,0d07f3a6025e3c60e1b0bd68a7dd3dd668484f8b1fe3f43519a9e1ca0376edb0,a14c484aa9bd9fd26488f2a498aff28c9d1e0b5ade4c02464ed0767ccf67a5dd,c4575cf9cf121975d340224d9b59a6fa0f15ac8cb3212dd85b77a22c1af00797,600a7da9c8ebe02a14c917e5011feff20a5840db0f626a12e7fc7ff428772c84
"0","0","8","22002","2","0","40","0","90006","0","91002","1","0","2","40","1001101"
"0","0","8","22002","2","0","60","0","90006","0","91002","2","0","2","50","1001102"
"0","0","8","22002","2","0","80","0","90006","0","91002","3","0","2","60","1001103"
"0","0","8","22002","2","0","100","0","90006","0","91002","4","0","2","80","1001104"
"0","0","8","22003","2","0","200","0","90006","0","91002","2","0","2","150","1001105"
"0","0","2","0","0","0","20","0","22002","0","90006","0","0","2","1","1001106"
"0","0","2","0","0","0","20","0","22002","0","90006","0","0","2","1","1001107"
"0","0","2","0","0","0","20","0","22002","0","90006","0","0","2","1","1001108"
"0","0","2","0","0","0","20","0","22002","0","90006","0","0","2","1","1001109"
"0","0","2","0","0","0","20","0","22003","0","90006","0","0","2","1","1001110"
"0","0","8","22002","2","0","40","0","90006","0","91002","1","0","2","40","1002101"
"0","0","8","22002","2","0","60","0","90006","0","91002","2","0","2","50","1002102"
"0","0","8","22002","2","0","80","0","90006","0","91002","3","0","2","60","1002103"
"0","0","8","22002","2","0","100","0","90006","0","91002","4","0","2","80","1002104"
"0","0","8","22003","2","0","200","0","90006","0","91002","2","0","2","150","1002105"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1002106"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1002107"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1002108"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1002109"
"0","0","2","0","0","0","40","0","22003","0","90006","0","0","2","1","1002110"
"0","0","8","22002","2","0","40","0","90006","0","91002","1","0","2","40","1003101"
"0","0","8","22002","2","0","60","0","90006","0","91002","2","0","2","50","1003102"
"0","0","8","22002","2","0","80","0","90006","0","91002","3","0","2","60","1003103"
"0","0","8","22002","2","0","100","0","90006","0","91002","4","0","2","80","1003104"
"0","0","8","22003","2","0","200","0","90006","0","91002","2","0","2","150","1003105"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1003106"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1003107"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1003108"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1003109"
"0","0","2","0","0","0","40","0","22003","0","90006","0","0","2","1","1003110"
"0","0","8","22002","2","0","40","0","90006","0","91002","1","0","2","40","1004101"
"0","0","8","22002","2","0","60","0","90006","0","91002","2","0","2","50","1004102"
"0","0","8","22002","2","0","80","0","90006","0","91002","3","0","2","60","1004103"
"0","0","8","22002","2","0","100","0","90006","0","91002","4","0","2","80","1004104"
"0","0","8","22003","2","0","200","0","90006","0","91002","2","0","2","150","1004105"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1004106"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1004107"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1004108"
"0","0","2","0","0","0","40","0","22002","0","90006","0","0","2","1","1004109"
"0","0","2","0","0","0","40","0","22003","0","90006","0","0","2","1","1004110"
