cb86fbc14bb475466cf95ffc19c23901a6c5dc16669cc808f19cbaccdc701e31,60dab976bdb8a17db121b39436058e34ddf55390d31f827d5a2acead28983223,77e6e16f2d380e76d8cc43750b54030051a20586229145da3f009c70e9627b85,5f918a3455174edae4a44678361d9f60904b86f6b514433e72225ce3cf31835d,c270e0f96cead52b14426f686d9c0c2bb93b842899bd2a49fdbeb3a342b6f6ca,ce554e109e57b22deb6ad0aeab1882abd5ecabd4cdc7e3e5f2d7f021155e3c20,5585807358510843df594093392d9af4a1f3007526b66d81c290e0107e16f74e,681be1e449c11772b34d014dec9da9ae4b6b18e4fac782d37033f3f6699dab09,551e50594fb655362f75e9ccbdc27f8fdecea9b0190e802ff41840d38b56b559,2fa7b705679dce8c04f29d1c9d9b125e402944cb9ae20538e67ea205b0d4d27c,afb0899a18c7ce8f435d29fc0d3857b321c815cdbc34337c8e0db3e604b00b67
"2","1","2","8","8","25011","10","31","25021","281001001","91002"
"2","2","2","8","8","25011","10","31","25021","281001002","91002"
"2","3","2","8","8","25011","10","32","25021","281001003","91002"
"2","4","2","8","8","25011","10","32","25021","281001004","91002"
"2","5","2","8","8","25011","10","33","25021","281001005","91002"
"2","6","2","8","9","25011","10","33","25021","281001006","91002"
"2","7","2","8","9","25011","10","34","25021","281001007","91002"
"2","8","2","8","9","25011","10","35","25021","281001008","91002"
"2","9","2","8","9","25011","10","35","25021","281001009","91002"
"2","10","2","8","10","25011","30","37","25021","281001010","91002"
"2","11","2","8","10","25011","10","41","25021","281001011","91002"
"2","12","2","8","11","25011","10","43","25021","281001012","91002"
"2","13","2","8","11","25011","10","46","25021","281001013","91002"
"2","14","2","8","12","25011","10","48","25021","281001014","91002"
"2","15","2","8","12","25011","10","50","25021","281001015","91002"
"2","16","2","8","13","25011","10","53","25021","281001016","91002"
"2","17","2","8","14","25011","10","55","25021","281001017","91002"
"2","18","2","8","14","25011","10","58","25021","281001018","91002"
"2","19","2","8","15","25011","10","60","25021","281001019","91002"
"2","20","2","8","15","25011","30","62","25021","281001020","91002"
"2","21","2","8","16","25011","10","68","25021","281001021","91002"
"2","22","2","8","16","25011","10","70","25021","281001022","91002"
"2","23","2","8","16","25011","10","72","25021","281001023","91002"
"2","24","2","8","17","25011","10","75","25021","281001024","91002"
"2","25","2","8","18","25011","10","77","25021","281001025","91002"
"2","26","2","8","18","25011","10","79","25021","281001026","91002"
"2","27","2","8","19","25011","10","82","25021","281001027","91002"
"2","28","2","8","19","25011","10","84","25021","281001028","91002"
"2","29","2","8","19","25011","10","86","25021","281001029","91002"
"2","30","2","8","20","25011","30","89","25021","281001030","91002"
"2","31","2","8","20","25011","10","94","25021","281001031","91002"
"2","32","2","8","21","25011","10","96","25021","281001032","91002"
"2","33","2","8","21","25011","10","99","25021","281001033","91002"
"2","34","2","8","22","25011","10","101","25021","281001034","91002"
"2","35","2","8","22","25011","10","103","25021","281001035","91002"
"2","36","2","8","23","25011","10","106","25021","281001036","91002"
"2","37","2","8","23","25011","10","108","25021","281001037","91002"
"2","38","2","8","24","25011","10","111","25021","281001038","91002"
"2","39","2","8","25","25011","10","113","25021","281001039","91002"
"2","40","2","8","25","25011","30","115","25021","281001040","91002"
"2","41","2","8","26","25011","10","121","25021","281001041","91002"
"2","42","2","8","27","25011","10","123","25021","281001042","91002"
"2","43","2","8","28","25011","10","125","25021","281001043","91002"
"2","44","2","8","28","25011","10","128","25021","281001044","91002"
"2","45","2","8","29","25011","10","130","25021","281001045","91002"
"2","46","2","8","30","25011","10","132","25021","281001046","91002"
"2","47","2","8","30","25011","10","135","25021","281001047","91002"
"2","48","2","8","31","25011","10","137","25021","281001048","91002"
"2","49","2","8","31","25011","10","139","25021","281001049","91002"
"2","50","2","8","31","25011","30","142","25021","281001050","91002"
"2","51","2","8","32","25011","10","144","25021","281001051","91002"
"2","52","2","8","32","25011","10","146","25021","281001052","91002"
"2","53","2","8","32","25011","10","149","25021","281001053","91002"
"2","54","2","8","33","25011","10","152","25021","281001054","91002"
"2","55","2","8","33","25011","10","155","25021","281001055","91002"
"2","56","2","8","33","25011","10","157","25021","281001056","91002"
"2","57","2","8","34","25011","10","160","25021","281001057","91002"
"2","58","2","8","34","25011","10","163","25021","281001058","91002"
"2","59","2","8","34","25011","10","166","25021","281001059","91002"
"2","60","2","8","35","25011","30","169","25021","281001060","91002"
"2","61","2","8","35","25011","10","171","25021","281001061","91002"
"2","62","2","8","35","25011","10","174","25021","281001062","91002"
"2","63","2","8","36","25011","10","177","25021","281001063","91002"
"2","64","2","8","36","25011","10","180","25021","281001064","91002"
"2","65","2","8","36","25011","10","182","25021","281001065","91002"
"2","66","2","8","37","25011","10","185","25021","281001066","91002"
"2","67","2","8","37","25011","10","187","25021","281001067","91002"
"2","68","2","8","37","25011","10","190","25021","281001068","91002"
"2","69","2","8","38","25011","10","193","25021","281001069","91002"
"2","70","2","8","38","25011","30","196","25021","281001070","91002"
