cef9ad447f17c748f8c2714262883a2b99458287a8ea9d38fbe62149d1ec4a85,ac135f6ba863dbfaf5977079428599d56ee141fbe27167c3aaeb3cb43b6f7374,decfa1f6839813f9adec3fd7f6f165f839a53837bf0e765510d2aec62e81ebff,6838c6c3b40a31a991204ed0a5977bf3f33828b68847f75284d70465ae19fdbb,a21ebc17a23a204387c168d48036cba2879d8679de693b842268c2a11b42d351,8e83ff49d381ad2e9a3bc4ffac6b1b10c5803eee4d64a40e32b376ac47ce0812,ee0a4412b832eb1552d3581ef75742f637079a49777aeb1ec66e205475c0417f,93b3e9c376735893606565143a9ddb38c92b36f0c676def6650e2c33727e39e2,35c43abfd2214abaab604f27a1caabb8a85d6c73c3c13b4dde1ca9828b16a7b4,e71346bd8117467f77c680f61bbe85bfa66efbee9022eb64f0937d434ab72669,9cf9ac06c6ac8b9c77a5f3cd4317ccdd8a06d4154f528aa3b5c85982b0a6dfe9,b75b68e6b1fc6d8ac62aaf9c46b353342d9a23a298efb763c6681d6c3d989b58,e3d8046cde24504ddd4aabbcbc005a763302df82dcdb3a95d39de2b5461b87ba,2735623766a720a3a1c4bc9a0e4cfc0f662542518a47e564e8da6a4111e69e67,592b71d2be914e895f6a444bbd591190ca4f854da490153e3d82bfef3dcb41ea,fcc693661578f8af5a281d4e366a10ec20b46b32a769188208c4aee599d0fa49,ae1b60618780d45d66376f9733bfd97dfb5abda283ff3603ca14a02e0fd7b2be,3ab263ed3fec9244c29df66096e271f8fa14dbead4f863f3fb891f541c21a2ff,f3c93adf212961b583d604d53c9b3a03eeac2011813e708cbc21e0a03bbf2e0d,c4d977fd5d190cb50b7981fe1410a2c2b13374b806345014320da861aa39b6fc,27c328d9688e01a2e6a2fe5a5f0ae63f42051e482478448aa7f2e31f2e30de09,fb3dd7696b52df1b79ba2204eb23e42bdf6d517376bdb5eb4e52f2041ef24582
"0","0","0","0","0","0","101011","1","4","0","0","54","11001011","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101281","1","4","0","0","54","11001012","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101581","1","4","0","0","54","11001013","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101251","1","4","0","0","54","11001021","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101521","1","4","0","0","54","11001022","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101551","1","4","0","0","54","11001023","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101161","1","4","0","0","54","11001031","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101431","1","4","0","0","54","11001032","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101611","1","4","0","0","54","11001033","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101101","1","4","0","0","54","11001041","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101371","1","4","0","0","54","11001042","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101551","1","4","0","0","54","11001043","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101161","1","4","0","0","54","11001051","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101521","1","4","0","0","54","11001052","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101011","1","4","0","0","54","11001053","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101071","1","4","0","0","54","11001061","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101431","1","4","0","0","54","11001062","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101401","1","4","0","0","54","11001063","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101191","1","4","0","0","54","11001071","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101251","1","4","0","0","54","11001072","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101611","1","4","0","0","54","11001073","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101101","1","4","0","0","54","11001081","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101281","1","4","0","0","54","11001082","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","122311","1","4","0","0","54","11001083","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101131","1","4","0","0","54","11001091","0","0","0","46","0","0","0","0","1"
"0","0","0","0","0","0","101551","1","4","0","0","54","11001092","0","0","0","46","0","0","0","0","1"
