ab839016abda9df463828ce4564b859482e9fa77bf9c356bfc027b0dd13265a0,b7e147a4c6d07272d951410c37f34c1a891217f9e1ce941cac0516cb2cd79a33,b7723028b6a6c0c4eb3cd059fb338d3c9fb199db9856189b7e9512ec47491470,2648a26acfd526319003e2d1dd12c51221844ec409838dfdc4465d2eddc7c216,3c35c010bd92ffb607ae6ebe2723ab31da9c612747401bfe1bec7a539b83b89b,350824301fd1d45e3ac477b876d8bd425d32ae1f5e5cd87fc43393f1408a8c96,5f6897830782e4fb23ab7e8976d12681b52e2c0da8188e9141a6593ebc754e46,635ee7817d1a4d0cb6b56be73abb94ef2b9acca405a9bd5a81e0d3fc399d63a3,e37d1ca77ed2c9f2413223965ee13e28a9b70b0416d55cec0f926005309fd777,9523c1bb798a88b21b5f2f377fda32a97ff564e58c737e0fba72b28a4aa7fb41,b2b9c4ea08996e2e96b0a4135ae7b441d6fb76138f5ed7166d3783c0485b91e3,6e38b549c80fb345e5647d834c729ac5c51279c8c28f814100e5de4f719c901e,b6747d66dda1c9bbcfcb3ba44ef2a9fd3d5f0cebec4cf3754bbf3218c65459bd,2bc9aa995aa87e03e0c0bce62ffaf07c53b502f2e52621068620947c02b652bb,f3f107a9990521746100a6d5eb2156d66651559cb32dfeda4c96be6c9031f864,bfb2403ac731f4a7edec44cfa56e3f7ca065a49869a28854ed054814d71b05a4,9c1132935a77dd2da0d7e5165e6b3a51b8cad2e60352d3da019a1b98341c0151,c589c7ae5ceb6907594e1a7ad2dfa549c19edcc212bef6c9d062d7e842765615,37bd8594cc40c3f39cfcd0f60a0bcc1d71df640189fe621f55417e77d2ccf451,fc2dd712d76543b4b46edac4fb9626f7d178171fb9f769122c1ad2a857c06e74,fc90bcc14e1e806d1758056d1ba382013f02fa2d5db365e95832301cd00a470d
"0","101011","1","0","0","0","0","0","0","0","鐵劍","0","0","0","劍","0","0","0","0","0","0"
"0","101071","1","0","0","0","0","0","0","0","殺手筆劍","0","0","0","短劍","0","0","0","0","0","0"
"0","101101","1","0","0","0","0","0","0","0","木製拳套","0","0","0","指虎","0","0","0","0","0","0"
"0","101131","1","0","0","0","0","0","0","0","獵人弓","0","0","0","弓","0","0","0","0","0","0"
"0","101161","1","0","0","0","0","0","0","0","鋼之戟","0","0","0","戟","0","0","0","0","0","0"
"0","101191","1","0","0","0","0","0","0","0","單手斧","0","0","0","斧","0","0","0","0","0","0"
"0","101251","1","0","0","0","0","0","0","0","檀香之杖","0","0","0","回復法杖","0","0","0","0","0","0"
"0","101281","1","0","0","0","0","0","0","0","皮革工作服","0","0","0","輕裝鎧甲","0","0","0","0","0","0"
"0","101371","1","0","0","0","0","0","0","0","旅行長袍","0","0","0","魔法服","0","0","0","0","0","0"
"0","101401","1","0","0","0","0","0","0","0","木製盾","0","0","0","盾","0","0","0","0","0","0"
"0","101431","1","0","0","0","0","0","0","0","皮靴","0","0","0","鞋","0","0","0","0","0","0"
"0","101521","1","0","0","0","0","0","0","0","時尚貝雷帽","0","0","0","魔法帽","0","0","0","0","0","0"
"0","101551","1","0","0","0","0","0","0","0","幹勁手鍊","0","0","0","攻擊配件","0","0","0","0","0","0"
"0","101581","1","0","0","0","0","0","0","0","守護墜飾","0","0","0","防禦配件","0","0","0","0","0","0"
"0","101611","1","0","0","0","0","0","0","0","氣魄手環","0","0","0","魔法配件","0","0","0","0","0","0"
"0","102011","2","0","13","0","0","0","0","0","齒輪劍","0","30","0","劍","0","0","0","0","0","0"
"0","102013","2","0","27","0","0","0","0","0","湛藍之血","0","60","0","劍","0","0","0","0","0","0"
"0","102014","2","1","27","0","0","0","0","0","極光之劍","1","0","0","劍","0","0","0","0","0","0"
"0","102041","2","0","30","0","0","0","0","0","彎月刀","0","35","0","刀","0","0","0","0","0","0"
"0","102071","2","0","13","5","0","0","0","0","野戰小刀","0","0","0","短劍","0","0","0","0","0","0"
"0","102101","2","0","27","10","0","0","0","0","皮製指虎","0","0","0","拳套","0","0","0","0","0","0"
"0","102131","2","0","27","0","0","0","0","0","水晶之弓","1","0","0","弓","0","0","0","0","0","0"
"0","102162","2","1","12","0","0","0","0","0","三叉戟","0","0","0","戟","0","0","0","0","0","0"
"0","102163","2","3","20","0","0","0","0","0","火焰之矛","0","0","0","戟","0","0","0","0","0","0"
"0","102191","2","0","16","0","0","0","0","0","金屬戰斧","0","0","0","斧","0","0","0","0","0","0"
"0","102192","2","0","34","0","0","0","0","0","精鋼斧","0","0","0","斧","0","0","0","0","0","0"
"0","102221","2","0","0","0","0","0","0","0","綠意之杖","0","0","0","攻擊法杖","0","0","0","16","0","0"
"0","102222","2","0","0","0","0","0","0","0","雛龍之杖","0","0","0","攻擊法杖","0","0","0","34","0","0"
"0","102251","2","0","0","0","0","0","0","0","醫生掰掰法杖","1","0","0","回復法杖","0","0","0","13","0","0"
"0","102252","2","0","0","0","0","0","0","0","獨角獸的慈愛","1","0","0","回復法杖","0","0","0","27","0","0"
"0","102281","2","0","5","0","0","0","0","0","智慧之服","0","90","0","輕型鎧甲","0","0","0","0","0","0"
"0","102282","2","1","7","0","0","0","0","0","輕板甲","1","150","0","輕型鎧甲","0","0","0","0","0","0"
"0","102311","2","1","0","0","0","0","0","0","鱗甲","0","95","0","重型鎧甲","0","0","0","0","0","0"
"0","102312","2","2","0","0","0","0","0","0","精鋼鎧甲","1","180","0","重型鎧甲","0","0","0","0","0","0"
"0","102341","2","0","6","0","0","0","0","0","民俗服飾","0","90","0","衣服","0","0","0","0","0","0"
"0","102342","2","1","7","0","0","0","0","0","忍者裝扮","1","120","0","衣服","0","0","0","0","110","0"
"0","102371","2","0","0","0","0","0","0","0","春日長袍","1","65","0","魔法服","0","0","0","4","0","0"
"0","102372","2","1","0","0","0","0","0","0","北國長袍","2","120","0","魔法服","0","0","0","7","0","0"
"0","102401","2","3","7","0","0","0","0","0","塔盾","0","135","0","盾","0","0","0","0","0","0"
"1","102431","2","1","2","0","0","0","0","0","小丑靴","0","30","0","鞋","0","0","0","0","0","0"
"2","102432","2","2","3","0","0","0","0","0","狩獵靴","1","60","0","鞋","0","0","0","0","0","0"
"0","102461","2","0","0","0","0","0","0","0","女巫靴","1","30","0","魔法鞋","0","0","0","8","0","0"
"0","102491","2","1","3","0","0","0","0","0","可愛報童帽","0","90","0","頭盔","0","0","0","0","0","0"
"0","102493","2","1","0","0","0","0","0","0","羅馬軍團盔","1","90","0","頭盔","0","0","0","0","0","0"
"0","102521","2","1","0","0","0","0","0","0","修女兜帽","3","0","0","魔法帽","0","0","10","7","0","0"
"0","102551","2","0","11","5","0","0","0","0","勇氣寶珠","0","0","0","攻擊配件","0","0","0","0","30","0"
"0","102552","2","1","20","10","0","0","0","0","尖刺手環","0","0","0","攻擊配件","0","0","5","0","0","0"
"0","102581","2","1","0","0","0","0","0","0","仁愛寶珠","1","55","0","防禦配件","0","0","0","0","25","0"
"0","102582","2","2","0","0","0","0","0","0","勝利的編織手環","2","120","0","防禦配件","0","0","0","0","0","0"
"0","102611","2","0","0","0","0","0","0","0","魔法眼鏡","1","0","0","魔法配件","0","0","0","11","0","0"
"0","102612","2","0","0","5","0","0","0","0","智慧寶珠","0","0","0","魔法配件","0","0","0","10","25","0"
"0","102613","2","0","0","0","0","0","0","0","魔法單眼鏡","2","0","0","魔法配件","0","0","0","24","0","0"
"0","102614","2","0","0","10","0","0","0","0","圖紋手鐲","1","0","0","魔法配件","0","0","0","20","0","0"
"0","103011","3","0","13.4","0","0","0","0","0","閃耀之劍","0","30","0","劍","0","0","0","0","0","0"
"0","103012","3","0","17.7","0","0","0","0","0","龍紋劍","0","38.4","0","劍","0","0","0","0","0","0"
"0","103013","3","0","20.4","0","0","0","0","0","羽刃之劍","0","45","0","劍","0","0","0","0","0","0"
"0","103041","3","0","19.4","0","0","0","0","0","月光刀","0","21.7","0","刀","0","0","0","0","0","0"
"0","103042","3","0","22.7","0","0","0","0","0","雷神刀","0","25","0","刀","0","0","0","0","0","0"
"0","103071","3","0","13.4","5","0","0","0","0","鉑金小刀","0","0","0","短劍","0","0","0","0","0","0"
"0","103072","3","0","20.4","0","0","0","0","1","吸血鬼匕首","0","0","0","短劍","0","0","0","0","0","0"
"0","103101","3","0","17.7","5","0","0","0","0","龍牙之爪","0","0","0","指虎","0","0","0","0","0","0"
"0","103131","3","0","17.7","0","0","0","0","0","邱比特之弓","1","0","0","弓","0","0","0","0","0","0"
"0","103132","3","0","20.4","0","0","0","0","0","惡魔之弓","1","0","0","弓","0","0","0","0","0","0"
"0","103161","3","1","11.7","0","0","0","0","0","騎士的驕傲","0","0","0","戟","0","0","0","0","0","0"
"0","103162","3","1.7","15.4","0","0","0","0","0","絕對之矛","0","0","0","戟","0","0","0","0","0","0"
"0","103191","3","0","16.7","0","0","0","0","0","天球斧","0","0","0","斧","0","0","0","0","0","0"
"0","103192","3","0","22","0","0","0","0","0","麗花戰斧","0","0","0","斧","0","0","0","0","0","0"
"0","103193","3","0","25.7","0","0","0","0","0","閃電之斧","0","0","0","斧","0","0","0","0","0","0"
"0","103221","3","0","0","0","0","0","0","0","芒刺血杖","0","0","0","攻擊法杖","0","0","0","16.7","0","0"
"0","103222","3","0","0","0","0","0","0","0","惡魔之角","0","0","0","攻擊法杖","0","0","0","25.7","0","0"
"0","103251","3","0","0","0","0","0","0","0","天球的守護","0.7","0","0","回復法杖","0","0","0","13.4","0","0"
"0","103252","3","0","0","0","0","0","0","0","花蕾之杖","1","0","0","回復法杖","0","0","0","17.7","0","0"
"0","103281","3","0.4","3.7","0","0","0","0","0","時尚盔甲","0.4","81.7","0","輕型鎧甲","0","0","0","0","0","0"
"0","103282","3","0.7","5","0","0","0","0","0","戰陣鎧衣","0.7","108.4","0","輕型鎧甲","0","0","0","0","0","0"
"0","103283","3","0.7","5.7","0","0","0","0","0","重金屬盔甲","0.7","126.7","0","輕型鎧甲","0","0","0","0","0","0"
"0","103311","3","1","0","0","0","0","0","0","華麗盔甲","0.7","81.7","0","重型鎧甲","0","0","0","0","0","0"
"0","103341","3","0.4","3.4","0","0","0","0","0","多層次服飾","0.4","60","0","衣服","0","0","0","0","53.4","0"
"0","103342","3","0.7","4.4","0","0","0","0","0","宮廷服飾","0.4","78.4","0","衣服","0","0","0","0","70","0"
"0","103343","3","0.7","5","0","0","0","0","0","玻斯菊服飾","0.7","68.4","0","衣服","0","0","0","0","123.4","0"
"0","103371","3","0.7","0","0","0","0","0","0","邱比特長袍","1.4","78.4","0","魔法服","0","0","0","4.4","0","0"
"0","103372","3","0.7","0","0","0","0","0","0","哲學家長袍","1.4","81.7","0","魔法服","0","0","1.7","4.7","0","0"
"0","103401","3","2","2.7","0","0","0","0","0","石榴石之盾","0","96.7","0","盾","0","0","0","0","0","0"
"1","103431","3","0.7","1.7","0","0","0","0","0","忍者鞋","0.4","30","0","鞋","0","0","0","0","0","0"
"1.4","103432","3","0","8.7","0","0","0","0","0","擊劍之靴","0","38.4","0","鞋","0","0","0","0","0","0"
"0","103461","3","1","0","0","0","0","0","0","女巫宮廷靴","1.4","38.4","0","魔法鞋","0","0","0","6.7","0","0"
"0","103491","3","1.7","0","0","0","0","0","0","黑龍頭盔","1.4","78.4","0","頭盔","0","0","0","0","0","0"
"0","103521","3","0","0","0","0","0","0","0","女巫髮箍","1.4","30","0","魔法帽","0","0","0","6.7","0","0"
"0","103522","3","0","0","0","0","0","0","0","女巫帽","2","38.4","0","魔法帽","0","0","0","8.7","0","0"
"0","103551","3","1","11","0","0","0","0","0","蛋白石耳環","0","0","0","攻擊配件","0","0","0","0","30","0"
"0","103552","3","0.7","14.7","0","0","0","0","0","獅鷲之羽飾","0","0","0","攻擊配件","0","0","0","0","78.4","0"
"0","103553","3","1.4","18","0","0","0","0","0","緋紅鑽石","0","23.4","0","攻擊配件","0","0","0","0","0","0"
"0","103581","3","1","0","0","0","0","0","0","綠寶石耳環","1","60","0","防禦配件","0","0","0","0","0","0"
"0","103582","3","1.7","8.7","0","0","0","0","0","八芒星墜飾","1.4","0","0","防禦配件","0","0","0","0","0","0"
"0","103583","3","1.7","0","0","0","0","0","0","獅子王的守護","1.7","90","0","防禦配件","0","0","0","0","0","0"
"0","103611","3","0","0","8.4","0","0","0","0","綠松石耳環","0","0","0","魔法配件","0","0","0","10","0","0"
"0","103612","3","0","0","0","0","0","0","0","珍珠耳環","1.7","0","0","魔法配件","0","0","5","3.4","0","0"
"0","103613","3","0","0","11.7","0","0","0","0","魔法使眼鏡","0","0","0","魔法配件","0","0","0","13","0","0"
"0","103614","3","0","0","0","0","0","0","0","月桂樹的悲悽","1","0","0","魔法配件","0","0","5","15.4","0","0"
"0","104011","4","0","14.6","0","0","0","0","0","天使之劍","0","33","0","劍","0","0","0","0","0","0"
"0","104012","4","0","16","3","0","0","0","0","太陽劍","0","14","0","劍","0","0","0","0","0","0"
"0","104013","4","0","19","0","0","0","0.8","0","冰之大劍","0","0","2","劍","0","0","0","0","0","0"
"0","104014","4","0","19","0","0","0","0","0.4","渾沌之劍","0","28","0","剣","0","0","0","0","0","0"
"0","104041","4","0","14.6","0","0","0","0","0.4","妖蝶之刀","0","16","0","刀","0","0","0","0","0","0"
"0","104042","4","0","20.8","0","0","0","1.6","0","光輝之劍","0","0","0","刀","0","0","0","0","0","0"
"0","104043","4","0","21","0","0","0","0","0","鷹神之煌劍","0","0","3","刀","0","0","0","0","0","0"
"0","104044","4","0","22","0","0","0","0","0","鳳凰刀","0","0","2","刀","0","0","0","0","20","0"
"0","104071","4","0","14.6","5","0","0","0","0","祕寶匕首","0","0","0","短劍","0","0","0","0","0","0"
"0","104072","4","0","15","0","0","0","0","0","公主懷劍","0","10","0","短劍","0","0","0","0","60","0"
"0","104073","4","0","16","0","0","0","0","0","暗黑物質短劍","1","0","0","短劍","0","0","0","0","30","0"
"0","104074","4","0","16.8","0","0","0","0","0","獨角獸匕首","0","20","0","短剣","0","0","0","0","30","1"
"0","104101","4","0","14.6","5","0","0","0","0","火焰拳套","0","0","0","指虎","0","0","0","0","0","0"
"0","104102","4","0","22.2","0","0","0","1.8","0","獅子王手套","0","0","2","指虎","0","0","0","0","0","0"
"0","104103","4","0","18","0","0","0","0","0","暴雪之爪","0","0","2","指虎","1","0","0","0","0","0"
"0","104104","4","0","20","0","0","0","0","0","蒼雷拳","0.8","0","2","指虎","0","0","0","0","0","0"
"0","104131","4","0","14.6","0","0","0","0","0","雷光弓","0.8","0","0","弓","0","0","0","0","0","0"
"0","104132","4","0","15","0","0","0","0.8","0","天使之弓","0.8","0","0","弓","0","0","0","0","24","0"
"0","104133","4","0","15","0","0","0","0","0","月亮女神之弓","1.2","0","3","弓","0","0","0","0","0","0"
