7df11f4224b7a392c217d704a511eef15c496a47a358f238603c5131613df891,89c254520924c6079b1e1c674c1d58a5b624a25b96bf6bca6b9f345eb36094fb,d270ea6e740dc6706f4cdecbd5dff2ae29870c4c05a7094314b1494fc1c9a6d4,9234739942a5411906bed9f104077cfb6dd1054ff4ddf3371672690fd6b3ff55,2e74f2e1af7c3262470a0c8142dbbfb242c0b16f25b0619a63c2ead0889546c8,65ed738213d6e516f354332dac29e8013da78d00c71e18f8af3fecf05ceda113,62f2881d88069c127f15aae6d0e0739da02155d2702cb524eb69a6db3698387c,d6d53ffe14433aaa48aadfde70815307062faba670719613df124c11e2d87636,b84e564c9b04b1ea6574fda7602033e582616f025ccab57dccb3197e61b31281,e03e42c611749a7262205c72dc497b411159d7866c6cd7b05afa4208ec6acefb,7df9861f11523474b3838e76cff4a242243f894d82b2be322d958d5b5a184592,3980969d4f5bf59acb5d50bcff29318174f061b1c0fd06d42dced3e7d5eec52c,9f388fb023e995205033e860ffdccabd5ba04c73b3d74297d468b41b5b528fcf,e3f525823860821574b4d57b3fac385a857b93c1be89f492e9de4f556b78fc76,45b121c295021970885e9ff3229acd0259577fccbe3ee3bd7c9dca33f0f5c350
"0","0","0","0","101691001","0","110690103","0","0","101691011","0","0","0","0","1"
"0","0","0","0","101701001","0","110700103","0","0","101701011","0","0","0","0","1"
"0","0","0","0","101711001","0","110710103","0","0","101711011","0","0","0","0","1"
"0","61013201","0","0","102311001","0","610132007","0","0","610132504","0","0","0","16","1"
"0","61013201","0","0","102311002","0","610132008","0","0","610132504","0","0","0","16","1"
"0","61013201","0","0","102311003","0","610132009","0","0","610132504","0","0","0","16","1"
"0","61013401","0","0","102312001","0","610134007","0","0","610134504","0","0","0","16","1"
"0","61013401","0","0","102312002","0","610134008","0","0","610134504","0","0","0","16","1"
"0","61013401","0","0","102312003","0","610134009","0","0","610134504","0","0","0","16","1"
"0","61013601","0","0","102401001","0","610136004","0","0","610136404","0","0","0","16","1"
"0","61013601","0","0","102401002","0","610136005","0","0","610136405","0","0","0","16","1"
"0","61013601","0","0","102401003","0","610136006","0","0","610136406","0","0","0","16","1"
"0","61013601","0","0","102401004","0","610136007","0","0","610136504","0","0","0","16","1"
"0","61013601","0","0","102401005","0","610136008","0","0","610136505","0","0","0","16","1"
"0","61013601","0","0","102401006","0","610136009","0","0","610136506","0","0","0","16","1"
"0","61013601","0","0","102401007","0","610137007","0","0","610137504","0","0","0","16","1"
"0","61013601","0","0","102401008","0","610137008","0","0","610137504","0","0","0","16","1"
"0","61013601","0","0","102401009","0","610137009","0","0","610137504","0","0","0","16","1"
"0","61014001","0","0","102402001","0","610140007","0","0","610140504","0","0","0","16","1"
"0","61014001","0","0","102402002","0","610140008","0","0","610140504","0","0","0","16","1"
"0","61014001","0","0","102402003","0","610140009","0","0","610140504","0","0","0","16","1"
"0","61014201","0","0","102403001","0","610142004","0","0","610142404","0","0","0","16","1"
"0","61014201","0","0","102403002","0","610142005","0","0","610142405","0","0","0","16","1"
"0","61014201","0","0","102403003","0","610142006","0","0","610142406","0","0","0","16","1"
"0","61014201","0","0","102403004","0","610142007","0","0","610142504","0","0","0","16","1"
"0","61014201","0","0","102403005","0","610142008","0","0","610142505","0","0","0","16","1"
"0","61014201","0","0","102403006","0","610142009","0","0","610142506","0","0","0","16","1"
"0","61014401","0","0","102404001","0","610144004","0","0","610144404","0","0","0","16","1"
