c614601bc2fe823ae50b217990598abddff6bcec6f6fdb4641bdb7110cefcd01,afc72b7ae11aff0a001e966acfb3c9b6f4f6cca209190f57e1b4f3f6a98d0f3a,fb98614bd01852e5f8c70de58928f29359752350e06ca9b8ac5837ce68838a12,c12f705bb7e8df2e68f91e23de62d11db9b196cce0064ab089ee746e1f8c8c95,f034afe4bf01c84177c29dbbf6023d00d70268120ab91fd6d0d9ce8ae41226ef,9b0f9ba8a2d4ce2db731729f1681853a7c5d9fc352a1e9830d79206ddefcb2ad,c2a4f7909c9f4db72f8fec268a07e7949311fbd7bdcad6f41c536bc365b37a67,26bfd57814909105b659723e102d48842d75492265ce529db29e2fc434d56dc8,5c26e3351cc48b0f1c14dc684617a96dfe6da30d6bb7e6db2425538a15976aad,43ba0872d3abac2ef709929a48d582b1d39e2cfd432ea6e442fb99dbb9d92925,844ce8a2b317cf93a08045d646b9c37e3f9efc2993d156c6eae59687752f6c10,4da92618c8020872aa513f6f99f1b5ef4d3d8c60dac98997ff55f659ecb4b2d7,3ec80a6ced14be237310302e0f5cc8f2f680444c62b8bf8fe9517b3c5f03754f,f033fb12426b7761f0280c93b820eb04ad52e40b11dce9f929e8673518322823,0876fa7ce72f5677a0e77d469e91054052497a9ad23232500e3a1f63eb804c5f,a2781c27f86d30f89f79349df1cea37feeb5e9afd6b59d3687d35c379553679f,98b1c6a714e86ba8fb1f275a7e6ecd06ded8ceb9449578b55cc1a93e18f525d2,3e575a46f7a73fa7103570de5fd44f2ce21a9b92c1a329ae5ec438979255a982,d927e49bbc3064fe2fb92e730693b237b31181634245bf598d22769d64fc89b8,2c513c3892527a1eb5377bbc14600aafffc2ae24eefe57997a7bd3f6cc7cafd3,cedd424d16b2a1a51555c73130c62b6207426e18d74aa126ac800233bc415677,c0607ceb4301c2cd839a33282ff4013dc75c0ea1946087db8167b891fb0941e1,01dd2a9b51c6b558b67392ff29302aaafbc3130fd13495ded5405862ab5ee4fa,af645258f43255589fbdf040794e9c386a1b32bca1959e2a60af21c4bf78cdfc,94a94300e632486fd49d04dfed1cb5f1a1f7c177c3f62aa8a7984f22ebb039fd,0fe2fc428917bda9dec57c2624d004ce3216e21fbc297fefcf9ff310fb3b7ab8
"103171","","105630104","0","0","","0","105630101","0","150630011","bgm_MC022","105630103","90","bgm_MC022","0","1","15063001","","0","0","105630102","105630105","0","","0","0"
"103171","","105630204","0","0","","0","105630201","0","150630021","bgm_MC022","105630203","90","bgm_MC022","0","1","15063002","","0","0","105630202","105630205","0","","0","0"
"103201","","105630304","0","0","","0","105630301","0","150630031","bgm_MC022","105630303","90","bgm_MC022","0","1","15063003","","0","0","105630302","105630305","0","","0","0"
"103201","","105630404","0","0","","0","105630401","0","150630041","bgm_MC022","105630403","90","bgm_MC022","0","1","15063004","","0","0","105630402","105630405","0","","0","0"
"103171","","105630504","0","0","","0","105630501","0","150630051","bgm_MC022","105630503","90","bgm_MC022","0","1","15063005","","0","0","105630502","105630505","0","","0","0"
"103201","","105630604","0","0","","0","105630601","0","150630061","bgm_MC022","105630603","90","bgm_MC022","0","1","15063006","","0","0","105630602","105630605","0","","0","0"
"103201","","105630704","0","0","","0","105630701","0","150630071","bgm_MC022","105630703","90","bgm_MC022","0","1","15063007","","0","0","105630702","105630705","0","","0","0"
"103201","","105640104","0","0","","0","105640101","0","150640011","bgm_MC022","105640103","90","bgm_MC022","0","1","15064001","","0","0","105640102","105640105","0","","0","0"
"103171","","105640204","0","0","","0","105640201","0","150640021","bgm_MC022","105640203","90","bgm_MC022","0","1","15064002","","0","0","105640202","105640205","0","","0","0"
"103171","","0","0","0","","0","105640301","0","150640031","bgm_MC022","0","90","bgm_MC022","0","1","15064003","","0","0","105640302","0","0","","0","0"
"103171","","105640405","0","0","","0","105640401","0","150640041","bgm_MC022","105640403","90","bgm_MC022","0","1","15064004","","0","0","105640402","105640404","0","","0","0"
"103171","","105640504","0","0","","0","105640501","0","150640051","bgm_MC022","105640503","90","bgm_MC022","0","1","15064005","","0","0","105640502","105640505","0","","0","0"
"103201","","0","0","0","","0","105640603","0","150640061","bgm_MC022","105640602","90","bgm_MC022","0","1","15064006","","0","0","105640601","0","0","","0","0"
"103171","","105650104","0","0","","0","105650101","0","150650011","bgm_MC022","105650103","90","bgm_MC022","0","1","15065001","","0","0","105650102","105650105","0","","0","0"
"103171","","105650204","0","0","","0","105650201","0","150650021","bgm_MC022","105650203","90","bgm_MC022","0","1","15065002","","0","0","105650202","105650205","0","","0","0"
"103171","","105650304","0","0","","0","105650301","0","150650031","bgm_MC022","105650303","90","bgm_MC022","0","1","15065003","","0","0","105650302","105650305","0","","0","0"
"103171","","105650404","0","0","","0","105650401","0","150650041","bgm_MC022","105650403","90","bgm_MC022","0","1","15065004","","0","0","105650402","105650405","0","","0","0"
"103171","","105650504","0","0","","0","105650501","0","150650051","bgm_MC022","105650503","90","bgm_MC022","0","1","15065005","","0","0","105650502","105650505","0","","0","0"
"103201","","0","0","0","","0","105650602","0","150650061","bgm_MC022","0","90","bgm_MC022","0","1","15065006","","0","0","105650601","0","0","","0","0"
"103171","","105660104","0","0","","0","105660101","0","150660011","bgm_MC022","105660103","90","bgm_MC022","0","1","15066001","","0","0","105660102","105660105","0","","0","0"
"103171","","105660204","0","0","","0","105660201","0","150660021","bgm_MC022","105660203","90","bgm_MC022","0","1","15066002","","0","0","105660202","105660205","0","","0","0"
"103201","","0","0","0","","9066157","105660301","0","150660031","bgm_MC081_Fubuki","0","90","bgm_MC081","0","1","15066003","","0","0","0","0","0","","9066158","0"
"103171","","105660404","0","0","","0","105660401","0","150660041","bgm_MC022","105660403","90","bgm_MC022","0","1","15066004","","0","0","105660402","105660405","0","","0","0"
"103171","","105660504","0","0","","0","105660501","0","150660051","bgm_MC022","105660503","90","bgm_MC022","0","1","15066005","","0","0","105660502","105660505","0","","0","0"
"103171","","105660604","0","0","","0","105660601","0","150660061","bgm_MC022","105660603","90","bgm_MC022","0","1","15066006","","0","0","105660602","105660605","0","","0","0"
"103201","","0","0","0","","0","105660701","0","150660071","bgm_MC022","105660703","90","bgm_MC022","0","1","15066007","","0","0","105660702","0","0","","0","0"
"103331","","105670104","0","0","","0","105670101","0","150670011","bgm_MC086","105670103","90","bgm_MC086","0","1","15067001","","0","0","105670102","105670105","0","","0","0"
"103331","","105670204","0","0","","0","105670201","0","150670021","bgm_MC086","105670203","90","bgm_MC086","0","1","15067002","","0","0","105670202","105670205","0","","0","0"
"103361","","0","0","0","","9067157","105670301","0","150670031","bgm_MC081_Wakana","0","90","bgm_MC081","0","1","15067003","","0","0","0","0","0","","9067158","0"
"103331","","105670404","0","0","","0","105670401","0","150670041","bgm_MC086","105670403","90","bgm_MC086","0","1","15067004","","0","0","105670402","105670405","0","","0","0"
"103331","","105670504","0","0","","0","105670501","0","150670051","bgm_MC086","105670503","90","bgm_MC086","0","1","15067005","","0","0","105670502","105670505","0","","0","0"
"103331","","0","0","0","","0","105670602","0","150670061","bgm_MC086","0","90","bgm_MC086","0","1","15067006","","0","0","105670601","0","0","","0","0"
"103331","","105680104","0","0","","0","105680101","0","150680011","bgm_MC086","105680103","90","bgm_MC086","0","1","15068001","","0","0","105680102","105680105","0","","0","0"
"103331","","105680204","0","0","","0","105680201","0","150680021","bgm_MC086","105680203","90","bgm_MC086","0","1","15068002","","0","0","105680202","105680205","0","","0","0"
"103361","","0","0","0","","9068157","105680301","0","150680031","bgm_MC081_Yamato","0","90","bgm_MC081","0","1","15068003","","0","0","0","0","0","","9068158","0"
"103331","","105680404","0","0","","0","105680401","0","150680041","bgm_MC086","105680403","90","bgm_MC086","0","1","15068004","","0","0","105680402","105680405","0","","0","0"
"103361","","105680504","0","0","","0","105680501","0","150680051","bgm_MC086","105680503","90","bgm_MC086","0","1","15068005","","0","0","105680502","105680505","0","","0","0"
"103361","","105680604","0","0","","0","105680601","0","150680061","bgm_MC086","105680603","90","bgm_MC086","0","1","15068006","","0","0","105680602","0","0","","0","0"
"103331","","105690104","0","0","","0","105690101","0","150690011","bgm_MC086","105690103","90","bgm_MC086","0","1","15069001","","0","0","105690102","105690105","0","","0","0"
"103361","","105690204","0","0","","0","105690201","0","150690021","bgm_MC086","105690203","90","bgm_MC086","0","1","15069002","","0","0","105690202","105690205","0","","0","0"
"103361","","0","0","0","","0","105690301","0","150690031","bgm_MC086","105690303","90","bgm_MC086","0","1","15069003","","0","0","105690302","0","0","","0","0"
"103361","","105690404","0","0","","0","105690401","0","150690041","bgm_MC086","105690403","90","bgm_MC086","0","1","15069004","","0","0","105690402","105690405","0","","0","0"
"103331","","105690504","0","0","","0","105690501","0","150690051","bgm_MC086","105690503","90","bgm_MC086","0","1","15069005","","0","0","105690502","105690505","0","","0","0"
"103331","","105690604","0","0","","0","105690601","0","150690061","bgm_MC086","105690603","90","bgm_MC086","0","1","15069006","","0","0","105690602","0","0","","0","0"
"103361","","105700104","0","0","","0","105700101","0","150700011","bgm_MC086","105700103","90","bgm_MC086","0","1","15070001","","0","0","105700102","105700105","0","","0","0"
"103361","","105700204","0","0","","0","105700201","0","150700021","bgm_MC086","105700203","90","bgm_MC086","0","1","15070002","","0","0","105700202","105700205","0","","0","0"
"103331","","0","0","0","","0","105700301","0","150700031","bgm_MC086","105700303","90","bgm_MC086","0","1","15070003","","0","0","105700302","0","0","","0","0"
"103331","","105700404","0","0","","0","105700401","0","150700041","bgm_MC086","105700403","90","bgm_MC086","0","1","15070004","","0","0","105700402","105700405","0","","0","0"
"103331","","105700504","0","0","","0","105700501","0","150700051","bgm_MC086","105700503","90","bgm_MC086","0","1","15070005","","0","0","105700502","105700505","0","","0","0"
"103331","","105700604","0","0","","0","105700601","0","150700061","bgm_MC086","105700603","90","bgm_MC086","0","1","15070006","","0","0","105700602","0","0","","0","0"
"103331","","105710104","0","0","","0","105710101","0","150710011","bgm_MC086","105710103","90","bgm_MC086","0","1","15071001","","0","0","105710102","105710105","0","","0","0"
"103361","","105710204","0","0","","0","105710201","0","150710021","bgm_MC086","105710203","90","bgm_MC086","0","1","15071002","","0","0","105710202","105710205","0","","0","0"
"103361","","0","0","0","","0","105710301","0","150710031","bgm_MC086","105710303","90","bgm_MC086","0","1","15071003","","0","0","105710302","0","0","","0","0"
"103361","","105710404","0","0","","0","105710401","0","150710041","bgm_MC086","105710403","90","bgm_MC086","0","1","15071004","","0","0","105710402","105710405","0","","0","0"
"103361","","105710504","0","0","","0","105710501","0","150710051","bgm_MC086","105710503","90","bgm_MC086","0","1","15071005","","0","0","105710502","105710505","0","","0","0"
"103361","","105710604","0","0","","0","105710601","0","150710061","bgm_MC086","105710603","90","bgm_MC086","0","1","15071006","","0","0","105710602","0","0","","0","0"
"103331","","105720104","0","0","","0","105720101","0","150720011","bgm_MC086","105720103","90","bgm_MC086","0","1","15072001","","0","0","105720102","105720105","0","","0","0"
"103361","","105720204","0","0","","0","105720201","0","150720021","bgm_MC086","105720203","90","bgm_MC086","0","1","15072002","","0","0","105720202","105720205","0","","0","0"
"103331","","105720304","0","0","","0","105720301","0","150720031","bgm_MC086","105720303","90","bgm_MC086","0","1","15072003","","0","0","105720302","0","0","","0","0"
