349ef15605849112badae96c8620c740a220e3db74763ca0d7f573b12cc436db,28af5c30bbed7e9ff8fee3c0f93fa92a9ba751d95c4a5decb83ec178fafc6503,6ab6864d89e416ec621a9ebac13928618db1c98aed3d64aeaa54dd0475614c3c,a6386922cf3e35e396b863a831127bbc53a7c1c9ccbebdb5562d3dddbf6b5d84,bfa5a6ac3af89c8b5079b16a7911cee973ff222fff95de198a656a976cc1c4bc,84e08385102ead96d96b8bd213317d2893154a90d543dae0450e7af9f4692f73,27005d46f6486f0fc17103b58fe560aaab68c5e4fd2f761bdfd4cba9dc9bb161,98761f187a87541fb6c8dd2a7a29a36a7b6ac68c5eb4362df1f6ade75f7ecf2b,e7162461a0d6616da617ea49c28451267bc021cdba5591d01fc0609e7921d384,813a41db9a5ab1a20803a706a2b5278f30d941414ea5f8a060c0977627c259b0,f3dad495e07ef267e2d77015af547ff085f4b77edc5a124eb7509f844e4d463e,9806e00770e6d8dc49240beefcf92b791f8149538c697bdfac45c44cf93e5a7e,0cf69624a06bc297c0f8db84860c575950101c4051141a9df232f731f0194e00,c315fb4dab4419da01789ac935e1648359154b1d4aebcfd744b8f6a7c1a74c58,efdcf60fc4ac7d2fcdc45bf58aad9c9076c343749959708277e64bffad7b6548,a19cc742081012dc750c72b6828cb307527f7877346518dcc7676fa56da069bd,476f80de8c26b48f1dc384e73e72fb3eb86a7ea258f9a8a530fd818b7a44f17d,7e2e30a317249c5dcbfd6cbbe1d4b0f9077b2b82260334b865638ba7c09d167e,f010f54ec9bfae3365f0e2ae00cf319cbb362c2d19b3b4d0a92a6dc7d12fe665,61b27e85d5a9c83ae477d2ff5f2842acaeff09ecaba3e1ca059d9abeceed4f12,fb4fb29e8201747a71ad74ced48525a2731b5b6a428129050df137d1b5b96c06,d2b4be7b32a2cf683af4ab0a778f2cbe2e52c65bb51f0d9c1de9123c81cb80d6,2627f0343adebe8f2fc566a881089041df28bcb193b11a1e21e7dc1ad22ffd93,6e4b66144a0a46867ebb9e543f5a7fc4ddca99c7990a7f83d7fe0c861d820d70,fae190db750fbc52724a9fb9dd3446df457d3fce6755090bf7c38ef88df21cd9,2df89fcbb91d005f99676b43f5e3cef5c5a18681d29aac13a67d97debffaffec,a4d21061265038502a1f9c65234fd21b1e8c5efc53270b212b2696455d36671b
"0","期間內登入 4 天","100","0","1","0","4","2020-05-15 04:59:59","0","30109001","9","0","0","30109001","0","1","8011","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","閱讀主線劇情第1章第1話","101","0","1","0","1","2020-05-15 04:59:59","801","30109002","9","0","0","30109002","0","2001001","8008","0","0","0","107","2020-04-22 05:00:00","0","0","1","1","0"
"0","期間內透過支援借用通關冒險","102","0","1","0","1","2020-05-15 04:59:59","101","30109003","9","0","0","30109003","0","1","1012","0","0","0","107","2020-04-22 05:00:00","0","0","1","1","0"
"0","通過主線冒險（NORMAL） 6-1","103","0","1","0","1","2020-05-15 04:59:59","101","30109004","9","0","0","30109004","0","11006001","1001","0","0","0","107","2020-04-22 05:00:00","0","0","1","1","0"
"0","將主角Lv升到 Lv40","104","0","1","0","40","2020-05-15 04:59:59","101","30109005","9","0","0","30109005","0","0","8002","0","0","0","107","2020-04-22 05:00:00","0","0","1","1","0"
"0","期間內將新手任務全部通關","105","0","1","0","5","2020-05-15 04:59:59","0","30109006","9","0","0","30109006","0","1","8010","9","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內與 1 位新手玩家成為好友","200","0","1","0","1","2020-05-15 04:59:59","907","30110001","10","0","0","30110001","0","0","6017","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內與 2 位新手玩家成為好友","200","0","1","0","2","2020-05-15 04:59:59","907","30110002","10","0","0","30110001","0","0","6017","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內與 3 位新手玩家成為好友","200","0","1","0","3","2020-05-15 04:59:59","907","30110003","10","0","0","30110001","0","0","6017","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內與 4 位新手玩家成為好友","200","0","1","0","4","2020-05-15 04:59:59","907","30110004","10","0","0","30110001","0","0","6017","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內與 5 位新手玩家成為好友","200","0","1","0","5","2020-05-15 04:59:59","907","30110005","10","0","0","30110001","0","0","6017","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","210","0","1","0","1","2020-05-15 04:59:59","0","30110006","10","0","0","30110006","0","1","6018","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","210","0","1","0","2","2020-05-15 04:59:59","0","30110007","10","0","0","30110006","0","1","6018","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","210","0","1","0","3","2020-05-15 04:59:59","0","30110008","10","0","0","30110006","0","1","6018","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","210","0","1","0","4","2020-05-15 04:59:59","0","30110009","10","0","0","30110006","0","1","6018","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
"0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","210","0","1","0","5","2020-05-15 04:59:59","0","30110010","10","0","0","30110006","0","1","6018","0","0","0","107","2020-04-22 05:00:00","0","0","0","1","0"
