aac8691174e80407c4d6aad2cbd7045adca18f842ce3084138efdfd41bc260de,7a436ee711dca234c8da857fbe74394ec62284e79247606b73efce94f04303e2,6ad14d6c7eda827c4ccb4a758c9a6014aeefb04e428133fe3d595802849b2473,e3bedf9f9e22b66dde71ef063684725ff6624788fccd428fb8b971dfe0c0da38,cc0457a70c3e89218e7684256601cc10afb464aa4dd9798c3d45331474b4fd8d,136657d3be67a4603e5f585782382553762b6a23a878f1617ba6ddafe8e184cc,878d30580fd587f0dd1c2335de35e5988c98b152c9ff0a2b0b14828d1322c50f,5bfdc3d67a9e2b57e512e67ea02ef90c1e1f69084b91d81b139effd2dca914c7,e35875d1af7bc6f8989dc219cf41fd071a102008e880e6fbb53f879df5b4ca27,0e4e3eb453a3500908931fca141e44cdb968f4aa90712bfd6c9d83b2dce24ffd,b102a8e0b8b8b4293f3bb500b1420fc42863245060a6878c020476e47a1edbdc,616083f315aef5640ae1bfa5ac7929225c9cfe832575083174d693d3429ef29c,21e684aba8cae532072a4130c7691b3c411847e9ac57dad9eb41f072abfeee9c,951139153221938368224589911d6a90153573b7704093ae59520f6ff4252b3e,cb0fb7185a1ddce6d1c85fb5df465869a11af80e417efb857f9947ce3f396021
"1","在藍天下的謁見","0","91002","40","0","跳蚤市場會場","吉塔去到跳蚤市場，\n遇見了從城裡偷溜出來的貪吃佩可。","7","8","2","5118061","2834","10118","與貪吃佩可的相遇"
"1","未來的騎空團\n吉祥物？","0","91002","40","0","跳蚤市場會場","吉塔等人在逛跳蚤市場之際，\n出來擺攤的真步叫住他們。","7","8","2","5118062","2835","10118","與真步的相遇"
"1","來自大小姐的\n緊急委託","0","91002","40","0","蘭德索爾市中心","吉塔在確認要給騎空團的委託時，\n揚聲高笑的秋乃現身。","7","8","2","5118063","2837","10118","與秋乃的相遇"
"1","金黃色的煩惱","0","91002","40","0","跳蚤市場會場","吉塔等人在跳蚤市場會場\n看到略顯困擾的純。","18","8","2","5118064","4108402","10118","與純的相遇"
"1","白熱化！格鬥大會！","0","91002","40","0","跳蚤市場會場","在跳蚤市場一角舉行的格鬥大會──\n香織她人也在那裡……？","18","8","2","5118065","4107402","10118","與香織的相遇"
"1","祭典太鼓是大江戶之花","0","91002","40","1","大江戶町","正在準備太鼓祭典的大江戶町──\n吉塔遇見看似一臉困擾的妮諾。","16","8","2","5118066","9000227","10118","與妮諾的相遇"
"1","受歡迎的人\n總是姍姍來遲","0","91002","40","0","跳蚤市場會場","碧卡拉看到參與活動演出的鈴奈。\n不過，鈴奈看起來好像很困擾的樣子……？","19","8","3","5118067","2101181","10118","與鈴奈的相遇"
"1","當巫女遇上魔法少女","0","91002","40","0","蘭德索爾市中心","碧卡拉等人在街上散步時，\n路過的七七香一臉興奮地靠了過來……？","18","8","3","5118068","4109402","10118","與七七香的相遇"
"1","老鼠耳朵再次消失","0","91002","40","0","跳蚤市場會場","碧卡拉因為鼠耳不見了而感到絕望。同一時段，\n凱留和可可蘿撿到了有人掉在路上的東西……","18","8","3","5118069","4305402","10118","與凱留＆可可蘿的相遇"
"1","為這次的相遇乾杯！","0","91002","40","0","蘭德索爾市中心","在郊外休息片刻的碧卡拉等人，\n遇見超級好心情的優花梨。","18","8","3","5118070","4101402","10118","與優花梨的相遇"
"1","陰陽合奏","0","91002","40","0","蘭德索爾市中心","碧卡拉擔心著害怕混雜人群的碧，\n開朗地向她搭話……","18","8","3","5118071","4106402","10118","與碧的相遇"
"1","試手氣十戰決勝負！","0","91002","40","1","跳蚤市場會場","碧卡拉走過跳蚤市場會場，\n正在占卜的忍出聲喊住她。","7","8","3","5118072","2836","10118","與忍的相遇"
"0","她們的嶄新日常","10145115","0","0","0","0","0","0","0","1","5118600","0","10118","序幕"
