a792b4bb26171d2548f2811ab69d54984a41bebadddcd9c2986ad135b9ce0773,4bf8f681193ee9d06e856bac839a0fe83901bd1a908839d85e527d2339d2b3c4,5b06429c504074381faa85a51192248e4fa8a5809dcb75ab69ec2a91f8eb19b2,55289db4c12582a7c42bda3e9b60ccc1c94e8e79febee81cbb6475645e062c6e,86aebad245398c0270200c6fc694c2111ac2a8d0ff0ad936827c922bb332ea51,2fd240420a755bc81c7a0d435681edd6e86060d38ec9a578b068f3cdc3d65b36,52a98d7d35f65e7c65b362b5d7e12362f5c20cd801a83726f36d49cb3b504b6e,0ea6e31ae72d9b28c63d893323191bd8ffdf121b1f5427a301889627427916ff,09e0accf76b8059847f3e249e5b48feed9c813c01620515f5681505a117f1a07,3091f084488183580331eeb7628fde22a9daa08f6863f268376ac696b54de7ab,d7ae0303d9f9e94aaf86fa513a41029817bdf486442a814c674f9709a57bb224,d73675b4cf178312e0815d1f855300310bca3bb7e60e05c44976f18c14f60987
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","107601","0","107601","1","0","10004","1004","0","5004401"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","1000403","0","107601","2","0","10004","1002","1","5004402"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","10","0","107701","3","0","10004","1001","0","5004403"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","20","0","107501","4","0","10004","1001","0","5004404"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","30","0","107601","5","0","10004","1001","0","5004405"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","2","0","107501","6","0","10004","1003","0","5004406"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","5","0","107601","7","0","10004","1003","0","5004407"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","8","0","107801","8","0","10004","1003","0","5004408"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","12","0","107701","9","0","10004","1003","0","5004409"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","16","0","107501","10","0","10004","1003","0","5004410"
"2018/12/01 16:00:00","0","2018/12/20 15:59:59","20","0","107601","11","0","10004","1003","0","5004411"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","108001","0","108001","12","0","10005","1004","0","5005401"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","1000503","0","107901","13","0","10005","1002","1","5005402"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","10","0","108001","14","0","10005","1001","0","5005403"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","20","0","107901","15","0","10005","1001","0","5005404"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","30","0","108001","16","0","10005","1001","0","5005405"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","2","0","107901","17","0","10005","1003","0","5005406"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","5","0","108001","18","0","10005","1003","0","5005407"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","8","0","107901","19","0","10005","1003","0","5005408"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","12","0","108001","20","0","10005","1003","0","5005409"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","16","0","107901","21","0","10005","1003","0","5005410"
"2019/01/03 16:00:00","0","2019/01/22 15:59:59","20","0","108001","22","0","10005","1003","0","5005411"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","1000603","0","103701","23","0","10006","1002","1","5006402"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","10","0","100501","24","0","10006","1001","0","5006403"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","20","0","103701","25","0","10006","1001","0","5006404"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","30","0","104701","26","0","10006","1001","0","5006405"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","2","0","100501","27","0","10006","1003","0","5006406"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","5","0","103701","28","0","10006","1003","0","5006407"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","8","0","104701","29","0","10006","1003","0","5006408"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","12","0","107101","30","0","10006","1003","0","5006409"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","16","0","100501","31","0","10006","1003","0","5006410"
"2019/02/01 12:00:00","0","2019/02/19 15:59:59","19","0","104701","32","0","10006","1003","0","5006411"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","108201","0","108201","33","0","10007","1004","0","5007401"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","1000703","0","108101","34","0","10007","1002","1","5007402"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","10","0","108101","35","0","10007","1001","0","5007403"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","20","0","108201","36","0","10007","1001","0","5007404"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","30","0","108101","37","0","10007","1001","0","5007405"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","2","0","108201","38","0","10007","1003","0","5007406"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","5","0","108101","39","0","10007","1003","0","5007407"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","8","0","108201","40","0","10007","1003","0","5007408"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","12","0","108101","41","0","10007","1003","0","5007409"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","16","0","108201","42","0","10007","1003","0","5007410"
"2019/03/06 16:00:00","0","2019/03/25 15:59:59","19","0","108101","43","0","10007","1003","0","5007411"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","1000803","0","105601","44","0","10008","1002","1","5008402"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","10","0","101301","45","0","10008","1001","0","5008403"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","20","0","100901","46","0","10008","1001","0","5008404"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","30","0","105601","47","0","10008","1001","0","5008405"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","2","0","105601","48","0","10008","1003","0","5008406"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","4","0","100901","49","0","10008","1003","0","5008407"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","7","0","101301","50","0","10008","1003","0","5008408"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","10","0","105101","51","0","10008","1003","0","5008409"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","13","0","102701","52","0","10008","1003","0","5008410"
"2019/04/03 16:00:00","0","2019/04/17 15:59:59","15","0","105601","53","0","10008","1003","0","5008411"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","108501","0","108501","54","0","10009","1004","0","5009401"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","1000903","0","108401","55","0","10009","1002","1","5009402"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","10","0","108601","56","0","10009","1001","0","5009403"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","20","0","108501","57","0","10009","1001","0","5009404"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","30","0","108401","58","0","10009","1001","0","5009405"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","2","0","108601","59","0","10009","1003","0","5009406"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","4","0","108601","60","0","10009","1003","0","5009407"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","7","0","108501","61","0","10009","1003","0","5009408"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","10","0","108501","62","0","10009","1003","0","5009409"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","13","0","108401","63","0","10009","1003","0","5009410"
"2019/05/02 16:00:00","0","2019/05/16 15:59:59","15","0","108401","64","0","10009","1003","0","5009411"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","108901","0","108901","65","0","10010","1004","0","5010401"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","1001003","0","108801","66","0","10010","1002","1","5010402"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","10","0","108901","67","0","10010","1001","0","5010403"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","20","0","108701","68","0","10010","1001","0","5010404"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","30","0","108801","69","0","10010","1001","0","5010405"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","2","0","108801","70","0","10010","1003","0","5010406"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","4","0","108901","71","0","10010","1003","0","5010407"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","7","0","108701","72","0","10010","1003","0","5010408"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","10","0","108901","73","0","10010","1003","0","5010409"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","13","0","108801","74","0","10010","1003","0","5010410"
"2019/06/03 16:00:00","0","2019/06/17 15:59:59","15","0","108701","75","0","10010","1003","0","5010411"
"2019/07/01 16:00:00","0","2019/07/15 15:59:59","109001","0","109001","76","0","10011","1004","0","5011401"
"2019/07/01 16:00:00","0","2019/07/15 15:59:59","1001103","0","101101","77","0","10011","1002","1","5011402"
"2019/07/01 16:00:00","0","2019/07/15 15:59:59","10","0","101101","78","0","10011","1001","0","5011403"
"2019/07/01 16:00:00","0","2019/07/15 15:59:59","20","0","109101","79","0","10011","1001","0","5011404"
"2019/07/01 16:00:00","0","2019/07/15 15:59:59","30","0","109001","80","0","10011","1001","0","5011405"
"2019/07/01 16:00:00","0","2019/07/15 15:59:59","2","0","109101","81","0","10011","1003","0","5011406"
