64b312267c3014a1d951a2dd8c9c0a486a0323ae33099011f1ff59ed9a4d448c,8a460678a7e5446677d27eb8140c5db5b06aa46a769181f500f8ff561ec4378e,36327b2542ff9336ca868cca58e299aa0cd508eb2968b1bdd286a743e0f6b091,e213dcffa019072db3970c663b3b1daccd4af53e413edfa518f9ef59fea623c3,45adbb8325b3f6b304cbac040710a8ee944df24645b7c1f65e0cee66bbeab4de,1f47f68089fa0a843c8d69fa399460fec6f524584c67cd411ae2cea43ab71ce7,32e679f2a7ad20ae35c8b909ecb23849bf3566720bdf95370743174be14e6498,fa32788985b1db559209ef7b00d5df7474393aecb89f641dbd0026110e12446e,e36b06b941fc4ced0c6990c2dbf5de330a762fd195a55ab435b27aad7c7f94be,5364b656360fc034b04fb4b3867b8751940e824ce4a782e7067ff94b1b0d6a49,2a34c2552ed495c837fd0a113f1fa1669b297417f277a47b9f7dd7f588a1d6e7,68ea7327e5efc1367b90421be09b8c08c674186980a47fc87caed7174db58244,6c3697393454493413f793e018bad7bd895629ef3fd9f5b3682215c5681427f9,491ca986b04192a11103ae327aa0e646f0158c5a655ae6bfb975fb02292c5f7c
"1","0","2018/08/27 15:59:59","0","2000","1","30","103","2018/08/20 16:00:00","34","0","-1","1","0"
"1","0","2018/08/27 15:59:59","0","2000","2","40","103","2018/08/20 16:00:00","44","0","-1","1","0"
"1","0","2018/09/03 15:59:59","0","2000","3","40","104","2018/08/27 16:00:00","45","0","-1","1","0"
"1","0","2018/09/10 15:59:59","0","2000","4","30","101","2018/09/05 16:00:00","31","0","-1","1","0"
"1","0","2018/09/10 15:59:59","0","2000","5","40","101","2018/09/05 16:00:00","41","0","-1","1","0"
"1","0","2018/09/14 15:59:59","0","2000","6","30","102","2018/09/10 16:00:00","32","0","-1","1","0"
"1","0","2018/09/14 15:59:59","0","2000","7","40","102","2018/09/10 16:00:00","42","0","-1","1","0"
"1","0","2018/09/21 15:59:59","0","2000","8","30","103","2018/09/14 16:00:00","34","0","-1","1","0"
"1","0","2018/09/21 15:59:59","0","2000","9","40","103","2018/09/14 16:00:00","44","0","-1","1","0"
"1","0","2018/10/01 04:59:59","0","2000","10","40","104","2018/09/21 16:00:00","45","0","-1","1","0"
"1","0","2018/10/11 04:59:59","0","2000","11","30","103","2018/10/01 05:00:00","34","0","-1","1","0"
"1","0","2018/10/11 04:59:59","0","2000","12","40","103","2018/10/01 05:00:00","44","0","-1","1","0"
"1","0","2018/10/22 04:59:59","0","2000","13","40","104","2018/10/11 05:00:00","45","0","-1","1","0"
"1","0","2018/10/27 04:59:59","0","2000","14","30","101","2018/10/22 05:00:00","31","0","-1","1","0"
"1","0","2018/10/27 04:59:59","0","2000","15","40","101","2018/10/22 05:00:00","41","0","-1","1","0"
"1","0","2018/11/01 04:59:59","0","2000","16","30","102","2018/10/27 05:00:00","32","0","-1","1","0"
"1","0","2018/11/01 04:59:59","0","2000","17","40","102","2018/10/27 05:00:00","42","0","-1","1","0"
"1","0","2018/11/10 04:59:59","0","2000","18","30","103","2018/11/01 05:00:00","34","0","-1","1","0"
"1","0","2018/11/10 04:59:59","0","2000","19","40","103","2018/11/01 05:00:00","44","0","-1","1","0"
"1","0","2018/11/20 04:59:59","0","2000","20","40","104","2018/11/10 05:00:00","45","0","-1","1","0"
"1","0","2018/11/26 04:59:59","0","2000","21","30","101","2018/11/20 05:00:00","31","0","-1","1","0"
"1","0","2018/11/26 04:59:59","0","2000","22","40","101","2018/11/20 05:00:00","41","0","-1","1","0"
"1","0","2018/11/30 04:59:59","0","2000","23","30","102","2018/11/26 05:00:00","32","0","-1","1","0"
"1","0","2018/11/30 04:59:59","0","2000","24","40","102","2018/11/26 05:00:00","42","0","-1","1","0"
"1","0","2018/12/11 04:59:59","0","2000","25","30","103","2018/12/01 05:00:00","34","0","-1","1","0"
"1","0","2018/12/11 04:59:59","0","2000","26","40","103","2018/12/01 05:00:00","44","0","-1","1","0"
"1","0","2018/12/21 04:59:59","0","2000","27","40","104","2018/12/11 05:00:00","45","0","-1","1","0"
"1","0","2018/12/26 04:59:59","0","2000","28","30","101","2018/12/21 05:00:00","31","0","-1","1","0"
"1","0","2018/12/26 04:59:59","0","2000","29","40","101","2018/12/21 05:00:00","41","0","-1","1","0"
"1","0","2018/12/31 04:59:59","0","2000","30","30","102","2018/12/26 05:00:00","32","0","-1","1","0"
"1","0","2018/12/31 04:59:59","0","2000","31","40","102","2018/12/26 05:00:00","42","0","-1","1","0"
"1","0","2019/01/11 04:59:59","0","2000","32","30","103","2018/12/31 05:00:00","34","0","-1","1","0"
"1","0","2019/01/11 04:59:59","0","2000","33","40","103","2018/12/31 05:00:00","44","0","-1","1","0"
"1","0","2019/01/22 04:59:59","0","2000","34","40","104","2019/01/11 05:00:00","45","0","-1","1","0"
"1","0","2019/01/27 04:59:59","0","2000","35","30","101","2019/01/22 05:00:00","31","0","-1","1","0"
"1","0","2019/01/27 04:59:59","0","2000","36","40","101","2019/01/22 05:00:00","41","0","-1","1","0"
"1","0","2019/02/01 04:59:59","0","2000","37","30","102","2019/01/27 05:00:00","32","0","-1","1","0"
"1","0","2019/02/01 04:59:59","0","2000","38","40","102","2019/01/27 05:00:00","42","0","-1","1","0"
"1","0","2019/02/10 04:59:59","0","3000","39","30","103","2019/02/01 05:00:00","34","0","-1","1","0"
"1","0","2019/02/10 04:59:59","0","3000","40","40","103","2019/02/01 05:00:00","44","0","-1","1","0"
"1","0","2019/02/19 04:59:59","0","2000","41","40","104","2019/02/10 05:00:00","45","0","-1","1","0"
"1","0","2019/02/24 04:59:59","0","3000","42","30","101","2019/02/19 05:00:00","31","0","-1","1","0"
"1","0","2019/02/24 04:59:59","0","3000","43","40","101","2019/02/19 05:00:00","41","0","-1","1","0"
"1","0","2019/03/01 04:59:59","0","3000","44","30","102","2019/02/24 05:00:00","32","0","-1","1","0"
"1","0","2019/03/01 04:59:59","0","3000","45","40","102","2019/02/24 05:00:00","42","0","-1","1","0"
"1","0","2019/03/11 04:59:59","0","2000","46","30","103","2019/03/01 05:00:00","34","0","-1","1","0"
"1","0","2019/03/11 04:59:59","0","2000","47","40","103","2019/03/01 05:00:00","44","0","-1","1","0"
"1","0","2019/03/25 15:59:59","0","1500","48","80","6004","2019/03/06 16:00:00","151","0","-1","1","0"
"1","0","2019/03/25 15:59:59","0","1500","49","80","6005","2019/03/06 16:00:00","152","0","-1","1","0"
"1","0","2019/03/22 04:59:59","0","2000","50","40","104","2019/03/11 05:00:00","45","0","-1","1","0"
"1","0","2019/03/27 04:59:59","0","2000","51","30","101","2019/03/22 05:00:00","31","0","-1","1","0"
