b6a3e571c4a328fef57af803563bb75281ad8a77235ebf920c6189b15d9713bc,580f5dd25f9b0c5b12c81b3a54104e0512d7f292cceae94d999c44df8f5f0599,78f091cd20bdd32abd91310934b6ccf471ccde1a1b5a02ff4ebc7acbfc84beb1,515124ba07c126436fa39eb5705ac5827659567554667e31e5b33fe838336a13,857ce063288a1b255e80306553508eb6f9667d71d5374bea2a9b7b86b2372584,444b15f37bab72f778877e2d1f5ded5cd0f5b2eb86e6f01e1e41b566af8d09c9,749ffa1a78fb700d5aa6ae611587cd45f97321a082e1e76d2cd4f74ea3fea5e2,864cd4dcf6718fab2dc422e4b55b93eff6a1d2d4532f117076c1e23a12a40f85,393ede77ed02a0a285c5dcd42035fd08f575652f1dda2ad438b6657eb1c2d0c9,6518487be7e14aefa243871c1dde8b8ee2b6fefe66d9ae04973291edee153458,865116b72c15783959ab97da5cc86d4231587d20f926c3010f826ce03978fd67,562b9516e0b920ee8bf1ed46993eedafbc387bcea85a39ee79cc795275ff8adc,5dcba815e9df937b94fab79ecdb1b55d73d459076473bfa23222c1f60a94c9c3,816953dca82ecabc48c4891aac02d753ca5d18f98c76c65f342596c6079029a3,759605c45be2a4ddd6078184ef9dd7d6b06abf722137e0c0d77af8210ec03ef9,08498a15f19ad4616846822927d69bc73b3ce954f4583aed676c1e0d602335b0,2ee7a09b4557cd45e54aaf0fed25260645013e4c4f39f9ab4454f59a38fd94f0,dad9fb2e8ef77711adcfe94a82e9b099ec29115a6ab0ec588312be70b5249e97,1aed47c93ca2f048ddb192a990d91e8982065f91768f87a78e11c32f3f78282a,c7f911c1a8995ddde18fb9d96ddf9d79272a4ede7b7ddb43e31e1f58a081179c,556b438b5894ec61ae8f0cd65f2967f9755eb334d5eda08f6706c4aa36c98434,7c8f28841a945d6322922fa501255cd57fe4ce3a1407a6d4d1445deaf5c372c6,05b9933971a6a6286db17d83d93642435c743bce96929a70827e52662e873bc5,1bd4d5a76e7b53ea3d407b3b720c8f6ac3ea615606856ba9df9fe84b73f9c960,8df9ea1d83673b2c05bfe546ff9a96b004f1146f1f3056305524411e8258d92f,ab8364c8158be0075304a4fb8f1146a43a4b2b769d6f1addd773cec407ec1ffa,30590bf001167f65d43eaf2f584833e862688091e9af2838682bedb7509515e8,2b600932c5addfa0d0a0c3618f5b8dbc272822eaaad959fee772730de2d00cb5,4e598f3af81ef8978b5c5a68f08369dcc10c44cd6130faeff3b4337374d58ee2,d8c2e4486a19310cb5bce337d33e2bb63fee53cdef344848748b2038f8b89032,f204b8c575f0f9b6337ce6771adec68558b0017844c79ae0ae7ef9e24882a9a1,58fa4de484c4ace9aecbe532c4545856225a1aa14d8f8b2d72dacb1a533eac70,09613f7bba99e66e32fc9a9a73ebd3d22b952c82a4aef2f310e5083895394245,aa12cca08f1449def7c2c72cfef860bd21fcd74fbde5af91f536d7f1c7bb22c5,f54082a2a152fd94dfd89dd6586f9986b588eb31b3a1d99d873b782a890064af,02a0447930114baa5035640c30d1924f70063188c102789594fc06fc43b887ef,1e5c5292e8408b5bc19e773d90f25c24c7bb4c6c01f2be7d4d9c224642dc7332,9e27e00535e7fe342c804cd3ab00621774fafe2cb315e87a9ae2bfad79746a53,f34248b23d1304af60ebd40ba59b208417ebca8b757598cdf9aba4568252a1dc,0a02816534c3bbb863a349d841b886892e98ea1b98e7de84e481f1a337a1ab12,0886142f185b5c27341760b47cf2e8970d68d4c53bca7f15655f032bbd127ce5
"18","1","30","0","620060001","1","0","0","1","0","0","0","620090001","0","61001005","1","0","0","1001","0","0","0","0","0","61001004","0","0","0","0","258","600110011","600000001","61001007","0","1","0","36","0","0","1001","620130001"
"18","1","30","0","620060001","1","0","0","1","0","0","0","620090001","0","61001005","1","0","0","2001","0","0","0","0","0","61001004","0","0","0","0","258","600110021","600000002","61001007","0","1","0","36","0","0","2001","620130001"
"18","1","30","0","620060001","1","0","0","1","0","0","0","620090001","0","61001005","1","0","0","3001","0","0","0","0","0","61001004","0","0","0","0","258","600110031","600000003","61001007","0","1","0","36","0","0","3001","620130001"
"18","1","30","0","620060001","1","0","0","1","0","0","0","620090001","0","61001005","1","0","0","4001","0","0","0","0","0","61001004","0","0","0","0","258","600110041","600000004","61001007","0","1","0","36","0","0","4001","620130001"
"18","1","30","0","620060002","1","0","0","1","0","0","0","620090002","0","61001005","1","0","0","5001","0","0","0","0","0","61001004","0","0","0","0","268","600110051","600000005","61001007","0","1","0","36","0","0","5001","620130002"
"18","1","30","0","620060003","1","0","0","1","0","0","0","620090003","0","61001005","1","0","0","6001","0","0","0","0","0","61001004","0","0","0","0","273","600110061","600000006","61001007","0","1","0","36","0","0","6001","620130003"
"18","1","30","0","620060004","1","0","0","1","0","0","0","620090004","0","61001005","1","0","0","7001","0","0","0","0","0","61001004","0","0","0","0","281","600110071","600000007","61001007","0","1","0","36","0","0","7001","620130004"
"18","1","30","0","620060005","1","0","0","1","0","0","0","620090005","0","61001005","1","0","0","8001","0","0","0","0","0","61001004","0","0","0","0","288","600110081","600000008","61001007","0","1","0","36","0","0","8001","620130005"
"18","1","30","0","620060006","1","0","0","1","0","0","0","620090006","0","61001005","1","0","0","9001","0","0","0","0","0","61001004","0","0","0","0","298","600110091","600000009","61001007","0","1","0","36","0","0","9001","620130006"
"18","1","30","0","620060007","1","0","0","1","0","0","0","620090007","0","61001005","1","0","0","10001","0","0","0","0","0","61001004","0","0","0","0","309","600110101","600000010","61001007","0","1","0","36","0","0","10001","620130007"
"18","1","30","0","620060008","1","0","0","1","0","0","0","620090008","0","61001005","1","0","0","11001","0","0","0","0","0","61001004","0","0","0","0","313","600110111","600000011","61001007","0","1","0","36","0","0","11001","620130008"
"18","1","30","0","620060009","1","0","0","1","0","0","0","620090009","0","61001005","1","0","0","12001","0","0","0","0","0","61001004","0","0","0","0","321","600110121","600000012","61001007","0","1","0","36","0","0","12001","620130009"
"18","1","30","0","620060010","1","0","0","1","0","0","0","620090010","0","61001005","1","0","0","13001","0","0","0","0","0","61001004","0","0","0","0","326","600110131","600000013","61001007","0","1","0","36","0","0","13001","620130010"
"18","1","30","0","620060011","1","0","0","1","0","0","0","620090011","0","61001005","1","0","0","14001","0","0","0","0","0","61001004","0","0","0","0","336","600110141","600000014","61001007","0","1","0","36","0","0","14001","620130011"
"18","1","30","0","620060012","1","0","0","1","0","0","0","620090012","0","61001005","1","0","0","15001","0","0","0","0","0","61001004","0","0","0","0","341","600110151","600000015","61001007","0","1","0","36","0","0","15001","620130012"
"18","1","30","0","620060013","1","0","0","1","0","0","0","620090013","0","61001005","1","0","0","16001","0","0","0","0","0","61001004","0","0","0","0","351","600110161","600000016","61001007","0","1","0","36","0","0","16001","620130013"
"18","1","30","0","620060014","1","0","0","1","0","0","0","620090014","0","61001005","1","0","0","17001","0","0","0","0","0","61001004","0","0","0","0","356","600110171","600000017","61001007","0","1","0","36","0","0","17001","620130014"
