8c246927edb848df34542aa38e288a9b9c41997b92530d9a593bfd29b172df9e,b18031a8b929b939d158fbd269fc65f93dc78f98e68b46b443767f3db22226ae,7e4a3daa0a17074dc503460cb8ad32496f31c32ad81aa48d1b6fad505e5b47e0,255578ab73f40b227db05275cd8e6e7703cbd6aee0da92cadf9534d83fb4f86b,56b0b7c52b5f36d8da4224b6f3425507f9cd3fe0e78ac161003c7cf4cda36296,954d1d25553ec0c245fc808d5c93c133c1b94299354ec88adcf2fc8c332085dd,db42c3a13849ba6c047d144a2547b725b546dd681182036bd6e8be5f322c6d63,e2bbcbe12d66f057e26ceb5b18239e72a461b1cb21a45fb9592b9235a57a8278,c68ffcbf5b4a11b8be3963d7eda0dfc344193a399e6e05567b11694ead2cbe84,72cfe3cfa406da3587f9afb73d86e6340e3a2b5bf8480c93cabd881f35450a44,8c15be2740b1f47d96a8501e54c19c34a5f6579b4576e04c744576065fc47028,cda4796ea8792157a761afc6dd3932cf22e88eee9194c366d9b13b6deb112205,006907f7b7be9bed7a70d463815530a18f40dd879a54e89952b8743b7da0e614,f65459de104d6210fd2a68f2d45317a200a94ee59c07b9013471972d0fb8ca21,d1d9898aea4daa12651c8cb1fe87e73939507727017625c81ba84ec24f09d61b,1b1bc50df0a94310ab2d6f4b18f87bd08f52a6c332615eb0e785527200428b3e
"12","200","8","2","94002","1001001","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001002","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001003","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001004","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001005","25021","90008","400","25015","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001006","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001007","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001008","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001009","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001010","25001","90008","400","25015","2","10","91002","500000","2","10"
"12","200","8","2","94002","1001011","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001012","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001013","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001014","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001015","25021","90008","400","25015","2","10","91002","500000","2","50"
"12","200","8","2","94002","1001016","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1001017","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1001018","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1002001","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002002","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002003","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002004","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002005","25021","90008","400","25015","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002006","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002007","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002008","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002009","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002010","25001","90008","400","25015","2","10","91002","500000","2","10"
"12","200","8","2","94002","1002011","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002012","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002013","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002014","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002015","25021","90008","400","25015","2","10","91002","500000","2","50"
"12","200","8","2","94002","1002016","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1002017","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1002018","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1003001","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003002","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003003","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003004","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003005","25021","90008","400","25015","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003006","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003007","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003008","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003009","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003010","25001","90008","400","25015","2","10","91002","500000","2","10"
"12","200","8","2","94002","1003011","25021","90008","400","25011","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003012","25021","90008","400","25012","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003013","25021","90008","400","25013","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003014","25021","90008","400","25014","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003015","25021","90008","400","25015","2","10","91002","500000","2","50"
"12","200","8","2","94002","1003016","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1003017","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1003018","25021","90008","0","0","2","10","91002","500000","0","50"
"12","200","8","2","94002","1004001","25021","90008","400","25011","2","10","91002","500000","2","50"
