121f9cc45ebd232e12f4795e1ccadb1d9aa599c6ff56e5701e597c744f5a6d70,10564a10de4a7989b516cb12cfb6b736421678d9f601951433078a332b990015,5b577999f211447851c4ec32d2fef3d40d95479deae18824721ce958167a778c,0feb89820bd6e81bbda66bf4879f2c0ccb30bc5308b6b468036498ae08770624,2b7a06a89e13ab5f79e1a0ede483c16f27a9de24c0496f654e30605006350b19,5f4f0483f1b7c8c81773beddbdf24a86131ae73472d600c8ee34fe67d84a5b08,4f52547a8ae838c516c85d634bbc2defd71d29e73b09ca45b85af7efa8197fc3,290394c984b851ba9ecd914e17f425f71f71783ff6b1a681cd6677fb4061a8ec,2f640a671ae0f39d8a8e6d764ee7d29adac9adff13e5e65df5e39f0e3f780e21,a86d5be45baed07d3282c6faa4775608a75196ca2311d9048aa50a61ca2a5311,42f66d6c6c1b8205b8a6e6984a447a5d0e8819c833ff6cc7dc7b6d46bcf000d8,cc23372ab2aad86dc0a127b6e57aeac6f881fefa359b8b4dc6cad905c85e8a64,d35777592cf8ae27452db965f7ceea6418e22afb4f72b9ab640911c7ecbde9a9,7462c32610c6de2c99c9a58dc43dab449e07d63898c64a305c02b4beb9b6215e
"71001001","完成活動任務1-1 (NORMAL)","10001101","102","2018/08/28 16:00:00","71001001","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001002","完成活動任務1-2 (NORMAL)","10001102","102","2018/08/28 16:00:00","71001002","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001003","完成活動任務1-3 (NORMAL)","10001103","102","2018/08/28 16:00:00","71001003","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001004","完成活動任務1-4 (NORMAL)","10001104","102","2018/08/28 16:00:00","71001004","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001005","完成活動任務1-5 (NORMAL)","10001105","102","2018/08/28 16:00:00","71001005","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001006","完成活動任務1-6 (NORMAL)","10001106","102","2018/08/28 16:00:00","71001006","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001007","完成活動任務1-7 (NORMAL)","10001107","102","2018/08/28 16:00:00","71001007","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001008","完成活動任務1-8 (NORMAL)","10001108","102","2018/08/28 16:00:00","71001008","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001009","完成活動任務1-9 (NORMAL)","10001109","102","2018/08/28 16:00:00","71001009","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001010","完成活動任務1-10 (NORMAL)","10001110","102","2018/08/28 16:00:00","71001010","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001011","完成活動任務1-11 (NORMAL)","10001111","102","2018/08/28 16:00:00","71001011","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001012","完成活動任務1-12 (NORMAL)","10001112","102","2018/08/28 16:00:00","71001012","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001013","完成活動任務1-13 (NORMAL)","10001113","102","2018/08/28 16:00:00","71001013","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001014","完成活動任務1-14 (NORMAL)","10001114","102","2018/08/28 16:00:00","71001014","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001015","完成活動任務1-15 (NORMAL)","10001115","102","2018/08/28 16:00:00","71001015","6004","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001016","完成活動任務1-1 (HARD)","10001201","103","2018/08/28 16:00:00","71001016","6005","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001017","完成活動任務1-2 (HARD)","10001202","103","2018/08/28 16:00:00","71001017","6005","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001018","完成活動任務1-3 (HARD)","10001203","103","2018/08/28 16:00:00","71001018","6005","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001019","完成活動任務1-4 (HARD)","10001204","103","2018/08/28 16:00:00","71001019","6005","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001020","完成活動任務1-5 (HARD)","10001205","103","2018/08/28 16:00:00","71001020","6005","10001","2018/09/19 15:59:59","9003","601","0","1","0"
"71001021","將討伐證交換的獎賞一覽重置1次","0","104","2018/08/28 16:00:00","71001021","6002","10001","2018/09/19 15:59:59","9006","601","0","1","0"
"71001022","將討伐證交換的獎賞一覽重置2次","0","104","2018/08/28 16:00:00","71001022","6002","10001","2018/09/19 15:59:59","9006","601","0","2","0"
"71001023","將討伐證交換的獎賞一覽重置3次","0","104","2018/08/28 16:00:00","71001023","6002","10001","2018/09/19 15:59:59","9006","601","0","3","0"
"71001024","將討伐證交換的獎賞一覽重置4次","0","104","2018/08/28 16:00:00","71001024","6002","10001","2018/09/19 15:59:59","9006","601","0","4","0"
"71001025","打倒5隻席茲（NORMAL、HARD共通）","0","105","2018/08/28 16:00:00","71001025","6008","10001","2018/09/19 15:59:59","9011","601","0","5","0"
"71001026","打倒10隻席茲（NORMAL、HARD共通）","0","105","2018/08/28 16:00:00","71001026","6008","10001","2018/09/19 15:59:59","9011","601","0","10","0"
"71001027","打倒15隻席茲（NORMAL、HARD共通）","0","105","2018/08/28 16:00:00","71001027","6008","10001","2018/09/19 15:59:59","9011","601","0","15","0"
"71001028","打倒20隻席茲（NORMAL、HARD共通）","0","105","2018/08/28 16:00:00","71001028","6008","10001","2018/09/19 15:59:59","9011","601","0","20","0"
"71001029","打倒25隻席茲（NORMAL、HARD共通）","0","105","2018/08/28 16:00:00","71001029","6008","10001","2018/09/19 15:59:59","9011","601","0","25","0"
"71001030","打倒30隻席茲（NORMAL、HARD共通）","0","105","2018/08/28 16:00:00","71001030","6008","10001","2018/09/19 15:59:59","9011","601","0","30","0"
"71002001","完成活動任務1-1 (NORMAL)","10002101","102","2018/10/03 16:00:00","71002001","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002002","完成活動任務1-2 (NORMAL)","10002102","102","2018/10/03 16:00:00","71002002","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002003","完成活動任務1-3 (NORMAL)","10002103","102","2018/10/03 16:00:00","71002003","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002004","完成活動任務1-4 (NORMAL)","10002104","102","2018/10/03 16:00:00","71002004","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002005","完成活動任務1-5 (NORMAL)","10002105","102","2018/10/03 16:00:00","71002005","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002006","完成活動任務1-6 (NORMAL)","10002106","102","2018/10/03 16:00:00","71002006","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002007","完成活動任務1-7 (NORMAL)","10002107","102","2018/10/03 16:00:00","71002007","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002008","完成活動任務1-8 (NORMAL)","10002108","102","2018/10/03 16:00:00","71002008","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002009","完成活動任務1-9 (NORMAL)","10002109","102","2018/10/03 16:00:00","71002009","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002010","完成活動任務1-10 (NORMAL)","10002110","102","2018/10/03 16:00:00","71002010","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002011","完成活動任務1-11 (NORMAL)","10002111","102","2018/10/03 16:00:00","71002011","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002012","完成活動任務1-12 (NORMAL)","10002112","102","2018/10/03 16:00:00","71002012","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002013","完成活動任務1-13 (NORMAL)","10002113","102","2018/10/03 16:00:00","71002013","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002014","完成活動任務1-14 (NORMAL)","10002114","102","2018/10/03 16:00:00","71002014","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002015","完成活動任務1-15 (NORMAL)","10002115","102","2018/10/03 16:00:00","71002015","6004","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002016","完成活動任務1-1 (HARD)","10002201","103","2018/10/03 16:00:00","71002016","6005","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002017","完成活動任務1-2 (HARD)","10002202","103","2018/10/03 16:00:00","71002017","6005","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002018","完成活動任務1-3 (HARD)","10002203","103","2018/10/03 16:00:00","71002018","6005","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002019","完成活動任務1-4 (HARD)","10002204","103","2018/10/03 16:00:00","71002019","6005","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002020","完成活動任務1-5 (HARD)","10002205","103","2018/10/03 16:00:00","71002020","6005","10002","2018/10/28 15:59:59","9003","601","0","1","0"
"71002021","將討伐證交換的獎賞一覽重置1次","0","104","2018/10/03 16:00:00","71002021","6002","10002","2018/10/28 15:59:59","9006","601","0","1","0"
"71002022","將討伐證交換的獎賞一覽重置2次","0","104","2018/10/03 16:00:00","71002022","6002","10002","2018/10/28 15:59:59","9006","601","0","2","0"
"71002023","將討伐證交換的獎賞一覽重置3次","0","104","2018/10/03 16:00:00","71002023","6002","10002","2018/10/28 15:59:59","9006","601","0","3","0"
"71002024","將討伐證交換的獎賞一覽重置4次","0","104","2018/10/03 16:00:00","71002024","6002","10002","2018/10/28 15:59:59","9006","601","0","4","0"
"71002025","打倒5隻阿爾瑪（NORMAL、HARD共通）","0","105","2018/10/03 16:00:00","71002025","6008","10002","2018/10/28 15:59:59","9011","601","0","5","0"
"71002026","打倒10隻阿爾瑪（NORMAL、HARD共通）","0","105","2018/10/03 16:00:00","71002026","6008","10002","2018/10/28 15:59:59","9011","601","0","10","0"
"71002027","打倒15隻阿爾瑪（NORMAL、HARD共通）","0","105","2018/10/03 16:00:00","71002027","6008","10002","2018/10/28 15:59:59","9011","601","0","15","0"
"71002028","打倒20隻阿爾瑪（NORMAL、HARD共通）","0","105","2018/10/03 16:00:00","71002028","6008","10002","2018/10/28 15:59:59","9011","601","0","20","0"
"71002029","打倒25隻阿爾瑪（NORMAL、HARD共通）","0","105","2018/10/03 16:00:00","71002029","6008","10002","2018/10/28 15:59:59","9011","601","0","25","0"
"71002030","打倒30隻阿爾瑪（NORMAL、HARD共通）","0","105","2018/10/03 16:00:00","71002030","6008","10002","2018/10/28 15:59:59","9011","601","0","30","0"
"71003001","完成活動任務1-1 (NORMAL)","10003101","102","2018/11/01 15:59:59","71003001","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003002","完成活動任務1-2 (NORMAL)","10003102","102","2018/11/01 15:59:59","71003002","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003003","完成活動任務1-3 (NORMAL)","10003103","102","2018/11/01 15:59:59","71003003","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003004","完成活動任務1-4 (NORMAL)","10003104","102","2018/11/01 15:59:59","71003004","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003005","完成活動任務1-5 (NORMAL)","10003105","102","2018/11/01 15:59:59","71003005","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003006","完成活動任務1-6 (NORMAL)","10003106","102","2018/11/01 15:59:59","71003006","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003007","完成活動任務1-7 (NORMAL)","10003107","102","2018/11/01 15:59:59","71003007","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003008","完成活動任務1-8 (NORMAL)","10003108","102","2018/11/01 15:59:59","71003008","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003009","完成活動任務1-9 (NORMAL)","10003109","102","2018/11/01 15:59:59","71003009","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003010","完成活動任務1-10 (NORMAL)","10003110","102","2018/11/01 15:59:59","71003010","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003011","完成活動任務1-11 (NORMAL)","10003111","102","2018/11/01 15:59:59","71003011","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003012","完成活動任務1-12 (NORMAL)","10003112","102","2018/11/01 15:59:59","71003012","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003013","完成活動任務1-13 (NORMAL)","10003113","102","2018/11/01 15:59:59","71003013","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003014","完成活動任務1-14 (NORMAL)","10003114","102","2018/11/01 15:59:59","71003014","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003015","完成活動任務1-15 (NORMAL)","10003115","102","2018/11/01 15:59:59","71003015","6004","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003016","完成活動任務1-1 (HARD)","10003201","103","2018/11/01 15:59:59","71003016","6005","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003017","完成活動任務1-2 (HARD)","10003202","103","2018/11/01 15:59:59","71003017","6005","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003018","完成活動任務1-3 (HARD)","10003203","103","2018/11/01 15:59:59","71003018","6005","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003019","完成活動任務1-4 (HARD)","10003204","103","2018/11/01 15:59:59","71003019","6005","10003","2018/11/25 15:59:59","9003","601","0","1","0"
