0cb3a6882ffb6fe48269fb0ac5237b9a32668960ba9cbd8d7a15c400cefc18ba,660a688f82f5b06f7b65ab5a6d17a0db7d639ebea2950cf1de40fe5e8a205e28,0ab3f6307872836390b8366d585d7a271cbc45a4a0117e93ade73952620cb268,2ad61ca13a86572636fe980abef6b4c293fe0947046ee86d6d2328422820231c,0234f869ba4709f683986fc45797140ec1b6aa30916318f73720ac9ee1177b57,570ee1bab171d0ee27fafa20eb508aca2f748951cdf8556aeaf259f9acf2af8a,28120d46c54242adca2885bf10093a5510383558b9a1563caa3ce7438a9bd07f,b82020f7d5fcbf2f06d87cba03de4532e77e48efac5c558b4f91799d409fc209,de27f5b5021f156e87fc0f902a4ad893490302c3ed11f9d5ed3de667f4df205c,e48aa1f6eb61f633c1dfb7d8b16fd76cf8cfd67fc83031a0e315ef02599e72b5,a7450324985542b31c3ab94ac1f261956673b0b972219ffeec8a47240d368e7e,56fd36fbce96d92a1ae125be803205b82c1db193ff62e9bff49b6bb186e3f7af,e9e541d20ddbca5989d67ee89863ee64f565997d03ee0b490736b71a581b349b,c7d6940edb3278eac71a96d7d09a90748f1c0a74cf3b8fdc3f5916f885127580,ed10801615ebb79802a66eb74551b07f7ad25aeb00b5e077a68dfadacf9a5b21,1f6b9d3767a86c390af0f4f203cc61452bf0fd4ce5bc1fc9617199e94d22c9b7,948ca8ec28d9ef4dc3522edcd0054317cad2b2da8e38ff505d16eb989338134a,fb12806ddb71fc5a7d5573cf8ad15a64c724bfa90b4174805a2c719387735f74,dc6fd7deb675c282568e6574e8aa08aedb627e9b65073cf2e48dcbef65efd446
"0","0","5000","0","幫忙靜流時獲得 10000pt","0","0","12","0","0","0","1","0","94002","2","0","0","0","10000"
"0","0","10000","0","幫忙靜流時獲得 20000pt","0","0","12","0","0","0","2","0","94002","2","0","0","0","20000"
"0","5","50","0","幫忙靜流時獲得 30000pt","0","2","8","0","23001","0","3","0","91002","2","0","0","0","30000"
"0","0","5000","0","幫忙惠理子時獲得 10000pt","0","0","12","0","0","0","4","0","94002","1","0","0","0","10000"
"0","0","10000","0","幫忙惠理子時獲得 20000pt","0","0","12","0","0","0","5","0","94002","1","0","0","0","20000"
"0","5","50","0","幫忙惠理子時獲得 30000pt","0","2","8","0","23001","0","6","0","91002","1","0","0","0","30000"
"0","0","15000","0","幫忙兩人合計獲得 70000pt","0","0","12","0","0","0","7","0","94002","0","0","0","0","70000"
"0","0","20000","0","幫忙兩人合計獲得 80000pt","0","0","12","0","0","0","8","0","94002","0","0","0","0","80000"
"0","0","25000","0","幫忙兩人合計獲得 90000pt","0","0","12","0","0","0","9","0","94002","0","0","0","0","90000"
"0","0","30000","0","幫忙兩人合計獲得 100000pt","0","0","12","0","0","0","10","0","94002","0","0","0","0","100000"
"0","0","35000","0","幫忙兩人合計獲得 110000pt","0","0","12","0","0","0","11","0","94002","0","0","0","0","110000"
"0","0","40000","0","幫忙兩人合計獲得 120000pt","0","0","12","0","0","0","12","0","94002","0","0","0","0","120000"
"0","0","45000","0","幫忙兩人合計獲得 130000pt","0","0","12","0","0","0","13","0","94002","0","0","0","0","130000"
"0","0","50000","0","幫忙兩人合計獲得 150000pt","0","0","12","0","0","0","14","0","94002","0","0","0","0","150000"
"0","150","1","10","幫忙兩人合計獲得 200000pt","0","8","7","0","91002","0","15","23001","1113","0","0","0","2","200000"
