91368e27edd747efc6e142bfec1037d224f5c79b937ef1ee7627bbc1885e2530,2c1b4f192fea96973a079be721c521d68a900616527e4c05dc4d4f174f4da7d7,0a49a5b719aff343de51e46a8163a9591c07602074a5f30f5804cc2bd71ea0c1,a98d461ebd214aef00c3cf836955dd0033a185020e41ef8f67f41d1946f383d5,a4a463dcd3ebe8018f0eb2ad7dba5681f13b51f754fbe0d8ea95d41bb660c111,5d627967b7093481719c8b330e52461054da996fbcbe285250c079cb6dd4dae1,418d840e9157c22cdf9087b834b15a4ad35f42e2a4e7e8f73afc5f095b5a17cb,357e9e3268b65e96bf76c393ffce6d92da8a00fdf0427c145f90d6ee061cfb8a,c1ebfe58fa9b94a4e1980bf284b3e8e14d1765d06d34cf9e4fed5928d5eac587,8205a24ae63084f6880c40de9d0cdc47922b4bce087e704d2a4fa67e343f7c30,fc42411fac693156faebfaa72614339bcb95ab8817cb0d6c20564a624f029bdc,a111a1a7bd2b36b9f8de32e12a8c1a575847484ff5267d843a7c484fcacb712d,a06f934d2365274f1bb6f1b1656dbbef73b5977477fcf1d665d76edd49a616ab
"0","豬","0","狼","0","0","0","豹","0","1","1","3110001","狗"
"0","三","0","一","0","0","0","四","0","1","1","3110002","二"
"0","鰆","0","鱷","1","0","0","鮑","0","0","1","3110003","鱘"
"0","亭","0","花","0","0","0","也","0","1","1","3110004","要"
"0","椒","1","杉","0","0","0","椰","0","1","1","3110006","松"
"0","牢固地","0","快","1","0","0","容易","0","1","1","3110007","禁食"
"0","改正","1","正確","1","0","0","得體","0","1","0","3110009","收集"
"0","然後","0","但是","0","0","0","因此","0","1","1","3110010","不過"
"0","測量身高","0","氣球往上身高","0","0","0","身高長高","0","1","1","3110011","步步身高"
"0","好球","0","罷工","1","0","0","衝鋒","0","1","1","3110012","打擊"
"0","要","0","必","0","0","0","奘","0","1","1","3110013","畚"
"0","一","0","六","0","0","0","二","0","1","1","3110015","五"
"0","刀刃","0","公主","0","0","0","皇后","0","1","1","3111001","突襲"
"0","進攻","0","治癒","0","0","0","炸裂","0","1","1","3111002","全體"
"0","H","1","F","0","0","0","J","0","1","0","3120001","G"
"0","黑髮美女","0","金髮","0","0","0","藍色的","0","1","1","3120002","白皮膚"
"0","批准","0","反對","1","0","0","討伐","0","0","1","3120006","制裁"
"0","Dam","0","Salt Water","0","0","0","Distilled Water","0","1","1","3120007","Sea"
"0","豪華的","0","性感的","0","0","0","悠閒的","0","1","1","3120008","美味多汁的"
"0","提神物","0","茶點","1","0","0","重新再來","0","1","1","3120010","精力恢復"
"0","古怪的","0","大量的","1","0","0","熟悉的","0","0","1","3120011","古樸的"
"0","見異思遷","0","三心二意","1","0","0","七上八下","0","1","0","3120012","見獵心喜"
"0","滄海桑田","1","百折不撓","0","0","0","精衛填海","0","1","1","3120013","滴水穿石"
"0","灰身滅智","0","愁山悶海","0","0","0","豆重榆瞑","0","1","1","3120014","眉頭不伸"
"0","心花怒放","0","大喜若狂","1","0","0","幸災樂禍","0","1","0","3120015","樂嗟苦咄"
"0","孜孜不倦","1","宵衣旰食","1","0","0","夙興夜寐","0","1","0","3120016","席不暇暖"
"0","混帳精靈族","0","羅莉老太婆","0","0","0","該死眼鏡女","0","1","1","3121001","垃圾貓"
"0","鏡子","0","物件","0","0","0","阿瓦隆","0","1","1","3121002","創造"
"0","沈腰潘鬢","0","秀色可餐","0","0","0","龐眉皓髮","0","1","1","3130001","仙姿玉色"
"0","袖手旁觀","0","視若無睹","1","0","0","視如草芥","0","1","0","3130002","視如敝屣"
"0","五里夢中","0","前所未聞","0","0","0","嫌妻良母","0","1","1","3130004","四面受敵"
"0","自炊自擂","0","專心一意","0","0","0","一期一繪","0","1","1","3130005","光明正大"
"0","千鈞一髮","0","眉開眼笑","1","0","0","單刀直人","0","1","1","3130006","山明水秀"
"0","垂頭喪氣","0","三人成虎","1","0","0","惺味盎然","0","1","1","3130007","三位一體"
"0","如箭在弦","1","一髮千鈞","0","0","0","當風秉燭","0","1","1","3130010","間不容髮"
"0","下坂走丸","1","順水推舟","1","0","0","洪爐燎髮","0","0","1","3130011","如魚得水"
"0","漏泄春光","1","連枝比翼","0","0","0","伉儷情深","0","1","0","3130013","山盟海誓"
"0","老馬識途","1","事不師古","1","0","0","身經百戰","0","0","1","3130014","見多識廣"
"0","水火不容","1","針鋒相對","1","0","0","龍爭虎鬥","0","1","0","3130016","白眉赤眼"
"0","戰記","0","煉獄","0","0","0","真空","0","1","1","3131001","血盟"
"0","旅行","0","絕頂","0","0","0","妄想","0","1","1","3131002","銷魂"
"0","黃瓜","0","番茄","1","0","0","白蘿蔔","0","1","1","3210001","茄子"
"0","肝臟","0","肺","0","0","0","心臟","0","1","1","3210002","腎臟"
"0","循環系統","0","呼吸系統","1","0","0","排泄系統","0","1","1","3210003","消化系統"
"0","海參","0","烏賊","0","0","0","海葵","0","1","1","3210005","章魚"
"0","山豬","0","袋鼠","0","0","0","樹懶","0","1","1","3210006","無尾熊"
"0","臭蟲","0","火金姑","0","0","0","月娘","0","1","1","3210008","丹鳥"
"0","斑緣點藍蝶","0","斑緣點粉蝶","0","0","0","斑緣點赤蝶","0","1","1","3210009","白粉蝶"
"0","食指","0","小指","0","0","0","拇指","0","1","1","3210010","中指"
"0","C型","0","A型","0","0","0","D型","0","1","1","3210011","B型"
"0","寄居蟹","0","蜆","0","0","0","蝦子","0","1","1","3210013","蛤蜊"
"0","獅子","0","兔子","0","0","0","狼","0","1","1","3210014","馬"
"0","熊","0","犀牛","0","0","0","無尾熊","0","1","1","3210015","鹿"
"0","禊","0","鈴奈","0","0","0","咲戀","0","1","1","3211001","初音"
"0","祈梨","0","帆稀","1","0","0","美冬","0","1","1","3211002","嘉夜"
"0","螞蟻","0","蜈蚣","0","0","0","水黽","0","1","1","3220001","蜘蛛"
"0","青蛙","0","蝗蟲","0","0","0","人類","0","1","1","3220002","蚯蚓"
"0","飛魚","0","鹿角魚","0","0","0","鮟鱇魚","0","1","1","3220003","岩魚"
"0","金魚","0","孔雀魚","0","0","0","青鱂魚","0","1","1","3220006","鬥魚"
"0","向日葵","0","鬱金香","0","0","0","蒲公英","0","1","1","3220007","風信子"
"0","藍鯨","0","露脊鯨","1","0","0","鯨鯊","0","1","1","3220009","抹香鯨"
"0","日本松雀鷹","0","台灣黑熊","1","0","0","亞洲錦蛙","0","1","1","3220011","穿山甲"
"0","草莓","0","西瓜","1","0","0","香蕉","0","1","1","3220012","哈密瓜"
"0","二氧化碳","0","水","1","0","0","氧氣","0","1","1","3220013","光照"
"0","團藻","0","水綿","1","0","0","寬翅紡織娘","0","1","1","3220014","蚤狀溞"
"0","西施","0","吉娃娃","1","0","0","索馬利","0","1","1","3220015","巴哥"
"0","海蟑螂","0","綠介殼蟲","0","0","0","眼蟲","0","1","1","3220016","毛毛蟲"
"0","優花梨","0","莫妮卡","0","0","0","鏡華","0","1","1","3221001","美美"
"0","莫妮卡","0","智","1","0","0","初音","0","1","1","3221002","栞"
"0","老鼠","0","牛","0","0","0","獅子","0","1","1","3230001","羊"
"0","獅子","1","海鷗","1","0","0","老虎","0","0","1","3230004","山貓"
"0","牙骨質","0","象牙質","1","0","0","牙齦","0","1","1","3230005","琺瑯質"
"0","台灣藍鵲","0","帝雉","1","0","0","黑面琵鷺","0","1","1","3230006","藍腹鷴"
"0","單瓣型","0","白頭翁開","1","0","0","羅塞塔型","0","1","1","3230007","仙人掌型"
"0","海豚","0","鱷魚","0","0","0","日本獼猴","0","1","1","3230008","山椒魚"
"0","兀鷲","0","飛鼠","0","0","0","雕鴞","0","1","1","3230010","蝙蝠"
"0","企鵝","0","鼯鼠","0","0","0","鴕鳥","0","1","1","3230011","海豚"
"0","蝙蝠","1","壁虎","1","0","0","蝸牛","0","0","1","3230012","蠑螈"
"0","腹","0","頭","1","0","0","屁股","0","1","1","3230013","胸"
"0","白枕鶴","0","燕子","1","0","0","麻雀","0","1","1","3230014","大天鵝"
"0","蝙蝠","0","蛇","0","0","0","人類","0","1","1","3230016","烏龜"
"0","貪吃佩可","0","可可蘿","0","0","0","凱留","0","1","1","3231001","雪菲"
"0","帆稀","0","可可蘿","1","0","0","拉比林斯達","0","1","1","3231002","怜"
"0","1","0","2","0","0","0","3","0","1","1","3310001","4"
"0","銅","0","銀","0","0","0","金","0","1","1","3310003","鋁"
"0","英吋","0","公尺","1","0","0","法拉","0","1","1","3310005","尺"
"0","正切","0","正弦","1","0","0","多切","0","1","1","3310006","餘弦"
"0","長方形","0","正方形","1","0","0","扇形","0","1","1","3310007","菱形"
"0","827","0","405","0","0","0","112","0","1","1","3310008","215"
"0","D","0","L","1","0","0","A","0","1","1","3310009","E"
"0","金","1","鐵","1","0","0","銀","0","0","1","3310010","鋁"
"0","蒸餾水","0","肥皂水","0","0","0","硝酸","0","1","1","3310012","氫氧化鈉水溶液"
"0","綠色","0","紅色","1","0","0","桃色","0","1","1","3310013","深藍色"
"0","4","0","6","0","0","0","3","0","1","1","3310014","5"
"0","15:9","0","10:6","1","0","0","12:8","0","1","0","3310015","4:1"
"0","蘭德索爾","0","索爾之塔","1","0","0","芭菲之城城鎮","0","1","1","3311001","大間"
"0","索爾之塔","0","FUN FUN農場","0","0","0","大間","0","1","1","3311002","芭菲之城城鎮"
"0","捲積雲","0","魚鱗雲","1","0","0","蜘蛛雲","0","1","1","3320001","積雨雲"
"0","織女星","0","天津四","1","0","0","心宿二","0","1","1","3320002","牛郎星"
"0","抗力點","0","支點","1","0","0","交點","0","1","1","3320003","施力點"
"0","輻射","0","傳導","1","0","0","反射","0","1","1","3320004","對流"
"0","111111","0","111","1","0","0","1111","0","1","0","3320005","11111"
"0","綠色","0","紅色","1","0","0","黃色","0","1","1","3320007","藍色"
"0","海王星","0","地球","1","0","0","冥王星","0","1","1","3320008","天王星"
"0","小犬座","0","天鵝座","0","0","0","大犬座","0","1","1","3320010","天鷹座"
"0","鹽水","0","檸檬果汁","0","0","0","氨水溶液","0","1","1","3320011","鹽酸"
"0","氧氣","0","氯","0","0","0","二氧化碳","0","1","1","3320014","溴"
"0","顏色為水藍色","0","與氧混合燃燒會發出聲響","0","0","0","會發出刺鼻味道","0","1","1","3320015","為最輕的氣體"
"0","1","0","3","0","0","0","0","0","1","1","3320016","2"
"0","墨丘利財團","0","小小甜心","0","0","0","王宮騎士團","0","1","1","3321001","月光學院"
"0","美膚效果","0","清涼效果","0","0","0","保溫效果","0","1","1","3321002","鼻喉保濕效果"
"0","大熊座","0","大犬座","1","0","0","綿羊座","0","1","1","3330001","豺狼座"
"0","牛郎星","0","參宿四","0","0","0","天狼星","0","1","1","3330002","參宿七"
"0","安山岩","0","流紋岩","1","0","0","閃長岩","0","1","1","3330003","玄武岩"
"0","鋁","0","鈣","0","0","0","鉀","0","1","1","3330004","鎂"
"0","氮","0","氧","0","0","0","氫","0","1","1","3330007","碳"
"0","根號1000","0","10的二次方","0","0","0","6!","0","1","1","3330010","2×2×5×5"
"0","2×3×4","0","4+5+6","0","0","0","112÷7","0","1","1","3330011","根號225"
"0","氧","0","碳","1","0","0","氮","0","1","1","3330012","氫"
"0","硫酸","0","鹽酸","0","0","0","氫氧化鈉","0","1","1","3330013","硝酸"
"0","熱力","1","強核力","0","0","0","電磁力","0","1","1","3330014","弱核力"
"0","矽","0","氟","0","0","0","氮","0","1","1","3330015","氯"
"0","富勒烯","0","石墨","1","0","0","臭氧","0","1","1","3330016","鑽石"
"0","刻瑞斯森林","0","卡斯塔利亞樹林","0","0","0","伊麗絲樹海","0","1","1","3331001","佩特羅大森林"
"0","柔卡絲塔岩山","0","席歐涅樹林","1","0","0","阿爾巴岸堤","0","1","1","3331002","赫里克巨木"
"0","廚房","0","浴室","1","0","0","玄關","0","1","1","3410001","廁所"
"0","移民署","0","國防部","0","0","0","警政署","0","1","1","3410002","教育部"
"0","報紙","0","雜誌","1","0","0","螢光燈","0","1","1","3410003","瓦楞紙"
"0","藍色","0","金色","1","0","0","銀色","0","1","1","3410004","綠色"
"0","蘇伊士運河","1","巴拿馬運河","1","0","0","基爾運河","0","1","0","3410005","塞馬運河"
"0","黃色","0","紅色","1","0","0","紫色","0","1","1","3410006","藍色"
"0","回收","0","減少使用","1","0","0","重新開始","0","1","1","3410007","廢物利用"
"0","孫","0","妻","1","0","0","摯友","0","1","1","3410008","祖父"
"0","切片","0","切末","1","0","0","切手","0","1","1","3410010","切絲"
"0","豆漿","0","納豆","1","0","0","豆瓣醬","0","1","1","3410011","豆腐"
"0","粉紅胡椒","0","黑胡椒","1","0","0","紅胡椒","0","1","1","3410013","白胡椒"
"0","茉莉","0","烏龍","1","0","0","藍山","0","1","1","3410015","普洱"
"0","日和","0","優衣","1","0","0","香織","0","1","1","3411001","怜"
"0","鏡華","0","美美","1","0","0","優妮","0","1","1","3411002","禊"
"0","天然氣","0","石油","1","0","0","木柴","0","1","1","3420001","煤"
"0","行政","0","司法","1","0","0","憲法","0","1","1","3420002","立法"
"0","電車車費","0","電費","0","0","0","報紙費","0","1","1","3420003","水費"
"0","富貴有餘","0","闔家平安","1","0","0","黃道吉日","0","1","1","3420004","財源廣進"
"0","晴時多雲","0","陰時多雲","1","0","0","多霧時陰","0","1","1","3420005","多雲時陰"
"0","４號電池","0","１號電池","1","0","0","７號電池","0","1","1","3420007","３號電池"
"0","電動螺絲起子","0","組合型螺絲起子","1","0","0","心型起子","0","1","1","3420009","鐘錶起子"
"0","凍豆腐","0","嫩豆腐","1","0","0","吞豆腐","0","1","1","3420010","老豆腐"
"0","優格","0","起司","1","0","0","美乃滋","0","1","1","3420011","奶油"
"0","火腿蛋鬆餅","0","歐姆蛋","1","0","0","薄切生肉","0","1","1","3420012","炒蛋"
"0","口米","0","粳米","0","0","0","酢米","0","1","1","3420014","糯米"
"0","冷麥麵","0","烏龍麵","1","0","0","蕎麥麵","0","1","1","3420015","義大利直麵"
"0","鏡華","0","美美","1","0","0","碧","0","1","1","3421001","禊"
"0","巡遊轉蛋","0","珍稀轉蛋","0","0","0","飯糰轉蛋","0","1","1","3421002","稀有轉蛋"
"0","G","0","E","0","0","0","P","0","1","1","3430001","Z"
"0","加拿大","1","希臘","0","0","0","土耳其","0","1","1","3430002","法國"
"0","高血脂","0","高血壓","1","0","0","高血栓","0","1","1","3430004","高血糖"
"0","布袋","0","惠比壽","1","0","0","達摩","0","1","1","3430005","大黑天"
"0","震動","0","地層下陷","1","0","0","流感","0","1","1","3430007","噪音"
"0","輪椅坡道","0","輪椅","1","0","0","電扶梯","0","1","1","3430008","助行器"
"0","小學三年級生","0","剛出生半年","0","0","0","國中三年級生","0","1","1","3430009","幼稚園兒童"
"0","蛋","0","醋","1","0","0","牛奶","0","1","1","3430010","油"
"0","啤酒","0","燒酎","1","0","0","紅酒","0","1","1","3430011","威士忌"
"0","V","1","C","1","0","0","D","0","1","0","3430012","F"
"0","白蘿蔔","0","芹菜","1","0","0","香菜","0","1","1","3430013","鼠田草"
"0","燕麥片","0","玉米片","1","0","0","莎樂美腸","0","1","1","3430015","穀麥"
"0","旗子不能讓出","0","絕不退讓的夏日遊戲","0","0","0","沙灘的公主殿下","0","1","1","3431001","夏日遊戲的霸者"
"0","海岸屹立不搖的4號","0","海岸的4號見習隊員","1","0","0","噗吉好球","0","1","1","3431002","海岸的強棒"
"0","西洋棋","0","黑白棋","1","0","0","將棋","0","1","1","3510001","圍棋"
"0","直笛","0","尺八","1","0","0","小提琴","0","1","1","3510002","長笛"
"0","尺八","0","太鼓","1","0","0","網路","0","1","1","3510003","單簧管"
"0","主教","0","兵","1","0","0","大將","0","1","1","3510004","皇后"
"0","砲","0","將","1","0","0","槍","0","1","1","3510005","車"
"0","飛鏢","0","大富翁","1","0","0","撲克牌","0","1","1","3510006","扭扭遊戲"
"0","１","0","３","1","0","0","２","0","1","1","3510007","４"
"0","槓","0","碰","1","0","0","自摸","0","1","1","3510008","吃"
"0","Ti","0","Fa","0","0","0","Mi","0","1","1","3510009","La"
"0","管風琴","0","小提琴","0","0","0","長笛","0","1","1","3510013","低音提琴"
"0","三角鐵","0","鈴鼓","1","0","0","貝斯","0","1","1","3510014","定音鼓"
"0","小號","0","長笛","0","0","0","低音號","0","1","1","3510015","低音管"
"4","","0","","0","3","1","","2","1","1","3511001",""
"0","記憶碎片","0","公主寶珠","1","0","0","公主之心","0","1","1","3511002","純淨記憶碎片"
"0","演員","0","欠行","0","0","0","順子","0","1","1","3520001","將軍"
"0","麻將","0","骰寶","1","0","0","花牌","0","1","1","3520002","雙六"
"0","螺絲起子","0","血腥瑪麗","0","0","0","琴通寧","0","1","1","3520003","紅眼啤酒"
"0","大提琴","0","中提琴","1","0","0","吉他","0","1","1","3520004","小提琴"
"0","用筷子刺食物","0","舉筷不定","1","0","0","蓋筷","0","1","1","3520005","吃到一半把筷子平放在碗上"
"0","漫才","1","相聲","1","0","0","歌舞伎","0","0","1","3520006","落語"
"0","小麥","0","馬鈴薯","1","0","0","燕麥","0","1","1","3520009","玉米"
"0","Electric","0","Upright","1","0","0","Great","0","1","1","3520010","Grand"
"0","桃","0","櫻","0","0","0","椿","0","1","1","3520011","梅"
"0","K","0","C","0","0","0","Q","0","1","1","3520012","D"
"0","灰色","0","黑色","1","0","0","紅色","0","1","1","3520015","白色"
"0","V","0","S","1","0","0","E","0","1","1","3520016","U"
"0","巧克力","0","香草","0","0","0","草莓","0","1","1","3521001","薄荷"
"0","奇異果","0","草莓","1","0","0","哈密瓜","0","1","1","3521002","葡萄"
"0","1～12","0","奇數","1","0","0","40","0","1","1","3530001","紅色"
"0","母乳","1","果泥","0","0","0","堅果","0","0","1","3530002","蜂蜜"
"0","吉他","0","三味線","0","0","0","貝斯","0","1","1","3530003","巴拉萊卡琴"
"0","９","0","J","0","0","0","２","0","1","1","3530005","A"
"0","Creative","0","Carbon","0","0","0","Call","0","1","1","3530006","Copy"
"0","靜","0","生","0","0","0","妞","0","1","1","3530007","旦"
"0","Carat","0","Cut","1","0","0","Cabon","0","1","1","3530008","Color"
"0","1000","0","10000","1","0","0","2500","0","1","1","3530010","5000"
"0","雙簧管","0","長笛","0","0","0","單簧管","0","1","1","3530011","短笛"
"0","葫蘆","0","順子","1","0","0","三對","0","1","1","3530012","同花"
"0","大富豪","0","21點","1","0","0","遊艇","0","1","1","3530013","吹牛"
"0","鯉","0","豬","0","0","0","銀杏","0","1","1","3530016","蝶"
"0","鏡華","1","智","1","0","0","栞","0","0","1","3531001","七七香"
"0","彩虹鯛魚燒","0","包果凍紅豆鯛魚燒","0","0","0","白金鯛魚燒","0","1","1","3531002","奢侈鯛魚燒"
"0","平衡木","1","舞蹈","1","0","0","吊環","0","0","1","3610003","單槓"
"0","球棒","0","連指手套","0","0","0","棒球手套","0","1","1","3610004","球拍"
"0","足球","0","網球","0","0","0","籃球","0","1","1","3610005","棒球"
"0","劍道","0","射箭","0","0","0","袋棍球","0","1","1","3610006","弓道"
"0","摔角","0","游泳","0","0","0","柔道","0","1","1","3610007","滑雪"
"0","網球","0","排球","1","0","0","籃球","0","1","1","3610008","羽球"
"0","網球","0","滑雪","0","0","0","衝浪","0","1","1","3610010","溜冰"
"0","中場","1","守門員","1","0","0","後衛","0","0","1","3610011","前鋒"
"0","網球","0","冰上曲棍球","0","0","0","棒球","0","1","1","3610012","足球"
"0","摔角","0","劍道","0","0","0","跳傘","0","1","1","3610013","擊劍"
"0","拳擊","0","摔角","1","0","0","劍道","0","1","1","3610014","柔道"
"0","跳傘","0","衝浪","0","0","0","拳擊","0","1","1","3610015","浮潛"
"0","波賽頓‧嵐擊之槍","0","狂怒綠龍","1","0","0","賈巴沃克","0","1","1","3611001","黑月守護像"
"0","莉瑪","0","望","0","0","0","宮子","0","1","1","3611002","空花"
"0","100m","0","25m","0","0","0","15m","0","1","1","3620001","50m"
"0","掃堂腿","0","雙刀流","0","0","0","出到場外","0","1","1","3620002","刺"
"0","小手","0","面","1","0","0","小腿","0","1","1","3620003","胴"
"0","剪式","0","背越式","1","0","0","三段式","0","1","1","3620006","腹滾式"
"0","Zero One","0","板球","1","0","0","倒數","0","1","1","3620007","Count-up"
"0","正五角形","1","正三角形","1","0","0","正六角形","0","0","0","3620008","正四角形"
"0","黑色","0","紅色","0","0","0","藍色","0","1","1","3620009","白色"
