2274ce793280dbbb355666519280bf6b939c80168ca680f0149eb2eeedcf5f0e,c5b9bcee0def78640aac6411b271da013370e925f3c3443f329c57c52a7794ee,2e949414f163b549a8d79cd912e6e5d733b9ce2c79c736ae593b5f721e9c4a51,719a8d6d99e9fbd773cec81b0f53566cbff619440f70a66050f97b246ab6cd0c,3e93cabdad79341865d8d4b16fd6667c5edf3dc096fd5fc01b991e962ad99c64,86b2a5b40d677ff992a6381d1a0b9560676fe85022b626909942b9badf8ae36a,1a347611896d0863d0d3dfe899249fcbc649f8d352fe2b31d0bf26906bc664e6,5577d74014c670bc6ae5b4d471a4fcd8c05649a296ba1c61c89aa6a06968a26c,e25fdfdf34d4d93b7cad272bff0d073167c47da869e30ea1e4b0c44e681b28d2,9716da007ea36805091f96a68e4f831693b198e7d40284b37a62c0780483aa6e,b1c852784c6b1ae732462fb049a017d888ecc3d3160a6ad55bb4177f4d0e5b02,751d12903e4c847f63502976b740c630669e3d9892b8a6e45c4ab0e3c4948145,5adc13eba1b445cff1ed376964205e4eb990ed211ca49274a7bfb6949fec730b
"1","10010001","0","0","0","0","0","0","10010484","57","1","0","0"
"1","10010099","0","0","0","0","10010674","1","10010100","59","2","0","0"
"1","10010100","0","0","0","0","10010099","10001","10010101","58","11","0","0"
"1","10010101","0","0","0","0","10010100","0","10010102","57","12","0","0"
"1","10010102","0","0","0","0","10010101","1","10010103","56","2","0","0"
"1","10010103","0","0","0","0","10010102","2","10010104","55","2","0","0"
"1","10010104","0","0","0","0","10010103","0","10010105","54","4","0","0"
"1","10010105","0","0","0","0","10010104","1","10010106","53","3","0","0"
"1","10010106","0","0","0","0","10010105","0","10010107","52","12","0","0"
"1","10010107","0","0","0","0","10010106","0","10010559","51","5","0","0"
"1","10010110","0","0","0","0","10010560","2","10010111","48","2","0","0"
"1","10010111","0","0","0","0","10010110","0","10010561","47","6","0","0"
"1","10010113","0","0","0","0","10010561","3","10010114","45","2","0","0"
"1","10010114","0","0","0","0","10010113","10001","10010562","44","11","0","0"
"1","10010116","0","0","0","0","10010562","0","10010117","42","4","0","0"
"1","10010117","0","0","0","0","10010116","0","10010118","41","6","0","0"
"1","10010118","0","0","0","0","10010117","3","10010563","40","3","0","0"
"1","10010119","0","0","0","0","10010559","10001","10010120","49","11","0","0"
"1","10010120","0","0","0","0","10010119","0","10010121","48","4","0","0"
"1","10010121","0","0","0","0","10010120","3","10010565","47","2","0","0"
"1","10010123","0","0","0","0","10010565","2","10010566","45","2","0","0"
"1","10010125","0","0","0","0","10010566","10003","10010126","43","7","0","0"
"1","10010126","0","0","0","0","10010125","0","10010127","42","4","0","0"
"1","10010127","0","0","0","0","10010126","10001","10010128","41","7","0","0"
"1","10010128","0","0","0","0","10010127","2","10010563","40","2","0","0"
"1","10010130","0","0","0","0","10010563","10001","10010131","38","7","0","0"
"1","10010131","0","0","0","0","10010130","0","10010132","37","6","0","0"
"1","10010132","0","0","0","0","10010131","10001","10010701","36","11","10010702","0"
"1","10010153","0","0","0","0","10010701","0","10010705","34","12","0","0"
"1","10010158","0","0","0","0","10010708","5","10010161","29","14","0","0"
"1","10010161","0","0","0","0","10010158","0","10010162","28","4","0","0"
"1","10010162","0","0","0","0","10010161","2","10010163","27","2","0","0"
"1","10010163","0","0","0","0","10010162","1","10010164","26","3","0","0"
"1","10010164","0","0","0","0","10010163","3","10010165","25","14","0","0"
"1","10010165","0","0","0","0","10010164","10001","10010166","24","11","0","0"
"1","10010166","0","0","0","0","10010165","0","10010167","23","12","0","0"
"1","10010167","0","0","0","0","10010166","2","10010568","22","3","0","0"
"1","10010169","0","0","0","0","10010568","10002","10010570","20","7","0","0"
"1","10010173","0","0","0","0","10010570","2","10010174","18","3","0","0"
"1","10010174","0","0","0","0","10010173","10001","10010175","17","7","0","0"
"1","10010175","0","0","0","0","10010174","0","10010176","16","4","0","0"
"1","10010176","0","0","0","0","10010175","1","10010177","15","2","0","0"
"1","10010177","0","0","0","0","10010176","2","10010178","14","2","0","0"
"1","10010178","0","0","0","0","10010177","2","10010179","13","3","0","0"
"1","10010179","0","0","0","0","10010178","0","10010180","12","12","0","0"
"1","10010180","0","0","0","0","10010179","0","10010181","11","6","0","0"
"1","10010181","0","0","0","0","10010180","0","10010182","10","4","0","0"
"1","10010182","0","0","0","0","10010181","2","10010183","9","2","0","0"
"1","10010183","0","0","0","0","10010182","3","10010184","8","2","0","0"
"1","10010184","0","0","0","0","10010183","3","10010555","7","14","0","0"
"1","10010186","0","0","0","0","10010558","1","10010187","3","14","0","0"
"1","10010187","0","0","0","0","10010186","3","10010188","2","3","0","0"
"1","10010188","0","0","0","0","10010187","2","10010189","1","2","0","0"
"1","10010189","0","0","0","0","10010188","0","10010190","0","13","0","0"
"1","10010190","0","0","0","0","10010189","0","10010191","60","12","0","0"
"1","10010191","0","0","0","0","10010190","0","10010192","59","6","0","0"
"1","10010192","0","0","0","0","10010191","1","10010193","58","3","0","0"
"1","10010193","0","0","0","0","10010192","10001","10010194","57","7","0","0"
"1","10010194","0","0","0","0","10010193","0","10010195","56","5","0","0"
"1","10010195","0","0","0","0","10010194","2","10010196","55","3","0","0"
"1","10010196","0","0","0","0","10010195","10001","10010197","54","11","0","0"
"1","10010197","0","0","0","0","10010196","0","10010198","53","4","0","0"
