65fa1303e1995b392ed6435eb0eef538cb18e0fd59427443d3aeae6e1422b018,7b5618ea6733d92bc9a7c841e96bb32aab5836815d4e6414efaa39e013b766c3,6e688bc76cbb1db09ece9b63f16d5ee96a126b8259ec9d3d321e42bddaf10952,3ec903621f70c2ad7ca67752cd2c47ea0448a60f48fcd0176a837892cfcc81d5,4d1bebe11017e92e2e0c7f5361489547e800b0e878f5d0db09f48d901533b5d0,8024c10b5fc0c0b50efc9eb247ad4c42b5d53ad3289ae2d5fa48b20d24f3d325,838ad65df0a262f49fbfab70a140920a393367f4fc04f827a68911cc8ce2bb40,b1fd22f93a329bf74fc30f203a755ba7be1f448828926a763b4195ef6e3a7137
"0","0","0","0","0","1","1","0"
"0","0","0","0","0","2","2","0"
"0","0","0","0","0","3","3","0"
"0","0","0","0","0","4","4","0"
"0","0","0","0","0","5","5","0"
"0","0","0","0","0","6","6","0"
"0","0","0","0","0","7","7","0"
"0","0","0","0","0","8","8","0"
"0","0","0","0","1","0","9","0"
"1","0","0","0","0","0","10","0"
"0","0","0","0","0","11","11","0"
"0","0","0","0","0","12","12","0"
"0","0","1","0","0","0","13","0"
"0","0","0","0","0","0","14","0"
"0","0","0","0","0","0","15","0"
"0","0","0","1","0","0","16","0"
"0","10056","0","0","0","0","17","0"
"0","0","0","0","0","0","18","0"
"0","0","0","0","0","19","19","0"
"0","10061","0","0","0","0","20","0"
"0","0","0","0","0","0","21","0"
"0","0","0","0","0","0","22","0"
"0","0","0","0","0","0","23","23"
"0","0","0","0","0","0","24","0"
"0","0","0","0","0","25","25","0"
"0","10088","0","0","0","0","26","0"
"0","10102","0","0","0","0","27","0"
"0","0","0","0","0","28","28","0"
"0","30001","0","0","0","0","29","0"
"0","0","0","0","0","30","30","0"
