921da3490c213635a0bc75664f1c30d0610af1be66c8cb1e72eea3af0b044981,b08c2f715fdc07bbd70a98476fa5677842ebdad5366d3170a9915a40432ba941,944eb17abf3f3b7b11e0dfa89759eb1e0d4922974edc4fbe97d5793ec0aa04c1,9faddef3d921efa34f54f261275ab9a1e3a15e303757455189959de43d529db2,ab3a2509dd1aaedec04fb1355cee34fbea95c6f68f66ab2a518e4946022b3546,fcddac822d73813e683f6aaca103b1b85775d912446d44b61a0075dc82fae4f9,44738e5acf882dc7b115482bb361b0194fd3f48177bce6fbad921e2d09c1af8b,530ac5a511475944e27ce54ff9b8f01893145c89669d8f2b8ae012ae1bea2336,24502e0ca6f52f7ffe2dc9d41a8882c8a31acbd3810116e33b5664211222bc37,5a270c6481e072095237f8ef9a2c9884b95622a7e3cd182d7026c39b45681dcb,7940a5024c7fe0cb8002167ae7b4fd2f1b77470862104478dd552f15513f29d8,1c13f8c561fe748ed2ebba16b70398765db8d14947918e609f0c51889697e28a,8e515cbc4c05e11a057a8aa401979e288514dc6cf771d003469ea82146543c51,d976d6558fa6598ce9e201840a5c1d6ea2e3f766398d9e9393d99efe588fb353,938a26ccbada816d38ec9b436fd912f5d10eb53edfe77ca47adf412a61a38cd0,3e972f96e5cded8bc43bcd14e7d718b32545f6ec87402e9b557c083d863a4abb,3d8ea995fe5246a4189d1db64482b2fb7e8c80c39c183756ff095b97394c9ba8,409e326433c8f2db78920599a837f6cfccfc63ed6637065fccb9f516ffcaa069,1a7fb00ae1ecad5cf802d4cbf2a41e53dc01d7041c8cfa834f3be8580de33ce0,929138b02872da746dfe7f6e4273cfbbccfdfffd35bddb7afef00e8cd8319cb9
"0","0","1","0","0","0","2","20003","90006","0","1001201","20","0","0","1","2","0","1","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001201","15","0","0","2","2","0","2","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001201","10","0","0","4","2","0","3","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001201","5","0","0","11","2","0","4","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001202","20","0","0","1","2","0","5","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001202","15","0","0","2","2","0","6","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001202","10","0","0","4","2","0","7","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001202","5","0","0","11","2","0","8","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001203","20","0","0","1","2","0","9","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001203","15","0","0","2","2","0","10","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001203","10","0","0","4","2","0","11","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001203","5","0","0","11","2","0","12","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001204","20","0","0","1","2","0","13","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001204","15","0","0","2","2","0","14","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001204","10","0","0","4","2","0","15","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001204","5","0","0","11","2","0","16","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001205","40","0","0","1","2","0","17","10","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001205","30","0","0","2","2","0","18","8","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001205","20","0","0","4","2","0","19","6","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001205","10","0","0","11","2","0","20","2","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001206","5","0","0","1","2","0","21","4","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001206","4","0","0","2","2","0","22","3","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001206","3","0","0","4","2","0","23","2","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001206","2","0","0","11","2","0","24","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001207","5","0","0","1","2","0","25","4","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001207","4","0","0","2","2","0","26","3","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001207","3","0","0","4","2","0","27","2","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001207","2","0","0","11","2","0","28","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001208","5","0","0","1","2","0","29","4","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001208","4","0","0","2","2","0","30","3","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001208","3","0","0","4","2","0","31","2","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001208","2","0","0","11","2","0","32","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001209","5","0","0","1","2","0","33","4","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001209","4","0","0","2","2","0","34","3","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001209","3","0","0","4","2","0","35","2","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001209","2","0","0","11","2","0","36","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1001210","5","0","0","1","2","0","37","4","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1001210","4","0","0","2","2","0","38","3","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1001210","3","0","0","4","2","0","39","2","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1001210","2","0","0","11","2","0","40","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1002201","20","0","0","1","2","0","41","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1002201","15","0","0","2","2","0","42","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1002201","10","0","0","4","2","0","43","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1002201","5","0","0","11","2","0","44","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1002202","20","0","0","1","2","0","45","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1002202","15","0","0","2","2","0","46","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1002202","10","0","0","4","2","0","47","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1002202","5","0","0","11","2","0","48","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1002203","20","0","0","1","2","0","49","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1002203","15","0","0","2","2","0","50","4","3100103"
"0","0","10","0","0","0","2","20003","90006","0","1002203","10","0","0","4","2","0","51","3","3100102"
"0","0","30","0","0","0","2","20003","90006","0","1002203","5","0","0","11","2","0","52","1","3100101"
"0","0","1","0","0","0","2","20003","90006","0","1002204","20","0","0","1","2","0","53","5","3100104"
"0","0","3","0","0","0","2","20003","90006","0","1002204","15","0","0","2","2","0","54","4","3100103"
