ec9dc6871f3da743a3b68c7f162c3a66842ad8a5fbe9e4d5b4f4584e2375d200,428ef9cd7cf7bd289af685c9a9f63d0f8ef0e88821f3538a147596c28d5dd67e,e5971f3c2f46f5284f6cfe18d9f163c8fa18188dd4ed0bed1ebaf45492db64ce,e0521542922a054c48754458a46a006f8283754ad5cc901fe004554bb05b6368,097427018396d6752864012cd0cd01a7f5c125bb47e7aea27b35aa136a4fa1df,fe0c3cd08f60b39a144d2248a968f665d4c23624631c768422c5f2623571087f,dabce03ac5cdb7da1d6ecab5a03fd8bf9dd9030064393ed80ddf46a0c415a8d4,67f3b7cde8ec62a45c6bbbf769c5c500c1f4640077d5c4899971b6fa7749e334,bcfe12dae42862050435e0ff802ba11b808c698bfca07fc7bcdfb888ab1ca4bf,b6fcc84f0d87d6d8751c34ab3250c67ad706186a66e3820a0b3b5a0e90a5367d,bec154b1b1f62e8e17b4a4e7347f94119eb35b71df012be4cb3b19ba60cfe947,77a3a0471b87e3260b678ffde463a8e763038259fcef4caec5c418bb0c9bb5bd
"0","107601","0","1","0","2018/12/01 16:00:00","107601","2018/12/20 15:59:59","5004401","1004","10004","0"
"0","1000403","1","2","0","2018/12/01 16:00:00","107601","2018/12/20 15:59:59","5004402","1002","10004","0"
"0","10","0","3","0","2018/12/01 16:00:00","107701","2018/12/20 15:59:59","5004403","1001","10004","0"
"0","20","0","4","0","2018/12/01 16:00:00","107501","2018/12/20 15:59:59","5004404","1001","10004","0"
"0","30","0","5","0","2018/12/01 16:00:00","107601","2018/12/20 15:59:59","5004405","1001","10004","0"
"0","2","0","6","0","2018/12/01 16:00:00","107501","2018/12/20 15:59:59","5004406","1003","10004","0"
"0","5","0","7","0","2018/12/01 16:00:00","107601","2018/12/20 15:59:59","5004407","1003","10004","0"
"0","8","0","8","0","2018/12/01 16:00:00","107801","2018/12/20 15:59:59","5004408","1003","10004","0"
"0","12","0","9","0","2018/12/01 16:00:00","107701","2018/12/20 15:59:59","5004409","1003","10004","0"
"0","16","0","10","0","2018/12/01 16:00:00","107501","2018/12/20 15:59:59","5004410","1003","10004","0"
"0","20","0","11","0","2018/12/01 16:00:00","107601","2018/12/20 15:59:59","5004411","1003","10004","0"
"0","108001","0","12","0","2019/01/03 16:00:00","108001","2019/01/22 15:59:59","5005401","1004","10005","0"
"0","1000503","1","13","0","2019/01/03 16:00:00","107901","2019/01/22 15:59:59","5005402","1002","10005","0"
"0","10","0","14","0","2019/01/03 16:00:00","108001","2019/01/22 15:59:59","5005403","1001","10005","0"
"0","20","0","15","0","2019/01/03 16:00:00","107901","2019/01/22 15:59:59","5005404","1001","10005","0"
"0","30","0","16","0","2019/01/03 16:00:00","108001","2019/01/22 15:59:59","5005405","1001","10005","0"
"0","2","0","17","0","2019/01/03 16:00:00","107901","2019/01/22 15:59:59","5005406","1003","10005","0"
"0","5","0","18","0","2019/01/03 16:00:00","108001","2019/01/22 15:59:59","5005407","1003","10005","0"
"0","8","0","19","0","2019/01/03 16:00:00","107901","2019/01/22 15:59:59","5005408","1003","10005","0"
"0","12","0","20","0","2019/01/03 16:00:00","108001","2019/01/22 15:59:59","5005409","1003","10005","0"
"0","16","0","21","0","2019/01/03 16:00:00","107901","2019/01/22 15:59:59","5005410","1003","10005","0"
"0","20","0","22","0","2019/01/03 16:00:00","108001","2019/01/22 15:59:59","5005411","1003","10005","0"
"0","1000603","1","23","0","2019/02/01 12:00:00","103701","2019/02/19 15:59:59","5006402","1002","10006","0"
"0","10","0","24","0","2019/02/01 12:00:00","100501","2019/02/19 15:59:59","5006403","1001","10006","0"
"0","20","0","25","0","2019/02/01 12:00:00","103701","2019/02/19 15:59:59","5006404","1001","10006","0"
"0","30","0","26","0","2019/02/01 12:00:00","104701","2019/02/19 15:59:59","5006405","1001","10006","0"
"0","2","0","27","0","2019/02/01 12:00:00","100501","2019/02/19 15:59:59","5006406","1003","10006","0"
"0","5","0","28","0","2019/02/01 12:00:00","103701","2019/02/19 15:59:59","5006407","1003","10006","0"
"0","8","0","29","0","2019/02/01 12:00:00","104701","2019/02/19 15:59:59","5006408","1003","10006","0"
"0","12","0","30","0","2019/02/01 12:00:00","107101","2019/02/19 15:59:59","5006409","1003","10006","0"
"0","16","0","31","0","2019/02/01 12:00:00","100501","2019/02/19 15:59:59","5006410","1003","10006","0"
"0","19","0","32","0","2019/02/01 12:00:00","104701","2019/02/19 15:59:59","5006411","1003","10006","0"
"0","108201","0","33","0","2019/03/06 16:00:00","108201","2019/03/25 15:59:59","5007401","1004","10007","0"
"0","1000703","1","34","0","2019/03/06 16:00:00","108101","2019/03/25 15:59:59","5007402","1002","10007","0"
"0","10","0","35","0","2019/03/06 16:00:00","108101","2019/03/25 15:59:59","5007403","1001","10007","0"
