ddcbfb3de8c1daa11b39b858c0a6097a24c17bc6cba3452db909234b30e74bc9,57bb4052adfa3702f83603db0a15e1898261ed8e64682c6162d4a35f825f9b9e,43fbff31a074ee57725e15a17e3bd7ca231346913c436096a23a7d92d78732bb,af466e25433bc1017e4689e15333f6b84b0b626bff0bbda34aa585a8b469ecdc,465022f73385c4be0bca0f5001e7f6b57c2477227c2dcc4507dcaafd48f5bc07,741cdfa122c6cc9cd6f44dc918f57a9d091a4e592cb07054fb23990b18123fd0,3da63951ab98512a84a3feec017740ab17c5cec664d3ce7f166bd04a2eb87d63,b16c1776c096003cb7f23251232c8aec7568675b8e031db6179c11d81ab3e3de,58a9481f050623d7cc63932a4366bb370b8b887d950bf7cead257fe914476882,77298cf4611308d9275a36f52f8f2760f2f05037f62c80145798b3a1d75c0cb9,f32ae944aca0fbec265d3beab059a265c60e205b5a1c4208cb40890721974cf0,22ab87f051177435c2eef84f22b86382d73d9e901d8f002f3b3962c46af743de,46b3f6a6a7f269a63db297df3217837c0ca2645b8d1b953632ea96fcf7f980af,15ce1a34be4b79084c1d80d852982dd4094d3b9f45218fa604308cdb3b385fe2,cf1c6092cba96193944b1e2f5f11566f9b6134597ec6def5bb6817b0481c1f9d,4886c58ae69626519b6733d0b2dc3d3b092cc1366fc0042a189cb86083bc9b8b,15f976888106eb11fd5c0a96fa69c0dbb9526914069786cf9cd283c079be2950,7705592fca552a2f1c8e6affcdbb22a04658193d2f6301819f8c35940d38594f
"0","0","0","1","0","50","0","0","1","91002","0","10","8","0","0","0","0","0"
"0","0","0","11","0","10","0","0","2","91002","0","100","8","0","0","0","0","0"
"0","0","0","101","0","5","0","0","3","91002","0","200","8","0","0","0","0","0"
"0","0","0","201","0","3","0","0","4","91002","0","500","8","0","0","0","0","0"
"0","0","0","501","0","2","0","0","5","91002","0","1000","8","0","0","0","0","0"
"0","0","0","1001","0","2","0","0","6","91002","0","2000","8","0","0","0","0","0"
"0","0","0","2001","0","1","0","0","7","91002","0","3999","8","0","0","0","0","0"
"0","0","0","4000","0","50","0","0","8","91002","0","4000","8","0","0","0","0","0"
"0","0","0","4100","0","50","0","0","9","91002","0","4100","8","0","0","0","0","0"
"0","0","0","4200","0","50","0","0","10","91002","0","4200","8","0","0","0","0","0"
"0","0","0","4300","0","50","0","0","11","91002","0","4300","8","0","0","0","0","0"
"0","0","0","4400","0","50","0","0","12","91002","0","4400","8","0","0","0","0","0"
"0","0","0","4500","0","50","0","0","13","91002","0","4500","8","0","0","0","0","0"
"0","0","0","4600","0","50","0","0","14","91002","0","4600","8","0","0","0","0","0"
"0","0","0","4700","0","50","0","0","15","91002","0","4700","8","0","0","0","0","0"
"0","0","0","4800","0","50","0","0","16","91002","0","4800","8","0","0","0","0","0"
"0","0","0","4900","0","50","0","0","17","91002","0","4900","8","0","0","0","0","0"
"0","0","0","5000","0","50","0","0","18","91002","0","5000","8","0","0","0","0","0"
"0","0","0","5100","0","50","0","0","19","91002","0","5100","8","0","0","0","0","0"
"0","0","0","5200","0","50","0","0","20","91002","0","5200","8","0","0","0","0","0"
"0","0","0","5300","0","50","0","0","21","91002","0","5300","8","0","0","0","0","0"
"0","0","0","5400","0","50","0","0","22","91002","0","5400","8","0","0","0","0","0"
"0","0","0","5500","0","50","0","0","23","91002","0","5500","8","0","0","0","0","0"
"0","0","0","5600","0","50","0","0","24","91002","0","5600","8","0","0","0","0","0"
"0","0","0","5700","0","50","0","0","25","91002","0","5700","8","0","0","0","0","0"
"0","0","0","5800","0","50","0","0","26","91002","0","5800","8","0","0","0","0","0"
"0","0","0","5900","0","50","0","0","27","91002","0","5900","8","0","0","0","0","0"
"0","0","0","6000","0","50","0","0","28","91002","0","6000","8","0","0","0","0","0"
"0","0","0","6100","0","50","0","0","29","91002","0","6100","8","0","0","0","0","0"
"0","0","0","6200","0","50","0","0","30","91002","0","6200","8","0","0","0","0","0"
"0","0","0","6300","0","50","0","0","31","91002","0","6300","8","0","0","0","0","0"
"0","0","0","6400","0","50","0","0","32","91002","0","6400","8","0","0","0","0","0"
"0","0","0","6500","0","50","0","0","33","91002","0","6500","8","0","0","0","0","0"
"0","0","0","6600","0","50","0","0","34","91002","0","6600","8","0","0","0","0","0"
"0","0","0","6700","0","50","0","0","35","91002","0","6700","8","0","0","0","0","0"
"0","0","0","6800","0","50","0","0","36","91002","0","6800","8","0","0","0","0","0"
"0","0","0","6900","0","50","0","0","37","91002","0","6900","8","0","0","0","0","0"
"0","0","0","7000","0","50","0","0","38","91002","0","7000","8","0","0","0","0","0"
"0","0","0","7100","0","50","0","0","39","91002","0","7100","8","0","0","0","0","0"
"0","0","0","7200","0","50","0","0","40","91002","0","7200","8","0","0","0","0","0"
"0","0","0","7300","0","50","0","0","41","91002","0","7300","8","0","0","0","0","0"
"0","0","0","7400","0","50","0","0","42","91002","0","7400","8","0","0","0","0","0"
"0","0","0","7500","0","50","0","0","43","91002","0","7500","8","0","0","0","0","0"
"0","0","0","7600","0","50","0","0","44","91002","0","7600","8","0","0","0","0","0"
"0","0","0","7700","0","50","0","0","45","91002","0","7700","8","0","0","0","0","0"
"0","0","0","7800","0","50","0","0","46","91002","0","7800","8","0","0","0","0","0"
"0","0","0","7900","0","50","0","0","47","91002","0","7900","8","0","0","0","0","0"
"0","0","0","8000","0","50","0","0","48","91002","0","8000","8","0","0","0","0","0"
"0","0","0","8100","0","15","0","0","49","91002","0","8100","8","0","0","0","0","0"
"0","0","0","8200","0","15","0","0","50","91002","0","8200","8","0","0","0","0","0"
"0","0","0","8300","0","15","0","0","51","91002","0","8300","8","0","0","0","0","0"
"0","0","0","8400","0","15","0","0","52","91002","0","8400","8","0","0","0","0","0"
"0","0","0","8500","0","15","0","0","53","91002","0","8500","8","0","0","0","0","0"
"0","0","0","8600","0","15","0","0","54","91002","0","8600","8","0","0","0","0","0"
"0","0","0","8700","0","15","0","0","55","91002","0","8700","8","0","0","0","0","0"
"0","0","0","8800","0","15","0","0","56","91002","0","8800","8","0","0","0","0","0"
