4cdfafbc5d2ace9354b2d81b7ed5a3c1b0ebed596d1596a5cba02ab84b4cf3e6,4650fb1255a1e80cc1565a551cd247e89b5a39c200edaf7e38d8c94cde2a2fa8,acbaec5997155208c3d1af76d1fca25c5f8c71df4d0f2d927f5f4d2635f34876,f465e4cbe9ae21ba08efd926b6d77b94a35534fbdeaa456985e31cb1ff4b3e5d,862fee6f85d9844b14c28053f287481447a1e8280bd20930c92e1cdb42383a64,d5b0154b9e67d59f2cb48b91c75f70fb55b68a2e666567e87df79901e6f5023e,739c34cd48eb1bbfea73f17f3f0635b71b5fffc226f6429f4426e18050d91736,50ce8ea9b8e29289ffcb65a972a7bfa1a033f9196baf873aebf464cf22ba60d1,cfd48818df9a0bb140cd850c8abdba5cd308b0f4a054163bca64c5d654d243b5,f3c01e5ed40c128c52970a16fbed5bfbd1c6336392497f95b10198a7de6e8491,c437d9eaa0cfe92f8c1f0b2158f86bb3f39124d49fbdd2d718b9934a6a20045c,7eb77055f4f7aaaef5afb32540e049e9b9796661150a36ad3fc738cf7f27464d,83fea78cb390860fc8ff61ed18d95f979a0dd11da65ad76eda4324b745d12628,22be264c58381d05d4daa8a7c196850bae22c7c536304f13f3e6b8833ef5c411,95576911761ba0c98923a74afa91458e5080ccc5824a5f7199238e74db4d4ffc,2b9b99e64fd034f8a84858cac74fbb7ac8d20f03f1b40c10ebaf3aefbe7fc1dc,b80812e92c754dd8785cc2fb371926bfea6f59c79ae3a2db17920e137e67573a,cc7c84bc582c82e4bfa00df098e574123c639be355bc637d905d109c8ecce37a
"0","250000000001","王都滅亡前倒數　～04/01 23:59","1001001","500000000000","bgm_M220","2020/04/01 07:59:59","480","100584","2020/04/01","機械莉瑪來襲！","0","1001","4004101","bgm_M220","1","1","1"
"0","150000000001","王都滅亡前倒數　～04/01 23:59","1001002","250000000000","bgm_M220","2020/04/01 12:59:59","300","100584","2020/04/01 08:00:00","機械莉瑪來襲！","0","1001","4004102","bgm_M220","2","2","1"
"0","50000000001","王都滅亡前倒數　～04/01 23:59","1001003","150000000000","bgm_M220","2020/04/01 17:59:59","300","100584","2020/04/01 13:00:00","機械莉瑪來襲！","0","1001","4004103","bgm_M220","3","3","1"
"0","25000000001","王都滅亡前倒數　～04/01 23:59","1001001","50000000000","bgm_M220","2020/04/01 19:59:59","120","100584","2020/04/01 18:00:00","機械莉瑪來襲！","0","1001","4004104","bgm_M220","4","1","1"
"0","0","王都滅亡前倒數　～04/01 23:59","1001002","25000000000","bgm_M220","2020/04/01 23:59:59","240","100584","2020/04/01 20:00:00","機械莉瑪來襲！","0","1001","0","bgm_M220","5","2","1"
"0","0","王都滅亡前倒數　～04/01 23:59","1001004","0","bgm_M220","2020/04/01 07:59:59","480","100584","2020/04/01","機械莉瑪來襲！","0","1001","4004109","bgm_M220","8","1","1"
"0","0","王都滅亡前倒數　～04/01 23:59","1001005","0","bgm_M220","2020/04/01 12:59:59","300","100584","2020/04/01 08:00:00","機械莉瑪來襲！","0","1001","0","bgm_M220","9","2","1"
"0","0","王都滅亡前倒數　～04/01 23:59","1001006","0","bgm_M220","2020/04/01 17:59:59","300","100584","2020/04/01 13:00:00","機械莉瑪來襲！","0","1001","0","bgm_M220","10","3","1"
"0","0","王都滅亡前倒數　～04/01 23:59","1001004","0","bgm_M220","2020/04/01 20:59:59","180","100584","2020/04/01 18:00:00","機械莉瑪來襲！","0","1001","0","bgm_M220","11","1","1"
"0","0","王都滅亡前倒數　～04/01 23:59","1001005","0","bgm_M220","2020/04/01 23:59:59","180","100584","2020/04/01 21:00:00","機械莉瑪來襲！","0","1001","0","bgm_M220","12","2","1"
"0","1250000000001","蘭德索爾之戰 巨影復活　～04/01 23：59","1002001","2500000000000","bgm_M220","2023/04/01 07:59:59","480","100584","2023/04/01","巨影復活","0","1002","4004101","bgm_M220","15","1","1"
"0","750000000001","蘭德索爾之戰 巨影復活　～04/01 23：59","1002002","1250000000000","bgm_M220","2023/04/01 12:59:59","300","100584","2023/04/01 08:00:00","巨影復活","0","1002","4004102","bgm_M220","16","2","1"
"0","250000000001","蘭德索爾之戰 巨影復活　～04/01 23：59","1002003","750000000000","bgm_M220","2023/04/01 17:59:59","300","100584","2023/04/01 13:00:00","巨影復活","0","1002","4004103","bgm_M220","17","3","1"
"0","125000000001","蘭德索爾之戰 巨影復活　～04/01 23：59","1002001","250000000000","bgm_M220","2023/04/01 19:59:59","120","100584","2023/04/01 18:00:00","巨影復活","0","1002","4004104","bgm_M220","18","1","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002002","125000000000","bgm_M220","2023/04/01 23:59:59","240","100584","2023/04/01 20:00:00","巨影復活","0","1002","0","bgm_M220","19","2","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002004","0","bgm_M220","2023/04/01 07:59:59","480","100584","2023/04/01","巨影復活","0","1002","4004109","bgm_M220","22","1","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002005","0","bgm_M220","2023/04/01 12:59:59","300","100584","2023/04/01 08:00:00","巨影復活","0","1002","0","bgm_M220","23","2","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002006","0","bgm_M220","2023/04/01 17:59:59","300","100584","2023/04/01 13:00:00","巨影復活","0","1002","0","bgm_M220","24","3","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002004","0","bgm_M220","2023/04/01 20:59:59","180","100584","2023/04/01 18:00:00","巨影復活","0","1002","0","bgm_M220","25","1","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002005","0","bgm_M220","2023/04/01 21:59:59","60","100584","2023/04/01 21:00:00","巨影復活","0","1002","0","bgm_M220","26","2","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002006","0","bgm_M220","2023/04/01 22:59:59","60","100584","2023/04/01 22:00:00","巨影復活","0","1002","0","bgm_M220","27","3","1"
"0","0","蘭德索爾之戰 巨影復活　～04/01 23：59","1002004","0","bgm_M220","2023/04/01 23:59:59","60","100584","2023/04/01 23:00:00","巨影復活","0","1002","0","bgm_M220","28","1","1"
