c31367325ade288f9af834deac6bfd635f2df3b3fb5a1eb9e4795f20e4c2f3e6,f9215ece4917a7b0d48648acbc0396ee7115318d2dfc380d3a8ef08c04954da0,6cd3255f5a4bdaf41a397b891cb676fca000d766d93f5c282d9faabc223d4d7c,c968b590190bd9e2454a45d7e803a8316443f79bbc3b933e6cb0b3b1b72c3d8b,356a947282835c9943594ff1b7568d6cbfc166aa733acd02121ee7361fce87e5,6bd2985a15b04d03c32c485a8c780dd72001e7c0beea1df5725c4dcf81332d8c,62f634d50afe4d73ac607e731f6c7680e50fd7215d7d6a7ae4cd4ce88e138b04,05c4a63d14a74ac53a22a4903da589f00385a90839fb7ba3ab3a0b1edeeeae08,9f30186d376d5f9282c759a65985216154aa64a22cae186e35505a3f9c877da1,f2c93e25e54d42bd66b37f125d63e4f5219b7a65b5992344c765f79be5c3de31,d8781b55eb34580d9cc201925cc0e8615b74f6ff29f2ceaac362591152bd797f,503bd86796bb452179999a217a158cda63e8dfd7e40fb70146cfc26357e81f18,9fe0110f4ba191afc82b0ea90ad6cccacface33dae25cf6f7fd5528fc3e9da03,f5acc25355f6147c165756a8af34e7f91f3f64e834f51a2ec62e2da59fe0b77d,ce180d8f22529fcd13b9bb59fdd3709ab5c10e76a7709859c4b70d30dc14ded6,b3aed44545fdfadbe51176f17c6f4fc1fcfe380cd4796b063afb6a619ba70770,6c1f79425b39117b347dbfdd27abc1f067e3ed6b944c46ca90ae6824c6204a4d,2891eecc7782e829f76fe26de933c6679f47630b7f57a6bba5bd47e951ced988,97b9a5b1594a1426101c703e1abfb77e96a67cdc6f2fe2b0d2c03a093899e5f8,d74c8366c763494776f8bd6499d9d709a918ea6f7b22da23006884dbf52b8b44,a7dc8b8b46c77fb768c357d6db163176806b8184e58c525ca74d61436da05916,c717a1ccdaf8dd2252dd8486021a47f25447dc17397d1f7cc447114af627de50,7116bfd0e0b3d672a10f53f8b742e8fe3bfe1be606461d32d53e85e4ed1cfd92,352a5cd10fef495202812368c07d3cfbfe83cd860e9af126663b781977393c4d,d8b3c1a8da6cfb7295e794037389c6b30324f5439e1a3810128377195a1103e1,9149357f581dbabe473e67552cd74c7a992e9212c4302bc2feda1d9262f1e193,3b01d3858395db91e65281531764d75f7bd0c693f0c29b5412afe0c65c0c6ea5,f20d4cb0cfa68864a62d686b2c79ef75dfa8930771d44381772fc114faa31b3b,361154d8db49db0a1eeb9cfd8cfad7b3ca4ae4ff5293f158d205f7ef71292663,5f6451cad962c54e39cc37e80be5090c241d93c9d0ab437e66c42ff339707eca,dec6c2744b636458b6f671d435a50cf39a5c77f4fa95f887b8f71adf28c980a7,612493b4741dd2c31c6a891b96dca5182663d369ff08acd6ffc9dfb13e962e49,84ca1fefa2b4b083b26eb17ac03b0de92ae9bb06fd3cbb93fadb926970537bb1,433450a7719bf72f2aba1c2e26f45c0b81994839b87a33021be22fda8b37b324,9c7a6f281f5a0612ffd3afadef99680e4908451f1025af8aa48526c1de2206b2,134d09a133aa379fbe81b7a6088a60a426efba35eea5cf842e174f3baa7c3bb9,d693cdb9261dd0d65fa17591908fbc357606a38eed877e9e6be76d4e375b3b01,927d30e4b6da870a5d70e0b53fb9c6623e5cc836325c52aa9bf85b34563e6fe9
"23001","bgm_M06","0","瑪那冒險 Lv1","0","210010012","90","0","0","bgm_M06","2015/12/17 15:00:00","21001","bgm_M06","0","1","0","100051","201010105","bgm_M06","bgm_M06","100052","100052","21001001","201010104","0","0","2030/12/17 14:59:59","221001001","0","bgm_M06","80","201010103","0","210010011","100053","210010013","201010106","94002"
"23001","bgm_M06","0","瑪那冒險 Lv2","0","210010022","90","0","11004001","bgm_M06","2015/12/17 15:00:00","21001","bgm_M06","0","1","0","100051","201010204","bgm_M06","bgm_M06","100052","100052","21001002","201010207","0","0","2030/12/17 14:59:59","221001002","0","bgm_M06","100","201010204","21001001","210010021","100053","210010023","201010206","94002"
"23001","bgm_M06","0","瑪那冒險 Lv3","0","210010032","90","0","11006001","bgm_M06","2015/12/17 15:00:00","21001","bgm_M06","0","1","0","100051","201010306","bgm_M06","bgm_M06","100052","100052","21001003","201010305","0","0","2030/12/17 14:59:59","221001003","0","bgm_M06","140","201010307","21001002","210010031","100053","210010033","201010305","94002"
"23001","bgm_M06","0","瑪那冒險 Lv4","0","210010042","90","0","11007001","bgm_M06","2015/12/17 15:00:00","21001","bgm_M06","0","1","0","100051","201010409","bgm_M06","bgm_M06","100052","100052","21001004","201010406","0","201010408","2030/12/17 14:59:59","221001004","0","bgm_M06","180","201010401","21001003","210010041","100053","210010043","201010407","94002"
"23001","bgm_M06","0","瑪那冒險 Lv5","0","210010052","90","0","11008001","bgm_M06","2015/12/17 15:00:00","21001","bgm_M06","0","1","0","100051","201010507","bgm_M06","bgm_M06","100052","100052","21001005","201010502","0","201010508","2030/12/17 14:59:59","221001005","0","bgm_M06","200","201010501","21001004","210010051","100053","210010053","201010505","94002"
"23001","bgm_M06","0","瑪那冒險 Lv6","0","210010062","90","0","11010001","bgm_M06","2019/03/06 16:00:00","21001","bgm_M06","0","1","0","100051","201010609","bgm_M06","bgm_M06","100052","100052","21001006","201010602","0","201010603","2030/12/17 14:59:59","221001006","0","bgm_M06","250","201010607","21001005","210010061","100053","210010063","201010608","94002"
"23001","bgm_M06","0","瑪那冒險 Lv7","0","210010072","90","0","11011001","bgm_M06","2019/08/01 16:00:00","21001","bgm_M06","0","1","0","100051","201010701","bgm_M06","bgm_M06","100052","100052","21001007","201010703","0","201010708","2030/12/17 14:59:59","221001007","0","bgm_M06","300","201010702","21001006","210010071","100053","210010073","201010707","94002"
"23001","bgm_M06","0","瑪那冒險 Lv8","0","210010082","90","0","11013001","bgm_M06","2020/02/18 16:00:00","21001","bgm_M06","0","1","0","100051","201010807","bgm_M06","bgm_M06","100052","100052","21001008","201010806","0","201010808","2030/12/17 14:59:59","221001008","0","bgm_M06","350","201010803","21001007","210010081","100053","210010083","201010802","94002"
"23001","bgm_M06","0","瑪那冒險 Lv9","0","210010092","90","0","11015001","bgm_M06","2020/08/03 16:00:00","21001","bgm_M06","0","1","0","100051","201010908","bgm_M06","bgm_M06","100052","100052","21001009","201010909","0","201010907","2030/12/17 14:59:59","221001009","0","bgm_M06","400","201010901","21001008","210010091","100053","210010093","201010903","94002"
"23001","bgm_M06","0","瑪那冒險Lv10","0","210010102","90","0","11020001","bgm_M06","2021/02/09 05:00:00","21001","bgm_M06","0","1","0","100051","201011001","bgm_M06","bgm_M06","100052","100052","21001010","201011009","0","201011004","2030/12/17 14:59:59","221001010","0","bgm_M06","450","201011002","21001009","210010101","100053","210010103","201011007","94002"
