dda63c30a6d2c0059c6763a84e31136eac826600c91fac2e465f1450e6a6a57e,129a23b81cef88a954bac3a66c38dfcf4c5b26e88e2c78c79f997efe6e0a0fb4,ebb7f5097238b7c52d8ddf6743a37973ada14d218c4c1e24f0a9aa0ea822ba24,86deb9befbf306bc72563023517422edb411be13394978b7a8c83f10c14a7766,4599212ca5019c44a38a4c517111137861448f2efcb8b7d221955d03266fd1db,406e6ccdae680eb4c8e55bf2a1a4487d2d3c7eead8914466eb39ed235e0c5da6,693825f905f5d3e6e8f6c11491b0ba6bb2e610ccf17a566d13f9f406b8957e93,1b662998c2ed033379739e172afbe542152c4424dfda9a7ca3c9042a38eb1c42,fd7f96e7c20e531f043261af68d6b80ae9088bc9cadc0f1c514f46cb96a962f3,b32a096f5bea89193869be52d2ec1690e0f95dd0b5e82c58ee73757795ee49d3,d72ffcc1240400f64bce62c265b6864674b79ad0bc3c4a256338eaf1eec2eb62,2e7dd9c184e4e9d3bd46b241507dacec091c2abc9d11396547b6739b81474c92,a023d9b91bce7d326d666f544d451d20795223c4d887a98052767461af6bb92f,30116e32119be0d0509ea1d8039d4fbece071d1d98e11d44cc6018edfd6a11ef,f70796c8aaf8585b9cfd29222cea937b79fb0d1537314b24c849f962cd44beac
"0","11","111","0","0","540","0","2023/02/15 05:00:00","1","1","113","100","2816","0","112"
"0","21","211","0","0","493","0","2023/02/16 05:00:00","1","2","213","100","2816","0","212"
"0","31","311","0","0","458","0","2023/02/17 05:00:00","1","3","313","100","2816","0","312"
"0","41","411","0","0","420","0","2023/02/18 05:00:00","1","4","413","100","2816","0","412"
"0","51","511","0","0","380","0","2023/02/19 05:00:00","1","5","513","100","2816","0","512"
"0","61","611","0","0","340","0","2023/02/20 05:00:00","1","6","613","100","2816","0","612"
"1","71","711","0","0","430","0","2023/02/21 05:00:00","1","7","713","100","2816","0","712"
"1","81","811","0","0","402","0","2023/02/22 05:00:00","1","8","813","100","2816","0","812"
"1","91","911","0","0","302","0","2023/02/23 05:00:00","1","9","913","100","2816","0","912"
"1","101","1011","0","0","264","0","2023/02/24 05:00:00","1","10","1013","100","2816","0","1012"
"1","111","1111","0","0","225","0","2023/02/25 05:00:00","1","11","1113","100","2816","0","1112"
"1","121","1211","0","0","328","0","2023/02/26 05:00:00","1","12","1213","100","2816","0","1212"
"1","131","1311","0","0","280","0","2023/02/27 05:00:00","1","13","1313","100","2816","0","1312"
"1","141","1411","0","0","269","0","2023/02/28 05:00:00","1","14","1413","100","2816","0","1412"
"1","151","1511","0","0","180","0","2023/03/01 05:00:00","1","15","1513","100","2816","0","1512"
"1","161","1611","0","0","138","0","2023/03/02 05:00:00","1","16","1613","100","2816","0","1612"
"1","171","1711","0","0","97","0","2023/03/03 05:00:00","1","17","1713","100","2816","0","1712"
"1","181","1811","0","0","56","0","2023/03/04 05:00:00","1","18","1813","100","2816","0","1812"
"1","191","1911","0","0","150","0","2023/03/05 05:00:00","1","19","1913","100","2816","0","1912"
"1","201","2011","0","0","100","0","2023/03/06 05:00:00","1","20","2013","100","2816","0","2012"
"1","211","2111","0","0","15","0","2023/03/07 05:00:00","1","21","2113","100","2816","0","2112"
"1","221","2211","0","0","-25","0","2023/03/08 05:00:00","1","22","2213","100","2816","0","2212"
"1","231","2311","0","0","-66","0","2023/03/09 05:00:00","1","23","2313","100","2816","0","2312"
"1","241","2411","0","0","-107","0","2023/03/10 05:00:00","1","24","2413","100","2816","0","2412"
"1","251","2511","0","0","-149","0","2023/03/11 05:00:00","1","25","2513","100","2816","0","2512"
"1","261","2611","0","0","-188","0","2023/03/12 05:00:00","1","26","2613","100","2816","0","2612"
"1","271","2711","0","0","-96","0","2023/03/13 05:00:00","1","27","2713","100","2816","0","2712"
"1","281","2811","0","0","-133","0","2023/03/14 05:00:00","1","28","2813","100","2816","0","2812"
"1","291","2911","0","0","-174","0","2023/03/15 05:00:00","1","29","2913","100","2816","0","2912"
"1","301","3011","0","0","-230","0","2023/03/16 05:00:00","1","30","3013","100","2816","0","3012"
"1","311","3111","0","0","-272","0","2023/03/17 05:00:00","1","31","3113","100","2816","0","3112"
"1","321","3211","0","0","-313","0","2023/03/18 05:00:00","1","32","3213","100","2816","0","3212"
"1","331","3311","0","0","-240","0","2023/03/19 05:00:00","1","33","3313","100","2816","0","3312"
"1","341","3411","0","0","-260","0","2023/03/20 05:00:00","1","34","3413","100","2816","0","3412"
"1","351","3511","0","0","-280","0","2023/03/21 05:00:00","1","35","3513","100","2816","0","3512"
"1","361","3611","0","0","-354","0","2023/03/22 05:00:00","1","36","3613","100","2816","0","3612"
"1","371","3711","0","0","-395","0","2023/03/23 05:00:00","1","37","3713","100","2816","0","3712"
"1","381","3811","0","0","-436","0","2023/03/24 05:00:00","1","38","3813","100","2816","0","3812"
"1","391","3911","0","0","-477","0","2023/03/25 05:00:00","1","39","3913","100","2816","0","3912"
"1","401","4011","0","0","-400","0","2023/03/26 05:00:00","1","40","4013","100","2816","0","4012"
"1","411","4111","0","0","-438","0","2023/03/27 05:00:00","1","41","4113","100","2816","0","4112"
"1","421","4211","0","0","0","0","2023/03/28 05:00:00","1","42","4213","100","2816","0","4212"
"2","431","4311","0","0","371","0","2023/03/29 05:00:00","2","43","4313","200","2816","0","4312"
"2","441","4411","0","0","343","0","2023/03/30 05:00:00","2","44","4413","200","2816","0","4412"
"2","451","4511","9105803","0","260","0","2023/03/31 05:00:00","2","45","4513","200","2816","105801","4512"
"2","461","4611","0","0","313","0","2023/04/01 05:00:00","2","46","4613","200","2816","0","4612"
"2","471","4711","0","0","285","0","2023/04/02 05:00:00","2","47","4713","200","2816","0","4712"
"2","481","4811","9102003","0","260","0","2023/04/03 05:00:00","2","48","4813","200","2816","102001","4812"
"2","491","4911","0","0","257","0","2023/04/04 05:00:00","2","49","4913","200","2816","0","4912"
"2","501","5011","9100203","0","173","0","2023/04/05 05:00:00","2","50","5013","200","2816","100201","5012"
"2","511","5111","0","0","227","0","2023/04/06 05:00:00","2","51","5113","200","2816","0","5112"
"2","521","5211","9105503","0","57","0","2023/04/07 05:00:00","2","52","5213","200","2816","105501","5212"
"2","531","5311","0","0","197","0","2023/04/08 05:00:00","2","53","5313","200","2816","0","5312"
"2","541","5411","0","0","169","0","2023/04/09 05:00:00","2","54","5413","200","2816","0","5412"
"2","551","5511","9101603","0","-55","0","2023/04/10 05:00:00","2","55","5513","200","2816","101601","5512"
"2","561","5611","0","0","141","0","2023/04/11 05:00:00","2","56","5613","200","2816","0","5612"
"2","571","5711","0","0","111","0","2023/04/12 05:00:00","2","57","5713","200","2816","0","5712"
"2","581","5811","0","0","81","0","2023/04/13 05:00:00","2","58","5813","200","2816","0","5812"
"2","591","5911","0","0","53","0","2023/04/14 05:00:00","2","59","5913","200","2816","0","5912"
"2","601","6011","0","0","-180","0","2023/04/15 05:00:00","2","60","6013","200","2816","0","6012"
"2","611","6111","0","0","-210","0","2023/04/16 05:00:00","2","61","6113","200","2816","0","6112"
"2","621","6211","9106703","0","-221","0","2023/04/17 05:00:00","2","62","6213","200","2816","106701","6212"
