3c1b913cf644d0641a2bc72dcaaf70a0dc01540f67c8c5280f420b41aa9f4fac,40f27788f209deb024d25f30df9e93326a1c938b775cbf90c9a2d1502770da61,728f61bfc6ec140ab944348dbb6e1c174d47714471948b3968b2af9cd2928545,8049b95a4f98f59cc6fade07c32c3d28e609caadb1d25b3a420b447b539ff087,fb0ad9fda3654c05000492113fbbb494d8845732b1de1417f3b4c93956791ac7,e4f7544a634175dbcc7b1ee45613c60a690f5fde7a74d4a2ec99964ce8ef1779,694da00650c427e0642ad24664994c96674abbdcc7fa267c6a21631ed9b77b1a,b77660875a75bdd53ea86678bd5ba70e719567693ab9f53957efe25af2aefa67,1d8043a114710c7472cb4775a6ccdd3c888a70eadcf754d8cdb0921b8315579d,ea7e8cf127e2c5189fdcb5b5eaf87b5e19d35e2c8d771ed78782c275ccc80128,a1385ddcddc140545c186a69e284321febc1388b028c5093cc08270d0c34fd4a,c016c18aa605af6f6c484879631ce98441307e333af2a989abb0dc7a4739fc87,910b736fe0227c55198370ee343532519c6a9022004fa4e1aaecac968309f729,62b9e0e4aaf74a82e3673b2f319c0bb9a5b808f8c0319a4d6b41edd52cf42c39,59f7e6200848ff94351c9191ac0242e9e827c726c4ec0482b14db37368711c2f,19ba06b4e796a47cfd3ec0bccdaf79eff0d36f403706573ec1bdca7ff0f0d240,e489d49c5f119404799ae1fcea2de1020f691b9f9d29eb00a63807253a2da470,151c7d55808809f98500748db227f73d6f84d74828510276527690fd39edd1c9,f28858ce4598a5196b0a9ddd0509e3fc7bc2d17503476f3208a80d0bb9627874,fb04c0796631d88ed96adbdb32e104a2d304a48fb36f3142508b9bb89dcfc3bb,74520697de55e8feeeb7a5b00bbb77f1b6b7a5118e9e7790e8343bdcb9c995bc,ee01777d598bc0e1254884b58b03e34c3299efccb8100d053b0cf2350eda3f56,c3dc8d3774ace032e4312e7d726a22771d60618a249bdc6f8fb6be16c730a99a,376d4635fcdcfbe73698dbfd188d80a23df31fa80095e4d1c1fff03f9c9f5cc5,b9ef49799ff9f102ecf4560671be5396ad6f1a6952a60dcd891b7d9d39ac4f48,a33e0f4f63551ae296c7642d1b7fbe4c2ef6af9f8f31b86644c4b136f2f330c7,c8efe3223c103a37bf05aa49d9a9f55e8c46089108244845ef7ca4380e7ea57c,b7e39cc469161e43d4a08fd9cbf869ee1983136272be94dae98f8ab3afd77a16,550c190349ee3fe8408014818006b7c418ca654528d5680e1df5b9331641956a,9a89d9aacade890f8d8a66de81f364b254c4dd46645c0e7a2d5f129ae9269b62,e925c162dcaa00cd0e0fd71a78c5146b60235da89f3ee701060363685bca4c58,19f8a14255a5b623808001cafb4ddc6ac5d2c4dd4fd4ebba19e327ddb586e1d4,9e75e1cda319d57ae7b4452d05a982f59352e8434bb8144fbc137dc5f60b2771,4d76a60c3ad5e8d168ecdd8e67ac183fdfe80c5967cea4be6a8c0e8955a95b71
"0","-50","81000105","200010","0","-76","1","0","BOSS戰(NORMAL)","1","270","0","20001","bgm_M47","650001011","0","0","81000105","bgm_M47","-40","770","0","0.6","90","1","20001101","340","796","1","660001001","1","0","2000101","1.5"
"0","-50","81000106","200010","0","-180","1","0","BOSS戰(HARD)","1","270","0","20001","bgm_M47","650001021","0","0","81000106","bgm_M47","-210","60","0","0.6","90","1","20001201","341","70","2","660001002","1","0","2000102","1.5"
"0","-50","81000106","200010","0","10","1","0","Boss戰(VERYHARD)","1","270","0","20001","bgm_M47","650001031","0","0","81000106","bgm_M47","-40","470","0","0.6","90","1","20001201","344","520","3","660001003","1","0","2000103","1.5"
"0","0","81000205","510021","0","20","1","0","BOSS戰(NORMAL)","1","40","0","20002","bgm_M102","650002011","0","0","81000205","bgm_M102","-30","750","0","0.6","90","1","20002101","5002301","850","1","660002001","1","0","2000201","1.3"
"0","0","81000207","510022","0","125","1","0","BOSS戰(HARD)","1","40","0","20002","bgm_M102","650002021","0","0","81000207","bgm_M102","20","140","0","0.6","90","1","20002201","5002302","-250","2","660002002","1","0","2000202","1.3"
"0","0","81000207","510022","0","10","1","0","Boss戰(VERYHARD)","1","40","0","20002","bgm_M102","650002031","345","0","81000207","bgm_M102","-40","450","0","0.6","90","1","20002201","344","500","3","660002003","1","0","2000203","1.3"
"0","30","81000305","510031","0","10","1","0","BOSS戰(NORMAL)","1","20","0","20003","bgm_M109","650003011","0","0","81000305","bgm_M109","-40","730","0","0.6","90","1","20003101","5003302","830","1","660003001","1","0","2000301","1.1"
"0","30","81000306","510032","0","90","1","0","BOSS戰(HARD)","1","20","0","20003","bgm_M109","650003021","0","0","81000306","bgm_M109","20","180","0","0.6","90","1","20003201","5003301","210","2","660003002","1","0","2000302","1.1"
"0","30","81000306","510032","0","10","1","0","BOSS戰(VERY HARD)","1","20","0","20003","bgm_M109","650003031","345","0","81000306","bgm_M109","-40","450","0","0.6","90","1","20003201","344","500","3","660003003","1","0","2000303","1.1"
"0","30","81000405","510041","0","10","1","0","BOSS戰(NORMAL)","1","20","0","20004","bgm_M116","650004011","0","0","81000405","bgm_M116","-40","770","0","0.6","90","1","20004101","5004301","870","1","660004001","1","0","2000401","1.1"
"0","30","81000406","510042","0","10","1","0","BOSS戰(HARD)","1","20","0","20004","bgm_M116","650004021","0","0","81000406","bgm_M116","-40","450","0","0.6","90","1","20004201","5004302","-30","2","660004002","1","0","2000402","1.1"
"0","30","81000406","510042","0","-10","1","0","BOSS戰(VERY HARD)","1","20","0","20004","bgm_M116","650004031","0","0","81000406","bgm_M116","-40","450","0","0.6","90","1","20004201","5004308","500","3","660004003","1","0","2000403","1.1"
"0","90","81000505","510051","0","10","1","0","BOSS戰(NORMAL)","1","90","0","20005","bgm_M124","650005011","0","0","81000505","bgm_M124","-40","770","0","0.6","90","1","20005101","5005301","870","1","660005001","1","0","2000501","1.3"
"0","90","81000506","510052","0","-100","1","0","BOSS戰(HARD)","1","90","0","20005","bgm_M124","650005021","0","0","81000506","bgm_M124","-40","450","0","0.6","90","1","20005201","5005302","380","2","660005002","1","0","2000502","1.3"
"0","90","81000506","510052","0","58","1","0","Boss戰(VERYHARD)","1","90","0","20005","bgm_M124","650005031","0","0","81000506","bgm_M124","-40","450","0","0.6","90","1","20005201","5005308","520","3","660005003","1","0","2000503","1.3"
"0","0","81000605","510061","0","14","1","0","BOSS戰(NORMAL)","0.8","120","0","20006","bgm_M131","650006011","0","0","81000605","bgm_M131","-40","770","0","0.6","90","1","20006101","5006301","888","1","660006001","1","0","2000601","1.5"
"0","0","81000606","510062","0","14","1","0","BOSS戰(HARD)","0.8","120","0","20006","bgm_M131","650006021","0","0","81000606","bgm_M131","-40","450","0","0.6","90","1","20006201","5006302","42","2","660006002","1","0","2000602","1.5"
"0","0","81000606","510062","0","-60","1","0","BOSS戰(VERY HARD)","0.8","120","0","20006","bgm_M131","650006031","0","0","81000606","bgm_M131","-40","450","0","0.6","90","1","20006201","5006308","500","3","660006003","1","0","2000603","1.5"
"0","-50","81000705","510071","0","10","1","0","BOSS戰(NORMAL)","1","140","0","20007","bgm_M138","650007011","0","0","81000705","bgm_M138","-40","770","0","0.6","90","1","20007103","5007301","482","1","660007001","1","0","2000701","1.3"
"0","-50","81000706","510072","0","-186","1.3","0","BOSS戰(HARD)","1","140","0","20007","bgm_M138","650007021","0","0","81000706","bgm_M138","-40","450","0","0.6","90","1","20007201","5007302","-373","2","660007002","1","0","2000702","1.3"
"0","-50","81000706","510072","0","-63","1.3","0","Boss戰(VERYHARD)","1","140","0","20007","bgm_M138","650007031","0","0","81000706","bgm_M138","-40","450","0","0.6","90","1","20007201","5007308","455","3","660007003","1","0","2000703","1.3"
"0","-50","81000805","510081","0","-85","1","0","BOSS戰(NORMAL)","1","100","0","20008","bgm_M165","650008011","0","0","81000805","bgm_M165","-40","770","0","0.6","90","1","20008101","5008301","1400","1","660008001","1","0","2000801","1.5"
"0","-50","81000806","510082","0","-160","1","0","BOSS戰(HARD)","0.8","100","0","20008","bgm_M165","650008021","0","0","81000806","bgm_M165","-40","450","0","0.6","90","1","20008201","5008302","-175","2","660008002","1","0","2000802","1.5"
