action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
"100100101","1","1","1","0","0","30","30","2.4","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的物理傷害","單體物理傷害+{0}"
"100100102","1","3","3","0","0","50","0","500","0","0","0","0","1","1","-1","3","0","99","",""
"100100103","1","1","1","0","0","13.5","13.5","1.08","0","0","0","0","1","2","400","3","0","99","對範圍內的敵人造成{0}的物理傷害","範圍物理傷害+{0}"
"100100201","1","1","1","0","0","20","20","1.6","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的物理傷害","物理傷害+{0}"
"100100301","1","1","1","0","0","8","8","0.6","0","0","0","0","1","1","0","1","0","1","對敵方單體造成{0}的物理傷害","物理傷害+{0}"
"100100302","1","10","10","1","0","1","11","11","12","0","0","1","2","1","0","7","0","1","提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
"100101101","1","1","1","0","0","60","60","4.8","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的物理傷害","單體物理傷害+{0}"
"100101102","1","1","1","0","0","45","45","3.6","0","0","0","0","1","2","600","3","0","99","對範圍內的敵人造成{0}的物理傷害","範圍物理傷害+{0}"
"100101201","1","1","1","0","0","20","20","1.6","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的物理傷害","單體物理傷害+{0}"
"100101202","1","1","1","0","0","9","9","0.72","0","0","0","0","1","2","400","3","0","99","對範圍內的敵人造成{0}的物理傷害","範圍物理傷害+{0}"
"100150101","1","90","2","0","0","1","15","15","1","0","0","0","0","0","0","0","0","0","提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
"100151101","1","90","2","0","0","1","240","15","1","0","0","0","0","0","0","0","0","0","提升自身{0}的物理攻擊力","物理攻擊力提升+{0}"
"100200101","1","4","2","0","0","1","6","6","0.45","0","0","0","2","3","2160","3","0","99","回復我方全體{0}的HP","HP回復量+{0}"
"100200201","1","1","2","0","0","15","15","1.2","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
"100200301","1","10","20","1","0","1","0.23","0.23","12","0","0","1","2","3","2160","3","0","99","提升我方全體{0}的物理防禦力","物理防禦力提升+{0}"
"100201101","1","4","2","0","0","1","8","8","0.6","0","0","0","2","3","2160","3","0","99","回復我方全體{0}的HP","HP回復量+{0}"
"100201102","1","10","20","1","0","1","1.2","1.2","18","0","0","1","2","3","2160","3","0","99","提升我方全體{0}的物理防禦力","物理防禦力提升+{0}"
"100201103","1","6","1","0","0","45","45","18","0","0","0","0","2","3","2160","3","0","99","展開{0}傷害量的物理無效護盾","無效傷害量+{0}"
"100201104","1","8","2","0","0","2","0","18","0","0","0","1","2","3","2160","3","0","99","提升我方全體的行動速度",""
"100201201","1","1","2","0","0","20","20","1.6","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的魔法傷害","魔法傷害+{0}"
"100201202","1","10","11","1","0","1","7.5","7.5","12","0","0","1","1","1","-1","3","0","1","降低敵方單體{0}的物理攻擊力","物理攻擊力降低+{0}"
"100250101","1","90","4","0","0","1","15","15","1","0","0","0","0","0","0","0","0","0","提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
"100251101","1","90","4","0","0","1","15","15","1","0","0","0","0","0","0","0","0","0","提升自身{0}的魔法攻擊力","魔法攻擊力提升+{0}"
"100251102","1","90","5","0","0","1","30","0","1","0","0","0","0","0","0","0","0","0","提升自身{0}的魔法防禦力",""
"100300101","1","1","1","0","0","60","60","4.8","0","0","0","0","1","1","-1","3","0","1","對敵方單體造成{0}的物理傷害","物理傷害+{0}"
