18c6ca388ca07f9bc2f044407ebfc32241b71619ec02cf99b53271d2172a0a08,956411fb1a3a4ba9dc6d097ca61db86b0837e737872254b1ab3eeb66b32d6114,d8f8e3ebf9c1ad578ef04c84956c2729a6642a182efac618d242168dd8c22644,a283c3b93730c1236429006075afbaa5061c5dfe7139296e37d42d7641fca1d6,257b5fd5e8f8745f30d758cb34a3285fefc619650180491032bc6f1bbf8d3eec,ad481825cea71da9541588daed618fa322e2de59f70eaaa47d6aa449c7620380,2e17dc6fc7120c53ffb18965e0c45054b4678f3959f60a1478d2d1b787a36635,da44f289da7b78db409f1e13c2372bf59e57e8061ecdd14de5602602aae22cd0,7ad98be46acf9d7c987b8f6008a9f8f5baa77099ca91af9179ed6bac5bd49459,1b945563a45cdba67897d06b84b56304d44f0d3445efff780c5a654b2ea5a281,ccb3f020d108f7c854f3eda522f0616d3baece56c320984f7df550345e9bab1e,82699d4a2ab4e225755c6e89022c940ac668ffdd39a90c6929762a8e2af89ac8,c9308baef383815e713301fd0ee12a756f5a0b2667cd7603625c5f37da710883,330e706306ad80848eed55d75aac76c24652e5e05cc581ac41c4c6c594771a24,2f78a9ce5e11e5768fb32acd40c6f51ede27784f9be6174efdc29f2145f86ad2,8eb096f6c782f86d7d997a7a71fa133705f623d4d8f3c1734f5dc138ec8d55c2,190542520a602a264e83af77a442369b2e22313275338024f5a0536bf6087bbb,a1345680a51c3435248b459390addcdcdedc14a643874b5fd76b02a92463d2e8,a3eeca6df1490d4e2d5edac2d3532c26b991159aba8427b974f6961fb41fe708,bc8cfeca22ec58b35e102515bbdedeed5fc607d256b9ac14d726cbbeca3f22a1,872ca9e954bb0212d2c819c1b6eeb990eacfc89758db3069e909c87e314b12cc,86c6631da2729ccaa69973eaeb8d3756cc062145fc70cd79df1a9afde13f1147,e321a437c33868fc46ab26d1b6fe2fe15005eccce46ede64e8574981adbd6c1b,e58966614efb96647f46fd6cc97a03a8c17ae9c9b38a33b4de263b3258aee0bc,c99c5ea24b146c4cb36f79e99291556ae0f593ffe3ca7ee42c9d49ae2b6b0c38,b196e11ecdd2438117d63bf73609e1afb239c0c9294dc6a0c66faa6e28ec21a1,de058802b46da3b6b66bd830083d2646175cd50448ec987548f5846b7e14e8c6,413beb70aa9c0c7aaf4a6cb513654d068c9bbbe9b61e48d8fe05d6376a6744d2,46fd2b7176ec87453885f05b0e2d136eb16f75aa0f691cb4b545269d4c325609,6c1c2ade44af4c3488d1167612b95e2d10a88aa5e0d4dfb3b36b891c20ae49a6,6cab6f7c920020c4f79797cc8c66dc61be8e25d72398942e6135f9a9c9f3ae7b,db203c59f61b76d21e7febd816a78db5a03e096edaf89f124229808bc1e2e10e,108066698ef1ed9f50535595cb6dd1d5f8b6c313a2d70d1f22473a566a56e237,f26e2b56cfedeab1ecc3d943177e279df87f4d3ea0ba754ed4042f54a0e46377,be259208ffcbbb16be12c3bd6dba09d448d5341121aa95573779cf8b308a8f03,3dc988390026edba6e0f85847c188e8decb531a03d90439a1a515b84869b4030,c6df305dd9e17835670e20cb1e0dce75fcddd2ccdaf40e66e698bba86aa7f774,d12196364dd7aeea764ef3888ba4ac567da99e35ac0cab2897371eeb21daa8f6,dc9f0a8b7639f896ae1803326c34aea3218648056ea649a5552347437cf3e47f,c22e45b55fbaacef4a0def70078e21acf6ffc282d431a1d23df6b1b1a270c38a,f27367880b2f2332e8a65c8c1e2190b90556801bf733fe41682a789e65c4fb3f,3a2b0852b100e00f09e3de5d7cca976ec3c6a014b98d329824a3d6835dd4c1d8,163f638658207aeb46fd4df20993d5d5d21e780c911cdbff710f067e5d4cdf3f,17902d5b18b483cd715073dbaa0c4eab05cc76507dc089171c39b0f40cc0c856
"8","0","8","650130012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100015","650001101","650130013","0","-50","0","120","0","bgm_M41","100020","650001124","bgm_M41","bgm_M41","bgm_M41","1","0","100016","1","100014","0","-820","650130011","100014","bgm_M41","8","20001101","0","塔爾格姆地區 1-1","20001"
"8","0","8","650140012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100015","650001102","650140013","0","-140","0","120","0","bgm_M41","100020","650001125","bgm_M41","bgm_M41","bgm_M41","2","0","100016","1","100014","0","-710","650140011","100014","bgm_M41","8","20001102","0","塔爾格姆地區 1-2","20001"
"8","0","8","650150012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100092","650001103","650150013","0","0","0","120","0","bgm_M41","100030","650001126","bgm_M41","bgm_M41","bgm_M41","3","0","100093","1","100091","0","-620","650150011","100091","bgm_M41","8","20001103","0","塔爾格姆地區 1-3","20001"
"8","0","8","650160012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100042","650001104","650160013","0","-90","0","120","0","bgm_M41","100040","650001127","bgm_M41","bgm_M41","bgm_M41","4","0","100043","1","100041","0","-500","650160011","100041","bgm_M41","8","20001104","0","塔爾格姆地區 1-4","20001"
"8","0","8","650170012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100092","650001105","650170013","0","45","0","120","0","bgm_M41","100030","650001123","bgm_M41","bgm_M41","bgm_M41","5","0","100093","1","100091","0","-425","650170011","100091","bgm_M41","8","20001105","0","塔爾格姆地區 1-5","20001"
"9","0","9","650180012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100062","650001106","650180013","0","0","0","135","0","bgm_M41","100010","650001124","bgm_M41","bgm_M41","bgm_M41","6","0","100063","1","100061","0","-280","650180011","100061","bgm_M41","9","20001106","0","塔爾格姆地區 1-6","20001"
"9","0","9","650190012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100022","650001107","650190013","0","-160","0","135","0","bgm_M41","100050","650001125","bgm_M41","bgm_M41","bgm_M41","7","0","100023","1","100021","0","-220","650190011","100021","bgm_M41","9","20001107","0","塔爾格姆地區 1-7","20001"
"9","0","9","650200012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100042","650001108","650200013","0","-10","0","135","0","bgm_M41","100040","650001126","bgm_M41","bgm_M41","bgm_M41","8","0","100043","1","100041","0","-100","650200011","100041","bgm_M41","9","20001108","0","塔爾格姆地區 1-8","20001"
"9","0","9","650210012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100015","650001109","650210013","0","30","0","135","0","bgm_M41","100020","650001127","bgm_M41","bgm_M41","bgm_M41","9","0","100016","1","100014","0","30","650210011","100014","bgm_M41","9","20001109","0","塔爾格姆地區 1-9","20001"
"9","0","9","650220012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100092","650001110","650220013","0","-80","0","135","0","bgm_M41","100030","650001122","bgm_M41","bgm_M41","bgm_M41","10","0","100093","1","100091","0","140","650220011","100091","bgm_M41","9","20001110","0","塔爾格姆地區 1-10","20001"
"10","0","10","650230012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100102","650001111","650230013","0","61","0","150","0","bgm_M41","100070","650001124","bgm_M41","bgm_M41","bgm_M41","11","0","100103","1","100101","0","260","650230011","100101","bgm_M41","10","20001111","0","塔爾格姆地區 1-11","20001"
"10","0","10","650240012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100062","650001112","650240013","0","-96","0","150","0","bgm_M41","100010","650001125","bgm_M41","bgm_M41","bgm_M41","12","0","100063","1","100061","0","345","650240011","100061","bgm_M41","10","20001112","0","塔爾格姆地區 1-12","20001"
