e07488c3d82c3f5bcf0e6d9afea62ed96fc26a7e48fa17f77e7cbbd30c422bd3,cc67bba29af908e6bda488afa43b7db3add1a1277eda224f250b93726b1ce05f,bc3e5c80a546ff0c82f622d4f3c94164a442590d37ef6095b2ae2003291658e1,650651b8b58613f4cdaac2ab287d354f9ed37bbb1fc13aaf9ebc1c2f3cefb6b2,056b108681ba389da45fcb550bf5290466443668a8d738101ef04e5e3e2b41a3,392bb9e72059ef394d6177c1e8ed44074edc574abf65b4dfb2da84825454577d,f9aa2f250e5210d34c9392ed4f63390756a2385a1bd729f3308947777f70905a,3f18b41f163b4b624830e87be818f286451a9929eb56dfb4f63519c74c408bab,bbf0a19ffacb79e026a3a5fade5ffe78fee8fa63145a4f67cd1e168ad5bd1d85,66420af8daead462145d5f3bc16eeacddd76ca698cd1b7e5e4a2962da0b83ada,6ba447d63ff0b30e23cd28fa63ddc35af631c82f4c91b38fe10e2d6f4a299356,991d21fcf394e3ffed38f77b19e53bfb8a42b2c30108c9c0b7d1bfa22440c1f9,0f5e19c4197940dce7444c3f97195ed3d4945cba36f306615f1a2cd39becb328,dd38930d90cc50863c776a6272526f2c5613862b1c114911fc54cbbdbf3443a5,e6c1ffdba2912e2ad20c91c3e21fd3d7d9642856507aaadb847a8cc3ceafaff0
"11002012","雲霧繚繞的山脈","45","195","0","200010","4003001","10","400","雲海山脈","31001","4003002","1","400","501010001"
"11005013","立於森林深處的一棵大樹","30","-110","0","200020","4003003","10","300","密林大樹","31002","4003004","1","300","501010002"
"11007014","位於斷崖絕壁處的遺跡","-190","-570","0","200030","4003005","10","200","斷崖遺跡","31003","4003006","1","200","501010003"
"11011017","矗立於大海中謎樣的巨塔","-30","750","0","200040","4003007","10","100","蒼海孤塔","31004","4003008","1","100","501010004"
"11014014","受瘴氣籠罩的暗闇孤峰","20","465","0","200050","4003009","10","100","毒瘴闇稜","31005","4003010","1","100","501010005"
"11026014","佇立於山頂的龍之寢床","90","360","0","200060","4003011","10","100","綠龍骸嶺","31006","4003012","1","100","501010006"
"11035014","天空守衛靜靜沉眠的聖城","90","130","0","200070","4003013","10","100","天上浮游城","31007","4003014","1","100","501010007"
"11047014","沙之大瀑布墜落盡頭的都市","120","-50","0","200080","4003017","10","100","砂瀑底都","31008","4003018","1","100","501010008"
"11057014","聳立於蔚藍海底的海王城寨","70","-360","0","200090","4003019","10","100","蔚藍王寨","31009","4003020","1","100","501010009"
"11062014","四季繽紛的靈狐仙境","0","0","0","0","4003021","10","0","四彩的靈峰","31010","4003022","1","100","501010010"
"0","挑戰完成期間限定地下城","0","0","31006","0","4003015","10","100","特殊地下城","32001","4003016","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32002","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32003","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32004","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32005","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32006","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32007","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32008","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32009","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32010","0","1","100","0"
"0","挑戰完成期間限定地下城","0","0","31006","0","0","10","100","特殊地下城","32011","0","1","100","0"
