c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"0","1","20000","6","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","隨機 EXP 藥水BOX","2","可獲得隨機的 EXP 藥水。","0"
"0","999999","20001","1","0","2030/08/01 14:59:59","2015/12/17 15:00:00","80","小型 EXP 藥水","1","用來強化角色的 Lv，使用後增加 60 的 EXP。","60"
"0","999999","20002","1","0","2030/08/01 14:59:59","2015/12/17 15:00:00","400","普通 EXP 藥水","2","用來強化角色的 Lv，使用後增加 300 的 EXP。","300"
"0","999999","20003","1","0","2030/08/01 14:59:59","2015/12/17 15:00:00","2000","高劑量 EXP 藥水","3","用來強化角色的 Lv，使用後增加 1500 的 EXP。","1500"
"0","999999","20004","1","0","2030/08/01 14:59:59","2015/12/17 15:00:00","10000","特級 EXP 藥水","4","用來強化角色的 Lv，使用後增加 7500 的 EXP。","7500"
"0","999999","20005","1","0","2030/08/01 14:59:59","2015/12/17 15:00:00","50000","究極EXP藥水","5","用來強化角色的 Lv，使用後增加 37500 的 EXP。","37500"
"0","999","21001","21","0","2030/08/01 14:59:59","2021/04/01 16:00:00","0","優花梨（聖誕節）專用水晶球 / Lv180","1","優花梨（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","1"
"0","999","21002","21","0","2030/08/01 14:59:59","2021/05/04 16:00:00","0","矛依未（新年）專用水晶球 / Lv180","1","矛依未（新年）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","2"
"0","999","21003","21","0","2030/08/01 14:59:59","2021/06/02 16:00:00","0","優衣（祭服）專用水晶球 / Lv180","1","優衣（祭服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","3"
"0","999","21004","21","0","2030/08/01 14:59:59","2021/07/05 16:00:00","0","莉瑪（灰姑娘）專用水晶球 / Lv180","1","莉瑪（灰姑娘）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","5"
"0","999","21005","21","0","2030/08/01 14:59:59","2021/05/31 12:00:00","0","珠希（工作服）專用水晶球 / Lv180","1","珠希（工作服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","6"
"0","999","21006","21","0","2030/08/01 14:59:59","2021/07/31 12:00:00","0","紡希（夏日）專用水晶球 / Lv180","1","紡希（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","7"
"0","999","21007","21","0","2030/08/01 14:59:59","2021/09/30 12:00:00","0","妮諾（萬聖節）專用水晶球 / Lv180","1","妮諾（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","8"
"0","999","21008","21","0","2030/08/01 14:59:59","2022/04/01 16:00:00","0","真陽（聖誕節）專用水晶球 / Lv215","1","真陽（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","9"
"0","999","21009","21","0","2030/08/01 14:59:59","2022/05/02 16:00:00","0","流夏（新年）專用水晶球 / Lv215","1","流夏（新年）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","10"
"0","999","21010","21","0","2030/08/01 14:59:59","2022/06/08 16:00:00","0","拉比林斯達（超載）專用水晶球 / Lv215","1","拉比林斯達（超載）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","12"
"0","999","21011","21","0","2030/08/01 14:59:59","2022/10/02 16:00:00","0","碧（露營）專用水晶球 / Lv215","1","碧（露營）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","13"
"0","999","21012","21","0","2030/08/01 14:59:59","2022/11/01 16:00:00","0","日和（夏日）專用水晶球 / Lv215","1","日和（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","14"
"0","999","21013","21","0","2030/08/01 14:59:59","2022/12/01 16:00:00","0","禊（夏日）專用水晶球 / Lv215","1","禊（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","15"
"0","999","21014","21","0","2030/08/01 14:59:59","2023/02/01 16:00:00","0","鈴（萬聖節）專用水晶球 / Lv215","1","鈴（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","16"
"0","999","21015","21","0","2030/08/01 14:59:59","2023/04/01 16:00:00","0","依里（聖誕節）專用水晶球 / Lv250","1","依里（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","17"
"0","999","21016","21","0","2030/08/01 14:59:59","2023/05/01 16:00:00","0","深月（新年）專用水晶球 / Lv250","1","深月（新年）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","20"
"0","999","21017","21","0","2030/08/01 14:59:59","2023/01/31 12:00:00","0","嘉夜（解放者）專用水晶球 / Lv250","1","嘉夜（解放者）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","21"
"0","999","21018","21","0","2030/08/01 14:59:59","2023/09/01 16:00:00","0","花凜（煉金術士）專用水晶球 / Lv250","1","花凜（煉金術士）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","22"
"0","999","21019","21","0","2030/08/01 14:59:59","2023/11/01 16:00:00","0","秋乃（夏日）專用水晶球 / Lv250","1","秋乃（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","24"
"0","999","21020","21","0","2030/08/01 14:59:59","2023/12/01 16:00:00","0","空花（夏日）專用水晶球 / Lv250","1","空花（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","25"
"0","999","21021","21","0","2030/08/01 14:59:59","2024/05/01 16:00:00","0","祈梨（新年）專用水晶球 / Lv280","1","祈梨（新年）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","27"
"0","999","21022","21","0","2030/08/01 14:59:59","2024/06/01 16:00:00","0","怜（星素）專用水晶球 / Lv280","1","怜（星素）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","28"
"0","999","21023","21","0","2030/08/01 14:59:59","2025/12/15 16:00:00","0","貪吃佩可專用水晶球 / Lv280","1","貪吃佩可專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","29"
"0","999","21024","21","0","2030/08/01 14:59:59","2025/12/15 16:00:00","0","可可蘿專用水晶球 / Lv280","1","可可蘿專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","30"
"0","999","21025","21","0","2030/08/01 14:59:59","2025/12/15 16:00:00","0","凱留專用水晶球 / Lv280","1","凱留專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","31"
"0","999","21026","21","0","2030/08/01 14:59:59","2025/12/15 16:00:00","0","雪菲專用水晶球 / Lv280","1","雪菲專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","32"
"0","999","21900","21","0","2030/08/01 14:59:59","2021/08/02 16:00:00","0","輝光水晶球 / Lv180","1","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv180/RANK19。","4"
"0","999","21901","21","0","2030/08/01 14:59:59","2022/06/01 16:00:00","0","輝光水晶球 / Lv215","1","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv215/RANK23。","11"
"0","999","21902","21","0","2030/08/01 14:59:59","2023/04/01 16:00:00","0","輝光水晶球 / Lv250","1","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv250/RANK26。","18"
"0","999","21903","21","0","2030/08/01 14:59:59","2022/12/15 12:00:00","0","輝光水晶球 / Lv100","1","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv100/RANK12。","19"
"0","999","21904","21","0","2030/08/01 14:59:59","2023/09/01 16:00:00","0","輝光水晶球 / Lv260","1","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv260/RANK28。","23"
"0","999","21905","21","0","2030/08/01 14:59:59","2024/03/01 16:00:00","0","輝光水晶球 / Lv280","1","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv280/RANK29。","26"
"0","999","21951","23","0","2030/08/01 14:59:59","2022/10/14 16:00:00","0","專用裝備1輝光水晶球 / Lv240","1","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv240。","10001"
"0","999","21952","23","0","2030/08/01 14:59:59","2023/09/16 16:00:00","0","專用裝備1輝光水晶球 / Lv270","1","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv270。","10002"
"0","999","21953","23","0","2030/08/01 14:59:59","2024/07/15 16:00:00","0","專用裝備1輝光水晶球 / Lv290","1","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv290。","10003"
"0","999","21954","23","0","2030/08/01 14:59:59","2026/02/01 00:00:00","0","專用裝備１輝光水晶球 / Lv340","1","所有角色皆可使用的專用裝備１輝光水晶球。可製作專用裝備１並強化至Lv340。","10004"
"0","999999","22001","3","0","2030/08/01 14:59:59","2015/12/17 15:00:00","120","精煉石","1","用來強化角色裝備，使用後增加 10 點裝備強化值。","10"
"0","999999","22002","3","0","2030/08/01 14:59:59","2015/12/17 15:00:00","720","上級精煉石","2","用來強化角色裝備，使用後增加 60 點裝備強化值。","60"
"0","999999","22003","3","0","2030/08/01 14:59:59","2015/12/17 15:00:00","2400","精練結晶","3","用來強化角色裝備，使用後增加 200 點裝備強化值。","200"
"0","999999","23001","5","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","掃蕩券","1","使用於已獲得通關 Rank★3 的冒險時，能夠直接略過戰鬥時間的票券。","0"
"0","999999","23002","5","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","縮時券","1","可縮短探險的冒險之所需時間的票券。","0"
"0","999999","23003","5","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","專精券","1","可以玩 1 次專精轉蛋的票券。","0"
"0","999","24001","8","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","白金轉蛋券","1","可以玩 1 次白金轉蛋或精選轉蛋的轉蛋券。","0"
"0","999","24003","10","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","共鬥券","1","可使共鬥通關的獎勵變得豪華的票券。","0"
"0","999","24004","8","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","白金10連轉蛋券","1","可以玩 10 次白金轉蛋或精選轉蛋的轉蛋券。","0"
"0","999","24009","17","0","2030/08/01 14:59:59","2021/02/21 12:00:00","0","★3必中3周年轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24010","17","0","2030/08/01 14:59:59","2022/02/14 12:00:00","0","★3必中4周年轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24014","17","0","2030/08/01 14:59:59","2023/09/01 16:00:00","0","★3必中 公主連結慶典2023紀念轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24015","17","0","2030/08/01 14:59:59","2023/08/01 16:00:00","0","★3必中 5周年紀念轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24016","17","0","2030/08/01 14:59:59","2023/08/01 05:00:00","0","★3必中 新手衝刺轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24017","17","0","2030/08/01 14:59:59","2024/08/23 16:00:00","0","★3必中 公主連結慶典2024紀念轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24018","17","0","2030/08/01 14:59:59","2025/02/09 12:00:00","0","★3必中 公主連結慶典2025紀念轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24027","17","0","2030/08/01 14:59:59","2025/08/15 15:00:00","0","★3必中 新手衝刺任務轉蛋券","1","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0"
"0","999","24028","17","0","2030/08/01 14:59:59","2026/02/01 05:00:00","0","回歸10連轉蛋券","1","可以10連抽專用轉蛋的轉蛋券。第10名角色必中★3角色。","0"
"0","999","24029","17","0","2030/08/01 14:59:59","2026/02/01 05:00:00","0","回歸SP10連轉蛋券","1","可以10連抽專用轉蛋的轉蛋券。第10名角色必中★3角色。","0"
"0","999","24030","17","0","2026/03/04 15:59:59","2026/02/22 16:00:00","0","佐賀偶像是傳奇合作紀念 10連轉蛋券","1","可以10連抽專用轉蛋的轉蛋券。","0"
"0","99999","25001","20","0","2030/08/01 14:59:59","2020/01/02 16:00:00","0","公主寶珠","1","喚醒角色所潛藏極大力量的道具。","0"
"0","999999999","25011","29","30","2030/08/01 14:59:59","2015/12/17 15:00:00","0","星素水晶球（火）","1","由構成世界的屬性之力，星素中的火屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0"
"0","999999999","25012","29","50","2030/08/01 14:59:59","2015/12/17 15:00:00","0","星素水晶球（水）","1","由構成世界的屬性之力，星素中的水屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0"
"0","999999999","25013","29","20","2030/08/01 14:59:59","2015/12/17 15:00:00","0","星素水晶球（風）","1","由構成世界的屬性之力，星素中的風屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0"
"0","999999999","25014","29","40","2030/08/01 14:59:59","2015/12/17 15:00:00","0","星素水晶球（光）","1","由構成世界的屬性之力，星素中的光屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0"
"0","999999999","25015","29","60","2030/08/01 14:59:59","2015/12/17 15:00:00","0","星素水晶球（闇）","1","由構成世界的屬性之力，星素中的闇屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","0"
"0","999999999","25021","29","10","2030/08/01 14:59:59","2015/12/17 15:00:00","0","星素碎片","1","由構成世界的屬性之力，星素形成的結晶。因其內蘊含的屬性還尚未被分化，因此相當不穩定，可透過激發的方式使其釋出龐大的屬性之力。","0"
"0","9999","25101","29","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","大師碎片","1","伴隨著星素顯現而出現的寶珠。以不明物質所組成，不知道為何使用後能夠提升公主騎士的權能。","0"
"0","99999","25102","29","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","大師碎片（碎片）","1","大師碎片的碎片。","0"
"0","999","26101","9","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","露娜幣","1","只有挑戰過露娜之塔的人可以獲得，阿斯特朗的商店內並不流通的珍稀錢幣。","0"
"0","999999999","26201","25","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","EX裝備強化Pt","1","用來強化EX裝備，使用後增加 1 點強化值。","0"
"0","999999999","26202","25","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","EX裝備鍊成Pt","1","能用來鍊成EX裝備。","0"
"0","999999999","26203","33","0","2030/08/01 14:59:59","2015/12/17 15:00:00","0","鍊成水晶球","1","阿爾克絲鍊金堂最厲害的秘術，究極鍊成所使用的寶玉。將裝備效果實體化，並可施加在特殊的武具上。","0"
"0","999","27001","17","0","2030/08/01 14:59:59","2020/06/22 16:00:00","0","特別交換券","1","可以交換特定角色的券。","0"
"0","999","27002","17","0","2030/08/01 14:59:59","2020/08/03 16:00:00","0","特別交換券","1","可以交換特定角色的券。","0"
"0","999","27003","17","0","2030/08/01 14:59:59","2021/08/02 16:00:00","0","特別交換券","1","可以交換特定角色的券。","0"
"0","999","27004","17","0","2030/08/01 14:59:59","2022/02/01 16:00:00","0","特別交換券","1","可以交換特定角色的券。","0"
"0","999","27005","17","0","2030/08/01 14:59:59","2022/05/02 16:00:00","0","特別交換券","1","可以交換特定角色的券。","0"
"0","999","27006","17","0","2030/08/01 14:59:59","2022/08/01 16:00:00","0","4th Anniv. 特別交換券","1","可以交換特定角色的券。","0"
