d644e9344c7bd7b6224e39f3df985ecfa3ff3ded92905d60b22fb3ea8897d1c1,539b860529f95c743d1b1fbd33f66f349b7f9fe7fb85876db88bc535838807cf,034a105bdb820007ea2cf95b26f8c241906ea5b9a72d88e8265a1e4cf581961d,e2c0302f54c988697609e6db78a9efcaa9bce2383e7995565fc91e93286c913e,9fe318296c17cf02620a7d4f50cb2416bd4e7307d43541d3896b3c5e59291f45,045eb6a7d380265c9305af4d043ee8187edefb6768ecc3db352937bd6b6a4327,7dc71bd57d261f9e43cbebb883e92021cab75ca402d649619b55f6d1e70cd431,791386b49b5a713bebcd93a8b3661f7143e12d0d15e519cef9c8145efae7800b,a085ba68e447de00196793ca47adfa739bcd82a38d29eed6dd10f6d22c010470,79bf8c7c4625886c57d929b83826504f976e9226771f6aefa317c57ec07ab915,88487273f6049c37c893ac5561bbcbe57106a971ea3f9aee0ea4a70646d245e7,29f9c1566d1219e08ed6af29f96072f53f156909584c768915f78b1d7dad168c,5c34f411fabf2746619bf57e6f7f8214baa39140a60ee81d4e0363d06bfb515f
"","","2018-10-18 15:00:00","Lost Princess","1","-1","1","","","Lost Princess","","20","-1"
"","","2018-10-18 15:00:00","Connecting Happy!!","2","-1","2","","","Connecting Happy!!","","17","-1"
"","","2018-10-18 15:00:00","踏上旅程","3","-1","3","","","踏上旅程","","20","1000"
"","","2018-10-18 15:00:00","穿過森林的風","4","-1","4","","","穿過森林的風","","20","1000"
"","","2018-10-18 15:00:00","梅莎路提姆","5","-1","5","","","梅莎路提姆","","20","1000"
"","","2018-10-18 15:00:00","初音的禮物大作戰","6","-1","6","","","初音的禮物大作戰","","20","1000"
"","","2018-10-18 15:00:00","席茲","7","-1","7","","","席茲","","20","1000"
"","","2018-10-18 15:00:00","Smiley Contrast","8","-1","8","","","Smiley Contrast","","20","1500"
"","","2018-10-18 15:00:00","牛頭怪","9","-1","9","","","牛頭怪","","20","1000"
"","","2018-10-18 15:00:00","小小甜心大冒險","10","-1","10","","","小小甜心大冒險","","20","1000"
"","","2018-10-18 15:00:00","阿爾瑪","11","-1","11","","","阿爾瑪","","20","1000"
"","","2018-10-18 15:00:00","小小冒險","12","-1","12","","","小小冒險","","18","1500"
"","","2018-10-18 15:00:00","大胃王","13","-1","13","","","大胃王","","20","1000"
"","","2018-10-18 15:00:00","不給布丁就搗蛋！約定的萬聖節派對","14","-1","14","","","不給布丁就搗蛋！約定的萬聖節派對","","20","1000"
"","","2018-10-18 15:00:00","傑克南瓜布丁","15","-1","15","","","傑克南瓜布丁","","17","1000"
"","","2018-10-18 15:00:00","還要！兩人的派～對～夜～","16","-1","16","","","還要！兩人的派～對～夜～","","20","1500"
"","","2018-10-18 15:00:00","閃耀的冰晶","17","-1","17","","","閃耀的冰晶","","20","1000"
"","","2018-11-19 15:00:00","Shining Future","18","3010003","18","","","Shining Future","","20","1500"
"","","2018-11-19 15:00:00","向風起誓","19","3010003","19","","","向風起誓","","20","1500"
"","","2018-11-19 15:00:00","因為想看到你的笑容","20","3010003","20","","","因為想看到你的笑容","","18","1500"
"","","2018-11-19 15:00:00","無法坦率的心！","21","1054007","21","","","無法坦率的心！","","18","1500"
"","","2018-11-19 15:00:00","向詭譎氣氛挺身而出的鬥志","22","-1","22","","","向詭譎氣氛挺身而出的鬥志","","20","1000"
"","","2018-11-19 15:00:00","野豬雙胞胎","23","-1","23","","","野豬雙胞胎","","20","1000"
"","","2018-11-19 15:00:00","吸血鬼獵人with伊莉亞","24","-1","24","","","吸血鬼獵人with伊莉亞","","20","1000"
"","","2018-11-19 15:00:00","加爾格","25","-1","25","","","加爾格","","20","1000"
"","","2018-11-19 15:00:00","Peaceful*沖繩雜炒","26","-1","26","","","Peaceful*沖繩雜炒","","20","1500"
"","","2018-11-19 15:00:00","天蠍毒者","27","-1","27","","","天蠍毒者","","20","1000"
"","","2018-11-19 15:00:00","暮光破壞者","28","-1","28","","","暮光破壞者","","20","1000"
"","","2018-11-19 15:00:00","奧拉姆","29","-1","29","","","奧拉姆","","20","1000"
"","","2018-11-19 15:00:00","最強對吧，對吧？","30","-1","30","","","最強對吧，對吧？","","20","1500"
"","","2018-11-19 15:00:00","冰海之地","31","-1","31","","","冰海之地","","20","1000"
"","","2018-12-19 15:00:00","冰天雪地","32","-1","32","","","冰天雪地","","20","1000"
"","","2018-12-19 15:00:00","涼爽的風","33","-1","33","","","涼爽的風","","20","1000"
"","","2018-12-19 15:00:00","加爾基諾司","34","-1","34","","","加爾基諾司","","20","1000"
"","","2018-12-19 15:00:00","危險的假期！海岸邊的美食家公主","35","-1","35","","","危險的假期！海岸邊的美食家公主","","20","1000"
"","","2018-12-19 15:00:00","天塔帕斯","36","-1","36","","","天塔帕斯","","20","1000"
"","","2018-12-19 15:00:00","充滿笑容的家","37","-1","37","","","充滿笑容的家","","20","1500"
"","","2018-12-19 15:00:00","人馬座","38","-1","38","","","人馬座","","20","1000"
"","","2018-12-19 15:00:00","忘却的頌歌","39","-1","39","","","忘却的頌歌","","20","1000"
"","","2018-12-19 15:00:00","霧奇","40","-1","40","","","霧奇","","20","1000"
"","","2018-12-19 15:00:00","Ding Dong Holy Night♪","41","-1","41","","","Ding Dong Holy Night♪","","20","1500"
"","","2019-01-18 15:00:00","險峻枯原","42","-1","42","","","險峻枯原","","20","1000"
"","","2019-01-18 15:00:00","奧爾獅","43","-1","43","","","奧爾獅","","20","1000"
"","","2019-01-18 15:00:00","珠希和美冬的無人島0盧幣生活","44","-1","44","","","珠希和美冬的無人島0盧幣生活","","20","1000"
"","","2019-01-18 15:00:00","島鯨","45","-1","45","","","島鯨","","20","1000"
"","","2019-01-18 15:00:00","閃亮亮☆Happiness！","46","-1","46","","","閃亮亮☆Happiness！","","18","1500"
"","","2019-01-18 15:00:00","新的出航","47","-1","47","","","新的出航","","20","1000"
"","","2019-01-18 15:00:00","阿爾珈提","48","-1","48","","","阿爾珈提","","20","1000"
"","","2019-01-18 15:00:00","新春破曉之星大危機！","49","-1","49","","","新春破曉之星大危機！","","20","1000"
"","","2019-01-18 15:00:00","邪餅神鏡餅","50","-1","50","","","邪餅神鏡餅","","20","1000"
"","","2019-01-18 15:00:00","TwinkleStars","51","-1","51","","","TwinkleStars","","20","1500"
"","","2019-02-15 15:00:00","酷熱沙漠","52","-1","52","","","酷熱沙漠","","20","1000"
"","","2019-02-15 15:00:00","美杜莎","53","-1","53","","","美杜莎","","20","1000"
"","","2019-02-15 15:00:00","黑鐵的亡靈（Nightmare）","54","-1","54","","","黑鐵的亡靈（Nightmare）","","20","1000"
"","","2019-02-15 15:00:00","亡靈鎧甲","55","-1","55","","","亡靈鎧甲","","20","1000"
"","","2019-02-15 15:00:00","Aloofness Code","56","-1","56","","","Aloofness Code","","20","1500"
"","","2019-02-15 15:00:00","Absolute Secret","57","2008015","57","","","Absolute Secret","","20","1500"
"","","2019-02-15 15:00:00","水之里歐斯","58","-1","58","","","水之里歐斯","","20","1000"
"","","2019-02-15 15:00:00","情人節之戰！正中紅心的甜蜜戰鬥","59","-1","59","","","情人節之戰！正中紅心的甜蜜戰鬥","","20","1000"
"","","2019-02-15 15:00:00","醜陋可愛","60","-1","60","","","醜陋可愛","","20","1000"
"","","2019-02-15 15:00:00","SUPER CHOCOLATE","61","-1","61","","","SUPER CHOCOLATE","","20","1500"
"","","2019-03-19 15:00:00","砂海綠洲","62","-1","62","","","砂海綠洲","","20","1000"
"","","2019-03-19 15:00:00","不可思議的森林","63","-1","63","","","不可思議的森林","","20","1000"
"","","2019-03-19 15:00:00","托爾披頓","64","-1","64","","","托爾披頓","","20","1000"
"","","2019-03-19 15:00:00","王都的名偵探　嘆息的追緝者","65","-1","65","","","王都的名偵探　嘆息的追緝者","","20","1000"
"","","2019-03-19 15:00:00","哀嘆之女神","66","-1","66","","","哀嘆之女神","","20","1000"
"","","2019-03-19 15:00:00","未解明的心意","67","-1","67","","","未解明的心意","","20","1500"
"","","2019-04-19 15:00:00","機械莉瑪來襲！王都毀滅前的倒數","68","-1","68","","","機械莉瑪來襲！王都毀滅前的倒數","","20","1000"
"","","2019-04-19 15:00:00","機械莉瑪","69","-1","69","","","機械莉瑪","","20","1000"
"","","2019-04-19 15:00:00","機械莉瑪~終焉~","70","-1","70","","","機械莉瑪~終焉~","","20","1000"
"","","2019-04-19 15:00:00","在阿斯特朗盛開的雙輪之花","71","-1","71","","","在阿斯特朗盛開的雙輪之花","","20","1000"
"","","2019-04-19 15:00:00","元核‧巨靈","72","-1","72","","","元核‧巨靈","","20","1000"
"","","2019-04-19 15:00:00","Crossing Destiny","73","-1","73","","","Crossing Destiny","","20","1500"
"","","2019-05-17 15:00:00","潛入岩峰","74","-1","74","","","潛入岩峰","","20","1000"
"","","2019-05-17 15:00:00","將軍道中記　白翼的武士","75","-1","75","","","將軍道中記　白翼的武士","","20","1000"
"","","2019-05-17 15:00:00","惡代官","76","-1","76","","","惡代官","","20","1000"
"","","2019-05-17 15:00:00","白翼的榮耀","77","-1","77","","","白翼的榮耀","","20","1500"
"","","2019-10-01 16:00:00","火山山麓","78","-1","78","","","火山山麓","","20","1000"
"","","2019-10-01 16:00:00","險惡荒地","79","-1","79","","","險惡荒地","","20","1000"
"","","2019-10-01 16:00:00","怠惰的狂人","80","-1","80","","","怠惰的狂人","","20","1000"
"","","2019-10-15 16:00:00","鼓聲響動的森林","81","-1","81","","","鼓聲響動的森林","","20","1000"
"","","2019-10-15 16:00:00","鈴奈的彩虹舞臺！","82","-1","82","","","鈴奈的彩虹舞臺！","","20","1000"
"","","2019-10-15 16:00:00","雨神大人","83","-1","83","","","雨神大人","","20","1000"
"","","2019-10-15 16:00:00","踮腳尖的First Kiss","84","-1","84","","","踮腳尖的First Kiss","","20","1500"
"","","2019-10-15 16:00:00","哥哥爭奪戰！　幫忙靜流","85","-1","85","","","哥哥爭奪戰！　幫忙靜流","","20","1000"
"","","2019-10-15 16:00:00","哥哥爭奪戰！　幫忙惠理子","86","-1","86","","","哥哥爭奪戰！　幫忙惠理子","","20","1000"
"","","2019-10-15 16:00:00","盛夏的真步真步王國　浪花拍岸的靈魂之夏！","87","-1","87","","","盛夏的真步真步王國　浪花拍岸的靈魂之夏！","","20","1000"
"","","2019-10-15 16:00:00","奄美魔物","88","-1","88","","","奄美魔物","","20","1000"
"","","2019-10-15 16:00:00","We Are Golden","89","-1","89","","","We Are Golden","","20","1500"
"","","2019-12-12 16:00:00","空花大迴轉","90","-1","90","","","空花大旋轉","","20","1000"
"","","2019-12-12 16:00:00","森林的膽小鬼與神聖學院的問題兒童","91","-1","91","","","森林的膽小鬼與神聖學院的問題兒童","","20","1000"
"","","2019-12-12 16:00:00","劇毒曼德拉草","92","-1","92","","","劇毒曼德拉草","","20","1000"
"","","2019-12-12 16:00:00","好朋友新感覺","93","-1","93","","","好朋友新感覺","","20","1500"
