2177c68b6f184ab9d8b56d165d5f84ad9c8779bcea9409f18fb3cc12e559e0eb,5c8a705b35057632f4ae1e99b3c696e2979a890692d35a5d9611de47036a850e,730ca0fdc74f2f5f4b71ba0a484fdace31ebaf08fd6b09fa6a2f46881fbc36af,a923a3dbdd706448e6c1675a9781c0d72929590e4d06ac8e74093ebcfc823757,f376eea6806be085c3f1bc7dbe8447994e7bc722f4b6c36f0efcfa3260aab7ec,24b7bbe8cb26a3a5450cfde283cfd4ef02c31ef5015a24aec8748457c962cef1,5553c22978aa8ebb5174c8e746addcdf008b93b6cdab9f607ccbf7063bfef7ea,b4b72341a3ad067debacd97075884361b63e5f91ccfb3f01c2539bc8d0e8612f,04496bf3157917766f5ff6d9562b7ff5fe89a9c3a0b5fb58eb7554242b4e47b4,b5ae574548ddd740f6d3bee1bf0c55c4f5f90f8ad2bc8c1219241a31638164d9,aecf3eb6151aab2820097bf475708fad486bb8413743921a90edd9ac5c91d8ca,089a5290879a57d167a218979f35b9e0c181baf4d447c4d9d313c02ab2de0d0b
"3","31000101","0","2023/04/17 16:00:00","7003","0","1000","31000101","2023/04/24 15:59:59","10","進行1場戰鬥","1"
"3","31000102","0","2023/04/17 16:00:00","7003","0","1000","31000102","2023/04/24 15:59:59","10","進行5場戰鬥","5"
"3","31000103","0","2023/04/17 16:00:00","7003","0","1000","31000103","2023/04/24 15:59:59","10","進行10場戰鬥","10"
"3","31000104","0","2023/04/17 16:00:00","7003","0","1000","31000104","2023/04/24 15:59:59","10","進行15場戰鬥","15"
"3","31000105","0","2023/04/17 16:00:00","7003","0","1000","31000105","2023/04/24 15:59:59","10","進行20場戰鬥","20"
"3","31000106","0","2023/04/17 16:00:00","7003","0","1000","31000106","2023/04/24 15:59:59","10","進行25場戰鬥","25"
"3","31000107","0","2023/04/17 16:00:00","7003","0","1000","31000107","2023/04/24 15:59:59","10","進行30場戰鬥","30"
"3","31000108","0","2023/04/17 16:00:00","7003","0","1000","31000108","2023/04/24 15:59:59","10","進行35場戰鬥","35"
"3","31000109","0","2023/04/17 16:00:00","7003","0","1000","31000109","2023/04/24 15:59:59","10","進行40場戰鬥","40"
"3","31001101","0","2023/04/17 16:00:00","7004","3001","1001","31001101","2023/04/24 15:59:59","10","對黑之王賈巴沃克造成500萬累積傷害","5000000"
"3","31001102","0","2023/04/17 16:00:00","7004","3001","1001","31001102","2023/04/24 15:59:59","10","對黑之王賈巴沃克造成750萬累積傷害","7500000"
"3","31001103","0","2023/04/17 16:00:00","7004","3001","1001","31001103","2023/04/24 15:59:59","10","對黑之王賈巴沃克造成1000萬累積傷害","10000000"
"3","31001111","2500000","2023/04/17 16:00:00","7005","3001","1001","31001111","2023/04/24 15:59:59","11","在1場戰鬥中對黑之王賈巴沃克造成250萬傷害","1"
"3","31001112","5000000","2023/04/17 16:00:00","7005","3001","1001","31001112","2023/04/24 15:59:59","11","在1場戰鬥中對黑之王賈巴沃克造成500萬傷害","1"
"3","31001201","0","2023/04/17 16:00:00","7004","3002","1001","31001201","2023/04/24 15:59:59","20","對失控的純潔之弓造成500萬累積傷害","5000000"
"3","31001202","0","2023/04/17 16:00:00","7004","3002","1001","31001202","2023/04/24 15:59:59","20","對失控的純潔之弓造成750萬累積傷害","7500000"
"3","31001203","0","2023/04/17 16:00:00","7004","3002","1001","31001203","2023/04/24 15:59:59","20","對失控的純潔之弓造成1000萬累積傷害","10000000"
"3","31001211","2500000","2023/04/17 16:00:00","7005","3002","1001","31001211","2023/04/24 15:59:59","21","在1場戰鬥中對失控的純潔之弓造成250萬傷害","1"
"3","31001212","5000000","2023/04/17 16:00:00","7005","3002","1001","31001212","2023/04/24 15:59:59","21","在1場戰鬥中對失控的純潔之弓造成500萬傷害","1"
"3","31001301","0","2023/04/17 16:00:00","7004","3003","1001","31001301","2023/04/24 15:59:59","30","對幻影男爵造成500萬累積傷害","5000000"
"3","31001302","0","2023/04/17 16:00:00","7004","3003","1001","31001302","2023/04/24 15:59:59","30","對幻影男爵造成750萬累積傷害","7500000"
"3","31001303","0","2023/04/17 16:00:00","7004","3003","1001","31001303","2023/04/24 15:59:59","30","對幻影男爵造成1000萬累積傷害","10000000"
"3","31001311","2500000","2023/04/17 16:00:00","7005","3003","1001","31001311","2023/04/24 15:59:59","31","在1場戰鬥中對幻影男爵造成250萬傷害","1"
"3","31001312","5000000","2023/04/17 16:00:00","7005","3003","1001","31001312","2023/04/24 15:59:59","31","在1場戰鬥中對幻影男爵造成500萬傷害","1"
"3","31001401","0","2023/04/17 16:00:00","7004","3004","1001","31001401","2023/04/24 15:59:59","40","對天塔帕斯造成500萬累積傷害","5000000"
"3","31001402","0","2023/04/17 16:00:00","7004","3004","1001","31001402","2023/04/24 15:59:59","40","對天塔帕斯造成750萬累積傷害","7500000"
"3","31001403","0","2023/04/17 16:00:00","7004","3004","1001","31001403","2023/04/24 15:59:59","40","對天塔帕斯造成1000萬累積傷害","10000000"
"3","31001411","2500000","2023/04/17 16:00:00","7005","3004","1001","31001411","2023/04/24 15:59:59","41","在1場戰鬥中對天塔帕斯造成250萬傷害","1"
"3","31001412","5000000","2023/04/17 16:00:00","7005","3004","1001","31001412","2023/04/24 15:59:59","41","在1場戰鬥中對天塔帕斯造成500萬傷害","1"
