9d265e999b42b10dd48d68318050053bb8c6f081c1aa9c66cbccfaceee81fda6,64e6a3415f1e44bfa14fde63bc205d6ff3f7f0a3fab9ea60a7fe78d5107bb949,b03d92385c9a58cb68b4c9e70ed7e4adfd43ae203670057a07e3dafd432ad1c3,2d1215927bf37af8d31c7ddb19d7be143b9d54798f57e124ac74d517317a0d44,97a6693eba94c8f4ede2fa0776a8d43aee89e81b95c0585475bc4b312b8d325d,7cdacfc63a71072a368b75b3214859fdc4933ae1948ac2bf59f809ebbb83df87,865552ff632a5af7f0869fd162c168f11fcde77a8ae9b434a2d22aada27ac437,6afa1a1a80fb98b88bd8a604e362aa9f68aadb17f465976ccf759170ad1fa204,cf70eaf8aecfde7d36733ed44d3231434c2f6aaa81861d087e7840d3628c92d7,38c9ec7b02e309c2c8b22573cde4e6d1d8678a70dfacacc435e15d77e1329359,fdabbc7fd0ea9276afec7ef41566bafe34c4a7a3002db69135660ec14ebb14b7,0f2d8193edbab798d0a510111892fad5a151756742040a75440a1a5455c3dd23,ac59b4d3e6efc6fdea61da149e55db63191d25e3c1aea8c10e1e062cd9138ffb,7f260779dc9fabb5f1d180f9981e309e724ed584991887f88ae187bba3ca8476
"10001","6008","101","9012","61001001","0","0","1","601","2018/09/19 15:59:59","0","61001001","2018/08/28 16:00:00","挑戰席茲1次（NORMAL、HARD共通）"
"10001","6004","102","9004","61001002","0","0","10","601","2018/09/19 15:59:59","0","61001002","2018/08/28 16:00:00","完成10次活動冒險"
"10002","6008","101","9012","61002001","0","0","1","601","2018/10/28 15:59:59","0","61002001","2018/10/03 16:00:00","挑戰阿爾瑪1次（NORMAL、HARD共通）"
"10002","6004","102","9004","61002002","0","0","10","601","2018/10/28 15:59:59","0","61002002","2018/10/03 16:00:00","完成10次活動冒險"
"10003","6008","101","9012","61003001","0","0","1","601","2018/11/25 15:59:59","0","61003001","2018/11/01 15:59:59","挑戰食屍巨狼1次（NORMAL、HARD共通） "
"10003","6004","102","9004","61003002","0","0","10","601","2018/11/25 15:59:59","0","61003002","2018/11/01 15:59:59","完成10次活動冒險"
"10004","6008","101","9012","61004001","0","0","1","601","2018/12/24 15:59:59","0","61004001","2018/12/01 16:00:00","挑戰1次天塔帕斯（全難度共通）"
"10004","6004","102","9004","61004002","0","0","10","601","2018/12/24 15:59:59","0","61004002","2018/12/01 16:00:00","完成10次活動冒險"
"10005","6008","101","9012","61005001","0","0","1","601","2019/01/25 15:59:59","0","61005001","2019/01/03 16:00:00","挑戰1次島鯨（全難度共通）"
"10005","6004","102","9004","61005002","0","0","10","601","2019/01/25 15:59:59","0","61005002","2019/01/03 16:00:00","完成10次活動冒險"
"10006","6008","101","9012","61006001","0","0","1","601","2019/02/22 15:59:59","0","61006001","2019/02/01 12:00:00","挑戰1次亡靈鎧甲（全難度共通）"
"10006","6004","102","9004","61006002","0","0","10","601","2019/02/22 15:59:59","0","61006002","2019/02/01 12:00:00","完成10次活動冒險"
"10007","6008","101","9012","61007001","0","0","1","601","2019/03/28 15:59:59","0","61007001","2019/03/06 16:00:00","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） "
"10007","6004","102","9004","61007002","0","0","10","601","2019/03/28 15:59:59","0","61007002","2019/03/06 16:00:00","完成10次活動冒險"
"10008","6008","101","9012","61008001","0","0","1","601","2019/04/21 15:59:59","0","61008001","2019/04/03 16:00:00","挑戰 1 次奧拉姆吧（全難易度皆可） "
"10008","6004","102","9004","61008002","0","0","10","601","2019/04/21 15:59:59","0","61008002","2019/04/03 16:00:00","完成10次活動冒險"
"10009","6008","101","9012","61009001","0","0","1","601","2019/05/19 15:59:59","0","61009001","2019/05/02 16:00:00","挑戰 1 次霧奇吧（全難易度皆可） "
"10009","6004","102","9004","61009002","0","0","10","601","2019/05/19 15:59:59","0","61009002","2019/05/02 16:00:00","完成10次活動冒險"
"10010","6008","101","9012","61010001","0","0","1","601","2019/06/21 15:59:59","0","61010001","2019/06/03 16:00:00","挑戰 1 次邪餅神鏡餅吧（全難易度共通） "
"10010","6004","102","9004","61010002","0","0","10","601","2019/06/21 15:59:59","0","61010002","2019/06/03 16:00:00","完成10次活動冒險"
"10011","6008","101","9012","61011001","0","0","1","601","2019/07/18 15:59:59","0","61011001","2019/07/01 16:00:00","挑戰 1 次醜陋可愛吧（全難易度共通） "
"10011","6004","102","9004","61011002","0","0","10","601","2019/07/18 15:59:59","0","61011002","2019/07/01 16:00:00","完成10次活動冒險"
"10011","6008","103","9011","61011003","0","0","1","601","2019/07/18 15:59:59","0","61011003","2019/07/01 16:00:00","打敗 1 次醜陋可愛吧（全難易度共通） "
"10012","6008","101","9012","61012001","0","0","1","601","2019/08/03 15:59:59","0","61012001","2019/07/17 16:00:00","挑戰 1 次哀嘆之女神吧（全難易度共通） "
"10012","6004","102","9004","61012002","0","0","10","601","2019/08/03 15:59:59","0","61012002","2019/07/17 16:00:00","完成10次活動冒險"
"10013","6008","101","9012","61013001","0","0","1","601","2019/08/19 15:59:59","0","61013001","2019/08/01 16:00:00","挑戰 1 次元核‧巨靈吧（全難易度皆可） "
"10013","6004","102","9004","61013002","0","0","10","601","2019/08/19 15:59:59","0","61013002","2019/08/01 16:00:00","完成10次活動冒險"
"10014","6008","101","9012","61014001","0","0","1","601","2019/08/26 15:59:59","0","61014001","2019/08/16 16:00:00","挑戰1次席茲吧（全難易度皆可） "
"10014","6004","102","9004","61014002","0","0","10","601","2019/08/26 15:59:59","0","61014002","2019/08/16 16:00:00","完成10次活動冒險"
"10015","6008","101","9012","61015001","0","0","1","601","2019/09/18 15:59:59","0","61015001","2019/09/03 16:00:00","挑戰 1 次惡代官吧（全難易度皆可） "
"10015","6004","102","9004","61015002","0","0","10","601","2019/09/18 15:59:59","0","61015002","2019/09/03 16:00:00","完成10次活動冒險"
"10016","6008","101","9012","61016001","0","0","1","601","2019/09/27 15:59:59","0","61016001","2019/09/17 16:00:00","挑戰1次阿爾瑪吧（全難易度皆可）"
"10016","6004","102","9004","61016002","0","0","10","601","2019/09/27 15:59:59","0","61016002","2019/09/17 16:00:00","完成10次活動冒險"
"10017","6008","101","9012","61017001","0","0","1","601","2019/10/18 15:59:59","0","61017001","2019/10/01 16:00:00","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） "
"10017","6004","102","9004","61017002","0","0","10","601","2019/10/18 15:59:59","0","61017002","2019/10/01 16:00:00","完成10次活動冒險"
"10018","6008","101","9012","61018001","0","0","1","601","2019/10/27 15:59:59","0","61018001","2019/10/17 16:00:00","挑戰食屍巨狼1次（全難易度皆可）"
"10018","6004","102","9004","61018002","0","0","10","601","2019/10/27 15:59:59","0","61018002","2019/10/17 16:00:00","完成10次活動冒險"
"10019","6008","101","9012","61019001","0","0","1","601","2019/11/18 15:59:59","0","61019001","2019/11/01 16:00:00","挑戰 1 次雨神大人吧（全難易度皆可）"
"10019","6004","102","9004","61019002","0","0","10","601","2019/11/18 15:59:59","0","61019002","2019/11/01 16:00:00","完成10次活動冒險"
"10020","6008","101","9012","61020001","0","0","1","601","2019/11/27 15:59:59","0","61020001","2019/11/17 16:00:00","挑戰1次天塔帕斯（全難易度皆可）"
"10020","6004","102","9004","61020002","0","0","10","601","2019/11/27 15:59:59","0","61020002","2019/11/17 16:00:00","完成10次活動冒險"
"10021","6008","101","9012","61021001","0","0","1","601","2019/12/17 15:59:59","0","61021001","2019/12/02 16:00:00","挑戰 1 次奄美魔物吧（全難易度皆可）"
"10021","6004","102","9004","61021002","0","0","10","601","2019/12/17 15:59:59","0","61021002","2019/12/02 16:00:00","完成10次活動冒險"
"10022","6008","101","9012","61022001","0","0","1","601","2019/12/26 15:59:59","0","61022001","2019/12/17 16:00:00","挑戰1次島鯨（全難易度皆可）"
"10022","6004","102","9004","61022002","0","0","10","601","2019/12/26 15:59:59","0","61022002","2019/12/17 16:00:00","完成10次活動冒險"
"10023","6008","101","9012","61023001","0","0","1","601","2020/01/19 15:59:59","0","61023001","2020/01/02 16:00:00","挑戰 1 次劇毒曼德拉草吧（全難易度皆可）"
"10023","6004","102","9004","61023002","0","0","10","601","2020/01/19 15:59:59","0","61023002","2020/01/02 16:00:00","完成10次活動冒險"
"10024","6008","101","9012","61024001","0","0","1","601","2020/01/26 15:59:59","0","61024001","2020/01/16 16:00:00","挑戰1次亡靈鎧甲（全難度共通）"
"10024","6004","102","9004","61024002","0","0","10","601","2020/01/26 15:59:59","0","61024002","2020/01/16 16:00:00","完成10次活動冒險"
"10025","6008","101","9012","61025001","0","0","1","601","2020/02/21 15:59:59","0","61025001","2020/02/04 16:00:00","挑戰 1 次幻影男爵吧（全難易度共通） "
"10025","6004","102","9004","61025002","0","0","10","601","2020/02/21 15:59:59","0","61025002","2020/02/04 16:00:00","完成10次活動冒險"
"10026","6008","101","9012","61026001","0","0","1","601","2020/02/28 15:59:59","0","61026001","2020/02/18 16:00:00","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） "
"10026","6004","102","9004","61026002","0","0","10","601","2020/02/28 15:59:59","0","61026002","2020/02/18 16:00:00","完成10次活動冒險"
"10027","6008","101","9012","61027001","0","0","1","601","2020/03/19 15:59:59","0","61027001","2020/03/02 16:00:00","挑戰 1 次似龍生物吧（全難易度共通） "
"10027","6004","102","9004","61027002","0","0","10","601","2020/03/19 15:59:59","0","61027002","2020/03/02 16:00:00","完成10次活動冒險"
"10028","6008","101","9012","61028001","0","0","1","601","2020/03/26 15:59:59","0","61028001","2020/03/16 16:00:00","挑戰 1 次奧拉姆吧（全難易度皆可） "
"10028","6004","102","9004","61028002","0","0","10","601","2020/03/26 15:59:59","0","61028002","2020/03/16 16:00:00","完成10次活動冒險"
"10029","6008","101","9012","61029001","0","0","1","601","2020/04/19 15:59:59","0","61029001","2020/04/01 16:00:00","挑戰 1 次復仇者馴鹿吧（全難易度共通） "
"10029","6004","102","9004","61029002","0","0","10","601","2020/04/19 15:59:59","0","61029002","2020/04/01 16:00:00","完成10次活動冒險"
"10030","6008","101","9012","61030001","0","0","1","601","2020/04/26 15:59:59","0","61030001","2020/04/15 16:00:00","挑戰 1 次霧奇吧（全難易度皆可） "
"10030","6004","102","9004","61030002","0","0","10","601","2020/04/26 15:59:59","0","61030002","2020/04/15 16:00:00","完成10次活動冒險"
"10031","6008","101","9012","61031001","0","0","1","601","2020/05/22 15:59:59","0","61031001","2020/05/05 16:00:00","挑戰 1 次山神大人吧（全難易度共通） "
"10031","6004","102","9004","61031002","0","0","10","601","2020/05/22 15:59:59","0","61031002","2020/05/05 16:00:00","完成10次活動冒險"
"10032","6008","101","9012","61032001","0","0","1","601","2020/05/29 15:59:59","0","61032001","2020/05/19 16:00:00","挑戰 1 次邪餅神鏡餅吧（全難易度共通） "
"10032","6004","102","9004","61032002","0","0","10","601","2020/05/29 15:59:59","0","61032002","2020/05/19 16:00:00","完成10次活動冒險"
"10033","6008","101","9012","61033001","0","0","1","601","2020/06/21 15:59:59","0","61033001","2020/06/03 16:00:00","挑戰 1 次反逆獸吧（全難易度共通） "
"10033","6004","102","9004","61033002","0","0","10","601","2020/06/21 15:59:59","0","61033002","2020/06/03 16:00:00","完成10次活動冒險"
"10034","6008","10034101","9012","61034001","0","0","1","601","2020/06/28 15:59:59","0","61034001","2020/06/17 16:00:00","挑戰 1 次醜陋可愛吧（全難易度共通） "
"10034","6004","10034102","9004","61034002","0","0","10","601","2020/06/28 15:59:59","0","61034002","2020/06/17 16:00:00","完成10次活動冒險"
"10035","6008","10035101","9012","61035001","0","0","1","601","2020/10/26 15:59:59","0","61035001","2020/09/30 16:00:00","挑戰 1 次Boss吧（前後篇的全難易度共通）"
"10035","6004","10035102","9004","61035002","0","0","10","601","2020/10/26 15:59:59","0","61035002","2020/09/30 16:00:00","完成10次活動冒險（前後篇共通）"
"10037","6008","10037101","9012","61037001","0","0","1","601","2020/08/28 15:59:59","0","61037001","2020/08/17 16:00:00","挑戰 1 次哀嘆之女神吧（全難易度共通） "
"10037","6004","10037102","9004","61037002","0","0","10","601","2020/08/28 15:59:59","0","61037002","2020/08/17 16:00:00","完成10次活動冒險"
"10038","6008","10038101","9012","61038001","0","0","1","601","2020/07/19 15:59:59","0","61038001","2020/07/02 16:00:00","挑戰 1 次好朋友X吧（全難易度共通） "
"10038","6004","10038102","9004","61038002","0","0","10","601","2020/07/19 15:59:59","0","61038002","2020/07/02 16:00:00","完成10次活動冒險"
"10039","6008","10039101","9012","61039001","0","0","1","601","2020/07/26 15:59:59","0","61039001","2020/07/16 16:00:00","挑戰 1 次元核‧巨靈吧（全難易度皆可） "
"10039","6004","10039102","9004","61039002","0","0","10","601","2020/07/26 15:59:59","0","61039002","2020/07/16 16:00:00","完成10次活動冒險"
"10040","6008","101","9012","61040001","0","0","1","601","2020/08/21 15:59:59","0","61040001","2020/08/03 16:00:00","挑戰 1 次忍者首領半藏吧（全難易度共通） "
"10040","6004","102","9004","61040002","0","0","10","601","2020/08/21 15:59:59","0","61040002","2020/08/03 16:00:00","完成10次活動冒險"
"10041","6008","10041101","9012","61041001","0","0","1","601","2020/09/28 15:59:59","0","61041001","2020/09/18 16:00:00","挑戰 1 次惡代官吧（全難易度皆可） "
"10041","6004","10041102","9004","61041002","0","0","10","601","2020/09/28 15:59:59","0","61041002","2020/09/18 16:00:00","完成10次活動冒險"
"10042","6008","10042101","9012","61042001","0","0","1","601","2020/09/18 15:59:59","0","61042001","2020/09/04 16:00:00","挑戰 1 次黑之王賈巴沃克吧（全難易度共通） "
"10042","6004","10042102","9004","61042002","0","0","10","601","2020/09/18 15:59:59","0","61042002","2020/09/04 16:00:00","完成10次活動冒險"
"10043","6008","10043101","9012","61043001","0","0","1","601","2020/10/28 15:59:59","0","61043001","2020/10/19 16:00:00","挑戰 1 次雨神大人吧（全難易度共通） "
"10043","6004","10043102","9004","61043002","0","0","10","601","2020/10/28 15:59:59","0","61043002","2020/10/19 16:00:00","完成10次活動冒險"
"10044","6008","10044101","9012","61044001","0","0","1","601","2020/11/20 15:59:59","0","61044001","2020/11/02 16:00:00","挑戰 1 次覺醒‧覺醒‧花心星吧（全難易度共通） "
"10044","6004","10044102","9004","61044002","0","0","10","601","2020/11/20 15:59:59","0","61044002","2020/11/02 16:00:00","完成10次活動冒險"
"10045","6008","10045101","9012","61045001","0","0","1","601","2020/11/27 15:59:59","0","61045001","2020/11/17 16:00:00","挑戰 1 次奄美魔物吧（全難易度共通） "
"10045","6004","10045102","9004","61045002","0","0","10","601","2020/11/27 15:59:59","0","61045002","2020/11/17 16:00:00","完成10次活動冒險"
"10046","6008","10046101","9012","61046001","0","0","1","601","2020/12/22 15:59:59","0","61046001","2020/12/04 16:00:00","挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） "
"10046","6004","10046102","9004","61046002","0","0","10","601","2020/12/22 15:59:59","0","61046002","2020/12/04 16:00:00","完成10次活動冒險"
"10047","6008","101","9012","61047001","0","0","1","601","2020/12/27 15:59:59","0","61047001","2020/12/18 16:00:00","挑戰 1 次劇毒曼德拉草吧（全難易度共通） "
"10047","6004","102","9004","61047002","0","0","10","601","2020/12/27 15:59:59","0","61047002","2020/12/18 16:00:00","完成10次活動冒險"
"10048","6008","10048101","9012","61048001","0","0","1","601","2021/01/18 15:59:59","0","61048001","2020/12/31 16:00:00","挑戰 1 次失控的純潔之弓吧（全難易度共通） "
