c529082d6897298b7a514f7361213201044ce019fd1bb92914a34cdfb0be0f64,371bc8b585cadc97f8177a002c414e31db8f11a4f8c61895b0dc8a812aad0186,bc3626002aa29733a1c1c75bd7c1fd4dcc3378933e806a26be3a5504b4b06fef,c95dc87aec5f0a6d47edd362fd02fdb69ae13d18fc6774d97fe569d8eee7ba4a,fdd3e8766fddfbc4dc1243f6c809af9c2bc5bcb7b9497c9f81616286b17f5c16,4931b33da663b5137c07b48b7fd3f4bc9c6bed8218e3728d5abd9ace376ac768,8ce7e665117a23b3a29fb4c1534dea211b2590cac0c9732973230e7ce7c0c5a7,726e566d6e4d16bc3c9f5a4f192959315827f884ccae92df75ee2ab7c402474b,d2b84ace75bf85a18ea0a18ee23f48380b1631313ed4a174a484b34b5308df92,c40233f80de37f9583edbfc1a9e7e8ae9a33accbed39d22787739f1c3bb7ce05,f67ee312c6fc3114c584ad427736f57e27c492519abefd088d04b788c66fd800,51c9ff6bee9b2d5382a3b46fcfbbdc1927172d608a7f87e6db63f4e2a267da5f,795c94ad7bc9148129118ac9f09a0e96020e71e952a91324eda94429a6d059ff,7e07799b24677b1fdc79b6c91ea33a97048e684a3e43b076a58538abccf8e035,829160b62fbd6d42d9239264f5ca6fb63ee86a898179374e8d5f844d7b00ba4f,5c9b89b4a1a7bb3938f0276caf83fed6d8bc8e592790f8ffe4f5efeafdb0f8a8,04cb249dd7e503e7d68caa15f6383cfdb8c0b2825250c15736b3a76c059febde,ebb43337260160a0455d95cee97f7e4e9f42854f98d5e60f32b1f7212d81a2e0,92a2e8afe63f703359f4f47678eec9bed7f8d4b53e4fb33d17a4fb435d3b6e9f,147692ec25fa11b5af1c514db6274b2a3366f1dbccb11b9133e1e5e077375dfa,d9ab22ccfe0a03953ecf6904fe1009eb0b0913375f3f54dd586a4526d2efc68d
"0","鐵劍","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","劍","101011"
"0","殺手筆劍","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","短劍","101071"
"0","木製拳套","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","指虎","101101"
"0","獵人弓","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","弓","101131"
"0","鋼之戟","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","戟","101161"
"0","單手斧","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","斧","101191"
"0","檀香之杖","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","回復法杖","101251"
"0","皮革工作服","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","輕裝鎧甲","101281"
"0","旅行長袍","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","魔法服","101371"
"0","木製盾","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","盾","101401"
"0","皮靴","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","鞋","101431"
"0","時尚貝雷帽","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","魔法帽","101521"
"0","幹勁手鍊","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","攻擊配件","101551"
"0","守護墜飾","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","防禦配件","101581"
"0","氣魄手環","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","魔法配件","101611"
"0","齒輪劍","0","0","0","0","0","30","0","0","0","0","0","0","0","0","13","2","0","劍","102011"
"0","湛藍之血","0","0","0","0","0","60","0","0","0","0","0","0","0","0","27","2","0","劍","102013"
"0","極光之劍","1","0","1","0","0","0","0","0","0","0","0","0","0","0","27","2","0","劍","102014"
"0","彎月刀","0","0","0","0","0","35","0","0","0","0","0","0","0","0","30","2","0","刀","102041"
"0","野戰小刀","0","0","0","0","5","0","0","0","0","0","0","0","0","0","13","2","0","短劍","102071"
"0","皮製指虎","0","0","0","0","10","0","0","0","0","0","0","0","0","0","27","2","0","拳套","102101"
"0","水晶之弓","1","0","0","0","0","0","0","0","0","0","0","0","0","0","27","2","0","弓","102131"
"0","三叉戟","0","0","1","0","0","0","0","0","0","0","0","0","0","0","12","2","0","戟","102162"
"0","火焰之矛","0","0","3","0","0","0","0","0","0","0","0","0","0","0","20","2","0","戟","102163"
"0","金屬戰斧","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","2","0","斧","102191"
"0","精鋼斧","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","2","0","斧","102192"
"0","綠意之杖","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","攻擊法杖","102221"
"0","雛龍之杖","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","攻擊法杖","102222"
"0","醫生掰掰法杖","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","回復法杖","102251"
"0","獨角獸的慈愛","1","27","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","回復法杖","102252"
"0","智慧之服","0","0","0","0","0","90","0","0","0","0","0","0","0","0","5","2","0","輕型鎧甲","102281"
"0","輕板甲","1","0","1","0","0","150","0","0","0","0","0","0","0","0","7","2","0","輕型鎧甲","102282"
"0","鱗甲","0","0","1","0","0","95","0","0","0","0","0","0","0","0","0","2","0","重型鎧甲","102311"
"0","精鋼鎧甲","1","0","2","0","0","180","0","0","0","0","0","0","0","0","0","2","0","重型鎧甲","102312"
"0","民俗服飾","0","0","0","0","0","90","0","0","0","0","0","0","0","0","6","2","0","衣服","102341"
"0","忍者裝扮","1","0","1","110","0","120","0","0","0","0","0","0","0","0","7","2","0","衣服","102342"
"0","春日長袍","1","4","0","0","0","65","0","0","0","0","0","0","0","0","0","2","0","魔法服","102371"
"0","北國長袍","2","7","1","0","0","120","0","0","0","0","0","0","0","0","0","2","0","魔法服","102372"
