5c736acdc038aafac50b330381d77ce498045251fd7dd76346e4d61ca6cdeacd,ed7e4cd1744ab5516777882e533ebf7cb2f24543347eabd78f451648c9a426e3,51d7b54bce00d86e661236614df28a2deff8b33d11175b6922531f21440e3508,1ebeb654666d147915165e71d52fd47eeb5432cdcc294d585bb9d7e42eed8e6b,b18ae15f6760955bac85273cf82658088163239abb8a8f99722a9df2ea37ed10,f5f4e881f439f19881a1d0728a3bc8b2ac2295395c21125e1bf3151206ef0159,2da95bf40eb38c4a61dbdde8d510454a1c5e6f12d330f11250a17e5c96603c29,f77d20fbe77b534ae89907fc41d2ff58060a8abbfd54721d38f64c1d62aaa29f,e06156247510cd78e95c154381eca9524df55af55193f2909d6e5bdd7a4b43e6
"0","30000","100111","50","5000","0","0","20000","0"
"0","30000","100112","50","5000","0","0","20000","0"
"0","30000","100113","50","5000","0","0","20000","0"
"0","45000","100121","125","12500","0","0","30000","0"
"0","45000","100122","125","12500","0","0","30000","0"
"0","45000","100123","125","12500","0","0","30000","0"
"0","60000","100131","200","20000","0","0","40000","0"
"0","60000","100132","200","20000","0","0","40000","0"
"0","60000","100133","200","20000","0","0","40000","0"
"0","30000","100211","50","5000","0","0","20000","0"
"0","30000","100212","50","5000","0","0","20000","0"
"0","30000","100213","50","5000","0","0","20000","0"
"0","45000","100221","125","12500","0","0","30000","0"
"0","45000","100222","125","12500","0","0","30000","0"
"0","45000","100223","125","12500","0","0","30000","0"
"0","60000","100231","200","20000","0","0","40000","0"
"0","60000","100232","200","20000","0","0","40000","0"
"0","60000","100233","200","20000","0","0","40000","0"
"0","30000","100311","50","5000","0","0","20000","0"
"0","30000","100312","50","5000","0","0","20000","0"
"0","30000","100313","50","5000","0","0","20000","0"
"0","45000","100321","125","12500","0","0","30000","0"
"0","45000","100322","125","12500","0","0","30000","0"
"0","45000","100323","125","12500","0","0","30000","0"
"0","60000","100331","200","20000","0","0","40000","0"
"0","60000","100332","200","20000","0","0","40000","0"
"0","60000","100333","200","20000","0","0","40000","0"
"0","30000","100411","50","5000","0","0","20000","0"
"0","30000","100412","50","5000","0","0","20000","0"
"0","30000","100413","50","5000","0","0","20000","0"
"0","45000","100421","125","12500","0","0","30000","0"
"0","45000","100422","125","12500","0","0","30000","0"
"0","45000","100423","125","12500","0","0","30000","0"
"0","60000","100431","200","20000","0","0","40000","0"
"0","60000","100432","200","20000","0","0","40000","0"
"0","60000","100433","200","20000","0","0","40000","0"
"0","30000","100511","50","5000","0","0","20000","0"
"0","30000","100512","50","5000","0","0","20000","0"
"0","30000","100513","50","5000","0","0","20000","0"
"0","45000","100521","125","12500","0","0","30000","0"
"0","45000","100522","125","12500","0","0","30000","0"
"0","45000","100523","125","12500","0","0","30000","0"
"0","60000","100531","200","20000","0","0","40000","0"
"0","60000","100532","200","20000","0","0","40000","0"
"0","60000","100533","200","20000","0","0","40000","0"
"0","30000","100611","50","5000","0","0","20000","0"
"0","30000","100612","50","5000","0","0","20000","0"
"0","30000","100613","50","5000","0","0","20000","0"
"0","45000","100621","125","12500","0","0","30000","0"
"0","45000","100622","125","12500","0","0","30000","0"
"0","45000","100623","125","12500","0","0","30000","0"
"0","60000","100631","200","20000","0","0","40000","0"
"0","60000","100632","200","20000","0","0","40000","0"
"0","60000","100633","200","20000","0","0","40000","0"
"0","30000","100711","50","5000","0","0","20000","0"
"0","30000","100712","50","5000","0","0","20000","0"
"0","30000","100713","50","5000","0","0","20000","0"
"0","45000","100721","125","12500","0","0","30000","0"
"0","45000","100722","125","12500","0","0","30000","0"
"0","45000","100723","125","12500","0","0","30000","0"
"0","60000","100731","200","20000","0","0","40000","0"
"0","60000","100732","200","20000","0","0","40000","0"
"0","60000","100733","200","20000","0","0","40000","0"
"0","30000","100811","50","5000","0","0","20000","0"
"0","30000","100812","50","5000","0","0","20000","0"
"0","30000","100813","50","5000","0","0","20000","0"
"0","45000","100821","125","12500","0","0","30000","0"
"0","45000","100822","125","12500","0","0","30000","0"
"0","45000","100823","125","12500","0","0","30000","0"
"0","60000","100831","200","20000","0","0","40000","0"
"0","60000","100832","200","20000","0","0","40000","0"
"0","60000","100833","200","20000","0","0","40000","0"
"0","30000","100911","50","5000","0","0","20000","0"
"0","30000","100912","50","5000","0","0","20000","0"
"0","30000","100913","50","5000","0","0","20000","0"
"0","45000","100921","125","12500","0","0","30000","0"
"0","45000","100922","125","12500","0","0","30000","0"
"0","45000","100923","125","12500","0","0","30000","0"
"0","60000","100931","200","20000","0","0","40000","0"
"0","60000","100932","200","20000","0","0","40000","0"
"0","60000","100933","200","20000","0","0","40000","0"
