376ef8337d3f0c7a6e823094d163d1b7ce5da2cc422a91dce50fb776647264b9,667c0d468bbabceef1bed71708874b56aa35c1bff3476b5d2e3f33a32e4c6af0,9ecbb29a2ab163c65153335b3ec034b4d8096e4b30adec0f6dd97235945b435e,d469885d6ef09e10bc1bcab86affe71fa75e3edcaf2f3c7cdf0c6c55d88f9116,fef184a141ac7acff3d14f7168be6a6cc0492668bf8cf61f321738dee57ca62b,5253fd40dc8065b90c2e1f28a353fb400bb32a1af5ddaaeaec64b395ced98869,3c9f967932027ec89b38b627b493908b85f6d78f6be11081346cbfd0a3853ac7,a3864b245346c0bfed238076fc7546b474d5e1f9e422a3e9928a469538c750ce,253be96dc4f575adb89b531c776d952dd33dd8f0feb5f46f7f21c7df3f1509c3,c0b106532d6ad810967b54cce8734ad216e076f009e46bff02bc76c11a54423e
"2","101","0","111","0","0","0","500000","25021","220"
"2","102","0","121","0","0","0","500000","25021","220"
"2","103","0","131","0","0","0","500000","25021","220"
"2","104","0","141","0","0","0","500000","25021","220"
"2","105","0","151","0","0","0","500000","25021","220"
"2","201","0","211","0","0","0","500000","25021","220"
"2","202","0","221","0","0","0","500000","25021","220"
"2","203","0","231","0","0","0","500000","25021","220"
"2","204","0","241","0","0","0","500000","25021","220"
"2","205","0","251","0","0","0","500000","25021","220"
"2","301","0","311","0","0","0","500000","25021","220"
"2","302","0","321","0","0","0","500000","25021","220"
"2","303","0","331","0","0","0","500000","25021","220"
"2","304","0","341","0","0","0","500000","25021","220"
"2","305","0","351","0","0","0","500000","25021","220"
"2","401","0","411","0","0","0","500000","25021","220"
"2","402","0","421","0","0","0","500000","25021","220"
"2","403","0","431","0","0","0","500000","25021","220"
"2","404","0","441","0","0","0","500000","25021","220"
"2","405","0","451","0","0","0","500000","25021","220"
"2","501","0","511","0","0","0","500000","25021","220"
"2","502","0","521","0","0","0","500000","25021","220"
"2","503","0","531","0","0","0","500000","25021","220"
"2","504","0","541","0","0","0","500000","25021","220"
"2","505","0","551","0","0","0","500000","25021","220"
"2","601","0","611","0","0","0","500000","25021","220"
"2","602","0","621","0","0","0","500000","25021","220"
"2","603","0","631","0","0","0","500000","25021","220"
"2","604","0","641","0","0","0","500000","25021","220"
"2","605","0","651","0","0","0","500000","25021","220"
"2","701","0","711","0","0","0","500000","25021","220"
"2","702","0","721","0","0","0","500000","25021","220"
"2","703","0","731","0","0","0","500000","25021","220"
"2","704","0","741","0","0","0","500000","25021","220"
"2","705","0","751","0","0","0","500000","25021","220"
"2","801","0","811","0","0","0","500000","25021","1100"
"2","901","0","911","0","0","0","500000","25021","220"
"2","902","0","921","0","0","0","500000","25021","220"
"2","903","0","931","0","0","0","500000","25021","220"
"2","904","0","941","0","0","0","500000","25021","220"
"2","905","0","951","0","0","0","500000","25021","220"
"2","1001","0","1011","0","0","0","500000","25021","1100"
"2","1101","0","1111","0","0","0","500000","25021","220"
"2","1102","0","1121","0","0","0","500000","25021","220"
"2","1103","0","1131","0","0","0","500000","25021","220"
"2","1104","0","1141","0","0","0","500000","25021","220"
"2","1105","0","1151","0","0","0","500000","25021","220"
"2","1201","0","1211","0","0","0","500000","25021","220"
"2","1202","0","1221","0","0","0","500000","25021","220"
"2","1203","0","1231","0","0","0","500000","25021","220"
"2","1204","0","1241","0","0","0","500000","25021","220"
"2","1205","0","1251","0","0","0","500000","25021","220"
"2","1301","0","1311","0","0","0","500000","25021","220"
"2","1302","0","1321","0","0","0","500000","25021","220"
"2","1303","0","1331","0","0","0","500000","25021","220"
"2","1304","0","1341","0","0","0","500000","25021","220"
"2","1305","0","1351","0","0","0","500000","25021","220"
"2","1401","0","1411","0","0","0","500000","25021","220"
"2","1402","0","1421","0","0","0","500000","25021","220"
"2","1403","0","1431","0","0","0","500000","25021","220"
"2","1404","0","1441","0","0","0","500000","25021","220"
"2","1405","0","1451","0","0","0","500000","25021","220"
"2","1501","0","1511","0","0","0","500000","25021","220"
"2","1502","0","1521","0","0","0","500000","25021","220"
"2","1503","0","1531","0","0","0","500000","25021","220"
"2","1504","0","1541","0","0","0","500000","25021","220"
"2","1505","0","1551","0","0","0","500000","25021","220"
"2","1601","0","1611","0","0","0","500000","25021","1100"
"2","1701","0","1711","0","0","0","500000","25021","1100"
"2","1801","0","1811","0","0","0","500000","25021","220"
"2","1802","0","1821","0","0","0","500000","25021","220"
"2","1803","0","1831","0","0","0","500000","25021","220"
"2","1804","0","1841","0","0","0","500000","25021","220"
"2","1805","0","1851","0","0","0","500000","25021","220"
"2","1901","0","1911","0","0","0","500000","25021","220"
"2","1902","0","1921","0","0","0","500000","25021","220"
"2","1903","0","1931","0","0","0","500000","25021","220"
"2","1904","0","1941","0","0","0","500000","25021","220"
"2","1905","0","1951","0","0","0","500000","25021","220"
"2","2001","0","2011","0","0","0","500000","25021","220"
"2","2002","0","2021","0","0","0","500000","25021","220"
"2","2003","0","2031","0","0","0","500000","25021","220"
"2","2004","0","2041","0","0","0","500000","25021","220"
"2","2005","0","2051","0","0","0","500000","25021","220"
"2","2101","0","2111","0","0","0","500000","25021","1100"
"2","2201","0","2211","0","0","0","500000","25021","220"
"2","2202","0","2221","0","0","0","500000","25021","220"
"2","2203","0","2231","0","0","0","500000","25021","220"
"2","2204","0","2241","0","0","0","500000","25021","220"
"2","2205","0","2251","0","0","0","500000","25021","220"
"2","2301","0","2311","0","0","0","500000","25021","220"
"2","2302","0","2321","0","0","0","500000","25021","220"
"2","2303","0","2331","0","0","0","500000","25021","220"
"2","2304","0","2341","0","0","0","500000","25021","220"
"2","2305","0","2351","0","0","0","500000","25021","220"
"2","2401","0","2411","0","0","0","500000","25021","220"
"2","2402","0","2421","0","0","0","500000","25021","220"
"2","2403","0","2431","0","0","0","500000","25021","220"
"2","2404","0","2441","0","0","0","500000","25021","220"
"2","2405","0","2451","0","0","0","500000","25021","220"
"2","2501","0","2511","0","0","0","500000","25021","220"
"2","2502","0","2521","0","0","0","500000","25021","220"
"2","2503","0","2531","0","0","0","500000","25021","220"
"2","2504","0","2541","0","0","0","500000","25021","220"
"2","2505","0","2551","0","0","0","500000","25021","220"
"2","2601","0","2611","0","0","0","510000","25021","470"
"2","2602","0","2621","0","0","0","510000","25021","470"
"2","2603","0","2631","0","0","0","510000","25021","470"
"2","2701","0","2711","0","0","0","510000","25021","280"
"2","2702","0","2721","0","0","0","510000","25021","280"
"2","2703","0","2731","0","0","0","510000","25021","280"
"2","2704","0","2741","0","0","0","510000","25021","280"
"2","2705","0","2751","0","0","0","510000","25021","280"
"2","2801","0","2811","0","0","0","510000","25021","280"
"2","2802","0","2821","0","0","0","510000","25021","280"
"2","2803","0","2831","0","0","0","510000","25021","280"
"2","2804","0","2841","0","0","0","510000","25021","280"
"2","2805","0","2851","0","0","0","510000","25021","280"
"2","2901","0","2911","0","0","0","510000","25021","280"
"2","2902","0","2921","0","0","0","510000","25021","280"
"2","2903","0","2931","0","0","0","510000","25021","280"
"2","2904","0","2941","0","0","0","510000","25021","280"
"2","2905","0","2951","0","0","0","510000","25021","280"
"2","3001","0","3011","0","0","0","510000","25021","280"
"2","3002","0","3021","0","0","0","510000","25021","280"
"2","3003","0","3031","0","0","0","510000","25021","280"
"2","3004","0","3041","0","0","0","510000","25021","280"
"2","3005","0","3051","0","0","0","510000","25021","280"
"2","3101","0","3111","0","0","0","510000","25021","280"
"2","3102","0","3121","0","0","0","510000","25021","280"
"2","3103","0","3131","0","0","0","510000","25021","280"
"2","3104","0","3141","0","0","0","510000","25021","280"
"2","3105","0","3151","0","0","0","510000","25021","280"
"2","3201","0","3211","0","0","0","510000","25021","280"
"2","3202","0","3221","0","0","0","510000","25021","280"
"2","3203","0","3231","0","0","0","510000","25021","280"
"2","3204","0","3241","0","0","0","510000","25021","280"
"2","3205","0","3251","0","0","0","510000","25021","280"
"2","3301","0","3311","0","0","0","510000","25021","280"
"2","3302","0","3321","0","0","0","510000","25021","280"
"2","3303","0","3331","0","0","0","510000","25021","280"
"2","3304","0","3341","0","0","0","510000","25021","280"
"2","3305","0","3351","0","0","0","510000","25021","280"
"2","3401","0","3411","0","0","0","510000","25021","280"
