b9d80a70d21121b60592176da88b5154e1a935f7d5760fd913f7fd8c067ca3d2,ed8c15cbaf6f393307211cb7242d270ae0b06b10b14e53f0e54d8d7f10930ec6,072e381c9d4427b9118b51652b5a5bbba072cafda2d60a0c647a331c7d83adf8,52c2f54973e46b4d619dd07b96a96954351697dc6636cf7991b2b0c9a0707a88,89c45b96febd4772ba47c5bc095ca3e2fee2911bb6084054b85db8ee18a06560,915e52ec02ecdbaeff2c2835acfa629a926e09f67bb64feecb8adada3de1b9c0,a0dd67c4dfe8998bc3189d6ab887abbd6fc9d8d4cf765e51e47d8587a29b9769,0851d48a577d7b8b85921eff7cb8e6a8ea40458bbaf3ead7c02bed9ab3a5cc9b,2d7d6822ee9d6cbcfd35ecc4860769430671d73cc76938d2bb45d70c017e71d8,83f6c484ccbf5550e7b2f97e339e19b16f45b855abe48e0462bb49df145ad833,f0c8b9f2dc73524702d28ff14c0d3a64b6fb94ef194b2768ac0ec13fa16bb820,8e76bf61d0467dbaa3a27fce31850e7a3b51e8aad848e7b0679e242c41e91a02,85ae3667a3d091dfd9eb636fbe1e17dd97f4ad35ddb054801beb445859ddf629,e62a2c6cf47f51695cab6e500a043f2fbaded2867fcf41edf861c7b81149bbed,2a4dc75e849e8f002e6c879b59fbf3bdd84a35414689a640eee12f97006ed8f0,ada7f0de8ca9cb7face0416c5009f5d84e6e559e9f044c305cd295061afcb92a,d5d733266295be07bba64d5d9f56ba70057443c4892fb1b7db6839fe41f78a5d,959e1e78a9f6b40788750208a49d54757842482da4062f79c07d4c8d2847b7d2,5f757b1570ff13c5480af64a4b8b12e9ed652622d5bcf14c8df916df554f5e1f,d9fb60ad52267ef8bbfee1d11d9f1174db9cd926ab3f0c73fff607864a6309fc
"0","100000001","0","0","0","0","100","100000001","0","0","0","0","512000021","0","0","0","0","0","0","0"
"100000001","100000002","0","0","0","0","100","100000001","0","0","100000002","0","512000022","0","0","0","0","0","0","0"
"101010101","101000001","0","0","0","11001011","100","101010101","0","0","0","0","110010011","11999091","0","0","0","0","255","0"
"101010102","101000002","0","0","0","11001012","100","101010101","0","0","0","0","110010012","11999092","0","0","0","0","255","0"
"101010103","101000003","0","0","0","11001013","100","101010104","0","0","101010102","0","110010013","11999093","0","0","0","0","255","11999101"
"101010203","101000004","0","0","0","11001021","100","101010203","0","0","0","0","110010021","11999091","0","0","0","0","261","0"
"101010201","101000005","0","0","0","11001022","100","101010201","0","0","101010202","0","110010022","11999092","0","0","0","0","261","0"
"101010203","101000006","0","101010202","0","11001023","100","101010202","0","0","101010203","0","110010023","11999093","0","0","0","0","261","11999102"
"101010302","101000007","0","0","0","11001031","100","101010302","0","0","0","0","110010031","11999091","0","0","0","0","266","0"
"101010301","101000008","0","0","0","11001032","100","101010301","0","0","101010302","0","110010032","11999092","0","0","0","0","266","0"
"101010303","101000009","0","0","0","11001033","100","101010304","0","0","101010303","0","110010033","11999093","0","0","0","0","266","11999103"
"101010402","101000010","0","0","0","11001041","100","101010404","0","0","0","0","110010041","11999091","0","0","0","0","270","0"
"101010403","101000011","0","0","0","11001042","100","101010402","0","0","0","0","110010042","11999092","0","0","0","0","270","0"
"101010403","101000012","0","0","0","11001043","100","101010404","0","0","101010402","0","110010043","11999093","0","0","0","0","270","11999101"
"101010504","101000013","0","0","0","11001051","100","101010504","0","0","0","0","110010051","11999091","0","0","0","0","270","0"
"101010503","101000014","0","0","0","11001052","100","101010501","0","0","101010502","0","110010052","11999092","0","0","0","0","270","0"
"101010504","101000015","0","101010505","0","11001053","100","101010503","0","0","101010504","0","110010053","11999093","0","0","0","0","270","11999102"
"101010602","101000016","0","0","0","11001061","100","101010604","0","0","0","0","110010061","11999091","0","0","0","0","276","0"
"101010606","101000017","0","0","0","11001062","100","101010604","0","0","101010602","0","110010062","11999092","0","0","0","0","276","0"
"101010605","101000018","0","0","0","11001063","100","101010606","0","0","101010601","0","110010063","11999093","0","0","0","0","276","11999103"
"101010702","101000019","0","0","0","11001071","100","101010702","0","0","101010703","0","110010071","11999091","0","0","0","0","281","0"
"101010705","101000020","0","0","0","11001072","100","101010702","0","0","101010701","0","110010072","11999092","0","0","0","0","281","0"
"101010705","101000021","0","101010704","0","11001073","100","101010706","0","0","101010705","0","110010073","11999093","0","0","0","0","281","11999101"
"101010801","101000022","0","0","0","11001081","100","101010801","0","0","101010804","0","110010081","11999091","0","0","0","0","281","0"
"101010801","101000023","0","0","0","11001082","100","101010802","0","0","101010803","0","110010082","11999092","0","0","0","0","281","0"
"101010804","101000024","0","0","0","11001083","100","101010805","0","0","101010804","0","110010083","11999093","0","0","0","0","281","11999102"
"101010902","101000025","0","0","0","11001091","100","101010904","0","0","101010901","0","110010091","11999091","0","0","0","0","285","0"
"101010903","101000026","0","0","0","11001092","100","101010902","0","0","101010901","0","110010092","11999092","0","0","0","0","285","0"
"101010905","101000027","0","101010904","0","11001093","100","101010906","0","0","101010902","0","110010093","11999093","0","0","0","0","285","11999103"
"101011006","101000028","0","0","0","11001101","100","101011006","0","0","101011003","0","110010101","11999091","0","0","0","0","291","11999093"
"101011004","101000029","0","0","0","11001102","100","101011004","0","0","101011008","0","110010102","11999092","0","0","0","0","291","11999101"
"0","101000030","0","0","0","11001103","100","101011001","0","0","0","0","110010103","0","0","0","0","0","291","0"
"101020102","101000031","0","0","0","11002011","100","101020101","0","0","101020102","0","110020011","11999091","0","0","0","0","296","0"
"101020104","101000032","0","0","0","11002012","100","101020103","0","0","0","0","110020012","11999092","0","0","0","0","296","0"
"101020101","101000033","0","0","0","11002013","100","101020105","0","0","101020106","0","110020013","11999093","0","0","0","0","296","11999102"
"101020202","101000034","0","0","0","11002021","100","101020201","0","0","0","0","110020021","11999091","0","0","0","0","300","0"
"101020203","101000035","0","0","0","11002022","100","101020203","0","0","101020204","0","110020022","11999092","0","0","0","0","300","0"
"101020205","101000036","0","0","0","11002023","100","101020202","0","0","101020206","0","110020023","11999093","0","0","0","0","300","11999103"
"101020303","101000037","0","0","0","11002031","100","101020301","0","0","0","0","110020031","11999091","0","0","0","0","306","0"
"101020305","101000038","0","0","0","11002032","100","101020304","0","0","101020302","0","110020032","11999092","0","0","0","0","306","0"
"101020304","101000039","0","101020303","0","11002033","100","101020305","0","0","101020304","0","110020033","11999093","0","0","0","0","306","11999101"
"101020402","101000040","0","0","0","11002041","100","101020401","0","0","0","0","110020041","11999091","0","0","0","0","311","0"
"101020403","101000041","0","0","0","11002042","100","101020403","0","0","101020404","0","110020042","11999092","0","0","0","0","311","0"
"101020404","101000042","0","0","0","11002043","100","101020404","0","0","101020405","0","110020043","11999093","0","0","0","0","311","11999102"
"101020502","101000043","0","0","0","11002051","100","101020501","0","0","101020503","0","110020051","11999091","0","0","0","0","311","0"
"101020505","101000044","0","0","0","11002052","100","101020504","0","0","101020503","0","110020052","11999092","0","0","0","0","311","0"
"101020502","101000045","0","0","0","11002053","100","101020506","0","0","101020501","0","110020053","11999093","0","0","0","0","311","11999103"
"101020601","101000046","0","0","0","11002061","100","101020601","0","0","101020602","0","110020061","11999091","0","0","0","0","315","0"
"101020604","101000047","0","0","0","11002062","100","101020603","0","0","101020602","0","110020062","11999092","0","0","0","0","315","0"
"101020604","101000048","0","101020606","0","11002063","100","101020603","0","0","101020604","0","110020063","11999093","0","0","0","0","315","11999101"
"101020702","101000049","0","0","0","11002071","100","101020701","0","0","101020702","0","110020071","11999091","0","0","0","0","321","0"
"101020703","101000050","0","0","0","11002072","100","101020703","0","0","101020704","0","110020072","11999092","0","0","0","0","321","0"
"101020704","101000051","0","0","0","11002073","100","101020705","0","0","101020706","0","110020073","11999093","0","0","0","0","321","11999102"
"101020801","101000052","0","0","0","11002081","100","101020801","0","0","101020802","0","110020081","11999091","0","0","0","0","326","11002084"
"101020804","101000053","0","101020802","0","11002082","100","101020803","0","0","101020804","0","110020082","11999092","0","0","0","0","326","0"
"101020806","101000054","0","101020807","0","11002083","100","101020805","0","0","101020807","0","110020083","11999093","0","0","0","0","326","11999103"
"101020902","101000055","0","0","0","11002091","100","101020901","0","0","101020905","0","110020091","11999091","0","0","0","0","330","11002094"
"101020903","101000056","0","0","0","11002092","100","101020903","0","0","101020904","0","110020092","11999092","0","0","0","0","330","0"
"101020902","101000057","0","101020905","0","11002093","100","101020901","0","0","101020904","0","110020093","11999093","0","0","0","0","330","11999101"
"101021001","101000058","0","0","0","11002101","100","101021001","0","0","101021002","0","110020101","11999091","0","0","0","0","336","11002104"
"101021003","101000059","0","0","0","11002102","100","101021003","0","0","101021004","0","110020102","11999092","0","0","0","0","336","0"
"101021003","101000060","0","101021005","0","11002103","100","101021007","0","0","101021002","0","110020103","11999093","0","0","0","0","336","11999102"
"101021102","101000061","0","0","0","11002111","100","101021101","0","0","101021104","0","110020111","11999091","0","0","0","0","341","11002114"
"101021104","101000062","0","0","0","11002112","100","101021102","0","0","101021108","0","110020112","11999092","0","0","0","0","341","0"
"101021102","101000063","0","101021104","0","11002113","100","101021101","0","0","101021103","0","110020113","11999093","0","0","0","0","341","11999103"
"101021203","101000064","0","0","0","11002121","100","101021201","0","0","0","0","110020121","11999091","0","0","0","0","345","0"
"101021201","101000065","0","0","0","11002122","100","101021201","0","0","101021202","0","110020122","11990093","0","0","0","0","345","11999101"
"0","101000066","0","0","0","11002123","100","101021206","0","0","0","0","110020123","0","0","0","0","0","345","0"
"101030102","101000067","0","0","0","11003011","100","101030101","0","0","0","0","110030011","11999091","0","0","0","0","351","0"
"101030103","101000068","0","0","0","11003012","100","101030101","0","0","101030105","0","110030012","11999092","0","0","0","0","351","0"
"101030104","101000069","0","101030105","0","11003013","100","101030102","0","0","101030103","0","110030013","11999093","0","0","0","0","351","11999102"
