928b849d70f8b4fe83846f63caf0419c6d276d90adb09e20ed43010b055c5588,58482d3e9e7b51c2c2ddf633adb3c96ee17437aead21f9e5e67f84b12c3d8b85,a1bf103141971f02a67c063b5b856dc5a2da9970dbabc47803bf1ef055cef64e,6dbf11133177f05bd928c7deb2760c1df618c97f480f8d7fd2791ec2526eb6e3,2301452833c77683ce04e54506450edfaebe0e7082c24de331f87911a9e0fe69,5aac3bfeffac29cde9e2eec287a539eab00a36002e7c13dec00fa38de3f018ef,ef5b9638b21e4eb016e397a3e2768bb84815b7a938d98bb8b93db1c6f17ba614,3758382ca20bfcf6f1a5f1b3e28ee25fa879871652eba9f2776d823690fb8b65,32494b1a682e8e008da080ae3b49330b599c2ad93a48a7caba635494e49eb624,d1d0d27047d2de5e54cd279068acaebbca11a7a2e64a4809e610b815c2944ce8
"101","25021","0","0","111","2","0","220","500000","0"
"102","25021","0","0","121","2","0","220","500000","0"
"103","25021","0","0","131","2","0","220","500000","0"
"104","25021","0","0","141","2","0","220","500000","0"
"105","25021","0","0","151","2","0","220","500000","0"
"201","25021","0","0","211","2","0","220","500000","0"
"202","25021","0","0","221","2","0","220","500000","0"
"203","25021","0","0","231","2","0","220","500000","0"
"204","25021","0","0","241","2","0","220","500000","0"
"205","25021","0","0","251","2","0","220","500000","0"
"301","25021","0","0","311","2","0","220","500000","0"
"302","25021","0","0","321","2","0","220","500000","0"
"303","25021","0","0","331","2","0","220","500000","0"
"304","25021","0","0","341","2","0","220","500000","0"
"305","25021","0","0","351","2","0","220","500000","0"
"401","25021","0","0","411","2","0","220","500000","0"
"402","25021","0","0","421","2","0","220","500000","0"
"403","25021","0","0","431","2","0","220","500000","0"
"404","25021","0","0","441","2","0","220","500000","0"
"405","25021","0","0","451","2","0","220","500000","0"
"501","25021","0","0","511","2","0","220","500000","0"
"502","25021","0","0","521","2","0","220","500000","0"
"503","25021","0","0","531","2","0","220","500000","0"
"504","25021","0","0","541","2","0","220","500000","0"
"505","25021","0","0","551","2","0","220","500000","0"
"601","25021","0","0","611","2","0","220","500000","0"
"602","25021","0","0","621","2","0","220","500000","0"
"603","25021","0","0","631","2","0","220","500000","0"
"604","25021","0","0","641","2","0","220","500000","0"
"605","25021","0","0","651","2","0","220","500000","0"
"701","25021","0","0","711","2","0","220","500000","0"
"702","25021","0","0","721","2","0","220","500000","0"
"703","25021","0","0","731","2","0","220","500000","0"
"704","25021","0","0","741","2","0","220","500000","0"
"705","25021","0","0","751","2","0","220","500000","0"
"801","25021","0","0","811","2","0","1100","500000","0"
"901","25021","0","0","911","2","0","220","500000","0"
"902","25021","0","0","921","2","0","220","500000","0"
"903","25021","0","0","931","2","0","220","500000","0"
"904","25021","0","0","941","2","0","220","500000","0"
"905","25021","0","0","951","2","0","220","500000","0"
"1001","25021","0","0","1011","2","0","1100","500000","0"
"1101","25021","0","0","1111","2","0","220","500000","0"
"1102","25021","0","0","1121","2","0","220","500000","0"
"1103","25021","0","0","1131","2","0","220","500000","0"
"1104","25021","0","0","1141","2","0","220","500000","0"
"1105","25021","0","0","1151","2","0","220","500000","0"
"1201","25021","0","0","1211","2","0","220","500000","0"
"1202","25021","0","0","1221","2","0","220","500000","0"
"1203","25021","0","0","1231","2","0","220","500000","0"
"1204","25021","0","0","1241","2","0","220","500000","0"
"1205","25021","0","0","1251","2","0","220","500000","0"
"1301","25021","0","0","1311","2","0","220","500000","0"
"1302","25021","0","0","1321","2","0","220","500000","0"
"1303","25021","0","0","1331","2","0","220","500000","0"
"1304","25021","0","0","1341","2","0","220","500000","0"
"1305","25021","0","0","1351","2","0","220","500000","0"
"1401","25021","0","0","1411","2","0","220","500000","0"
"1402","25021","0","0","1421","2","0","220","500000","0"
"1403","25021","0","0","1431","2","0","220","500000","0"
"1404","25021","0","0","1441","2","0","220","500000","0"
"1405","25021","0","0","1451","2","0","220","500000","0"
"1501","25021","0","0","1511","2","0","220","500000","0"
"1502","25021","0","0","1521","2","0","220","500000","0"
"1503","25021","0","0","1531","2","0","220","500000","0"
"1504","25021","0","0","1541","2","0","220","500000","0"
"1505","25021","0","0","1551","2","0","220","500000","0"
"1601","25021","0","0","1611","2","0","1100","500000","0"
"1701","25021","0","0","1711","2","0","1100","500000","0"
"1801","25021","0","0","1811","2","0","220","500000","0"
"1802","25021","0","0","1821","2","0","220","500000","0"
"1803","25021","0","0","1831","2","0","220","500000","0"
"1804","25021","0","0","1841","2","0","220","500000","0"
"1805","25021","0","0","1851","2","0","220","500000","0"
"1901","25021","0","0","1911","2","0","220","500000","0"
"1902","25021","0","0","1921","2","0","220","500000","0"
"1903","25021","0","0","1931","2","0","220","500000","0"
"1904","25021","0","0","1941","2","0","220","500000","0"
"1905","25021","0","0","1951","2","0","220","500000","0"
"2001","25021","0","0","2011","2","0","220","500000","0"
"2002","25021","0","0","2021","2","0","220","500000","0"
"2003","25021","0","0","2031","2","0","220","500000","0"
"2004","25021","0","0","2041","2","0","220","500000","0"
"2005","25021","0","0","2051","2","0","220","500000","0"
"2101","25021","0","0","2111","2","0","1100","500000","0"
"2201","25021","0","0","2211","2","0","220","500000","0"
"2202","25021","0","0","2221","2","0","220","500000","0"
"2203","25021","0","0","2231","2","0","220","500000","0"
"2204","25021","0","0","2241","2","0","220","500000","0"
"2205","25021","0","0","2251","2","0","220","500000","0"
"2301","25021","0","0","2311","2","0","220","500000","0"
"2302","25021","0","0","2321","2","0","220","500000","0"
"2303","25021","0","0","2331","2","0","220","500000","0"
"2304","25021","0","0","2341","2","0","220","500000","0"
"2305","25021","0","0","2351","2","0","220","500000","0"
"2401","25021","0","0","2411","2","0","220","500000","0"
"2402","25021","0","0","2421","2","0","220","500000","0"
"2403","25021","0","0","2431","2","0","220","500000","0"
"2404","25021","0","0","2441","2","0","220","500000","0"
"2405","25021","0","0","2451","2","0","220","500000","0"
"2501","25021","0","0","2511","2","0","220","500000","0"
"2502","25021","0","0","2521","2","0","220","500000","0"
"2503","25021","0","0","2531","2","0","220","500000","0"
"2504","25021","0","0","2541","2","0","220","500000","0"
"2505","25021","0","0","2551","2","0","220","500000","0"
"2601","25021","0","0","2611","2","0","470","510000","0"
"2602","25021","0","0","2621","2","0","470","510000","0"
"2603","25021","0","0","2631","2","0","470","510000","0"
"2701","25021","0","0","2711","2","0","280","510000","0"
"2702","25021","0","0","2721","2","0","280","510000","0"
"2703","25021","0","0","2731","2","0","280","510000","0"
"2704","25021","0","0","2741","2","0","280","510000","0"
"2705","25021","0","0","2751","2","0","280","510000","0"
"2801","25021","0","0","2811","2","0","280","510000","0"
"2802","25021","0","0","2821","2","0","280","510000","0"
"2803","25021","0","0","2831","2","0","280","510000","0"
"2804","25021","0","0","2841","2","0","280","510000","0"
"2805","25021","0","0","2851","2","0","280","510000","0"
"2901","25021","0","0","2911","2","0","280","510000","0"
"2902","25021","0","0","2921","2","0","280","510000","0"
"2903","25021","0","0","2931","2","0","280","510000","0"
"2904","25021","0","0","2941","2","0","280","510000","0"
"2905","25021","0","0","2951","2","0","280","510000","0"
"3001","25021","0","0","3011","2","0","280","510000","0"
"3002","25021","0","0","3021","2","0","280","510000","0"
"3003","25021","0","0","3031","2","0","280","510000","0"
"3004","25021","0","0","3041","2","0","280","510000","0"
"3005","25021","0","0","3051","2","0","280","510000","0"
"3101","25021","0","0","3111","2","0","280","510000","0"
"3102","25021","0","0","3121","2","0","280","510000","0"
"3103","25021","0","0","3131","2","0","280","510000","0"
"3104","25021","0","0","3141","2","0","280","510000","0"
"3105","25021","0","0","3151","2","0","280","510000","0"
"3201","25021","0","0","3211","2","0","280","510000","0"
"3202","25021","0","0","3221","2","0","280","510000","0"
"3203","25021","0","0","3231","2","0","280","510000","0"
"3204","25021","0","0","3241","2","0","280","510000","0"
"3205","25021","0","0","3251","2","0","280","510000","0"
"3301","25021","0","0","3311","2","0","280","510000","0"
"3302","25021","0","0","3321","2","0","280","510000","0"
"3303","25021","0","0","3331","2","0","280","510000","0"
"3304","25021","0","0","3341","2","0","280","510000","0"
"3305","25021","0","0","3351","2","0","280","510000","0"
"3401","25021","0","0","3411","2","0","280","510000","0"
"3402","25021","0","0","3421","2","0","280","510000","0"
"3403","25021","0","0","3431","2","0","280","510000","0"
"3404","25021","0","0","3441","2","0","280","510000","0"
"3405","25021","0","0","3451","2","0","280","510000","0"
"3501","25021","0","0","3511","2","0","280","510000","0"
"3502","25021","0","0","3521","2","0","280","510000","0"
"3503","25021","0","0","3531","2","0","280","510000","0"
"3504","25021","0","0","3541","2","0","280","510000","0"
"3505","25021","0","0","3551","2","0","280","510000","0"
"3601","25021","0","0","3611","2","0","280","510000","0"
"3602","25021","0","0","3621","2","0","280","510000","0"
"3603","25021","0","0","3631","2","0","280","510000","0"
"3604","25021","0","0","3641","2","0","280","510000","0"
"3605","25021","0","0","3651","2","0","280","510000","0"
"3701","25021","0","0","3711","2","0","280","510000","0"
"3702","25021","0","0","3721","2","0","280","510000","0"
"3703","25021","0","0","3731","2","0","280","510000","0"
"3704","25021","0","0","3741","2","0","280","510000","0"
"3705","25021","0","0","3751","2","0","280","510000","0"
"3801","25021","0","0","3811","2","0","280","510000","0"
"3802","25021","0","0","3821","2","0","280","510000","0"
"3803","25021","0","0","3831","2","0","280","510000","0"
"3804","25021","0","0","3841","2","0","280","510000","0"
"3805","25021","0","0","3851","2","0","280","510000","0"
"3901","25021","0","0","3911","2","0","280","510000","0"
"3902","25021","0","0","3921","2","0","280","510000","0"
"3903","25021","0","0","3931","2","0","280","510000","0"
"3904","25021","0","0","3941","2","0","280","510000","0"
"3905","25021","0","0","3951","2","0","280","510000","0"
"4001","25021","0","0","4011","2","0","280","510000","0"
"4002","25021","0","0","4021","2","0","280","510000","0"
"4003","25021","0","0","4031","2","0","280","510000","0"
"4004","25021","0","0","4041","2","0","280","510000","0"
"4005","25021","0","0","4051","2","0","280","510000","0"
"4101","25021","0","0","4111","2","0","280","510000","0"
"4102","25021","0","0","4121","2","0","280","510000","0"
"4103","25021","0","0","4131","2","0","280","510000","0"
"4104","25021","0","0","4141","2","0","280","510000","0"
"4105","25021","0","0","4151","2","0","280","510000","0"
"4201","25021","0","0","4211","2","0","280","510000","0"
"4202","25021","0","0","4221","2","0","280","510000","0"
"4203","25021","0","0","4231","2","0","280","510000","0"
"4204","25021","0","0","4241","2","0","280","510000","0"
"4205","25021","0","0","4251","2","0","280","510000","0"
"4301","25021","0","0","4311","2","0","280","510000","0"
"4302","25021","0","0","4321","2","0","280","510000","0"
"4303","25021","0","0","4331","2","0","280","510000","0"
"4304","25021","0","0","4341","2","0","280","510000","0"
"4305","25021","0","0","4351","2","0","280","510000","0"
"4401","25021","0","0","4411","2","0","280","510000","0"
"4402","25021","0","0","4421","2","0","280","510000","0"
"4403","25021","0","0","4431","2","0","280","510000","0"
"4404","25021","0","0","4441","2","0","280","510000","0"
"4405","25021","0","0","4451","2","0","280","510000","0"
"4501","25021","0","0","4511","2","0","280","510000","0"
"4502","25021","0","0","4521","2","0","280","510000","0"
"4503","25021","0","0","4531","2","0","280","510000","0"
"4504","25021","0","0","4541","2","0","280","510000","0"
"4505","25021","0","0","4551","2","0","280","510000","0"
"4601","25021","0","0","4611","2","0","280","510000","0"
"4602","25021","0","0","4621","2","0","280","510000","0"
"4603","25021","0","0","4631","2","0","280","510000","0"
"4604","25021","0","0","4641","2","0","280","510000","0"
"4605","25021","0","0","4651","2","0","280","510000","0"
"4701","25021","0","0","4711","2","0","280","510000","0"
"4702","25021","0","0","4721","2","0","280","510000","0"
"4703","25021","0","0","4731","2","0","280","510000","0"
