78f5576b10008cc2732d9d6faa0ced63fb7b3557e3af957adf3737985c9840e6,48107b68199f844aee9f3b1efb701158583992833f58a449823839ed33ee521c,a4f8e5cc027b545858c8e5757f08ec6b2448a473ce046931f6ac0c7e59f70174,2a21d73879cfaefc764498c6d0f0e3e9d148a4337c1a7927d314b3b9b21e9450,0a49d5550bb5f2a35678365d77e9063d7b28393c3c14fdddf2fb01d73f3381cc,585a1f5de702ef1b00a8fa52ea122c29178347f328e4014ca00bd0788319d797,e6a53d43d9ec814b4ac6e28b03ba96f08cb9760c348daec6b05ada0930e59b0a,75b75480f7723d46a30cfc914bc52e5f77d134457d88ab484ab32b99496e54a0,a6df994cf965e0d46cb4a54bd366fda9b6045cb0bd54ff55a28ef35630229f85,6f89dc7066210117cbd162663f0ab502dc496935dda77a2ccdec38144afb100d
"2","0","111","3","0","25101","5000000","0","101","0"
"2","0","211","3","0","25101","5000000","0","201","0"
"2","0","311","2","0","25101","5500000","0","301","0"
"2","0","411","2","0","25101","5500000","0","401","0"
"2","0","511","3","0","25101","6000000","0","501","0"
"2","0","611","2","0","25101","6000000","0","601","0"
"2","0","711","2","0","25101","6500000","0","701","0"
"2","0","811","2","0","25101","6500000","0","801","0"
"2","0","911","3","0","25101","7000000","0","901","0"
"2","0","1011","2","0","25101","7000000","0","1001","0"
"2","0","1111","2","0","25101","7500000","1112","1101","0"
"2","0","1211","2","0","25101","7500000","1212","1201","0"
"2","0","1311","3","0","25101","8000000","0","1301","0"
"2","0","1411","2","0","25101","8000000","0","1401","0"
"2","0","1511","2","0","25101","8500000","0","1501","0"
"2","0","1611","2","0","25101","8500000","0","1601","0"
"2","0","1711","3","0","25101","9000000","0","1701","0"
"2","0","1811","2","0","25101","9000000","1812","1801","0"
"2","0","1911","2","0","25101","9500000","0","1901","0"
"2","0","2011","2","0","25101","9500000","0","2001","0"
"2","0","2111","3","0","25101","10000000","0","2101","0"
"2","0","2211","2","0","25101","10000000","0","2201","0"
"2","0","2311","2","0","25101","10500000","0","2301","0"
"2","0","2411","2","0","25101","10500000","0","2401","0"
"2","0","2511","3","0","25101","11000000","0","2501","0"
"2","0","2611","2","0","25101","11000000","2612","2601","0"
"2","0","2711","2","0","25101","11500000","2712","2701","0"
"2","0","2811","2","0","25101","11500000","2812","2801","0"
"2","0","2911","3","0","25101","12000000","0","2901","0"
"2","0","3011","2","0","25101","12000000","3012","3001","0"
"2","0","3111","2","0","25101","12500000","0","3101","0"
"2","0","3211","2","0","25101","12500000","0","3201","0"
"2","0","3311","3","0","25101","13000000","0","3301","0"
"2","0","3411","3","0","25101","13000000","0","3401","0"
"2","0","3511","3","0","25101","13500000","0","3501","0"
"2","0","3611","3","0","25101","13500000","0","3601","0"
"2","0","3711","3","0","25101","13500000","0","3701","0"
"2","0","3811","3","0","25101","14000000","3812","3801","0"
"2","0","3911","3","0","25101","14000000","0","3901","0"
"2","0","4011","3","0","25101","14000000","0","4001","0"
"2","0","4111","3","0","25101","14500000","0","4101","0"
"2","0","4211","3","0","25101","14500000","4212","4201","0"
"2","0","4311","3","0","25101","14500000","0","4301","0"
"2","0","4411","3","0","25101","15000000","0","4401","0"
"2","0","4511","3","0","25101","15000000","0","4501","0"
"2","0","4611","3","0","25101","15000000","0","4601","0"
"2","0","4711","3","0","25101","15500000","0","4701","0"
"2","0","4811","3","0","25101","15500000","0","4801","0"
"2","0","4911","3","0","25101","15500000","0","4901","0"
"2","0","5011","3","0","25101","16000000","0","5001","0"
"2","0","5111","3","0","25101","16000000","0","5101","0"
"2","0","5211","3","0","25101","16000000","0","5201","0"
"2","0","5311","3","0","25101","16500000","0","5301","0"
"2","0","5411","3","0","25101","16500000","5412","5401","0"
"2","0","5511","3","0","25101","16500000","0","5501","0"
"2","0","5611","3","0","25101","17000000","0","5601","0"
"2","0","5711","3","0","25101","17000000","0","5701","0"
"2","0","5811","3","0","25101","17000000","0","5801","0"
"2","0","5911","3","0","25101","17500000","0","5901","0"
"2","0","6011","3","0","25101","17500000","0","6001","0"
"2","0","6111","3","0","25101","17500000","0","6101","0"
"2","0","6211","3","0","25101","18000000","6212","6201","0"
"2","0","6311","3","0","25101","18000000","0","6301","0"
"2","0","6411","3","0","25101","18000000","0","6401","0"
"2","0","6511","3","0","25101","18500000","0","6501","0"
"2","0","6611","3","0","25101","18500000","0","6601","0"
