95e4fc804f6a6af299f9503155456c5c31063f59dab88d548b9e84a59bafbc52,09eb6c0d4b7cdc42ee1e53eaf3b64d9aa34e49eb386c5ed5f54cf032ec42cc8b,bceb782e71ab239672c15704ea6ff66d0508ee68df8598678377774523a29785,0a638d93ff3026d03a4681eceb74bb3b87ee821ed4ed56763e41e5e3f34b4baf,2de805a6fc4f9e55cfb900e121d3a232c5810620c1f1b6bec585c99b350fa508,1734439a62274fedd4d91585f191202e617ab283a9876f2ee89c154975f66ef9,203bd5ad8f731ca3a134740588a2aa7d1a15f831395fc785f5a7a396b83618da,bd6a3de98f9fce6f1a6297c07e343d4b2445ee00d30c5fd7c52290293887080b,14cb20134bdda28ccc088626b90609f797ec7eb447ad0b39535a6c0eb5ef7752,f55b38487a12bd0e3230cf1c4c52389a65100d1e41f20eac97f2051b6a789e0f,c5d6cc9ed042c4af26926216452d18517ea4837ae4ae8c16fc97042a8a8df7f9
"8","31","25011","8","2","10","1","281001001","25021","91002","2"
"8","31","25011","8","2","10","2","281001002","25021","91002","2"
"8","32","25011","8","2","10","3","281001003","25021","91002","2"
"8","32","25011","8","2","10","4","281001004","25021","91002","2"
"8","33","25011","8","2","10","5","281001005","25021","91002","2"
"9","33","25011","8","2","10","6","281001006","25021","91002","2"
"9","34","25011","8","2","10","7","281001007","25021","91002","2"
"9","35","25011","8","2","10","8","281001008","25021","91002","2"
"9","35","25011","8","2","10","9","281001009","25021","91002","2"
"10","37","25011","8","2","30","10","281001010","25021","91002","2"
"10","41","25011","8","2","10","11","281001011","25021","91002","2"
"11","43","25011","8","2","10","12","281001012","25021","91002","2"
"11","46","25011","8","2","10","13","281001013","25021","91002","2"
"12","48","25011","8","2","10","14","281001014","25021","91002","2"
"12","50","25011","8","2","10","15","281001015","25021","91002","2"
"13","53","25011","8","2","10","16","281001016","25021","91002","2"
"14","55","25011","8","2","10","17","281001017","25021","91002","2"
"14","58","25011","8","2","10","18","281001018","25021","91002","2"
"15","60","25011","8","2","10","19","281001019","25021","91002","2"
"15","62","25011","8","2","30","20","281001020","25021","91002","2"
"16","68","25011","8","2","10","21","281001021","25021","91002","2"
"16","70","25011","8","2","10","22","281001022","25021","91002","2"
"16","72","25011","8","2","10","23","281001023","25021","91002","2"
"17","75","25011","8","2","10","24","281001024","25021","91002","2"
"18","77","25011","8","2","10","25","281001025","25021","91002","2"
"18","79","25011","8","2","10","26","281001026","25021","91002","2"
"19","82","25011","8","2","10","27","281001027","25021","91002","2"
"19","84","25011","8","2","10","28","281001028","25021","91002","2"
"19","86","25011","8","2","10","29","281001029","25021","91002","2"
"20","89","25011","8","2","30","30","281001030","25021","91002","2"
"20","94","25011","8","2","10","31","281001031","25021","91002","2"
"21","96","25011","8","2","10","32","281001032","25021","91002","2"
"21","99","25011","8","2","10","33","281001033","25021","91002","2"
"22","101","25011","8","2","10","34","281001034","25021","91002","2"
"22","103","25011","8","2","10","35","281001035","25021","91002","2"
"23","106","25011","8","2","10","36","281001036","25021","91002","2"
"23","108","25011","8","2","10","37","281001037","25021","91002","2"
"24","111","25011","8","2","10","38","281001038","25021","91002","2"
"25","113","25011","8","2","10","39","281001039","25021","91002","2"
"25","115","25011","8","2","30","40","281001040","25021","91002","2"
"26","121","25011","8","2","10","41","281001041","25021","91002","2"
"27","123","25011","8","2","10","42","281001042","25021","91002","2"
"28","125","25011","8","2","10","43","281001043","25021","91002","2"
"28","128","25011","8","2","10","44","281001044","25021","91002","2"
"29","130","25011","8","2","10","45","281001045","25021","91002","2"
"30","132","25011","8","2","10","46","281001046","25021","91002","2"
"30","135","25011","8","2","10","47","281001047","25021","91002","2"
"31","137","25011","8","2","10","48","281001048","25021","91002","2"
"31","139","25011","8","2","10","49","281001049","25021","91002","2"
"31","142","25011","8","2","30","50","281001050","25021","91002","2"
"32","144","25011","8","2","10","51","281001051","25021","91002","2"
"32","146","25011","8","2","10","52","281001052","25021","91002","2"
"32","149","25011","8","2","10","53","281001053","25021","91002","2"
"33","152","25011","8","2","10","54","281001054","25021","91002","2"
"33","155","25011","8","2","10","55","281001055","25021","91002","2"
"33","157","25011","8","2","10","56","281001056","25021","91002","2"
"34","160","25011","8","2","10","57","281001057","25021","91002","2"
"34","163","25011","8","2","10","58","281001058","25021","91002","2"
"34","166","25011","8","2","10","59","281001059","25021","91002","2"
"35","169","25011","8","2","30","60","281001060","25021","91002","2"
"35","171","25011","8","2","10","61","281001061","25021","91002","2"
"35","174","25011","8","2","10","62","281001062","25021","91002","2"
"36","177","25011","8","2","10","63","281001063","25021","91002","2"
"36","180","25011","8","2","10","64","281001064","25021","91002","2"
"36","182","25011","8","2","10","65","281001065","25021","91002","2"
"37","185","25011","8","2","10","66","281001066","25021","91002","2"
"37","187","25011","8","2","10","67","281001067","25021","91002","2"
"37","190","25011","8","2","10","68","281001068","25021","91002","2"
"38","193","25011","8","2","10","69","281001069","25021","91002","2"
"38","196","25011","8","2","30","70","281001070","25021","91002","2"
"39","200","25011","8","2","10","71","281001071","25021","91002","2"
"39","204","25011","8","2","10","72","281001072","25021","91002","2"
"40","208","25011","8","2","10","73","281001073","25021","91002","2"
"40","212","25011","8","2","10","74","281001074","25021","91002","2"
"41","216","25011","8","2","10","75","281001075","25021","91002","2"
"41","220","25011","8","2","10","76","281001076","25021","91002","2"
"42","224","25011","8","2","10","77","281001077","25021","91002","2"
"42","228","25011","8","2","10","78","281001078","25021","91002","2"
"43","232","25011","8","2","10","79","281001079","25021","91002","2"
"43","236","25011","8","2","30","80","281001080","25021","91002","2"
"44","240","25011","8","2","10","81","281001081","25021","91002","2"
"44","244","25011","8","2","10","82","281001082","25021","91002","2"
"45","248","25011","8","2","10","83","281001083","25021","91002","2"
"45","252","25011","8","2","10","84","281001084","25021","91002","2"
"46","256","25011","8","2","10","85","281001085","25021","91002","2"
"46","260","25011","8","2","10","86","281001086","25021","91002","2"
"47","264","25011","8","2","10","87","281001087","25021","91002","2"
"47","268","25011","8","2","10","88","281001088","25021","91002","2"
"48","272","25011","8","2","10","89","281001089","25021","91002","2"
"48","276","25011","8","2","30","90","281001090","25021","91002","2"
