d91761df303065f86ad551af2fc27d7b7a80dfd4cdd2589c18662d11d2e47440,1f6f2c4f81aff43de15e74764713a8cfc90fc3dcc2d8788c33debe6d179a7ebc,17d103f384674e7a07bf6c06cd1c22f2b28de5fd73446e0f481ee13bef53e957,79cf50666467f678b2b86c4854cba47e49ee4c281c4c7e854521f34842ebca81,204d30af2b5dbaf16a2695e7410dedde0efaa57fdfb8976c8487c55edb3f2118,809504384371881dcac39b3cd9d4423fde5c33df9e96002eb8b7e2d4cde33a03,5938d038150bf4dbfbf9b3b17f001beb3b626930413b8222d7d35a7f3acc2ded,5dbe64afb6995b760be44e510648aa1db7b04a85414f5a316cfd528cba14fcc8,773b9ebdef939b6f32e3e6c37aa2ea7fdd07860ee42c46627e9d614af0ca151a,9465745a418b7d79f96ff72e8e920cc41b69e8f73d81e633e8cceebcec21ec3a,897d3d41d3c4210006c2cd1845822bd5a6780046e56b5fa7ecd608d902ed168e
"0","4","102010001","101","","晶的末端裝置","5201061","5","10201","七冠專用群組聊天","0"
"0","4","102010002","102","","","5201062","5","10201","平時的群組聊天","0"
"0","2","102010003","5201063","","變色龍玩偶","5201063","2","10201","七冠會議‧變色龍篇","0"
"0","102","102010004","5201064","","線上會議_紀錄","5201064","2","10201","七冠會議‧線上篇","1"
"0","103","102010005","501","","怪物設定資料","5201066","5","10201","美麗設計","1"
"0","103","102010006","5201074","","","5201074","2","10201","正常的感性","1"
"0","104","102010007","5201075","","企劃資料","5201075","2","10201","會議在跳舞，然而毫無進展","1"
"0","104","102010008","5201076","","","5201076","2","10201","失控的創作者魂","1"
"0","3","102010009","5201077","","綜合莓果蛋糕","5201077","2","10201","現士實似似花與蛋糕","0"
"0","3","102010010","5201078","","","5201078","2","10201","由此而生的好感度","0"
"0","105","102010011","401","","訪談新聞_校閱用","5201079","5","10201","華麗報導","1"
"0","105","102010012","402","","","5201081","5","10201","華麗報導的背後","1"
"0","101","102010013","5201083","","角色服裝設定資料","5201083","2","10201","嚮導老君的憂慮","1"
"0","106","102010014","5201085","","種族設定資料","5201085","2","10201","何以何故獸人族","1"
"0","5","102010015","301","","埋沒在資料裡的照片","5201087","5","10201","停止的時間，殘留的思念","0"
"0","5","102010016","5201088","","","5201088","2","10201","前進的時間，刻下的回憶","0"
"0","1","102010101","1","","","0","6","10201","前往PC畫面","0"
"0","1","102020001","5202061","","","5202061","7","10202","安可曲要輕聲地唱","0"
"0","2","102020002","5202062","","","5202062","2","10202","教教我吧，千歌老師！","0"
"0","3","102020003","5202063","","","5202063","2","10202","因為想配合你的喜好","0"
"0","4","102020004","5202064","","","5202064","2","10202","於是心意相連","0"
"0","1","102030001","101","","","5203061","4","10203","也有助於殺時間！巨型護目罩","0"
"0","2","102030002","5203062","","","5203062","2","10203","克蘿茜大解密其一","0"
"0","3","102030003","102","","","5203063","4","10203","搭載令人驚愕的新武裝！巨型雙眼","0"
"0","4","102030004","5203064","","","5203064","2","10203","克蘿茜大解密其二","0"
"0","5","102030005","103","","","5203065","4","10203","熟能生巧才是對的？給新手駕駛員的考驗！","0"
"0","6","102030006","5203066","","","5203066","2","10203","克蘿茜大解密其三","0"
"0","7","102030007","104","","","5203067","4","10203","推動超重量的強大輸出！巨型推進器","0"
"0","8","102030008","5203068","","","5203068","2","10203","克蘿茜大解密其四","0"
"0","9","102030009","5203069","","","5203069","2","10203","克蘿茜大解密其五","0"
"0","10","102030010","105","","","5203070","4","10203","流線型的壓倒性質量！巨型雙腿","0"
"0","101","102030011","106","","","5203071","4","10203","可愛是最重要項目？多功能武裝護目罩","1"
"0","102","102030012","5203072","","","5203072","2","10203","克蘿茜大解密其六","1"
"0","103","102030013","107","","","5203073","4","10203","最大充電充滿胸腔！可變式能量儲存槽","1"
"0","104","102030014","5203074","","","5203074","2","10203","克蘿茜大解密其七","1"
"0","105","102030015","108","","","5203075","4","10203","柔軟Q彈新觸感！講究規格的美肌","1"
"0","106","102030016","109","","","5203076","4","10203","搭載能量供給機能！尾巴可不是虛有其表","1"
"0","107","102030017","110","","","5203077","4","10203","進行分離與合體！航空軀體的新裝備！","1"
"0","108","102030018","111","","","5203078","4","10203","克蘿茜瘋狂特訓！不擅長走路的新型雙腿","1"
"0","11","102030101","1","","","0","6","10203","航空軀體解說","0"
