4341eb0c690b5b7eb11a4624e47e58e1634848896f5ec3f1477b52626ef59a4a,4bf16284804146f3d7264a490228671e105d7cf238630fe48c09e0210f53d15b,3618d9cf99d3b24d5436e4ad9167434cf912a5d3e5fa3bf3b45d84660d9ae8a8,b4fe6f665a24ddbc2b39b4c6e49e4b86ef6c686e6452beef22ee40083cbe5c17,848cd88f747dc46996506a91f7d3331169c5c69327f8c7817efc8869d6bb8731,1b7bb49830fa6be5fdc8176944239b41f43fca9dcb310fd1c6bb64ee8f63ed96,3081f7b5b86ab351733e5e4ef0715d441871b6f8d60ec6240e0cb6774042a198,1248ad16f303322d29e5fd957c45dba0e37ee5cd4f302a9bd2f44d47b72c0b5d,6c1340820a3e7f1d5efb0c15db4a6bf0e7f004abfbeb0ebcdedb1144609ea82e,ddf5a584c245c9badc7548da560cebf51e36880376952c9bfb809f44c1050e3a,e2eacf76b82c1bc0255c588c98431f4c1027b67a9d253e5dc450a2ca46b6c3d9,a2a9b5bd822fdd0967b86945c73a924e8973c70f610cdf7497b66759a00883f7,97b2c8c2798d5e85ada5544563f315e661fa68cc33fce8019451900f7ee19850,48a903d7b85ee7e8417c029ae2d453f11772675d13f5a76cf51671f660e7e0d2,c0e598f9701418fb05babfceb0e9285c62274e0d4c7aad350a066d0d088b72f3,f51b481480b89a678c0c659de86e4d9253282d1d77309c4dbe27bebbb5468a2a,ab29a4c4dbc17c4eeba02072bde4f33b8d1b48928c71802e9dac192b4a66a772,f998c4dcae787a0db1c0097846f83fb8dc8678619f04ad370523d356e4c8b57e,a54fd5c249b1a88790bdfe8270e701521ac05080fc6d26195a43460f19933b10,8d58b692f2d3ca4ccdad4a1a213b6e1c6b22f5b1353e1594dbe645c70c437a7a,c3a8baef9854c6122635c83980da035bebc90331d22886882c37698c65d73560,4e2d0e86912ba4cf4f69f73296de1256567078fa5bc30384d1af3498a8b0fe2a,97c93f12ba53a70aa568d3f2e51cbd8a391d0eba06feb5f86bc9ca9eaefcdaae,4001f01b131d03d63590c318fb6946362512346ac9ecb824e9151aa8e9a44cc6,5ce4d39ef3b094841916d408a243f29bbf26c0325a6f4d981bcead0119d64df5,3e2f993bc8f299ccbe9f938e6d230c7cc6ff8bef26ed6e577395932a2a46b448,b052e73f41c6777aab1f734e10ddd849ccd334a38f91f5c86212faaa1d2c973b,7608b5c3e89bb1505d5a676815e9c0e3ae7e10d5f3381bc2d926b01181bab9f2,5ff4533edd2db25cfdc35b75a2d1c0497d2243efc4267bfd47e8d00644f202de,3ed7c53507c8fb3e0cea8317ce4831011c29002dfcbf874a4e6dac01249a10a1,938c0ede876e09431eeeef16a570be4bc5e79b7e8e28a1a993c7ba038fe96f71,298a2f947d997898227f8d3284b5cb81ea620d499d3ee268eb9ddef69fc2229b,986269bba2f49997b1d1614f0e27d264a52ee2ccc0af8bd9feafcdfbd0ad3bbf,1c0f013b296d0e4e33409b9388e6d84457b076026f7d7038d81f5432a6a694f2,9b14967e06f16aec686487f71a137c383b8310684c6588e6b60f695ff7493803,ad32e3750c0f4adc6bd9f6bbfa62b90a2bce2f520ebd906287c7d3328dbb9437,dbe317c5e9594890eff96cc923a25bffedb24ba9511ae47cd2e71d25db31de53,b4eb9a3f08c0f7d241c31ecb70d272c82f2fed23c83ca9f2f7a0e32ebc242176,02b355966c9d90e8a7e7a45e9ee47172a484803730436d439cf10e9427ef8a90,17a7f21823cfa7024bc23562f66d9839453b13a8c9594291a8f94cfcc8d5b9ca,7b99c0e1e1895df6296c3f8796c96ebe828cf2e91584938ee8b036c4ee3a1735,700c2124a7c64f8b1423df4e2cad95c41de0b42e11450b1d58ac7a9ecd40bb9e,f2b7e38cd07cb0335be77cf20239f7b7e8c82e51ffd7bbd2c2eef6fd3b9ee0db,e0da20a5c3229742348b6369c3cb2afc2bcc62c5e339ab641b56680c59d67cea,07cf1435f979314486f688245f013754182213a7007c85b625b1f3ebe78233c1,f578ac266f9eda42bd714d9eba69f0d42543d80349b0508b19bf0355631bc7c1,b937fa83d530ee405484becd8ed67b6b173f4c729cf3c439e06656a58bbded2d,d9f0c51ba23f9b344c4989d9d32b4e9d9ca5b084416388ae655cd04b42cf7e90,37cb9008891fb3b3df41b5898af32bece75c1fdd4a54f357dc5fe04e08cc424b,212a1f5514823831b54a88ad28f7f22f192461487ed12d5249f45f8cc93c254b,4d419a55cd646a3587f9cb9d1f68cf9e2b48c1f10c1cc9323adc2c3dbf9660fa,c619e3a926c4480ade5a59453f9d8a8f4344872feb50337a72e7da28f08aeaeb,f8da07231f5cd99221d0a9d24440226e6e4cb09f31d6a5d8d510cb1b084c03ef,551a2be57442ffbce21e4dead909f84eeb882ee1ad15a06cf47eda1506d3b340,7f80a64b9e8a1eb6cf001e1188f477427be2eb2b93f5da30feb1b14d85adb86b,d753ca3279ea108caa0a58081a783bf1d08549e9a721d974a2ea456dba416344,98d068c45f5667da22e87c007f6a3b679524f612f1082d6a80082931ef831d6e,dc43d9f7111730a0a8663fbacedc6041c85d1bb7df3d5aa0fbedc79887fa3165,72ac1d1d893329caf82f7148d531209f4d20bf92a6eee93239701ca3512b6c76,890c60e376aa8fef79858e593c6ed6058ef13f702e7200415b4cf6a2f521e55f,25702eab8308a34f28694615cd7d2053df5620351bff566141001e4b6a108dda,caaeadc040957833408d8dcf3e3b12507b8fbfc9683d595e827f38d2a08db7e9,e48b281ee90d7dd72177da87f52ac95bd8a3adcd9647db72e58ed426405642b0,3f42e9c1a03b57d0389e835c3a3b6201ea180ec80fb01d6a8ccb9154711473da,19ca7d8f3e932c9bd0159ac120ceabd967aa2a8be5d51934ba9086abe62a3d78,9ae3e7f5c27df87879a314c1f2981fa268b9efab6365cdb1f912f15e25ac1fe4,8129cc1b18f4a41c8bdd935dab067567326191177229ba5789d1264d3c755af6
"5","166","20","0","140001","0.7","0","-335","7311001","0.7","20","50","731403502","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","731403501","0.7","2300001","0","20","0","0.7","-335","73140350","0.7","0.7","731403503","500","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7315001","0.7","20","50","731503602","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","731503601","0.7","2300002","0","20","0","0.7","-335","73150360","0.7","0.7","731503603","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7316001","0.7","20","50","731603702","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","731603701","0.7","2300003","0","20","0","0.7","-335","73160370","0.7","0.7","731603703","600","0.7","20","20","-1","0.6","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7317001","0.7","20","50","731703802","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","731703801","0.7","2300004","0","20","0","0.7","-335","73170380","0.7","0.7","731703803","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7318001","0.7","20","50","731803902","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","731803901","0.7","2300005","0","20","0","0.7","-335","73180390","0.7","0.7","731803903","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7319001","0.6","20","50","731904002","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","731904001","0.7","2300006","0","20","0","0.7","-335","73190400","0.7","0.7","731904003","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7320001","0.7","20","50","732004102","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732004101","0.7","2300007","0","20","0","0.7","-335","73200410","0.7","0.7","732004103","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7321001","0.7","20","50","732104202","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732104201","0.7","2300008","0","20","0","0.7","-335","73210420","0.7","0.7","732104203","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7322001","0.7","20","50","732204302","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732204301","0.7","2300009","0","20","0","0.7","-335","73220430","0.7","0.7","732204303","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7323001","0.7","20","50","732304402","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732304401","0.7","2300010","0","20","0","0.7","-335","73230440","0.7","0.7","732304403","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7324001","0.7","20","50","732404502","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732404501","0.7","2300011","0","20","0","0.7","-335","73240450","0.7","0.7","732404503","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7325001","0.7","20","50","732504602","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732504601","0.7","2300012","0","20","0","0.7","-335","73250460","0.7","0.7","732504603","600","0.7","20","20","-1","0.6","102051","20","0.7","0","20","0.7"
"5","166","20","0","140001","0.7","0","-335","7326001","0.7","20","50","732604702","0","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","0","333","0.7","102052","299","0.7","20","732604701","0.7","2300013","0","20","0","0.7","-335","73260470","0.7","0.7","732604703","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
"5","166","20","20","140001","0.7","20","-335","7327001","0.7","20","50","732704802","20","20","0","90","0.7","99","-1","-168","-101","50","102052","166","333","-301","bgm_M127","0.7","0","20","50","0","-168","99002","102053","20","333","0.7","102052","299","0.7","20","732704801","0.7","2300014","0","20","20","0.7","-335","73270480","0.7","0.7","732704803","600","0.7","20","20","-1","0.7","102051","20","0.7","0","20","0.7"
