4d6d77ab816e2bdca1b7f586122b3d00d31680359a9024393e981e7edf5154e3,c3c82e23634e8073d37ee087455ece1859cb31be27637913c0a8cdb2a8ec8c74,01f0f5b5984030b7078fcf48a51266fd5778868dedc47d61f36f66221dc6e01d,c649d5f316f8d6fc06cb4bf2f0f494ddde70714c2868336973ceba05ca88f35a,4c2d204b6339d5c014fe141e4d589f66bb7ff6d31d114416fc14ff7285ba9cdc,da671304bc73a1c65a5f7e686941ff942cbae3472a7b3f2b53c23e797559f7a3,361af6fc1d6fd2427eacfb9b69718d3f90a85b289191e9f3ec95d75d9787ee7d,5cad5ebba730655bd3a60f80d61d6e69ab80ea2525f2597611b4823c6fb682d8,a28068d8f4564ca0024d33cdd0b56149752d2b9716c2fc90e4322d9d628754d7,934aaafbdd9dd4b2156eea8911d6e2cd16a24275fb8365309eee2eb464e369ff,2b181fa38ccafae2a476d548b66214ce8a86bee526f5ce4f23d1f0499ae5b9ab
"110","1","-280","382","61001","1","110311","1.55","1","5152061","idle_normal"
"106","1","-210","145","61002","0","131911","1.55","1","5152061","idle_normal"
"107","1","-225","-50","61003","0","102311","1.55","1","5152061","joy_idle_normal"
"108","1","-240","-245","61004","0","102111","1.55","1","5152061","wish_idle"
"109","1","-255","-440","61005","0","107711","1.55","1","5152061","idle_normal"
"103","1","-105","40","61006","0","122811","1.45","1","5152061","doya_idle"
"104","1","-120","-160","61007","0","122911","1.45","1","5152061","idle_normal"
"105","1","-135","-355","61008","0","122711","1.45","1","5152061","idle_normal"
"","13","","","61009","","210","","110311","5152061",""
"","13","","","61010","","206","","131911","5152061",""
"","13","","","61011","","209","","107711","5152061",""
"","13","","","61012","","205","","122711","5152061",""
"","13","","","61013","","203","","122811","5152061",""
"","13","","","61014","","204","","122911","5152061",""
"","13","","","61015","","208","","102111","5152061",""
"","13","","","61016","","207","","102311","5152061",""
"210","5","160","-110","61017","0","2","0.75","2","5152061","empty"
"210","5","-45","352","61018","0","3","1","3","5152061","empty"
"0","31","1","0","61019","","1","1","1","5152061",""
"0","31","1","0","61020","","2","0","2","5152061",""
"0","31","1","0","61021","","3","1","3","5152061",""
"0","31","1","0","61022","","11","0","11","5152061",""
"","91","","","61023","","0","","0","5152061",""
"","37","","","61024","","telop_1","","3","5152061",""
"0","102","","","61025","","0","","0","5152061",""
"","93","","","61026","","0","","1","5152061",""
"0","3","1","callout_loop","61027","0","callout_in","0.2","110311","5152061",""
"","93","","","61028","","0","","0.1","5152061",""
"0","21","","0","61029","","vo_rag_6001","","vo_rag","5152061",""
"0","3","","","61030","","1001_in","0","3","5152061",""
"","93","","","61031","","1","","1.9","5152061",""
"0","3","","","61032","","1001_mid","0","3","5152061",""
"","92","","","61033","","","","","5152061",""
"0","3","","","61034","","1001_out","0","3","5152061",""
"","93","","","61035","","0","","0.2","5152061",""
"1","3","","","61036","","doya_idle_joy1R","0.3","110311","5152061",""
"0","3","1","gutsB_talk_joy","61037","0","gutsB_in_joy","0.2","102311","5152061",""
"1","3","","","61038","","wish_talk","0.2","102111","5152061",""
"0","3","1","idle_normal_joy","61039","0","hello_2","0.2","131911","5152061",""
"1","3","","","61040","","sad_talk_joy","0.2","107711","5152061",""
"0","3","1","handsup_loop","61041","0","handsup_in","0.2","122811","5152061",""
"1","3","","","61042","","leanforward_joy","0.2","122911","5152061",""
"1","3","","","61043","","talk_normal","0.2","122711","5152061",""
"0","21","","0","61044","","vo_rag_6002","","vo_rag","5152061",""
"142","2","0","0","61045","","-110","","3","5152061",""
"0","3","","","61046","","1002_in","0","3","5152061",""
"","93","","","61047","","1","","1.9","5152061",""
"0","3","","","61048","","1002_mid","0","3","5152061",""
"","92","","","61049","","","","","5152061",""
"0","3","","","61050","","1002_out","0","3","5152061",""
"1","3","","","61051","","gutsB_idle","0.2","102311","5152061",""
"1","3","","","61052","","wish_idle","0.2","102111","5152061",""
"1","3","","","61053","","idle_normal","0.2","131911","5152061",""
"1","3","","","61054","","sad_idle_normal","0.2","107711","5152061",""
"1","3","","","61055","","cool_idle","0.2","122811","5152061",""
"1","3","","","61056","","idle_normal_joy1R","0.2","122911","5152061",""
"1","3","","","61057","","wish_idle","0.2","122711","5152061",""
"0","3","1","gutsB_talk","61058","0","gutsB_in","0.2","110311","5152061",""
"0","21","","0","61059","","vo_rag_6003","","vo_rag","5152061",""
"7","11","1","1","61060","15","大朋友也很有精神，非常好！\n馬上開始做體操吧！","0","110311","5152061","0"
"0","91","","0","61061","","","","0","5152061",""
"","25","","","61062","","bgm_MC175B","","bgm_MC175B","5152061",""
"","32","","","61063","","1","","2","5152061",""
"0","3","1","kids_gungun_loop","61064","0","kids_gungun_in","0.2","110311","5152061",""
"0","21","","0","61065","","vo_rag_6004","","vo_rag","5152061",""
"7","11","0","1","61066","0","首先把雙手朝向天空\n用力伸出去──！","0","110311","5152061","1.7"
"","93","","","61067","","0","","0.1","5152061",""
"0","3","1","kids_gungun_loop","61068","0","kids_gungun_in","0.2","131911","5152061",""
"0","3","1","kids_gungun_loop","61069","0","kids_gungun_in","0.2","102311","5152061",""
"0","3","1","kids_gungun_loop","61070","0","kids_gungun_in","0.2","102111","5152061",""
"0","3","1","kids_gungun_loop","61071","0","kids_gungun_in","0.2","107711","5152061",""
"0","3","1","kids_gungun_loop","61072","0","kids_gungun_in","0.2","122811","5152061",""
"0","3","1","kids_gungun_loop","61073","0","kids_gungun_in","0.2","122911","5152061",""
"0","3","1","kids_gungun_loop","61074","0","kids_gungun_in","0.2","122711","5152061",""
"","93","","","61075","","0","","5.2","5152061",""
"0","91","","0","61076","","","","61066","5152061",""
"0","21","","0","61077","","vo_rag_6005","","vo_rag","5152061",""
"8","11","0","1","61078","60","用力、用力！\n啊哈哈，盡情活動身體真開心呢！","13","102311","5152061","2.3"
"","93","","","61079","","0","","7.8","5152061",""
"0","91","","0","61080","","","","61078","5152061",""
"1","3","","","61081","","kids_furifuri","0.3","110311","5152061",""
"0","21","","0","61082","","vo_rag_6006","","vo_rag","5152061",""
"7","11","0","1","61083","17","接著是讓腰部左右擺動！\n動作要可愛，而且要有節奏感喔！","21","110311","5152061","1.7"
"","93","","","61084","","0","","0.1","5152061",""
"1","3","","","61085","","kids_furifuri","0.3","131911","5152061",""
"1","3","","","61086","","kids_furifuriB","0.3","102311","5152061",""
"1","3","","","61087","","kids_furifuri","0.3","102111","5152061",""
"1","3","","","61088","","kids_furifuriB","0.3","107711","5152061",""
"1","3","","","61089","","kids_furifuri","0.3","122811","5152061",""
"1","3","","","61090","","kids_furifuriB","0.3","122911","5152061",""
"1","3","","","61091","","kids_furifuri","0.3","122711","5152061",""
"","93","","","61092","","0","","7.3","5152061",""
"0","91","","0","61093","","","","61083","5152061",""
"0","21","","0","61094","","vo_rag_6007","","vo_rag","5152061",""
"8","11","0","1","61095","60","左右左右～感覺越來越有趣了呢♪","0","102111","5152061","0.5"
"","93","","","61096","","0","","5.2","5152061",""
"0","91","","0","61097","","","","61095","5152061",""
"1","3","","","61098","","joy_idle","0.2","131911","5152061",""
"1","3","","","61099","","joy_idle","0.2","102311","5152061",""
"1","3","","","61100","","joy_idle","0.2","102111","5152061",""
"1","3","","","61101","","joy_idle","0.2","107711","5152061",""
"1","3","","","61102","","joy_idle","0.2","122811","5152061",""
"1","3","","","61103","","joy_idle","0.2","122911","5152061",""
"1","3","","","61104","","joy_idle","0.2","122711","5152061",""
"0","3","0","kids_jump_sideHair_out","61105","0","kids_jump_in_saren","0.2","110311","5152061",""
"0","21","","0","61106","","vo_rag_6008","","vo_rag","5152061",""
"7","11","0","1","61107","0","最後大家一起大大地……跳躍──！","0","110311","5152061","1"
"","93","","","61108","","0","","0.1","5152061",""
"0","3","1","kids_jump_mid","61109","0","kids_jump_in","0.2","131911","5152061",""
"0","3","1","kids_jump_mid","61110","0","kids_jump_in","0.2","102311","5152061",""
"0","3","1","kids_jump_mid","61111","0","kids_jump_in","0.2","102111","5152061",""
"0","3","1","kids_jump_mid","61112","0","kids_jump_in","0.2","107711","5152061",""
"0","3","1","kids_jump_mid","61113","0","kids_jump_in","0.2","122811","5152061",""
"0","3","1","kids_jump_mid","61114","0","kids_jump_in","0.2","122911","5152061",""
"0","3","1","kids_jump_mid","61115","0","kids_jump_in","0.2","122711","5152061",""
"","93","","","61116","","0","","4.1","5152061",""
"0","91","","0","61117","","","","61107","5152061",""
"","37","","","61118","","finish","","2","5152061",""
"0","23","","","61119","","se_10058300_kids_finish","","se_10058300","5152061",""
"0","3","","","61120","","kids_jump_out","0","131911","5152061",""
"0","3","","","61121","","kids_jump_out","0","102311","5152061",""
"0","3","","","61122","","kids_jump_out","0","102111","5152061",""
"0","3","","","61123","","kids_jump_sideHair_out","0","107711","5152061",""
"0","3","","","61124","","kids_jump_out","0","122811","5152061",""
"0","3","","","61125","","kids_jump_out","0","122911","5152061",""
"0","3","","","61126","","kids_jump_sideHair_out","0","122711","5152061",""
"0","21","","0","61127","","vo_rag_6009","","vo_rag","5152061",""
"0","3","","","61128","","1009_in","0","2","5152061",""
"","93","","","61129","","1","","0.4","5152061",""
"0","3","","","61130","","1009_mid","0","2","5152061",""
"","92","","","61131","","","","","5152061",""
"0","3","","","61132","","1009_out","0","2","5152061",""
"","93","","","61133","","0","","0.2","5152061",""
"0","3","1","idle_normal","61134","0.2","kids_jump_end","0","131911","5152061",""
"0","3","1","joy_idle_normal","61135","0.2","kids_jump_end","0","102311","5152061",""
"0","3","1","wish_idle","61136","0.2","kids_jump_end","0","102111","5152061",""
"0","3","1","idle_normal","61137","0.2","kids_jump_sideHair_end","0","107711","5152061",""
"0","3","1","doya_idle","61138","0.2","kids_jump_end","0","122811","5152061",""
"0","3","1","idle_normal","61139","0.2","kids_jump_end","0","122911","5152061",""
"0","3","1","idle_normal","61140","0.2","kids_jump_sideHair_end","0","122711","5152061",""
"0.5","27","0","0.5","61141","1","bgm_MC173B","0","bgm_MC173B","5152061",""
"0","3","1","talk_normal","61142","0.2","kids_jump_sideHair_end","0","110311","5152061",""
"0","21","","0","61143","","vo_rag_6010","","vo_rag","5152061",""
"6","11","1","1","61144","0","好的，辛苦了。\n大家玩得開心嗎？","0","110311","5152061","0"
"0","91","","0","61145","","","","0","5152061",""
"1","3","","","61146","","idle_normal","0.2","110311","5152061",""
"0","3","1","gutsB_talk","61147","0","gutsB_in","0.2","131911","5152061",""
"0","3","1","surprise3_loop_joy2","61148","0","surprise3_in_joy2","0.2","102311","5152061",""
"1","3","","","61149","","memory_talk","0.2","102111","5152061",""
"1","3","","","61150","","wish_talk_joy_shy","0.2","107711","5152061",""
"0","3","1","eieio_loop","61151","0","eieio_in","0.2","122811","5152061",""
"1","3","","","61152","","anger_talk_joy","0.2","122911","5152061",""
"1","3","","","61153","","sad_talk_dere2","0.2","122711","5152061",""
"0","21","","0","61154","","vo_rag_6011","","vo_rag","5152061",""
"7","11","1","1","61155","60","嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","0","131911","5152061","0"
"0","91","","0","61156","","","","0","5152061",""
"1","3","","","61157","","gutsB_idle","0.2","131911","5152061",""
"1","3","","","61158","","memory_talk","0.2","102111","5152061",""
"0","21","","0","61159","","vo_rag_6012","","vo_rag","5152061",""
"8","11","1","1","61160","56","既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","0","102111","5152061","0"
"0","91","","0","61161","","","","0","5152061",""
"1","3","","","61162","","memory_talk","0.2","102111","5152061",""
"0","23","","","61163","","se_10058300_emotion_laugh","","se_10058300","5152061",""
"","32","","","61164","","1","","11","5152061",""
"1","3","","","61165","","sad_talk_normal","0.2","110311","5152061",""
"0","21","","0","61166","","vo_rag_6013","","vo_rag","5152061",""
"7","11","1","1","61167","0","啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","0","110311","5152061","0"
"0","91","","0","61168","","","","0","5152061",""
"","32","","","61169","","0","","11","5152061",""
"","22","","","61170","","0","","0","5152061",""
"","93","","","61171","","0","","0.1","5152061",""
"1","3","","","61172","","wish_talk_joy_shy","0.2","110311","5152061",""
"0","3","1","sad_idle_joy","61173","0","smile2_joy","0.2","131911","5152061",""
"1","3","","","61174","","joy_idle","0.2","102311","5152061",""
"1","3","","","61175","","memory_idle","0.2","102111","5152061",""
"1","3","","","61176","","wish_idle_dere","0.2","107711","5152061",""
"1","3","","","61177","","cool_talk_dere2","0.2","122811","5152061",""
"1","3","","","61178","","anger_idle_normal2","0.2","122911","5152061",""
"1","3","","","61179","","sad_idle_dere","0.2","122711","5152061",""
"0","23","","","61180","","se_10058300_emotion_kids","","se_10058300","5152061",""
"2","12","0","0","61181","0","9","0","110311","5152061","0"
"2","12","0","0","61182","0","7","0","131911","5152061","0"
"2","12","0","0","61183","0","10","0","102311","5152061","0"
"2","12","0","0","61184","0","6","0","102111","5152061","0"
"","93","","","61185","","0","","2.5","5152061",""
"","101","","","61186","","","","61187","5152061",""
"","25","","","61187","","bgm_MC173B","","bgm_MC173B","5152061",""
"","22","","","61188","","0","","0","5152061",""
"110","1","-280","382","62001","1","107111","1.55","1","5152062","doya_idle"
"105","1","-210","145","62002","0","107611","1.5","1","5152062","idle_normal"
"107","1","-296","-22","62003","0","131911","1.57","1","5152062","joy_idle_normal"
"109","1","-311","-217","62004","0","107511","1.57","1","5152062","wish_idle_joy"
"108","1","-255","-440","62005","0","107811","1.53","1","5152062","cool_idle"
"103","1","-136","34","62006","0","131411","1.45","1","5152062","idle_normal"
"104","1","-146","-163","62007","0","131311","1.45","1","5152062","riri_idle"
"105","1","-166","-350","62008","0","131511","1.45","1","5152062","sad_idle_surprise1"
"106","5","-235","-13","62009","1","5","1.5","5","5152062","empty"
"110","5","-210","145","62010","0","11","1.5","1","5152062","empty"
