6d79aac10aa334a1cd0843900fd1fd88eb36dbf7a89fbc77008efa701819b132,6831b16b0230ba979ba4f1568f8940c49208e8ab0238eff32c28f97af5414ce7,08c2d10920fe7bf9d8064c3e86137d57557a6498684188bda7a66e120b8f555a,625e1ed51c75c0a54d9824d8c7f8293524dd3528c6bf285b14c86a3ef3944f0f,c06737125e2bc4cf52af8145de245dfe0cabe428a93546ff00bd116fdc19b251,1ab68b40a749ed63f774e51c42fee8f5c67c0fa1d52b9c146d16a1c3b8b7f141,41a5cee1f6f3731c12ac5a213640eeb15b8eab72cd2b9ccc465650d26797e1fd,aba65f44b8ba714a344aec17184f49b96cad7cc5771628f276c68d9ff86aee54,b16374600fab197ebeb939ec1017747d4695a390e11578bc760502c1415cc0e5,c3706cd575663dfff60a69b1a5d3cdf0e4ffa40ef89870b5cefc2300c956d8ef,ec806c0d5ae3a083d927981a83e23e46704a6508c7a1ae68b28ca1bbe52fb411,05b8a754c96a8fa68530e77febfb887fddbe1d2b2ee38c90c4d6fca390a5b118,3ec32c672b1058baa1bfe2a6ca76d5ebae87fd28c8c93c305638f1de914c0644,0ce331350996b7940ef4972cf03ed2d5bda0504ad79a7a1d72bb8a75af851f41,327d67bf0765de7c53f0d48686f8cb0077cdbac4b84bc90f50507e21488465f3,d0b52f42d816539f90b779624d32b6c47e004f358c63ca759c156a3a316ece86,996069047c7454ba056a4a995e6d2d75ec2d67bdde674da924727cc60e968ed7,970ae046989f794d4c9c9b174f1e226ab9a2d58085256f5a768fe95d547c7f9f,fbfad3f97d7470d9de47117b189f97d98f62c1e256a82421aeda8280862f613a,46c30d9e38e0861ad23b70f059eb94834bbc51308bb453a01af9cb311e3955fb,6c5f0382232f8ff9255c4defc5d5df3a8ac0190debf1ff2333e441ad9b31552f
"0","0","51200001","100182","0","0","最終之戰","901000102","0","0","901000106","0","90","0","901000105","512000011","2000001","0","901000103","0","0"
"0","bgm_M06","51200002","100021","0","0","新手教學戰鬥","901000201","bgm_M06","0","0","bgm_M06","90","0","901000104","512000021","2000002","512000022","901000202","bgm_M06","100022"
"0","bgm_M06","51200006","100021","0","0","新手教學戰鬥","901000201","bgm_M06","0","0","bgm_M06","90","0","901000104","512000021","2000006","512000022","901000202","bgm_M06","100022"
"0","0","52003005","100671","0","0","ADV戰鬥","901000301","bgm_M17","0","0","bgm_M17_03_and_M29","90","0","901000303","520030051","2003005","0","901000302","0","0"
"0","0","52004002","100011","0","0","ADV戰鬥","901000401","bgm_M06","0","0","bgm_M06","90","0","901000403","520040021","2004002","0","901000402","0","0"
"0","0","55001004","81000111","0","0","席茲之戰","901000501","bgm_M47","0","0","bgm_M47","90","0","0","550010041","5001004","0","0","0","0"
"0","0","55001006","81000106","0","0","席茲之戰","901000401","bgm_M47","0","0","bgm_M47","90","0","901000502","550010041","5001006","0","901000501","0","0"
"0","0","55002005","81000205","0","0","阿爾瑪之戰","901000601","bgm_M102","0","0","bgm_M102","90","0","901000603","550020051","5002005","0","901000602","0","0"
"0","0","55002006","81000206","0","0","阿爾瑪之戰","901000601","bgm_M102","0","0","bgm_M102","90","0","901000603","550020052","5002006","0","901000602","0","0"
"0","0","55003006","81000305","0","0","加爾格之戰","901000601","bgm_M109","0","901000703","bgm_M109","90","0","901000702","550030061","5003006","0","901000701","0","0"
"0","0","55004005","100931","0","0","泳裝戰鬥","901000601","bgm_M116","0","901000803","bgm_M116","90","0","901000802","550040051","5004005","0","901000801","0","0"
"0","0","55005006","81000505","0","901000904","島鯨戰鬥","901000906","bgm_M124","0","901000903","bgm_M124","90","0","901000902","550050061","5005006","0","901000901","0","0"
"0","0","55011005","81001105","0","0","情人節頭目戰","901000906","bgm_M192","0","901001003","bgm_M192","90","0","901001002","550110051","5011005","0","901001001","0","0"
"0","0","55011006","81001106","0","0","情人節頭目戰","901001001","0","0","0","0","90","0","901001003","550110051","5011006","0","901001002","0","0"
